f5	x	y	descape240	rghasp240	rghsq	elksum240	elksq	slope240	slopesq	forest240	elev240	edgeden240	road240
1	516466.4802	4979729	28.99954	0.9642017	0.9296849	10570.81	1.12E+08	6.515625	42.45337	32	2481.938	0.002287512	0
1	516706.4802	4979729	2.069163	0.8234667	0.6780974	9344.864	8.73E+07	7.1875	51.66016	60	2477.516	0.002349281	0
1	516946.4802	4979729	0	0.8975216	0.8055449	8031.37	6.45E+07	9.828125	96.59204	64	2469.953	0	0
1	517186.4802	4979729	0	0.9576262	0.9170479	6938.363	4.81E+07	12.95313	167.7834	64	2459.531	0	0
1	517426.4802	4979729	0	0.7756151	0.6015788	6193.426	3.84E+07	15.40625	237.3525	64	2420.875	0.002064923	0
1	517666.4802	4979729	0.9375	0.7021642	0.4930345	6410.482	4.11E+07	14.65625	214.8057	62	2375.234	0.005623971	0
1	517906.4802	4979729	0.9375	0.8483971	0.7197776	6932.546	4.81E+07	10.78125	116.2354	62	2350.422	0.007491612	0
1	518146.4802	4979729	13.70749	0.9609218	0.9233707	8221.414	6.76E+07	10.8125	116.9102	41	2361.328	0.006603043	0
1	518386.4802	4979729	28.30103	1.025395	1.051435	9296.297	8.64E+07	14.96875	224.0635	28	2380.063	0.006790427	0
1	518626.4802	4979729	39.47371	0.7422975	0.5510056	13636.37	1.86E+08	11.89063	141.387	24	2413.766	0.006190917	0
1	518866.4802	4979729	16.16189	0.5927442	0.3513457	11856.55	1.41E+08	11.96875	143.251	44	2418.953	0.003539745	0
1	519106.4802	4979729	34.29774	0.9013986	0.8125194	10139.01	1.03E+08	14.32813	205.2952	31	2413.266	0.005284452	0
1	519346.4802	4979729	13.59375	0.8550781	0.7311586	6177.758	3.82E+07	16.46875	271.2197	46	2377.656	0.006149518	0
1	519586.4802	4979729	29.59171	0.9245824	0.8548527	6449.002	4.16E+07	16.48438	271.7346	24	2393.781	0.006596721	0
1	519826.4802	4979729	0	0.8984218	0.8071617	4484.794	2.01E+07	6.328125	40.04517	64	2437.359	0.007403657	0
1	520066.4802	4979729	0.46875	0.8477663	0.7187077	4451.661	1.98E+07	10.40625	108.29	63	2401.328	0.002632608	0
1	520306.4802	4979729	19.27921	1.082197	1.171151	5749.673	3.31E+07	16.17188	261.5295	35	2414.047	0.005602338	0
1	520546.4802	4979729	1.875	1.098619	1.206964	3256.833	1.06E+07	19.51563	380.8596	60	2390.063	0.00427456	0
1	520786.4802	4979729	6.950825	1.043108	1.088074	4478.897	2.01E+07	12.89063	166.1682	52	2323.828	0.005086322	0
1	521026.4802	4979729	3.475413	1.035731	1.072739	3847.533	1.48E+07	10.28125	105.7041	57	2292.516	0.007236365	0
1	521266.4802	4979729	12.02357	1.011791	1.02372	3783.727	1.43E+07	12.28125	150.8291	46	2253.828	0.006944493	0
1	521506.4802	4979729	0	1.016009	1.032274	5163.97	2.67E+07	10.73438	115.2268	64	2224.688	0.002233542	0
1	521746.4802	4979729	0	0.9728583	0.9464533	4429.828	1.96E+07	11.78125	138.7979	64	2215.344	0	0
1	521986.4802	4979729	0	0.9293216	0.8636386	3561.912	1.27E+07	13.57813	184.3655	64	2170.719	0	0
1	522226.4802	4979729	0	0.9985408	0.9970837	3103.296	9.63E+06	13.32813	177.6389	64	2121.875	0	0
1	522466.4802	4979729	0	0.9164714	0.8399197	2926.225	8.56E+06	11.5	132.25	64	2082.266	0.000685744	0
1	522706.4802	4979729	0.46875	0.8974879	0.8054845	3346.499	1.12E+07	10.51563	110.5784	63	2043.953	0.0013095	0
1	522946.4802	4979729	51.90872	0.9615549	0.9245878	1988.167	3.95E+06	12.75	162.5625	20	1991.078	0.004290287	0
1	523186.4802	4979729	159.2106	0.9276715	0.8605744	1785.349	3.19E+06	10.64063	113.2229	0	1967.797	0.004841212	0
1	523426.4802	4979729	226.8585	0.9894755	0.9790618	4654.055	2.17E+07	7.875	62.01563	0	1939.5	0.001270933	0
1	523666.4802	4979729	287.4283	0.9876975	0.9755464	5131.297	2.63E+07	10.48438	109.9221	0	1919.234	0.003139414	0
1	523906.4802	4979729	430.3281	0.9152635	0.8377073	4281.762	1.83E+07	10.23438	104.7424	0	1870.828	4.45E-05	0
1	524146.4802	4979729	614.8719	0.8028242	0.6445267	4080.091	1.66E+07	3.203125	10.26001	0	1846.844	0	0
1	524386.4802	4979729	574.3614	0.8542744	0.7297847	3662.511	1.34E+07	4.546875	20.67407	0	1830.859	0	0
1	524626.4802	4979729	356.4449	0.8024852	0.6439825	3089.725	9.55E+06	4.546875	20.67407	0	1815.688	0	0
1	524866.4802	4979729	133.4331	0.9387414	0.8812355	2018.722	4.08E+06	10.125	102.5156	2	1788.203	0.001043392	0
1	525106.4802	4979729	27.76555	0.9078821	0.8242499	1373.089	1.89E+06	10.82813	117.2483	33	1762.563	0.006494052	0
1	525346.4802	4979729	56.64041	1.051942	1.106582	1989.39	3.96E+06	19.45313	378.4241	0	1820.516	0.003356947	0
1	525586.4802	4979729	13.65421	1.204447	1.450693	2652.764	7.04E+06	22.35938	499.9417	4	1891.594	0	0
1	525826.4802	4979729	5.819162	1.226551	1.504428	2895.854	8.39E+06	22.64063	512.5979	27	1971.516	0.004601032	0
1	526066.4802	4979729	3.006663	1.195813	1.429969	2227.216	4.96E+06	27.40625	751.1025	48	2076.344	0.008904334	0
1	526306.4802	4979729	1.875	1.223868	1.497854	2382.168	5.67E+06	33.28125	1107.642	60	2210.75	0.008452768	0
1	526546.4802	4979729	103.0027	1.002584	1.005175	14780.68	2.18E+08	12.51563	156.6409	8	2333.109	0.006090546	0
1	526786.4802	4979729	151.682	0.7972207	0.6355609	19321.54	3.73E+08	5.828125	33.96704	0	2334.141	0.002359843	0
1	527026.4802	4979729	14.12479	0.9665657	0.9342492	12525.5	1.57E+08	8.0625	65.00391	47	2324.781	0.00328223	0
1	527266.4802	4979729	0	0.8969693	0.8045539	6170.321	3.81E+07	6.671875	44.51392	64	2344.359	0.004637575	0
1	527506.4802	4979729	0	1.021942	1.044366	3509.555	1.23E+07	6.25	39.0625	64	2344.047	0.000960684	0
1	527746.4802	4979729	0	0.9765446	0.9536393	4139.83	1.71E+07	5.46875	29.90723	64	2350.531	0	0
1	527986.4802	4979729	8.193145	0.9248608	0.8553675	6712.785	4.51E+07	12.09375	146.2588	49	2353.703	0.00284643	0
1	528226.4802	4979729	59.63935	0.9548267	0.911694	14105.5	1.99E+08	6.578125	43.27173	11	2325.516	0.007589787	0
1	528466.4802	4979729	52.78883	0.9326217	0.8697832	12960.7	1.68E+08	10.39063	107.9651	20	2312.547	0.009800646	0
1	528706.4802	4979729	80.5006	0.9719872	0.9447592	14814.7	2.19E+08	9.59375	92.04004	10	2279.563	0.006099085	0
1	528946.4802	4979729	66.65248	0.8546112	0.7303602	14793.47	2.19E+08	4.359375	19.00415	6	2256.922	0.006859852	0
1	529186.4802	4979729	66.02086	0.7377828	0.5443235	13805.58	1.91E+08	7.078125	50.09985	10	2241.188	0.008848408	0
1	529426.4802	4979729	53.90838	0.8422414	0.7093706	14650.29	2.15E+08	3.671875	13.48267	16	2228.094	0.01115953	0
1	529666.4802	4979729	110.8199	1.021644	1.043756	15259.74	2.33E+08	6.265625	39.25806	3	2239.828	0.005245167	0
1	529906.4802	4979729	39.0401	0.924899	0.8554381	12756.59	1.63E+08	6.65625	44.30566	27	2237.859	0.002739886	0
1	530146.4802	4979729	105.0838	0.8512482	0.7246235	13712.32	1.88E+08	10.28125	105.7041	3	2206.688	0.002055641	0
1	530386.4802	4979729	110.1564	0.8135012	0.6617843	10710.14	1.15E+08	11.71875	137.3291	0	2159.609	0.003374652	0
1	530626.4802	4979729	8.936482	0.7101697	0.5043411	5585.52	3.12E+07	13.60938	185.2151	50	2108.859	0.005127551	0
1	530866.4802	4979729	35.745	0.6833311	0.4669414	6441.581	4.15E+07	7.96875	63.50098	30	2072.578	0.007259213	0
1	531106.4802	4979729	171.2016	0.7634923	0.5829205	9238.012	8.53E+07	5.515625	30.42212	0	2054.234	0.003143944	0
1	531346.4802	4979729	45.04253	0.8349115	0.6970773	7573.346	5.74E+07	9.140625	83.55103	22	2043.938	0.001945815	0
1	531586.4802	4979729	62.13845	0.8129602	0.6609043	7109.533	5.05E+07	8.828125	77.93579	18	2022.703	0.004218776	0
1	531826.4802	4979729	260.3654	0.6883778	0.473864	8447.68	7.14E+07	5.0625	25.62891	0	2004.156	0.001386216	0
1	532066.4802	4979729	263.593	0.6424771	0.4127768	8741.505	7.64E+07	3.34375	11.18066	0	1993.016	0	0
1	532306.4802	4979729	94.43537	0.9207278	0.8477398	6944.111	4.82E+07	9.828125	96.59204	0	1977.25	0	0
1	532546.4802	4979729	237.4657	0.9946749	0.9893782	9235.123	8.53E+07	7.671875	58.85767	0	2003.094	0	0
1	532786.4802	4979729	457.7243	0.9215899	0.849328	9897.024	9.80E+07	5.21875	27.23535	0	2019.563	0	0
1	533026.4802	4979729	293.7789	0.8868175	0.7864453	10250.11	1.05E+08	8.4375	71.19141	0	2048.141	0	0
1	533266.4802	4979729	147.3246	0.7806776	0.6094574	9377.74	8.79E+07	3.6875	13.59766	0	2066.25	0.002880331	0
1	533506.4802	4979729	77.78101	0.9353179	0.8748195	7274.419	5.29E+07	8.015625	64.25024	12	2082.266	0.003620082	0
1	533746.4802	4979729	14.27946	0.9569235	0.9157026	4473.022	2.00E+07	10.79688	116.5725	46	2102.5	0.005000961	0
1	533986.4802	4979729	8.467732	0.8392488	0.7043386	3105.781	9.65E+06	15.32813	234.9514	50	2087.016	0.003946111	0
1	534226.4802	4979729	3.28125	0.7189767	0.5169275	2065.855	4.27E+06	12.65625	160.1807	58	2055.422	0.006380195	0
1	534466.4802	4979729	0	0.8808751	0.775941	1598.231	2.55E+06	8.984375	80.71899	64	2040.609	0.004684611	0
1	534706.4802	4979729	0	0.7983791	0.6374092	1783.905	3.18E+06	3.890625	15.13696	64	2049.047	0.000750555	0
1	534946.4802	4979729	0	0.6442282	0.4150299	1687.477	2.85E+06	2.234375	4.992432	64	2045.563	0.000282118	0
1	535186.4802	4979729	0	0.7575341	0.573858	1515.888	2.30E+06	2.375	5.640625	64	2046.719	0	0
1	535426.4802	4979729	0	0.9856569	0.9715195	826.0485	6.82E+05	18.57813	345.1467	64	2014.313	0	0
1	535666.4802	4979729	1.40625	1.117118	1.247952	1353.134	1.83E+06	19.25	370.5625	61	1959.375	0.00039439	0
1	535906.4802	4979729	30.95496	1.03572	1.072715	2543.497	6.47E+06	18.70313	349.8069	29	1978.25	0.004266824	0
1	536146.4802	4979729	71.72284	0.9965562	0.9931243	5032.981	2.53E+07	14.78125	218.4854	11	2015.531	0.004092005	0
1	536386.4802	4979729	72.43739	1.03794	1.07732	7310.835	5.34E+07	10.1875	103.7852	6	2053.281	0.003056814	0
1	536626.4802	4979729	14.28998	0.9213093	0.8488108	7685.294	5.91E+07	8.515625	72.51587	38	2071.516	0.009267139	0
1	536866.4802	4979729	33.22362	0.8412446	0.7076924	8561.757	7.33E+07	8.359375	69.87915	21	2084.625	0.01180973	0
1	537106.4802	4979729	43.08666	0.9180698	0.8428521	9602.517	9.22E+07	4.578125	20.95923	12	2092.547	0.01067984	0
1	537346.4802	4979729	62.98283	0.9780329	0.9565485	9099.37	8.28E+07	6.046875	36.5647	13	2100.453	0.009410066	0
1	537586.4802	4979729	12.68956	1.006917	1.013881	6730.904	4.53E+07	8.125	66.01563	41	2091.094	0.009382522	0
1	537826.4802	4979729	18.58607	1.064024	1.132148	4388.809	1.93E+07	17.01563	289.5315	42	2070.125	0.008865764	0
1	538066.4802	4979729	6.512307	0.9924816	0.9850197	3620.568	1.31E+07	16.59375	275.3525	55	2059.813	0.004797248	0
1	538306.4802	4979729	24.19294	0.8165522	0.6667574	4127.625	1.70E+07	9.5	90.25	33	2031.75	0.005875209	0
1	538546.4802	4979729	32.60328	0.9325229	0.8695989	4424.808	1.96E+07	10.125	102.5156	23	1999.875	0.008283656	0
1	538786.4802	4979729	130.6934	0.9940935	0.9882218	6117.17	3.74E+07	7.78125	60.54785	0	2023.5	0.007561598	0
1	539026.4802	4979729	39.07952	0.972791	0.9463223	4838.477	2.34E+07	8.796875	77.38501	29	2019.75	0.003991858	0
1	539266.4802	4979729	0.46875	0.8901536	0.7923734	3185.763	1.01E+07	8.0625	65.00391	63	1983.625	0.00356866	0
1	539506.4802	4979729	25.56469	0.8904993	0.792989	3341.448	1.12E+07	4.15625	17.27441	34	1964.969	0.005168028	0
1	539746.4802	4979729	66.13728	0.7929508	0.628771	4643.442	2.16E+07	3.953125	15.6272	7	1975.719	0.006736142	0
1	539986.4802	4979729	99.51647	0.983046	0.9663794	4688.193	2.20E+07	7.9375	63.00391	2	1988.906	0.004060658	0
1	540226.4802	4979729	19.27921	1.009974	1.020048	3131.833	9.81E+06	14.59375	212.9775	40	1990.781	0.004197566	0
1	540466.4802	4979729	3.75	1.178105	1.387931	1470.872	2.16E+06	26.125	682.5156	58	1959.25	0.004184367	0
1	540706.4802	4979729	22.78669	0.9618422	0.9251405	2062.185	4.25E+06	15.98438	255.5002	37	1887.438	0.005615856	0
1	540946.4802	4979729	183.7293	1.028686	1.058195	2836.244	8.04E+06	9.78125	95.67285	0	1861.328	0.003385805	0
1	541186.4802	4979729	48.11759	1.033704	1.068544	2559.092	6.55E+06	9.984375	99.68774	0	1841.563	0	0
1	541426.4802	4979729	10.70082	1.266112	1.60304	556.4781	3.10E+05	24.92188	621.0999	8	1774.703	0.007797928	0
1	541666.4802	4979729	61.53373	1.123864	1.26307	1806.09	3.26E+06	17.32813	300.2639	0	1802.594	0.006260897	0
1	541906.4802	4979729	219.4608	0.8806955	0.7756245	2868.185	8.23E+06	9.9375	98.75391	0	1823.219	0	0
1	542146.4802	4979729	290.782	0.7819729	0.6114816	2691.99	7.25E+06	7.28125	53.0166	0	1802.984	0	0
1	542386.4802	4979729	87.65607	0.8537918	0.7289604	2043.918	4.18E+06	5.15625	26.58691	4	1785.266	0.000407387	0
1	542626.4802	4979729	156.2881	0.7282889	0.5304047	2338.543	5.47E+06	1.546875	2.392822	0	1783.328	0.003575334	0
1	542866.4802	4979729	164.1315	0.8065598	0.6505387	2447.38	5.99E+06	3.1875	10.16016	0	1787.734	0.003590015	0
1	543106.4802	4979729	207.4452	0.8214394	0.6747628	2612.061	6.82E+06	3.109375	9.668213	0	1793.672	0.000663147	0
1	543346.4802	4979729	388.562	0.8351675	0.6975047	2849.505	8.12E+06	5.828125	33.96704	0	1806.078	0	0
1	543586.4802	4979729	392.4069	0.8859487	0.7849051	3526.216	1.24E+07	9.59375	92.04004	0	1838.938	0	0
1	543826.4802	4979729	263.7467	0.8531519	0.7278682	4477.469	2.00E+07	6.453125	41.64282	0	1872.75	0	0
1	544066.4802	4979729	185.612	0.9010552	0.8119004	5149.721	2.65E+07	5.5625	30.94141	0	1893.766	0	0
1	544306.4802	4979729	329.4698	0.9318269	0.8683015	5752.85	3.31E+07	8.671875	75.20142	0	1914.563	0	0
1	544546.4802	4979729	415.2787	0.9015176	0.812734	6754.536	4.56E+07	7.703125	59.33813	0	1932.828	0	0
1	544786.4802	4979729	380.3335	0.9124573	0.8325784	7528.917	5.67E+07	5.8125	33.78516	0	1952.734	0	0
1	545026.4802	4979729	439.9401	0.8995151	0.8091274	8243.589	6.80E+07	4.640625	21.5354	0	1972.391	0	0
1	545266.4802	4979729	433.2517	0.9093279	0.8268772	8638.51	7.46E+07	4.953125	24.53345	0	1990.031	0	0
1	545506.4802	4979729	397.2879	0.8659438	0.7498586	9142.856	8.36E+07	5.765625	33.24243	0	2003.672	0	0
1	545746.4802	4979729	409.9853	0.9014682	0.812645	10305.66	1.06E+08	9.21875	84.98535	0	2030.734	0	0
1	545986.4802	4979729	433.1591	0.9326217	0.8697832	10780.76	1.16E+08	14.17188	200.842	0	2068.094	0	0
1	546226.4802	4979729	489.0335	1.007321	1.014695	12727.8	1.62E+08	14.1875	201.2852	0	2107.703	0	0
1	546466.4802	4979729	406.1674	0.9568763	0.9156123	13872.47	1.92E+08	9.9375	98.75391	0	2119.313	0	0
1	546706.4802	4979729	255.9606	0.9562387	0.9143925	12051.71	1.45E+08	13.09375	171.4463	0	2129.875	0	0
1	546946.4802	4979729	80.11109	0.9024044	0.8143336	9414.699	8.86E+07	16.82813	283.1858	6	2157.828	0.00382524	0
1	547186.4802	4979729	22.28588	0.8881151	0.7887484	8054.129	6.49E+07	16.96875	287.9385	31	2189.531	0.0098848	0
1	547426.4802	4979729	47.97774	0.8865975	0.7860551	10999.1	1.21E+08	11.89063	141.387	12	2206.469	0.01070652	0
1	547666.4802	4979729	32.36819	0.921866	0.8498369	9176.597	8.42E+07	9.953125	99.0647	29	2218.672	0.008043244	0
1	547906.4802	4979729	2.069163	0.9704472	0.9417678	5905.05	3.49E+07	10.6875	114.2227	60	2249.391	0.005648088	0
1	548146.4802	4979729	0	0.9971713	0.9943507	5494.985	3.02E+07	11.4375	130.8164	64	2296.438	0.003408256	0
1	548386.4802	4979729	0	1.015517	1.031275	4902.991	2.40E+07	15.0625	226.8789	64	2332.156	9.79E-05	0
1	548626.4802	4979729	0	0.9966617	0.9933346	4555.067	2.07E+07	18.40625	338.79	64	2383.109	0	0
1	548866.4802	4979729	0	0.9605379	0.9226331	4172.514	1.74E+07	22.07813	487.4436	64	2446.938	0	0
1	549106.4802	4979729	0	0.8715068	0.7595241	5405.542	2.92E+07	15.48438	239.7659	64	2502.547	0	0
1	549346.4802	4979729	0	0.9905756	0.98124	6008.242	3.61E+07	10.5	110.25	64	2544.688	0	0
1	549586.4802	4979729	0	0.7968997	0.6350491	6247.187	3.90E+07	5.0625	25.62891	64	2550.641	0	0
1	549826.4802	4979729	0	0.8819796	0.7778881	5158.737	2.66E+07	4.140625	17.14478	64	2538.672	0	0
1	550066.4802	4979729	0	1.031342	1.063666	3388.319	1.15E+07	11.89063	141.387	64	2508.906	0	0
1	550306.4802	4979729	0	0.921774	0.8496673	3430.556	1.18E+07	8.03125	64.50098	64	2500.156	0	0
1	550546.4802	4979729	0	0.8420303	0.7090151	3563.354	1.27E+07	4.578125	20.95923	64	2516.094	0	0
1	550786.4802	4979729	0	0.635695	0.4041082	3549.454	1.26E+07	3.65625	13.36816	64	2526.391	0	0
1	551026.4802	4979729	0	0.6825947	0.4659356	3571.966	1.28E+07	3.53125	12.46973	64	2521.766	0	0
1	551266.4802	4979729	0	0.7390131	0.5461404	3585.049	1.29E+07	3.6875	13.59766	64	2515.406	0	0
1	551506.4802	4979729	0	0.6189184	0.3830599	3619.406	1.31E+07	3.0625	9.378906	64	2498.547	0	0
1	551746.4802	4979729	0	0.7965854	0.6345482	3343.391	1.12E+07	9.6875	93.84766	64	2475.688	0	0
1	551986.4802	4979729	0	0.9501122	0.9027132	4235.858	1.79E+07	3.765625	14.17993	64	2456.594	0	0
1	552226.4802	4979729	0	0.9207144	0.847715	4160.531	1.73E+07	6.359375	40.44165	64	2453.422	0	0
1	552466.4802	4979729	0	0.7948927	0.6318544	3560.783	1.27E+07	6.203125	38.47876	64	2432.109	0	0
1	552706.4802	4979729	0	0.8915544	0.7948693	3475.283	1.21E+07	6.4375	41.44141	64	2415.516	0	0
1	552946.4802	4979729	0	0.8640311	0.7465497	3357.1	1.13E+07	8.265625	68.32056	64	2387.75	0	0
1	553186.4802	4979729	0	1.008006	1.016075	3136.111	9.84E+06	9.34375	87.30566	64	2352.625	0	0
1	553426.4802	4979729	0	1.002324	1.004652	3035.174	9.21E+06	9.625	92.64063	64	2330.375	0	0
1	553666.4802	4979729	0	1.086247	1.179933	2055.226	4.22E+06	18.96875	359.8135	64	2290.922	0	0
1	553906.4802	4979729	0	1.153082	1.329599	1795.789	3.22E+06	18.09375	327.3838	64	2214.219	0	0
1	554146.4802	4979729	0	1.15361	1.330816	949.0435	9.01E+05	26.45313	699.7678	64	2126.688	0	0
1	554386.4802	4979729	0	1.047575	1.097414	1109.676	1.23E+06	15.71875	247.0791	64	2046.797	0	0
1	554626.4802	4979729	0	1.006661	1.013366	2130.167	4.54E+06	16.0625	258.0039	64	2070.234	0	0
1	554866.4802	4979729	0	1.019194	1.038757	2810.13	7.90E+06	20.375	415.1406	64	2148.656	0	0
1	555106.4802	4979729	0	1.003998	1.008013	4319.794	1.87E+07	11.625	135.1406	64	2210.922	0	0
1	555346.4802	4979729	0	0.9138604	0.8351409	4006.979	1.61E+07	7.078125	50.09985	64	2246.531	0	0
1	555586.4802	4979729	0	0.8060794	0.649764	3258.506	1.06E+07	3.328125	11.07642	64	2253.672	0	0
1	555826.4802	4979729	0	0.7554126	0.5706483	4171.576	1.74E+07	2.8125	7.910156	64	2243.078	0	0
1	556066.4802	4979729	0	0.8038771	0.6462183	3956.305	1.57E+07	5.75	33.0625	64	2229.359	0	0
1	556306.4802	4979729	5.738738	1.027831	1.056436	6240.383	3.89E+07	12.375	153.1406	54	2205.016	0.00351253	0
1	556546.4802	4979729	65.61392	0.9642937	0.9298624	11078.96	1.23E+08	6.984375	48.78149	9	2189.453	0.00521524	0
1	556786.4802	4979729	97.44492	0.9449982	0.8930216	11930.25	1.42E+08	12.3125	151.5977	7	2176.609	0.002354546	0
1	557026.4802	4979729	91.31812	0.9081807	0.8247921	11992.17	1.44E+08	11.73438	137.6956	9	2159.5	0.005080699	0
1	557266.4802	4979729	134.9831	0.986052	0.9722985	10558.46	1.11E+08	12.78125	163.3604	0	2125.547	0.006396894	0
1	557506.4802	4979729	75.32242	1.060253	1.124136	7040.811	4.96E+07	13.82813	191.217	15	2080.891	0.005318109	0
1	557746.4802	4979729	10.50666	1.120299	1.25507	4191.996	1.76E+07	15.28125	233.5166	42	2098.391	0.009689745	0
1	557986.4802	4979729	5.819162	1.053242	1.109318	2914.071	8.49E+06	11.03125	121.6885	52	2112.641	0.008045943	0
1	510946.4802	4979489	43.88449	0.9647113	0.9306679	11146.88	1.24E+08	10.75	115.5625	18	2779.641	0.01085303	0
1	511186.4802	4979489	71.80345	1.00191	1.003825	9664.308	9.34E+07	13.26563	175.9768	6	2744.422	0.009765889	0
1	511426.4802	4979489	27.30407	0.9348083	0.8738665	9210.176	8.48E+07	8.03125	64.50098	27	2704.328	0.009844011	0
1	511666.4802	4979489	18.28844	0.9988999	0.9978011	7744.618	6.00E+07	7.5625	57.19141	38	2675.469	0.01119233	0
1	511906.4802	4979489	0	0.9780734	0.9566275	5830.763	3.40E+07	12.09375	146.2588	64	2678.906	0.007708631	0
1	512146.4802	4979489	0	0.8574578	0.7352339	5293.359	2.80E+07	9.34375	87.30566	64	2688.969	0.004020094	0
1	512386.4802	4979489	0	0.86228	0.7435268	4098.475	1.68E+07	14.28125	203.9541	64	2705.813	0.000672205	0
1	512626.4802	4979489	0	0.9823837	0.9650778	4025.517	1.62E+07	15.26563	233.0393	64	2732.828	0	0
1	512866.4802	4979489	0	0.7746161	0.6000301	4659.982	2.17E+07	9.25	85.5625	64	2748.578	0	0
1	513106.4802	4979489	0	0.8189206	0.670631	5336.372	2.85E+07	6.96875	48.56348	64	2749.031	0	0
1	513346.4802	4979489	15.25463	0.9782193	0.9569129	3719.949	1.38E+07	18.07813	326.8186	41	2726.844	0.002057778	0
1	513586.4802	4979489	0	0.8632903	0.7452701	5825.952	3.39E+07	11.01563	121.344	64	2648.828	0.002424044	0
1	513826.4802	4979489	0	0.9586431	0.9189967	5792.026	3.35E+07	8.4375	71.19141	64	2618.406	0	0
1	514066.4802	4979489	0	1.001632	1.003267	6272.426	3.93E+07	7.671875	58.85767	64	2584.734	0	0
1	514306.4802	4979489	0	0.8925444	0.7966356	6618.621	4.38E+07	5.984375	35.81274	64	2562.906	0.002861226	0
1	514546.4802	4979489	0	0.8559492	0.732649	6535.001	4.27E+07	8.09375	65.50879	64	2533.953	0.00257458	0
1	514786.4802	4979489	0	0.7674906	0.5890418	6686.921	4.47E+07	5.15625	26.58691	64	2507.984	0	0
1	515026.4802	4979489	0	0.8424591	0.7097374	6550.528	4.29E+07	8.828125	77.93579	64	2488.016	0	0
1	515266.4802	4979489	0	0.8559492	0.732649	7589.523	5.76E+07	9.40625	88.47754	64	2457.125	0.001183607	0
1	515506.4802	4979489	7.419575	0.9449353	0.8929028	11159.93	1.25E+08	7.515625	56.48462	51	2428.219	0.00626125	0
1	515746.4802	4979489	31.25567	0.9594761	0.9205943	16863.48	2.84E+08	6.453125	41.64282	21	2417.891	0.01062581	0
1	515986.4802	4979489	56.79744	0.9706987	0.9422559	16696.03	2.79E+08	9.328125	87.01392	14	2415.563	0.008289076	0
1	516226.4802	4979489	55.31312	0.9192821	0.8450795	14906.81	2.22E+08	9.796875	95.97876	11	2435.922	0.005684957	0
1	516466.4802	4979489	23.91216	0.8768342	0.7688381	11726.43	1.38E+08	11.98438	143.6252	33	2455.641	0.008135847	0
1	516706.4802	4979489	45.41243	0.9428273	0.8889234	11593.93	1.34E+08	9.890625	97.82446	13	2475.656	0.007919706	0
1	516946.4802	4979489	30.34532	0.9664691	0.9340625	11160.21	1.25E+08	8.96875	80.43848	22	2481.031	0.005024231	0
1	517186.4802	4979489	8.856057	1.011276	1.02268	9351.68	8.75E+07	9.71875	94.4541	49	2493.25	0.004040086	0
1	517426.4802	4979489	4.6875	0.8743579	0.7645018	7437.685	5.53E+07	13.89063	192.9495	54	2470.078	0.002456422	0
1	517666.4802	4979489	0	0.8825633	0.778918	6352.814	4.04E+07	12.79688	163.76	64	2420.266	0.001116396	0
1	517906.4802	4979489	0	0.9553116	0.9126202	6143.505	3.77E+07	11.5625	133.6914	64	2375.688	0.001344456	0
1	518146.4802	4979489	0	0.9966999	0.9934106	6730.777	4.53E+07	11.64063	135.5042	64	2354.125	0.001862762	0
1	518386.4802	4979489	25.52518	0.956681	0.9152386	8246.155	6.80E+07	11.64063	135.5042	37	2339.938	0.006599216	0
1	518626.4802	4979489	27.52563	0.8425646	0.7099152	7506.614	5.63E+07	17.59375	309.54	27	2343.766	0.009208232	0
1	518866.4802	4979489	45.79667	0.7808167	0.6096748	8785.759	7.72E+07	18.1875	330.7852	12	2342.203	0.006864098	0
1	519106.4802	4979489	88.88297	0.9423087	0.8879457	9311.913	8.67E+07	17.35938	301.3479	4	2334.906	0.006154052	0
1	519346.4802	4979489	19.99232	1.011063	1.022249	6947.844	4.83E+07	14.32813	205.2952	39	2337.984	0.004976307	0
1	519586.4802	4979489	1.40625	0.7934828	0.629615	4523.962	2.05E+07	15.21875	231.6104	61	2402.25	0.006687182	0
1	519826.4802	4979489	0	0.8196502	0.6718265	5209.233	2.71E+07	4.53125	20.53223	64	2428.484	0.003222482	0
1	520066.4802	4979489	0	0.8922594	0.7961268	4210.783	1.77E+07	8.546875	73.04907	64	2403.797	0.00035989	0
1	520306.4802	4979489	14.45082	1.068963	1.142683	4815.196	2.32E+07	14.48438	209.7971	44	2376.484	0.00531097	0
1	520546.4802	4979489	0	1.118815	1.251747	3720.32	1.38E+07	14.84375	220.3369	64	2355.547	0.004795257	0
1	520786.4802	4979489	24.95005	0.968759	0.938494	4028.785	1.62E+07	11.04688	122.0334	38	2337.594	0.004393819	0
1	521026.4802	4979489	49.82633	1.068936	1.142625	3175.572	1.01E+07	12.65625	160.1807	11	2313.531	0.005672285	0
1	521266.4802	4979489	0.46875	1.027595	1.055952	5410.154	2.93E+07	13.35938	178.4729	63	2284.359	0.006921895	0
1	521506.4802	4979489	20.68855	0.9532709	0.9087254	6723.978	4.52E+07	7.65625	58.61816	37	2269.781	0.004632	0
1	521746.4802	4979489	0	0.9498137	0.902146	5195.496	2.70E+07	12.20313	148.9163	64	2238.25	0.001713437	0
1	521986.4802	4979489	0	0.9264705	0.8583475	4303.902	1.85E+07	9.515625	90.54712	64	2199.938	0	0
