"x","y","slope240","descape240","wolfuse","Prob","CumProb"
532263.78694287,4984833.9525786,0.742271861969806,0.000394305181695828,0.000611696815411353,0.00214597553837118,0.251880991555292
532023.78694287,4984353.9525786,0.664270309130122,0.00545262028936743,0,0.00214403298656733,0.254025024541860
531063.78694287,4982433.9525786,0.524083393242272,0.00765512449528937,0,0.00213023760479986,0.256155262146660
532023.78694287,4983873.9525786,0.509345909417685,0,0,0.00212917346293343,0.258284435609593
530583.78694287,4983393.9525786,0.246944759166068,0.00292346315612382,0,0.00212717690326245,0.260411612512855
532023.78694287,4984833.9525786,0.673975672178289,0,4.65862828131277e-07,0.00212644600027210,0.262538058513128
531063.78694287,4983153.9525786,0.322789360172538,0.00410637786002692,0,0.00212199478539599,0.264660053298524
529623.78694287,4983873.9525786,0.443925348670022,0,0.000159956645130821,0.00212157055032599,0.266781623848850
531063.78694287,4985553.9525786,0.744428583752696,0,0,0.00211137288377899,0.268892996732629
530343.78694287,4983873.9525786,0.284687275341481,0,0,0.00209073308195831,0.270983729814587
530823.78694287,4982673.9525786,0.337886412652768,0.00134624242934051,0,0.00208549825947977,0.273069228074067
532023.78694287,4982673.9525786,0.523005147375989,0,0,0.00207393441847133,0.275143162492538
532503.78694287,4982913.9525786,0.629762760603882,0,0,0.002067706237542,0.27721086873008
529863.78694287,4985073.9525786,0.630481667864845,0,0,0.00206441195450524,0.279275280684585
532263.78694287,4982673.9525786,0.582314881380302,0,0,0.00205793248292726,0.281333213167512
532023.78694287,4982433.9525786,0.556074881380302,0,0,0.00205636737097113,0.283389580538484
531063.78694287,4983633.9525786,0.236161150251618,0,0,0.00205183187291424,0.285441412411398
530583.78694287,4982913.9525786,0.248382573687994,0,3.98353638079715e-06,0.00204096939465226,0.28748238180605
529383.78694287,4985313.9525786,0.768152523364486,0,0,0.00203945007988772,0.289521831885938
532743.78694287,4982193.9525786,0.782530668583753,0,0,0.00203467117215279,0.291556503058091
530583.78694287,4985553.9525786,0.711718188353702,0,0,0.00203463241623547,0.293591135474326
531063.78694287,4982913.9525786,0.507548526240115,0.0155218455585464,0,0.00203189264250786,0.295623028116834
529143.78694287,4984353.9525786,0.604601006470165,0,0,0.00202618882159066,0.297649216938425
532503.78694287,4982673.9525786,0.640187030913012,0,0,0.00202477362411789,0.299673990562543
532023.78694287,4981953.9525786,0.643781567217829,0,0,0.00201894391131664,0.301692934473859
530343.78694287,4983153.9525786,0.252696017253774,0.00157722072678331,0.000457631306506398,0.0020185032829926,0.303711437756852
531063.78694287,4983393.9525786,0.207404744787922,0,0,0.00200610636965308,0.305717544126505
531543.78694287,4984593.9525786,0.598130841121495,0.00726081931359354,0,0.00200454988438598,0.307722094010891
531303.78694287,4985313.9525786,0.653127361610352,0,0,0.00200345136761053,0.309725545378501
529623.78694287,4983393.9525786,0.405463695183321,0,0.00852995892014554,0.00199881725928139,0.311724362637783
532743.78694287,4982913.9525786,0.70848322070453,0.00174054761103634,0.000213414667509478,0.00199722579102074,0.313721588428803
530103.78694287,4985073.9525786,0.683680805176132,0.00696218876177658,0,0.00198832509487336,0.315709913523677
528663.78694287,4984353.9525786,0.725377426312006,0,0,0.00198115851947015,0.317691072043147
532023.78694287,4984593.9525786,0.578001437814522,0.000394305181695828,0,0.00197091072223411,0.319661982765381
529863.78694287,4982433.9525786,0.539180445722502,0,0.035437292386908,0.00196972845430516,0.321631711219686
532023.78694287,4985073.9525786,0.681883652048886,0,2.27238189721829e-05,0.00196701214644974,0.323598723366136
529623.78694287,4983153.9525786,0.437095614665708,0,0.0233354955572418,0.00192589110918058,0.325524614475317
530343.78694287,4985553.9525786,0.684399712437096,0,0,0.00192505152738938,0.327449666002706
530343.78694287,4982433.9525786,0.370956146657081,0.00118291554508748,0.00439323917460162,0.00191869167295488,0.329368357675661
532503.78694287,4983873.9525786,0.592379583033789,0,0.00420653677964467,0.00191471407359671,0.331283071749258
532263.78694287,4982913.9525786,0.508627002156722,0,0,0.00191317071120924,0.333196242460467
531303.78694287,4983393.9525786,0.222861250898634,0,0,0.00189573170624974,0.335091974166716
531543.78694287,4985073.9525786,0.567577397555715,0,0,0.00187295597906226,0.336964930145779
529863.78694287,4982193.9525786,0.570453026599569,0.000394305181695828,0.0366857715107682,0.0018706779326735,0.338835608078452
532023.78694287,4983633.9525786,0.407261078360891,0,0,0.00186962583529502,0.340705233913747
531783.78694287,4982193.9525786,0.532710280373832,0.00292346315612382,0,0.00186540155527110,0.342570635469018
530103.78694287,4982433.9525786,0.409777138749101,0,0.0190083167626828,0.00186270620142082,0.344433341670439
529863.78694287,4985313.9525786,0.635514018691589,0.000394305181695828,0,0.00185343210699824,0.346286773777437
528663.78694287,4985073.9525786,0.808770668583753,0,0,0.00184473146615689,0.348131505243594
531543.78694287,4985313.9525786,0.625089978432782,0,0,0.00184036945344783,0.349971874697042
529623.78694287,4982913.9525786,0.469446441409058,0,0.0360486162006966,0.00183851846012776,0.35181039315717
529383.78694287,4984833.9525786,0.594176966211359,0.00157722072678331,0,0.00181244898450899,0.353622842141679
531063.78694287,4982673.9525786,0.546369518332135,0.0199757991251682,0,0.00179839506907998,0.355421237210759
532023.78694287,4983393.9525786,0.373112868439971,0,0,0.0017896746905592,0.357210911901318
532743.78694287,4982673.9525786,0.631560143781452,0,0,0.00178849930568396,0.358999411207002
528663.78694287,4984593.9525786,0.694464414090582,0,0,0.00178462853377816,0.36078403974078
530823.78694287,4983153.9525786,0.340762041696621,0.0148482923956931,0,0.00177884784633758,0.362562887587118
530823.78694287,4985793.9525786,0.701294148094896,0,0,0.00177290829765115,0.364335795884769
531783.78694287,4981953.9525786,0.502875744069015,0,0,0.00174931661351988,0.366085112498289
528663.78694287,4984113.9525786,0.667505506829619,0.00348109438088829,0,0.00174657092846452,0.367831683426753
528903.78694287,4984113.9525786,0.541696736161035,0,0,0.00174560789375983,0.369577291320513
532743.78694287,4983633.9525786,0.611430740474479,0,0.0122172250291936,0.00172471286187100,0.371302004182384
532503.78694287,4983153.9525786,0.494967764198418,0,6.02196829090239e-05,0.00171829730959566,0.37302030149198
532503.78694287,4982193.9525786,0.603882099209202,0,0,0.00171247096150476,0.374732772453485
531303.78694287,4985553.9525786,0.624371071171819,0,0,0.00170913359431516,0.3764419060478
532503.78694287,4982433.9525786,0.560388324946082,0,0,0.00170315430962489,0.378145060357425
530103.78694287,4984833.9525786,0.406542171099928,0,0,0.00169797509132273,0.379843035448747
532263.78694287,4983873.9525786,0.425233759884975,0,0.000179974686861502,0.00168430013866358,0.381527335587411
532263.78694287,4981953.9525786,0.580158159597412,0,0,0.00168387194217274,0.383211207529584
532263.78694287,4984593.9525786,0.611430740474479,0.00547805097577389,0.000361138284898078,0.00168015018347295,0.384891357713057
532743.78694287,4983393.9525786,0.642703091301222,0.0050583151076716,0.00513909267229277,0.00167450123518528,0.386565858948242
529143.78694287,4985553.9525786,0.752336563623293,0,0,0.00167278213110561,0.388238641079348
531063.78694287,4982193.9525786,0.335370352264558,0.00157722072678331,0,0.00167028821774606,0.389908929297094
531063.78694287,4985793.9525786,0.712437095614666,0.00276013627187079,0,0.00166877535028698,0.391577704647381
532263.78694287,4983153.9525786,0.402588066139468,0,0,0.00166644271438111,0.393244147361762
529623.78694287,4985313.9525786,0.593098490294752,0,0,0.00166088248711004,0.394905029848872
528903.78694287,4985553.9525786,0.79475209202013,0,0,0.00165087195605950,0.396555901804931
532263.78694287,4983393.9525786,0.390366642703091,0,1.29212484935227e-06,0.00165004096576508,0.398205942770696
529383.78694287,4983633.9525786,0.336089259525521,0,0.00368229779366768,0.00164594081501317,0.399851883585710
532743.78694287,4982433.9525786,0.607476635514019,0,0,0.00164537352817536,0.401497257113885
531783.78694287,4981713.9525786,0.535945478073329,0.000788610363391655,0,0.00164210412949827,0.403139361243383
531783.78694287,4985313.9525786,0.644859813084112,0.00410637786002692,0,0.00163149747481499,0.404770858718198
530583.78694287,4982433.9525786,0.340402703091301,0.0080494296769852,0.000115057285734650,0.00162709502209907,0.406397953740297
528183.78694287,4984353.9525786,0.79295470884256,0.00315444145356662,0,0.00162208466316709,0.408020038403464
529143.78694287,4983873.9525786,0.402588066139468,0,0.00100099783873601,0.00162106868889566,0.40964110709236
532503.78694287,4984833.9525786,0.648454349388929,0,0.0112758080981885,0.00162086386589746,0.411261970958258
532743.78694287,4983153.9525786,0.630122329259526,0.00630888290713324,0.00118365128343948,0.00161443601667978,0.412876406974937
529383.78694287,4983153.9525786,0.429187634795111,0,0.0383693400009503,0.00159473127335006,0.414471138248287
532503.78694287,4984113.9525786,0.597411933860532,0.00640455753701211,0.00631853805826054,0.00158234473559525,0.416053482983883
529383.78694287,4985553.9525786,0.668943321351546,0,0,0.00157766059813514,0.417631143582018
529143.78694287,4983393.9525786,0.427030913012221,0,0.0204083579433291,0.00157738444896217,0.41920852803098
529623.78694287,4984593.9525786,0.374191344356578,0,0,0.00157459236769516,0.420783120398675
531543.78694287,4984833.9525786,0.474838360891445,0.00552027254374159,0,0.00157448546635377,0.422357605865029
532263.78694287,4985073.9525786,0.591301337167505,0,0.00146793813111860,0.00156967411995870,0.423927279984987
529143.78694287,4983153.9525786,0.517253889288282,0.000788610363391655,0.0462318556776736,0.00154916791765091,0.425476447902638
531303.78694287,4985793.9525786,0.684399712437096,0.00331776833781965,0,0.00153918482195033,0.427015632724589
529143.78694287,4985793.9525786,0.762760603882099,0,0,0.00152950469214575,0.428545137416734
528903.78694287,4983393.9525786,0.487059784327822,0,0.0234553729944233,0.00152305140201989,0.430068188818754
532503.78694287,4983393.9525786,0.413371675053918,0,0.000734321476858925,0.00152234694447073,0.431590535763225
530103.78694287,4982193.9525786,0.374910251617541,0.00236583109017497,0.0198069621210049,0.00151826906593448,0.43310880482916
532263.78694287,4984353.9525786,0.490654320632638,0.00473166218034993,0.000416417686943575,0.00151546478873094,0.434624269617891
529623.78694287,4982673.9525786,0.432422832494608,0,0.0540349473938842,0.00150836139528089,0.436132631013171
530583.78694287,4983153.9525786,0.341480948957584,0.0219096147375505,0,0.00150700221556400,0.437639633228735
531543.78694287,4985793.9525786,0.634435772825306,0.000394305181695828,0,0.00147324629542676,0.439112879524162
528903.78694287,4985073.9525786,0.621135873472322,0.00134624242934051,0,0.00147075759315923,0.440583637117321
531543.78694287,4985553.9525786,0.551042530553559,0,0,0.00146866886993598,0.442052305987257
531783.78694287,4984593.9525786,0.409777138749101,0.00591457772543742,0,0.00144527304196432,0.443497579029222
531303.78694287,4982193.9525786,0.487419122933142,0.0159547106325707,0,0.00144523911079514,0.444942818140017
529383.78694287,4983393.9525786,0.284687275341481,0,0.0160760603656438,0.00144177506593609,0.446384593205953
529143.78694287,4984593.9525786,0.415169058231488,0,0,0.00141698033250270,0.447801573538456
532503.78694287,4983633.9525786,0.375988497483825,0,0.00253755718134315,0.00141405183000495,0.449215625368461
531303.78694287,4982433.9525786,0.375629158878505,0.0135248906460296,0,0.0014107865476892,0.45062641191615
532983.78694287,4982673.9525786,0.558231603163192,0.000788610363391655,7.8488223919044e-06,0.00139683284958015,0.45202324476573
529863.78694287,4985553.9525786,0.514737598849748,0,0,0.00138917891487138,0.453412423680601
528183.78694287,4984593.9525786,0.705248023005032,0.00197152590847914,0,0.00138605166006342,0.454798475340665
532983.78694287,4984113.9525786,0.679008023005032,0,0.0433981088580146,0.00138232369040089,0.456180799031066
529863.78694287,4985793.9525786,0.586628324946082,0,0,0.00138183022567262,0.457562629256738
533463.78694287,4982433.9525786,0.719985736879942,0,0,0.00137896588339935,0.458941595140138
529143.78694287,4985073.9525786,0.586268986340762,0.00552027254374159,0,0.00137764861652343,0.460319243756661
533703.78694287,4983153.9525786,0.809130237239396,0,0.0197551911372338,0.00136763537563726,0.461686879132298
528663.78694287,4984833.9525786,0.563263953989935,0,0,0.00136342644045368,0.463050305572752
533223.78694287,4983873.9525786,0.777857656362329,0,0.0586515642166102,0.00136170776986636,0.464412013342618
529863.78694287,4984353.9525786,0.272825420560748,0.00607790376850606,0,0.00135801345948504,0.465770026802103
528423.78694287,4984593.9525786,0.606398389647736,0.00157722072678331,0,0.00134617857877390,0.467116205380877
528423.78694287,4985073.9525786,0.662113587347232,0,0,0.00133012836931164,0.468446333750189
528903.78694287,4985793.9525786,0.710999281092739,0,0,0.00131053994051045,0.469756873690699
532983.78694287,4983873.9525786,0.595974119338605,0.000788610363391655,0.0321406304670548,0.00130269337957775,0.471059567070277
529143.78694287,4983633.9525786,0.257728368080518,0,0.00517779528035237,0.00130116804838603,0.472360735118663
531783.78694287,4983873.9525786,0.554277498202732,0.0279956679004038,0,0.00129644795404623,0.473657183072709
530343.78694287,4985793.9525786,0.503594651329978,0,0,0.00129131293802145,0.474948496010731
533223.78694287,4982433.9525786,0.598130841121495,0,0,0.00128973633313406,0.476238232343865
530103.78694287,4985553.9525786,0.439252336448598,0,0,0.00128515715543399,0.477523389499299
530583.78694287,4984833.9525786,0.392882933141625,0.0131331763122476,0,0.00128375946093427,0.478807148960233
528663.78694287,4983633.9525786,0.421998562185478,0.00174054761103634,0.00546551624835673,0.00127961846598088,0.480086767426214
528903.78694287,4983873.9525786,0.319194823867721,0,0.00133756826844022,0.00127592112353383,0.481362688549748
532023.78694287,4981713.9525786,0.402947634795111,0,0,0.00127233364711325,0.482635022196861
531303.78694287,4984833.9525786,0.297627606038821,0.00512596736204576,0,0.00127113024580318,0.483906152442664
529383.78694287,4982913.9525786,0.356578001437815,0,0.0556356578320262,0.00127090945260023,0.485177061895264
533943.78694287,4982913.9525786,0.82099209202013,0,0.00950035349121168,0.00126567194239758,0.486442733837662
531063.78694287,4984833.9525786,0.291876347951114,0.00647220895020189,0,0.00126345891686441,0.487706192754526
528903.78694287,4986033.9525786,0.756290438533429,0,0,0.00126225208376157,0.488968444838288
533463.78694287,4983633.9525786,0.819554277498203,0,0.0656915684786631,0.00125705134842518,0.490225496186713
529623.78694287,4985553.9525786,0.475197699496765,0,0,0.00124332377564067,0.491468819962354
532983.78694287,4982433.9525786,0.498202731847592,0,0,0.00124266249844558,0.492711482460799
528423.78694287,4985553.9525786,0.835370237239396,0.00712551564602961,0,0.00124086131451922,0.493952343775319
533223.78694287,4983633.9525786,0.660675772825306,0,0.0455602655719718,0.00123506472557244,0.495187408500891
531783.78694287,4982673.9525786,0.190869877785766,0.00433735699865411,0,0.00122918452215451,0.496416593023046
528423.78694287,4984113.9525786,0.681524083393242,0.0144820070659489,0,0.00122538118671981,0.497641974209766
533223.78694287,4982193.9525786,0.597052595255212,0,0,0.00122398747927283,0.498865961689038
532503.78694287,4981953.9525786,0.425952667145938,0,0,0.00121144517662365,0.500077406865662
528663.78694287,4985793.9525786,0.713515571531273,0.000394305181695828,0,0.00120026607704983,0.501277672942712
533463.78694287,4983873.9525786,0.850107951114306,0,0.0825038408871981,0.00119160499049388,0.502469277933206
532263.78694287,4983633.9525786,0.180805176132279,0,6.75537832198946e-05,0.00118476363030968,0.503654041563515
533703.78694287,4982193.9525786,0.731128684399712,0,0,0.00118355451094061,0.504837596074456
528423.78694287,4984353.9525786,0.459741308411215,0,0,0.00117560338703094,0.506013199461487
528663.78694287,4986033.9525786,0.79295470884256,0.00213485279273217,0,0.00117351303095665,0.507186712492444
532023.78694287,4985313.9525786,0.572609748382459,0.0106040208613728,4.77114431800674e-05,0.00117293277517023,0.508359645267614
533223.78694287,4984113.9525786,0.763479511143063,0,0.0783590664376293,0.00117227277289561,0.50953191804051
532503.78694287,4984353.9525786,0.381020848310568,0.00269248401749664,0.0073974839489072,0.00117189687580386,0.510703814916313
533703.78694287,4983393.9525786,0.78864126527678,0,0.0457301861336413,0.00116977633501654,0.51187359125133
532983.78694287,4982193.9525786,0.493889288281812,0,0,0.00116972324470286,0.513043314496033
532983.78694287,4981953.9525786,0.533429187634795,0,0,0.00116654584103233,0.514209860337065
529383.78694287,4985793.9525786,0.542056074766355,0,0,0.00116297924765841,0.515372839584724
533463.78694287,4983393.9525786,0.677570208483106,0,0.0389933203839879,0.00116068646012194,0.516533526044846
529143.78694287,4984833.9525786,0.427390481667865,0.00607790376850606,0,0.00115880141928374,0.517692327464129
531783.78694287,4982433.9525786,0.268871315600288,0.00946332436069987,0,0.00114986954744325,0.518842197011573
528663.78694287,4983393.9525786,0.390366642703091,0.00118291554508748,0.0211988175682972,0.00114869596582270,0.519990892977395
533463.78694287,4982193.9525786,0.631919482386772,0,0,0.00114767345638226,0.521138566433777
527703.78694287,4985553.9525786,0.875988612508986,0,0,0.00114183851002128,0.522280404943799
528423.78694287,4983393.9525786,0.431344356578001,0,0.0171946620667213,0.00113861264602777,0.523419017589826
532503.78694287,4985073.9525786,0.549604716031632,0.00410637786002692,0.0162446922322646,0.00113663934185722,0.524555656931684
531783.78694287,4985793.9525786,0.488497598849748,0,0,0.00113313108371008,0.525688788015394
533703.78694287,4983633.9525786,0.862688713156003,0,0.0748546078407375,0.00112749401251295,0.526816282027907
533943.78694287,4982673.9525786,0.752695902228612,0.00157722072678331,0.00103156006974792,0.00111708210815761,0.527933364136064
530583.78694287,4985793.9525786,0.392882933141625,0,0,0.00110217884212909,0.529035542978193
532743.78694287,4984113.9525786,0.485621969805895,0.00601025235531628,0.0239725716737629,0.00110121903944800,0.530136762017641
528663.78694287,4985313.9525786,0.622214349388929,0.00624123065275909,0,0.00109726065529122,0.531234022672933
528423.78694287,4983153.9525786,0.482746340762042,0.000394305181695828,0.0404431743078844,0.00107932233593608,0.532313345008869
529623.78694287,4984353.9525786,0.162832494608196,0.00552027254374159,0,0.00107741616676377,0.533390761175633
528903.78694287,4983633.9525786,0.209202012940331,0,0.00630934080728466,0.00107387575251554,0.534464636928148
529383.78694287,4984353.9525786,0.216031631919482,0.00568359858681023,0,0.00106925278768187,0.53553388971583
528183.78694287,4983633.9525786,0.423436376707405,0,0.00178118678014862,0.0010680756874199,0.53660196540325
533223.78694287,4981953.9525786,0.545650611071172,0,0,0.00106470358717725,0.537666668990427
527943.78694287,4985553.9525786,0.759166067577283,0,0,0.00106466441600101,0.538731333406428
531063.78694287,4981953.9525786,0.236520488856937,0.0098576295423957,0,0.00106380314041527,0.539795136546843
531783.78694287,4986033.9525786,0.523005147375989,0,0,0.00106262783062064,0.540857764377464
532743.78694287,4983873.9525786,0.427390481667865,0.00656788358008075,0.0174472894927437,0.00106128873729430,0.541919053114758
532743.78694287,4984833.9525786,0.645219381739756,0.00640455753701211,0.0460376010977666,0.00105456909257779,0.542973622207336
528903.78694287,4985313.9525786,0.526959022286125,0.00568359858681023,0,0.00105073847649013,0.544024360683826
528423.78694287,4985313.9525786,0.627246700215672,0.00489498822341857,0,0.00103604297665053,0.545060403660477
528183.78694287,4985553.9525786,0.672537857656362,0,0,0.00103471647018379,0.546095120130661
529863.78694287,4986033.9525786,0.472681639108555,0,0,0.00102793116673135,0.547123051297392
529623.78694287,4982433.9525786,0.262041811646298,0,0.0651807196821891,0.00102725099742858,0.548150302294821
