"x","y","slope240","descape240","elkuse","wolfuse","Prob","CumProb"
530103.78694287,4983153.9525786,0.554637066858375,0,0.114682255965340,0.00415371972106592,0.00287865560600547,0.0614295339867594
529863.78694287,4983393.9525786,0.578361006470165,0,0.100391319834476,0.00287628455538581,0.00285117911400501,0.0642807131007644
530823.78694287,4984353.9525786,0.515456506110712,0,0.0437194720514368,0,0.00283417718082422,0.0671148902815886
529143.78694287,4984113.9525786,0.761682358015816,0,0.0301602985309735,0,0.00282650986063457,0.0699414001422232
531783.78694287,4984353.9525786,0.811286959022286,0.00775079912516824,0.0288215955276406,0,0.00282045065494195,0.0727618507971651
530103.78694287,4982913.9525786,0.618979151689432,0,0.134231498986401,0.00786197572069731,0.00281773151784656,0.0755795823150117
532023.78694287,4984113.9525786,0.694105075485262,0,0.0430862226623301,0,0.00280352427751442,0.0783831065925261
530343.78694287,4984593.9525786,0.744069015097052,0.00814510430686407,0.0325617511065298,0,0.0027843830593792,0.0811674896519053
530103.78694287,4984593.9525786,0.660675772825306,0.00252915797442799,0.0322143792278415,0,0.00277847511053311,0.0839459647624384
530343.78694287,4985073.9525786,0.765636232925953,0,0.0482635653629737,0,0.00275461552602803,0.0867005802884664
530343.78694287,4984833.9525786,0.646657196261682,0,0.0273546943737027,0,0.00275383015507644,0.0894544104435429
530583.78694287,4984353.9525786,0.487419122933142,0,0.0415752597603749,0,0.00275238065629801,0.0922067910998409
529863.78694287,4984833.9525786,0.731488253055356,0,0.0403572172638317,0,0.00274431523442841,0.0949511063342693
529623.78694287,4984113.9525786,0.607117296908699,0.00118291554508748,0.0315517068352702,0,0.00274313304761881,0.097694239381888
530583.78694287,4984113.9525786,0.479870711718188,0,0.089796652151716,0,0.00273775375743924,0.100431993139327
530103.78694287,4983633.9525786,0.474119453630482,0,0.102834098488094,3.33702399276603e-05,0.00273300079606576,0.103164993935393
531063.78694287,4984353.9525786,0.510783723939612,0,0.048876122610178,0,0.00272987464081946,0.105894868576213
530823.78694287,4985073.9525786,0.705966930265996,0,0.0223825851255146,0,0.00272834958775855,0.108623218163971
531303.78694287,4984353.9525786,0.537023723939612,0,0.0462261606116895,0,0.00271021886322341,0.111333437027195
531303.78694287,4984113.9525786,0.544572365204889,0,0.0950486728215884,0,0.00270793165559953,0.114041368682794
530343.78694287,4982913.9525786,0.498562300503235,0,0.128686383293885,0.00120005082786058,0.00270657637683265,0.116747945059627
530823.78694287,4985313.9525786,0.801941164629763,0,0.0315037161995499,0,0.00269603733074569,0.119443982390372
530103.78694287,4983873.9525786,0.461179122933142,0,0.0792145569096051,0,0.0026886023173282,0.122132584707701
529623.78694287,4983633.9525786,0.536304816678648,0,0.0591357289290529,0.00149316199688697,0.00265097121049630,0.124783555918197
530103.78694287,4983393.9525786,0.451473759884975,0,0.112011776442180,0.000917896446513396,0.00264601580509962,0.127429571723297
529863.78694287,4983873.9525786,0.487419122933142,0,0.06356707771495,5.76429047618362e-06,0.00264404792937825,0.130073619652675
531783.78694287,4983393.9525786,0.594536304816679,0,0.110109292604904,0,0.00263847975040513,0.13271209940308
529383.78694287,4983873.9525786,0.598849748382459,0,0.0387979144916938,0.000611897103099924,0.00262677426202833,0.135338873665108
531543.78694287,4983873.9525786,0.546369518332135,0,0.112211829583442,0,0.00259963801482983,0.137938511679938
531303.78694287,4985073.9525786,0.712437095614666,0,0.0285044033270857,0,0.00259919277975278,0.140537704459691
530823.78694287,4983873.9525786,0.420920316319195,0,0.126488417998472,0,0.00259373667375233,0.143131441133443
531783.78694287,4984833.9525786,0.723220704529116,0,0.0325648069080765,0,0.00259311248066549,0.145724553614109
529863.78694287,4983633.9525786,0.471962731847592,0,0.083517038178844,0.000287467548642839,0.0025926553163733,0.148317208930482
529863.78694287,4984593.9525786,0.580517728253055,0,0.0320406350827536,0,0.00254608604545721,0.150863294975939
530343.78694287,4983393.9525786,0.383896477354421,0.000788610363391655,0.126677441151294,2.63730865758293e-05,0.00253556657800406,0.153398861553943
532023.78694287,4982913.9525786,0.726096333572969,0,0.150741732817761,0,0.00250491694569069,0.155903778499634
529383.78694287,4985073.9525786,0.82925964054637,0,0.0368412993127319,0,0.00249430006006732,0.158398078559701
528903.78694287,4984353.9525786,0.77138749101366,0,0.0251872579908854,0,0.00248673456409574,0.160884813123797
530343.78694287,4983633.9525786,0.364845549964055,0,0.126406377002659,0,0.00247461480236366,0.163359427926161
531063.78694287,4985073.9525786,0.639108554996406,0,0.0246061027424332,0,0.00247276523776401,0.165832193163925
528903.78694287,4984593.9525786,0.810568051761323,0,0.0219815184482188,0,0.00247110414258797,0.168303297306513
531543.78694287,4983153.9525786,0.543493889288282,0,0.166629136088146,0,0.00243369441254455,0.170736991719057
531543.78694287,4984113.9525786,0.488856937455068,0,0.084509678932723,0,0.0024156789776047,0.173152670696662
529623.78694287,4983873.9525786,0.443925348670022,0,0.0393138793071483,0.000159956645130821,0.00240431748953126,0.175556988186193
530583.78694287,4985313.9525786,0.710999281092739,0,0.035851423331681,0,0.00240263162443414,0.177959619810627
529383.78694287,4984113.9525786,0.580158159597412,0.00197152590847914,0.0289212146580654,0,0.00239899740339906,0.180358617214026
530583.78694287,4983873.9525786,0.339324227174694,0,0.117638991336253,0,0.00239261514656715,0.182751232360593
531783.78694287,4984113.9525786,0.733285406182602,0.0115305265814266,0.0550392086840665,0,0.00238850288806887,0.185139735248662
531783.78694287,4983633.9525786,0.530913127246585,0.00197152590847914,0.0931677833152427,0,0.00238273903110328,0.187522474279766
530583.78694287,4982673.9525786,0.446441409058231,0,0.144323909306359,5.0868357280983e-05,0.00237622631115150,0.189898700590917
529623.78694287,4985073.9525786,0.760603882099209,0,0.058026676687678,0,0.00236637713219115,0.192265077723108
529863.78694287,4983153.9525786,0.467289719626168,0,0.108006813832110,0.0098727215655557,0.00235084847182997,0.194615926194938
531063.78694287,4985313.9525786,0.695902228612509,0,0.0341367403266077,0,0.00233444120189159,0.19695036739683
532023.78694287,4984353.9525786,0.664270309130122,0.00545262028936743,0.0230083841794216,0,0.00232922618841725,0.199279593585247
529863.78694287,4982913.9525786,0.558950510424155,0,0.139036412235673,0.0168877654603809,0.00230902796382666,0.201588621549074
528903.78694287,4984833.9525786,0.80158159597412,0,0.0163136177392667,0,0.00230676918786089,0.203895390736935
532263.78694287,4982433.9525786,0.744787922358016,0,0.104801103392315,0,0.00229644442604632,0.206191835162981
530343.78694287,4982673.9525786,0.465492566498922,0,0.153387562208444,0.00290502029514716,0.002294862072466,0.208486697235447
529143.78694287,4984353.9525786,0.604601006470165,0,0.0152883817688889,0,0.0022893159293105,0.210776013164757
530103.78694287,4982673.9525786,0.551042530553559,0,0.153163324580654,0.0143564084140988,0.00228385307263649,0.213059866237394
531303.78694287,4983153.9525786,0.451114421279655,0,0.188537632520546,0,0.00227991820000681,0.215339784437401
532023.78694287,4983153.9525786,0.576204284687275,0,0.119967512114893,0,0.00227672011281948,0.21761650455022
531303.78694287,4983633.9525786,0.393242271746945,0,0.153962809573905,0,0.00226783724184247,0.219884341792063
532023.78694287,4983873.9525786,0.509345909417685,0,0.0658096868158178,0,0.0022578445380967,0.222142186330159
531783.78694287,4985073.9525786,0.702372393961179,0,0.050199779428752,0,0.00223872300902810,0.224380909339187
531543.78694287,4984593.9525786,0.598130841121495,0.00726081931359354,0.0190320005895311,0,0.00223834626319286,0.226619255602380
530343.78694287,4983873.9525786,0.284687275341481,0,0.0994001342241913,0,0.00223575275968719,0.228855008362067
530343.78694287,4985313.9525786,0.726096333572969,0,0.0789476253687767,0,0.00223513182652604,0.231090140188594
529143.78694287,4985313.9525786,0.85118619698059,0,0.0242683348114633,0,0.00222118312340288,0.233311323311996
532023.78694287,4984833.9525786,0.673975672178289,0,0.047016303583069,4.65862828131277e-07,0.00222105767866125,0.235532380990658
532023.78694287,4984593.9525786,0.578001437814522,0.000394305181695828,0.0270604061333127,0,0.00219968921440474,0.237732070205062
531303.78694287,4983873.9525786,0.355140186915888,0,0.124701676282639,0,0.00218709467461347,0.239919164879676
530823.78694287,4982913.9525786,0.383896477354421,0.0038051564602961,0.147416729706155,0,0.00217553157982681,0.242094696459503
531063.78694287,4983873.9525786,0.326024557872034,0,0.142426896808996,0,0.00217481946334818,0.244269515922851
530583.78694287,4983633.9525786,0.255571646297628,0,0.154411575858203,0,0.00217421301607763,0.246443728938928
530823.78694287,4982433.9525786,0.482746340762042,0,0.175406824171196,0,0.00214725402887025,0.248590982967799
530823.78694287,4983633.9525786,0.263838964773544,0,0.168755595627365,0,0.00214006269219628,0.250731045659995
530103.78694287,4985313.9525786,0.740115140186916,0,0.0993560433733021,0,0.00213296342963313,0.252864009089628
531303.78694287,4985313.9525786,0.653127361610352,0,0.0412282371161492,0,0.00213249010140779,0.254996499191036
530823.78694287,4985553.9525786,0.784327821710999,0,0.0883959018255478,0,0.00213243774185311,0.257128936932889
532263.78694287,4984833.9525786,0.742271861969806,0.000394305181695828,0.0651217531304599,0.000611696815411353,0.00212585923594431,0.259254796168833
530823.78694287,4983393.9525786,0.231847706685838,0,0.176659120747935,0,0.00210608507274108,0.261360881241575
532263.78694287,4982193.9525786,0.715312724658519,0,0.0983482400231768,0,0.00210523251403661,0.263466113755611
532023.78694287,4982193.9525786,0.705966930265996,0,0.142145355626486,0,0.00209747534100731,0.265563589096618
529623.78694287,4983393.9525786,0.405463695183321,0,0.0901523183488884,0.00852995892014554,0.00209660965572770,0.267660198752346
529863.78694287,4985073.9525786,0.630481667864845,0,0.0737334384323405,0,0.00208565662788077,0.269745855380227
531543.78694287,4985073.9525786,0.567577397555715,0,0.0326177159291435,0,0.00208155968305227,0.271827415063279
530343.78694287,4983153.9525786,0.252696017253774,0.00157722072678331,0.126236241613684,0.000457631306506398,0.00207807598877689,0.273905491052056
530583.78694287,4982913.9525786,0.248382573687994,0,0.136389127701397,3.98353638079715e-06,0.00206864493527114,0.275974135987327
530583.78694287,4983393.9525786,0.246944759166068,0.00292346315612382,0.158308363093518,0,0.00206721468662944,0.278041350673957
532503.78694287,4982913.9525786,0.629762760603882,0,0.0808336078777004,0,0.00206319846518312,0.28010454913914
528663.78694287,4984353.9525786,0.725377426312006,0,0.0446084192728286,0,0.00205335143473730,0.282157900573877
531063.78694287,4985553.9525786,0.744428583752696,0,0.0772389375553095,0,0.00204838117837459,0.284206281752252
529383.78694287,4984833.9525786,0.594176966211359,0.00157722072678331,0.0222685891763841,0,0.00203506470592478,0.286241346458176
532743.78694287,4982913.9525786,0.70848322070453,0.00174054761103634,0.0561035880171149,0.000213414667509478,0.00203378254360441,0.288275129001781
532503.78694287,4983873.9525786,0.592379583033789,0,0.0546457087534579,0.00420653677964467,0.00202856870122226,0.290303697703003
532503.78694287,4982673.9525786,0.640187030913012,0,0.0801049301717188,0,0.00201858353450007,0.292322281237503
531783.78694287,4982913.9525786,0.489935413371675,0,0.168641890706953,0,0.00201457955550399,0.294336860793007
529383.78694287,4985313.9525786,0.768152523364486,0,0.064858604962975,0,0.00201150540194567,0.296348366194953
529863.78694287,4982673.9525786,0.570453026599569,0,0.162255032651225,0.0279840705772922,0.00201149400095547,0.298359860195908
530103.78694287,4985073.9525786,0.683680805176132,0.00696218876177658,0.0631832108349317,0,0.00200346018642434,0.300363320382333
530823.78694287,4982673.9525786,0.337886412652768,0.00134624242934051,0.150665279573348,0,0.00200189663539411,0.302365217017727
530103.78694287,4984833.9525786,0.406542171099928,0,0.0338230113678058,0,0.00198252680185507,0.304347743819582
532263.78694287,4982673.9525786,0.582314881380302,0,0.108942762191578,0,0.00198158044781003,0.306329324267392
532023.78694287,4985073.9525786,0.681883652048886,0,0.0690505826277083,2.27238189721829e-05,0.00197791964032778,0.308307243907720
532023.78694287,4983633.9525786,0.407261078360891,0,0.09215474144818,0,0.00196062958202612,0.310267873489746
528663.78694287,4985073.9525786,0.808770668583753,0,0.0196745920005093,0,0.00195638895264999,0.312224262442396
531543.78694287,4985313.9525786,0.625089978432782,0,0.0528475878147218,0,0.00194186116525294,0.314166123607649
529623.78694287,4983153.9525786,0.437095614665708,0,0.108015428282184,0.0233354955572418,0.00193780537237710,0.316103928980026
530583.78694287,4985553.9525786,0.711718188353702,0,0.0951773075152716,0,0.00193366837996091,0.318037597359987
532743.78694287,4982193.9525786,0.782530668583753,0,0.0841192057007893,0,0.00193161256747615,0.319969209927463
528903.78694287,4984113.9525786,0.541696736161035,0,0.0423879574574568,0,0.00192702099025033,0.321896230917713
531063.78694287,4983633.9525786,0.236161150251618,0,0.183016322977223,0,0.00192167659818992,0.323817907515903
532263.78694287,4982913.9525786,0.508627002156722,0,0.107466344398537,0,0.00189325168556686,0.32571115920147
529623.78694287,4984593.9525786,0.374191344356578,0,0.0247286549358947,0,0.00189210044494514,0.327603259646415
528663.78694287,4984593.9525786,0.694464414090582,0,0.0424469780816173,0,0.00188207558915327,0.329485335235568
529383.78694287,4983633.9525786,0.336089259525521,0,0.0596667108263944,0.00368229779366768,0.00187586005276846,0.331361195288337
531063.78694287,4983153.9525786,0.322789360172538,0.00410637786002692,0.198994003356161,0,0.00187266181688027,0.333233857105217
532023.78694287,4981953.9525786,0.643781567217829,0,0.120590022544278,0,0.00187181207249907,0.335105669177716
532263.78694287,4983873.9525786,0.425233759884975,0,0.0607496286888265,0.000179974686861502,0.00186528765101684,0.336970956828733
531063.78694287,4983393.9525786,0.207404744787922,0,0.194028907900094,0,0.0018603096012429,0.338831266429976
532743.78694287,4982673.9525786,0.631560143781452,0,0.0618771612538415,0,0.00185597833684618,0.340687244766822
529143.78694287,4983873.9525786,0.402588066139468,0,0.0478305146294884,0.00100099783873601,0.00185180096564151,0.342539045732464
532743.78694287,4983633.9525786,0.611430740474479,0,0.0470840259659199,0.0122172250291936,0.00184753153215581,0.344386577264620
531543.78694287,4984833.9525786,0.474838360891445,0.00552027254374159,0.0186912350627582,0,0.00184588652462503,0.346232463789245
532023.78694287,4983393.9525786,0.373112868439971,0,0.110680378259688,0,0.00183794175100756,0.348070405540252
532023.78694287,4982673.9525786,0.523005147375989,0,0.166813648295827,0,0.00183371388560488,0.349904119425857
532263.78694287,4984593.9525786,0.611430740474479,0.00547805097577389,0.0358152775648135,0.000361138284898078,0.00183077101603270,0.35173489044189
531303.78694287,4983393.9525786,0.222861250898634,0,0.169824689625656,0,0.00182988042721051,0.3535647708691
532503.78694287,4983153.9525786,0.494967764198418,0,0.0798233598863377,6.02196829090239e-05,0.00180092930681306,0.355365700175913
532023.78694287,4982433.9525786,0.556074881380302,0,0.168350658268109,0,0.00179627235485314,0.357161972530766
531063.78694287,4982433.9525786,0.524083393242272,0.00765512449528937,0.188942482571185,0,0.00179482597916329,0.35895679850993
528663.78694287,4984113.9525786,0.667505506829619,0.00348109438088829,0.0609127793885522,0,0.00179173717730744,0.360748535687237
532503.78694287,4982433.9525786,0.560388324946082,0,0.074845633783878,0,0.00176732699860697,0.362515862685844
532263.78694287,4984353.9525786,0.490654320632638,0.00473166218034993,0.0266735125546195,0.000416417686943575,0.00174775066038934,0.364263613346233
530343.78694287,4982433.9525786,0.370956146657081,0.00118291554508748,0.177367135414886,0.00439323917460162,0.00174420846972054,0.366007821815954
532743.78694287,4983393.9525786,0.642703091301222,0.0050583151076716,0.0578488290376558,0.00513909267229277,0.00173857346594227,0.367746395281896
531063.78694287,4982913.9525786,0.507548526240115,0.0155218455585464,0.180644933668312,0,0.00173615006882314,0.369482545350719
532503.78694287,4982193.9525786,0.603882099209202,0,0.0819044771511767,0,0.00173233983647071,0.37121488518719
529863.78694287,4985313.9525786,0.635514018691589,0.000394305181695828,0.119615512879576,0,0.00173106974458869,0.372945954931779
531783.78694287,4984593.9525786,0.409777138749101,0.00591457772543742,0.0197661496354250,0,0.00172933668665119,0.37467529161843
529143.78694287,4984593.9525786,0.415169058231488,0,0.0117043339947320,0,0.0017292029190268,0.376404494537457
532263.78694287,4983153.9525786,0.402588066139468,0,0.103182809098888,0,0.00172422161249143,0.378128716149948
532503.78694287,4984113.9525786,0.597411933860532,0.00640455753701211,0.0398008867650881,0.00631853805826054,0.00172026833463291,0.379848984484581
528903.78694287,4985553.9525786,0.79475209202013,0,0.0353584497850070,0,0.00171821819343424,0.381567202678015
531303.78694287,4985553.9525786,0.624371071171819,0,0.0830890513450647,0,0.00171518071661515,0.383282383394631
532743.78694287,4982433.9525786,0.607476635514019,0,0.0662190478115978,0,0.00171248742356598,0.384994870818197
529623.78694287,4982913.9525786,0.469446441409058,0,0.147597342129005,0.0360486162006966,0.00170833374430319,0.386703204562500
532263.78694287,4983393.9525786,0.390366642703091,0,0.105962744523166,1.29212484935227e-06,0.00170569877646037,0.38840890333896
532743.78694287,4983153.9525786,0.630122329259526,0.00630888290713324,0.0546958821045687,0.00118365128343948,0.00169322720218097,0.390102130541141
532263.78694287,4981953.9525786,0.580158159597412,0,0.0917686627498993,0,0.00168678777615877,0.3917889183173
530103.78694287,4982433.9525786,0.409777138749101,0,0.174568574152609,0.0190083167626828,0.00168272120204472,0.393471639519345
528903.78694287,4985073.9525786,0.621135873472322,0.00134624242934051,0.0128966204496667,0,0.00168134806461038,0.395152987583955
529863.78694287,4982433.9525786,0.539180445722502,0,0.182492966032312,0.035437292386908,0.00168084705715656,0.396833834641111
529863.78694287,4984353.9525786,0.272825420560748,0.00607790376850606,0.0272649702197151,0,0.00167372793648520,0.398507562577597
529143.78694287,4985553.9525786,0.752336563623293,0,0.0662721605527678,0,0.00166773980742358,0.40017530238502
532503.78694287,4984833.9525786,0.648454349388929,0,0.0688925540334324,0.0112758080981885,0.00165721446538807,0.401832516850408
531783.78694287,4985313.9525786,0.644859813084112,0.00410637786002692,0.0758984301739204,0,0.00164440675454949,0.403476923604958
529623.78694287,4985313.9525786,0.593098490294752,0,0.0969775820665263,0,0.00164322320193186,0.40512014680689
529143.78694287,4983393.9525786,0.427030913012221,0,0.0962966039675462,0.0204083579433291,0.00163906825548539,0.406759215062375
530343.78694287,4985553.9525786,0.684399712437096,0,0.164788204824883,0,0.00163424444048576,0.408393459502861
531783.78694287,4981953.9525786,0.502875744069015,0,0.143448087480183,0,0.00163311264366100,0.410026572146522
532503.78694287,4983393.9525786,0.413371675053918,0,0.0841747921860687,0.000734321476858925,0.00162982726712105,0.411656399413643
531783.78694287,4982193.9525786,0.532710280373832,0.00292346315612382,0.172831278216089,0,0.00162941724015996,0.413285816653803
530823.78694287,4983153.9525786,0.340762041696621,0.0148482923956931,0.173698340077832,0,0.00162759559429582,0.414913412248099
529383.78694287,4983153.9525786,0.429187634795111,0,0.108268506856001,0.0383693400009503,0.00161641854714766,0.416529830795246
531783.78694287,4981713.9525786,0.535945478073329,0.000788610363391655,0.117562450783224,0,0.00159235777918177,0.418122188574428
529143.78694287,4985073.9525786,0.586268986340762,0.00552027254374159,0.0123245161943673,0,0.00158995165886764,0.419712140233296
531303.78694287,4984833.9525786,0.297627606038821,0.00512596736204576,0.0175766532757271,0,0.00158788767085013,0.421300027904146
528183.78694287,4984353.9525786,0.79295470884256,0.00315444145356662,0.0692660311881916,0,0.00158644685205741,0.422886474756203
531063.78694287,4984833.9525786,0.291876347951114,0.00647220895020189,0.0150050071054516,0,0.001586409553019,0.424472884309222
529383.78694287,4983393.9525786,0.284687275341481,0,0.0906917691819451,0.0160760603656438,0.00158491656175613,0.426057800870978
529863.78694287,4982193.9525786,0.570453026599569,0.000394305181695828,0.184783827694747,0.0366857715107682,0.00157759823387137,0.42763539910485
532263.78694287,4985073.9525786,0.591301337167505,0,0.0898332635645335,0.00146793813111860,0.00157706582289388,0.429212464927744
532503.78694287,4983633.9525786,0.375988497483825,0,0.0689259350274719,0.00253755718134315,0.00157694493646970,0.430789409864213
530823.78694287,4985793.9525786,0.701294148094896,0,0.138178343161339,0,0.00157553920817049,0.432364949072384
532983.78694287,4982673.9525786,0.558231603163192,0.000788610363391655,0.0416921077909491,7.8488223919044e-06,0.0015499563357203,0.433914905408104
530583.78694287,4984833.9525786,0.392882933141625,0.0131331763122476,0.0163585525734402,0,0.00154918661629734,0.435464092024401
528903.78694287,4983393.9525786,0.487059784327822,0,0.100455811798549,0.0234553729944233,0.00154504119135702,0.437009133215758
528663.78694287,4984833.9525786,0.563263953989935,0,0.0302367226725146,0,0.00154456826573509,0.438553701481494
531063.78694287,4982673.9525786,0.546369518332135,0.0199757991251682,0.177093655727886,0,0.00152891191449932,0.440082613395993
530583.78694287,4982433.9525786,0.340402703091301,0.0080494296769852,0.165327364629221,0.000115057285734650,0.00152532059333332,0.441607933989326
531063.78694287,4985793.9525786,0.712437095614666,0.00276013627187079,0.122337475383081,0,0.00151970217150750,0.443127636160834
529143.78694287,4983633.9525786,0.257728368080518,0,0.0649602903973028,0.00517779528035237,0.00151769277411632,0.44464532893495
529143.78694287,4983153.9525786,0.517253889288282,0.000788610363391655,0.112603088592917,0.0462318556776736,0.00151706129523981,0.44616239023019
531063.78694287,4982193.9525786,0.335370352264558,0.00157722072678331,0.195583932550067,0,0.00149433853210912,0.447656728762299
531543.78694287,4985553.9525786,0.551042530553559,0,0.092135562655615,0,0.00149157590894266,0.449148304671242
533463.78694287,4982433.9525786,0.719985736879942,0,0.0316183233089898,0,0.00148830145195903,0.450636606123201
528903.78694287,4983873.9525786,0.319194823867721,0,0.0589992946657076,0.00133756826844022,0.00147912970262786,0.452115735825829
532983.78694287,4984113.9525786,0.679008023005032,0,0.0441975449277112,0.0433981088580146,0.00146616106614869,0.453581896891977
528423.78694287,4985073.9525786,0.662113587347232,0,0.0397402945858464,0,0.00144133714838681,0.455023234040364
529383.78694287,4985553.9525786,0.668943321351546,0,0.131447198131342,0,0.00143958588654274,0.456462819926907
532983.78694287,4983873.9525786,0.595974119338605,0.000788610363391655,0.0372057254743383,0.0321406304670548,0.00143819722798280,0.457901017154890
528423.78694287,4984593.9525786,0.606398389647736,0.00157722072678331,0.0588304689059664,0,0.00143001225223000,0.45933102940712
530583.78694287,4983153.9525786,0.341480948957584,0.0219096147375505,0.154769977725331,0,0.00142496213901850,0.460755991546138
529143.78694287,4985793.9525786,0.762760603882099,0,0.106862168778433,0,0.00142050095548022,0.462176492501618
529143.78694287,4984833.9525786,0.427390481667865,0.00607790376850606,0.00845418346958566,0,0.00142024368148158,0.4635967361831
531303.78694287,4985793.9525786,0.684399712437096,0.00331776833781965,0.121572069852795,0,0.00141924171426962,0.465015977897369
532503.78694287,4984353.9525786,0.381020848310568,0.00269248401749664,0.0296357774711881,0.0073974839489072,0.00140512025933252,0.466421098156702
528183.78694287,4984593.9525786,0.705248023005032,0.00197152590847914,0.0700506155110432,0,0.00140014857038138,0.467821246727083
533223.78694287,4982433.9525786,0.598130841121495,0,0.0502200932333201,0,0.00139950499864997,0.469220751725733
529623.78694287,4984353.9525786,0.162832494608196,0.00552027254374159,0.0224440503909125,0,0.00139742571988099,0.470618177445614
532983.78694287,4982433.9525786,0.498202731847592,0,0.0504444472725969,0,0.00138989116572080,0.472008068611335
529623.78694287,4982673.9525786,0.432422832494608,0,0.165296690202266,0.0540349473938842,0.00138078122741600,0.473388849838751
531543.78694287,4985793.9525786,0.634435772825306,0.000394305181695828,0.125879091170046,0,0.00137486014382920,0.474763709982580
530103.78694287,4982193.9525786,0.374910251617541,0.00236583109017497,0.182564762817226,0.0198069621210049,0.00137416889168856,0.476137878874269
529383.78694287,4984353.9525786,0.216031631919482,0.00568359858681023,0.0188796761581425,0,0.00137407426606644,0.477511953140335
533223.78694287,4983873.9525786,0.777857656362329,0,0.0561170044410488,0.0586515642166102,0.00137161996736072,0.478883573107696
532263.78694287,4983633.9525786,0.180805176132279,0,0.0849667686383762,6.75537832198946e-05,0.00137074170087699,0.480254314808573
528663.78694287,4983633.9525786,0.421998562185478,0.00174054761103634,0.0863833218239721,0.00546551624835673,0.00136772667871557,0.481622041487289
528903.78694287,4985793.9525786,0.710999281092739,0,0.0608988973186683,0,0.00134955420450230,0.482971595691791
533703.78694287,4983153.9525786,0.809130237239396,0,0.0705980405309934,0.0197551911372338,0.00133871484273143,0.484310310534522
532023.78694287,4981713.9525786,0.402947634795111,0,0.103894490727696,0,0.00132970075897462,0.485640011293497
528423.78694287,4985553.9525786,0.835370237239396,0.00712551564602961,0.0158729129504785,0,0.00132762303360279,0.4869676343271
528663.78694287,4985793.9525786,0.713515571531273,0.000394305181695828,0.0253121966198405,0,0.00132004206556308,0.488287676392663
531783.78694287,4983873.9525786,0.554277498202732,0.0279956679004038,0.0775886085608758,0,0.00131784651769757,0.48960552291036
533223.78694287,4983633.9525786,0.660675772825306,0,0.0474425733474078,0.0455602655719718,0.00131545298499892,0.490920975895359
528423.78694287,4984353.9525786,0.459741308411215,0,0.0582893592092128,0,0.00131453007575420,0.492235505971114
532503.78694287,4981953.9525786,0.425952667145938,0,0.087281931198826,0,0.00129787192916253,0.493533377900276
533943.78694287,4982913.9525786,0.82099209202013,0,0.0502127011038641,0.00950035349121168,0.00128668880376131,0.494820066704037
533223.78694287,4982193.9525786,0.597052595255212,0,0.0717065689206747,0,0.00128195616986543,0.496102022873903
528663.78694287,4985313.9525786,0.622214349388929,0.00624123065275909,0.0123224789933361,0,0.00126477277623727,0.49736679565014
532743.78694287,4984113.9525786,0.485621969805895,0.00601025235531628,0.0354289951464297,0.0239725716737629,0.00126320632186594,0.498630001972006
532983.78694287,4982193.9525786,0.493889288281812,0,0.0732719832959061,0,0.00126141085728330,0.499891412829289
528903.78694287,4983633.9525786,0.209202012940331,0,0.075289132448366,0.00630934080728466,0.00125738044770669,0.501148793276996
529383.78694287,4982913.9525786,0.356578001437815,0,0.139038333025216,0.0556356578320262,0.00125484268752556,0.502403635964522
