"x","y","forest240","rghasp240","wolfuse","Prob","CumProb"
528663.78694287,4985073.9525786,1,0.830135257539651,0,0.00242495720962463,0.208747746777185
529383.78694287,4984113.9525786,0.921875,0.739037929097484,0,0.00241827288900663,0.211166019666192
530343.78694287,4984833.9525786,1,0.704160835025056,0,0.00241704831559142,0.213583067981784
530103.78694287,4983153.9525786,1,0.639354762795943,0.00415371972106592,0.00241105791863210,0.215994125900416
532263.78694287,4982673.9525786,1,0.727561477681388,0,0.00241021268996907,0.218404338590385
529863.78694287,4982433.9525786,1,0.726318704239899,0.035437292386908,0.00240871987122853,0.220813058461613
529863.78694287,4985313.9525786,0.984375,0.772270465604709,0,0.00240789643495339,0.223220954896567
530823.78694287,4985553.9525786,1,0.772091894883058,0,0.00239797341043573,0.225618928307002
532743.78694287,4982673.9525786,1,0.773260482693861,0,0.00239739225237814,0.228016320559381
530343.78694287,4983153.9525786,0.9375,0.644847782016724,0.000457631306506398,0.00238623601776505,0.230402556577146
530823.78694287,4983633.9525786,1,0.608469971721422,0,0.00238365321337789,0.232786209790524
530823.78694287,4984593.9525786,0.859375,0.73184848802102,0,0.00236465769426378,0.235150867484787
530583.78694287,4983393.9525786,0.890625,0.645951375336927,0,0.00236440484910736,0.237515272333895
532263.78694287,4983873.9525786,1,0.710880214937174,0.000179974686861502,0.00233701890134805,0.239852291235243
532023.78694287,4983633.9525786,1,0.681093699451807,0,0.00231894092510438,0.242171232160347
529623.78694287,4984113.9525786,0.953125,0.696246606901891,0,0.00231878733174132,0.244490019492088
532743.78694287,4982433.9525786,1,0.774482247815156,0,0.00231292065333006,0.246802940145418
531783.78694287,4985073.9525786,1,0.74391054636253,0,0.00230132984525886,0.249104269990677
532023.78694287,4983393.9525786,1,0.676450860688885,0,0.00229330772610322,0.251397577716781
530343.78694287,4982673.9525786,1,0.636332847238006,0.00290502029514716,0.00228576776276857,0.253683345479549
531783.78694287,4983633.9525786,0.921875,0.689045348645318,0,0.00228415953170715,0.255967505011256
531063.78694287,4984593.9525786,0.90625,0.707235271383478,0,0.00227924346763685,0.258246748478893
531303.78694287,4983633.9525786,1,0.619914385449223,0,0.00227736559313011,0.260524114072023
532023.78694287,4982673.9525786,1,0.689678880801174,0,0.00225441265142527,0.262778526723448
530103.78694287,4984833.9525786,1,0.693609406207511,0,0.00225125412366785,0.265029780847116
528423.78694287,4985073.9525786,1,0.833383012539676,0,0.00224251623380693,0.267272297080923
530583.78694287,4982673.9525786,1,0.621234955326431,5.0868357280983e-05,0.00222929051705092,0.269501587597974
533463.78694287,4982433.9525786,1,0.843060626539142,0,0.00222040713731976,0.271721994735294
531303.78694287,4983393.9525786,1,0.609719835470977,0,0.00221263189544911,0.273934626630743
528663.78694287,4984353.9525786,1,0.761089443691344,0,0.00220089728851481,0.276135523919258
530823.78694287,4982673.9525786,0.953125,0.636686706131278,0,0.00219347606323610,0.278328999982494
529383.78694287,4985313.9525786,1,0.767261950768407,0,0.00218338008519245,0.280512380067686
530343.78694287,4985553.9525786,1,0.750520945613641,0,0.00217529174369037,0.282687671811377
529863.78694287,4982193.9525786,0.984375,0.724381999721994,0.0366857715107682,0.00215910876186769,0.284846780573244
530583.78694287,4985553.9525786,1,0.745148724233976,0,0.00215417562762264,0.287000956200867
532263.78694287,4983393.9525786,1,0.683341589712588,1.29212484935227e-06,0.00215404717477322,0.289155003375640
531063.78694287,4984353.9525786,1,0.634392203660066,0,0.0021539465419752,0.291308949917616
531303.78694287,4985073.9525786,1,0.70476810678067,0,0.00215296774363554,0.293461917661251
532263.78694287,4981953.9525786,1,0.739517181401915,0,0.00213104683966198,0.295592964500913
529623.78694287,4983873.9525786,1,0.641283589193774,0.000159956645130821,0.00209605471996358,0.297689019220877
531783.78694287,4981953.9525786,1,0.700501448251226,0,0.00209106246738773,0.299780081688264
530103.78694287,4982193.9525786,0.90625,0.717804425971187,0.0198069621210049,0.00209042244338477,0.301870504131649
530103.78694287,4983873.9525786,1,0.605451535666518,0,0.00207856563130283,0.303949069762952
530823.78694287,4984353.9525786,1,0.620554023148136,0,0.00207754968507337,0.306026619448025
528903.78694287,4985553.9525786,1,0.810942187512217,0,0.00207254882788313,0.308099168275908
531063.78694287,4982193.9525786,0.9375,0.671071417699154,0,0.00206780229562880,0.310166970571537
530343.78694287,4983873.9525786,1,0.590704285749184,0,0.00205553010209935,0.312222500673637
528663.78694287,4984113.9525786,0.875,0.784691634919539,0,0.00204473501284355,0.31426723568648
532023.78694287,4984353.9525786,0.796875,0.761608743106144,0,0.00204462665556999,0.31631186234205
531063.78694287,4983633.9525786,1,0.577918622078984,0,0.00203580972574032,0.318347672067790
532023.78694287,4982433.9525786,1,0.674440627050301,0,0.00201777476975209,0.320365446837543
532263.78694287,4983153.9525786,1,0.667832197329208,0,0.00200979928267116,0.322375246120214
530583.78694287,4983633.9525786,1,0.565303979265366,0,0.00200762226308904,0.324382868383303
532743.78694287,4982913.9525786,0.9375,0.746800503409247,0.000213414667509478,0.00200194286145474,0.326384811244757
532503.78694287,4982433.9525786,1,0.714302601598813,0,0.00199936508418805,0.328384176328945
530583.78694287,4985313.9525786,1,0.696451438023785,0,0.00196660679497929,0.330350783123925
532263.78694287,4985073.9525786,1,0.737762986665698,0.00146793813111860,0.00195943986056070,0.332310222984485
529623.78694287,4983393.9525786,1,0.62341771979461,0.00852995892014554,0.00194249287328552,0.334252715857771
529623.78694287,4984593.9525786,1,0.660782592884037,0,0.00193320968625392,0.336185925544025
532503.78694287,4982913.9525786,1,0.686870987505216,0,0.00193301563093803,0.338118941174963
528423.78694287,4984353.9525786,1,0.752453054561503,0,0.00192471940213186,0.340043660577095
531543.78694287,4985313.9525786,1,0.70815175935195,0,0.00191390502878681,0.341957565605882
533223.78694287,4982433.9525786,1,0.777103035759384,0,0.00190525447906238,0.343862820084944
532503.78694287,4983873.9525786,1,0.685737851234741,0.00420653677964467,0.00189038471542438,0.345753204800368
530343.78694287,4985073.9525786,0.96875,0.675919087583969,0,0.00187196437156566,0.347625169171934
529623.78694287,4983153.9525786,1,0.633624086952965,0.0233354955572418,0.00187138185372207,0.349496551025656
531783.78694287,4982193.9525786,0.90625,0.691905762741761,0,0.00186332381433056,0.351359874839987
528903.78694287,4984833.9525786,1,0.723218007481233,0,0.00185173026960379,0.35321160510959
532983.78694287,4982433.9525786,1,0.742675651041114,0,0.00184468921676704,0.355056294326357
532983.78694287,4982193.9525786,1,0.754084481926585,0,0.00183966368670273,0.35689595801306
532503.78694287,4983393.9525786,1,0.667521011586331,0.000734321476858925,0.00183194936536671,0.358727907378427
529143.78694287,4984113.9525786,1,0.655074238381265,0,0.00181196609732817,0.360539873475755
531063.78694287,4982433.9525786,0.734375,0.702560263630259,0,0.00180882028270267,0.362348693758458
528663.78694287,4984833.9525786,1,0.738447070092022,0,0.00180206041181159,0.364150754170269
529383.78694287,4983633.9525786,1,0.621099386010177,0.00368229779366768,0.00179658392428080,0.36594733809455
529383.78694287,4983393.9525786,1,0.633379208720701,0.0160760603656438,0.00179470018072538,0.367742038275275
532263.78694287,4982193.9525786,1,0.677917504042444,0,0.00178286600542287,0.369524904280698
530583.78694287,4984353.9525786,1,0.581240694011696,0,0.00177669748439972,0.371301601765098
530823.78694287,4982913.9525786,0.890625,0.5933777914469,0,0.00177348910723662,0.373075090872335
531783.78694287,4982673.9525786,0.875,0.658007525088382,0,0.00174265228255310,0.374817743154888
528423.78694287,4984593.9525786,0.9375,0.76518540961921,0,0.00174037546164152,0.376558118616529
529143.78694287,4985313.9525786,0.96875,0.738443787541991,0,0.00173045019062454,0.378288568807154
532503.78694287,4981953.9525786,1,0.704267189646039,0,0.00170861576939035,0.379997184576544
533463.78694287,4982193.9525786,1,0.78801685810028,0,0.00170733928482026,0.381704523861364
531783.78694287,4981713.9525786,0.96875,0.682723813796877,0,0.00170306556739991,0.383407589428764
533223.78694287,4982193.9525786,1,0.760295066584,0,0.00170224151845338,0.385109830947218
533943.78694287,4982913.9525786,1,0.831751585174594,0.00950035349121168,0.00170101547982846,0.386810846427046
532983.78694287,4982673.9525786,0.96875,0.725186880989435,7.8488223919044e-06,0.00169748270830344,0.388508329135350
530583.78694287,4985073.9525786,1,0.63465874672253,0,0.00169584363761677,0.390204172772966
532263.78694287,4983633.9525786,1,0.623629969479572,6.75537832198946e-05,0.00168653380401786,0.391890706576984
532023.78694287,4981713.9525786,1,0.681067439051564,0,0.00167816020005455,0.393568866777039
530343.78694287,4985793.9525786,1,0.71157414601359,0,0.00167452137384662,0.395243388150885
529623.78694287,4982913.9525786,1,0.626758961819498,0.0360486162006966,0.00167211867201116,0.396915506822897
528663.78694287,4984593.9525786,1,0.703277829066893,0,0.00166278798941679,0.398578294812313
528903.78694287,4984593.9525786,1,0.678490637277742,0,0.00165009145043344,0.400228386262747
530823.78694287,4985793.9525786,1,0.702056063945598,0,0.00162987986849208,0.401858266131239
531783.78694287,4984353.9525786,0.515625,0.802072737330222,0,0.00161829845928287,0.403476564590522
531543.78694287,4985073.9525786,1,0.64242000801428,0,0.00161550512548458,0.405092069716006
532023.78694287,4984593.9525786,0.984375,0.639255629785026,0,0.00161460787547271,0.406706677591479
531543.78694287,4985553.9525786,1,0.689627016510695,0,0.00161189525106256,0.408318572842542
531063.78694287,4985073.9525786,1,0.624562935849197,0,0.00160688874193015,0.409925461584472
529623.78694287,4982673.9525786,1,0.646900688805703,0.0540349473938842,0.00159918868888079,0.411524650273353
531063.78694287,4982913.9525786,0.609375,0.688824104773272,0,0.00158200679323755,0.41310665706659
529863.78694287,4984593.9525786,1,0.594450791400819,0,0.00157278406077476,0.414679441127365
530343.78694287,4985313.9525786,1,0.642713467986993,0,0.00156813944964382,0.416247580577009
531783.78694287,4986033.9525786,1,0.744855264261263,0,0.00156212231099697,0.417809702888006
528903.78694287,4984113.9525786,1,0.64029882418467,0,0.00156014567853485,0.419369848566540
529383.78694287,4982913.9525786,1,0.649712521161697,0.0556356578320262,0.0015447705393283,0.420914619105869
531063.78694287,4985793.9525786,0.84375,0.755704092111558,0,0.00153964488862334,0.422454263994492
527943.78694287,4985553.9525786,1,0.823053484104183,0,0.00152909519173681,0.423983359186229
532023.78694287,4982193.9525786,1,0.619641736843702,0,0.00152607619771978,0.425509435383949
529623.78694287,4985553.9525786,1,0.686470516401514,0,0.00152321749796834,0.427032652881917
530103.78694287,4985553.9525786,1,0.66523635676521,0,0.00151376352182721,0.428546416403744
532023.78694287,4985073.9525786,1,0.651469341937938,2.27238189721829e-05,0.00149946561250425,0.430045882016248
528663.78694287,4983393.9525786,0.953125,0.685397122541591,0.0211988175682972,0.00149804753989898,0.431543929556147
528903.78694287,4984353.9525786,1,0.638964139342332,0,0.00148694684341102,0.433030876399558
528903.78694287,4983393.9525786,1,0.64126586342361,0.0234553729944233,0.00148664918181255,0.434517525581371
531543.78694287,4985793.9525786,0.984375,0.700987922165723,0,0.00148206834225012,0.435999593923621
529143.78694287,4983393.9525786,1,0.612030816343341,0.0204083579433291,0.00147667016482657,0.437476264088448
528903.78694287,4985073.9525786,0.953125,0.703770211571444,0,0.00147622066552516,0.438952484753973
527703.78694287,4985553.9525786,1,0.839106466772588,0,0.00147094126575452,0.440423426019727
532503.78694287,4983153.9525786,1,0.613268797261786,6.02196829090239e-05,0.00147046074357698,0.441893886763304
529383.78694287,4984833.9525786,0.9375,0.652454106947042,0,0.00146848170486846,0.443362368468173
529863.78694287,4985553.9525786,1,0.666058963802815,0,0.00146796596007429,0.444830334428247
531783.78694287,4982433.9525786,0.75,0.67850442398787,0,0.00145481007385081,0.446285144502098
528663.78694287,4983633.9525786,0.9375,0.66433299899686,0.00546551624835673,0.00143540249238869,0.447720546994487
532023.78694287,4981953.9525786,1,0.620825227431643,0,0.00142872743618022,0.449149274430667
532743.78694287,4983633.9525786,1,0.644250357911201,0.0122172250291936,0.00142380692328245,0.450573081353949
533703.78694287,4983153.9525786,1,0.764653636514293,0.0197551911372338,0.00142160108659098,0.45199468244054
532743.78694287,4983153.9525786,0.75,0.735257744482537,0.00118365128343948,0.00141993624836682,0.453414618688907
530583.78694287,4985793.9525786,1,0.666246069154545,0,0.00141338772756635,0.454828006416473
533703.78694287,4982193.9525786,1,0.768399682608925,0,0.00141177118164264,0.456239777598116
529143.78694287,4984353.9525786,1,0.601839155009122,0,0.00140022587821093,0.457640003476327
532263.78694287,4984833.9525786,0.84375,0.698160990079589,0.000611696815411353,0.00139684125060833,0.459036844726935
529383.78694287,4983153.9525786,1,0.59771975167404,0.0383693400009503,0.00139292759606761,0.460429772323003
531303.78694287,4982433.9525786,0.625,0.691236779045577,0,0.00139118507159467,0.461820957394598
531783.78694287,4984113.9525786,0.28125,0.848064545805402,0,0.00138943398727491,0.463210391381873
530343.78694287,4982433.9525786,0.953125,0.549535331080589,0.00439323917460162,0.00138642511943977,0.464596816501312
529143.78694287,4983153.9525786,0.96875,0.639965973611593,0.0462318556776736,0.00138002628344753,0.46597684278476
530103.78694287,4985313.9525786,0.8125,0.695020246210554,0,0.00137987524284393,0.467356718027604
529143.78694287,4986033.9525786,1,0.739970829816108,0,0.00137814069180099,0.468734858719405
531063.78694287,4985553.9525786,1,0.634054757516946,0,0.00136805410744755,0.470102912826852
533223.78694287,4983873.9525786,1,0.739732516683905,0.0586515642166102,0.00133489153728238,0.471437804364135
529623.78694287,4982433.9525786,1,0.627867150709743,0.0651807196821891,0.00133329186730783,0.472771096231443
530103.78694287,4985073.9525786,0.75,0.687771719233543,0,0.00132866647252613,0.474099762703969
532023.78694287,4984833.9525786,1,0.600571631140404,4.65862828131277e-07,0.00132444448312713,0.475424207187096
532983.78694287,4981713.9525786,0.984375,0.707640994567229,0,0.00131769481234047,0.476741901999436
531783.78694287,4985793.9525786,1,0.675388627499065,0,0.00131715214373607,0.478059054143172
532023.78694287,4986033.9525786,1,0.712503107672177,1.72173978151219e-05,0.00130767908127099,0.479366733224443
532503.78694287,4984113.9525786,0.765625,0.701148110607204,0.00631853805826054,0.00130709516412297,0.480673828388566
528423.78694287,4984833.9525786,0.984375,0.68400926038876,0,0.00128675694353288,0.481960585332099
530583.78694287,4982433.9525786,0.765625,0.598671822484841,0.000115057285734650,0.00128318887373148,0.483243774205831
530823.78694287,4986033.9525786,1,0.66971244198659,0,0.00128168927022990,0.48452546347606
528903.78694287,4985793.9525786,1,0.708889020088766,0,0.00125863640200192,0.485784099878062
532263.78694287,4984353.9525786,0.8125,0.653469727926431,0.000416417686943575,0.00125631671144202,0.487040416589504
533223.78694287,4981953.9525786,1,0.69749594544344,0,0.00125526318872517,0.48829567977823
533943.78694287,4983153.9525786,1,0.765352163160751,0.0216471898528584,0.00125188040089329,0.489547560179123
532743.78694287,4983393.9525786,0.828125,0.673995513266186,0.00513909267229277,0.00125187869349227,0.490799438872615
529143.78694287,4986273.9525786,1,0.739755494534118,0,0.00123825874048622,0.492037697613101
532743.78694287,4984353.9525786,1,0.650763593681414,0.0300743771427255,0.00123353949885005,0.493271237111951
531063.78694287,4986273.9525786,1,0.691159967374867,0,0.00123138761909727,0.494502624731049
533223.78694287,4982913.9525786,0.984375,0.659372409391,0.00320100619005588,0.00121898954467256,0.495721614275721
532263.78694287,4984593.9525786,0.859375,0.639699430549129,0.000361138284898078,0.00121511991402176,0.496936734189743
528903.78694287,4983873.9525786,1,0.570758658301793,0.00133756826844022,0.00121292038422802,0.498149654573971
532503.78694287,4984353.9525786,0.90625,0.635442619669776,0.0073974839489072,0.00121180261990135,0.499361457193872
528663.78694287,4985313.9525786,0.765625,0.772401767605923,0,0.00121016320685258,0.500571620400725
529143.78694287,4983873.9525786,1,0.545877191675771,0.00100099783873601,0.00120789637147633,0.501779516772201
532503.78694287,4983633.9525786,1,0.566472764029171,0.00253755718134315,0.0012076449356619,0.502987161707863
530103.78694287,4985793.9525786,1,0.634738184433264,0,0.00120681244464419,0.504193974152507
529863.78694287,4985793.9525786,1,0.641538971586135,0,0.0012008184048486,0.505394792557356
533463.78694287,4983873.9525786,1,0.766547011371797,0.0825038408871981,0.00118836603320883,0.506583158590565
532983.78694287,4984113.9525786,1,0.670698520015707,0.0433981088580146,0.00118015120715059,0.507763309797715
528663.78694287,4985793.9525786,0.984375,0.717332395276823,0,0.00117615219978961,0.508939461997505
529623.78694287,4984353.9525786,0.78125,0.608493606081641,0,0.00116468879757124,0.510104150795076
528423.78694287,4983633.9525786,0.984375,0.615824459413412,0.00405397544423982,0.00115926835555278,0.511263419150629
531543.78694287,4984593.9525786,0.71875,0.634784140133689,0,0.00115704252512691,0.512420461675756
530583.78694287,4983153.9525786,0.484375,0.642097005091294,0,0.00115426913959053,0.513574730815346
528903.78694287,4983633.9525786,1,0.559040151646458,0.00630934080728466,0.00115299596831939,0.514727726783666
530103.78694287,4986033.9525786,1,0.649910130673524,0,0.00114868214330305,0.515876408926969
532023.78694287,4985793.9525786,1,0.652508597277546,4.22050220230064e-05,0.00114211625160523,0.517018525178574
532263.78694287,4986033.9525786,1,0.6941490574325,0.00141588493033127,0.00114033422662070,0.518158859405195
532743.78694287,4981953.9525786,1,0.623851082049616,0,0.00113643548942852,0.519295294894623
529863.78694287,4984353.9525786,0.765625,0.592864925830158,0,0.00113493640222578,0.520430231296849
531543.78694287,4984833.9525786,0.78125,0.622147241630865,0,0.00112889169106815,0.521559122987917
532263.78694287,4985793.9525786,1,0.666053055212761,0.00192799938373019,0.00112535228852433,0.522684475276442
529143.78694287,4985793.9525786,1,0.662370034078712,0,0.00111943271945415,0.523803907995896
532263.78694287,4981713.9525786,0.625,0.752625716693099,0,0.00111696629855605,0.524920874294452
528423.78694287,4984113.9525786,0.546875,0.794357431738896,0,0.00111261704640455,0.526033491340856
531063.78694287,4986033.9525786,0.84375,0.70129582535857,0,0.00110960733031195,0.527143098671168
533223.78694287,4983633.9525786,1,0.672952318866542,0.0455602655719718,0.00110412634137609,0.528247225012544
528423.78694287,4985313.9525786,0.859375,0.732010645992519,0,0.00110245623877640,0.529349681251321
534663.78694287,4981713.9525786,1,0.852416550635635,0,0.00110204170505395,0.530451722956375
529383.78694287,4984353.9525786,0.78125,0.611535610845763,0,0.00109679816880201,0.531548521125177
529143.78694287,4984593.9525786,1,0.553411497458423,0,0.00109109409996204,0.532639615225139
530103.78694287,4986273.9525786,1,0.664762356540828,0,0.00108732805733584,0.533726943282474
533223.78694287,4984113.9525786,1,0.715731823882026,0.0783590664376293,0.00107934924961476,0.534806292532089
532983.78694287,4981953.9525786,1,0.633972037256181,0,0.00107701831199663,0.535883310844086
531303.78694287,4985553.9525786,1,0.579386578452555,0,0.00107532702550528,0.536958637869591
531063.78694287,4982673.9525786,0.359375,0.710131137020249,0,0.00107207722458670,0.538030715094178
528903.78694287,4986033.9525786,1,0.692969965461599,0,0.00107073417560948,0.539101449269787
534663.78694287,4981953.9525786,1,0.83237526968036,0,0.00107010275549574,0.540171552025283
529623.78694287,4986033.9525786,1,0.649509003059816,0,0.00106908799059241,0.541240640015875
528663.78694287,4986033.9525786,0.921875,0.743001280004124,0,0.00106721355147006,0.542307853567345
533943.78694287,4982673.9525786,0.71875,0.826890785089657,0.00103156006974792,0.00106292459027106,0.543370778157616
531783.78694287,4985313.9525786,0.828125,0.643640460115563,0,0.00106157611637817,0.544432354273995
529623.78694287,4985793.9525786,1,0.618399291657216,0,0.00105016335800905,0.545482517632004
532983.78694287,4984593.9525786,0.96875,0.701055542696348,0.0663236985979862,0.00104424940680532,0.546526767038809
531303.78694287,4982193.9525786,0.375,0.740608957542008,0,0.00103772800446444,0.547564495043273
530343.78694287,4986273.9525786,1,0.647941257165322,0,0.00103686205795901,0.548601357101232
529143.78694287,4985073.9525786,0.78125,0.666823797959886,0,0.00103482996402374,0.549636187065256
528183.78694287,4984113.9525786,0.8125,0.691008313563465,0,0.00103007028662452,0.550666257351881
529623.78694287,4986273.9525786,1,0.665945387571765,0,0.00102179338130272,0.551688050733183
531783.78694287,4984593.9525786,0.765625,0.598371206553062,0,0.00102118129544908,0.552709232028632
533223.78694287,4984353.9525786,1,0.736243822511653,0.103145135860136,0.00100769937082869,0.553716931399461
528183.78694287,4985793.9525786,1,0.71434987031925,0,0.00100528180137285,0.554722213200834
531303.78694287,4984833.9525786,0.796875,0.575694628782424,0,0.00100442806274465,0.555726641263579
528663.78694287,4983153.9525786,0.953125,0.615957140085639,0.0476217168873767,0.000999108535293344,0.556725749798872
531063.78694287,4981953.9525786,0.6875,0.613598956143838,0,0.000997070868094271,0.557722820666966
527943.78694287,4985793.9525786,1,0.735658215586240,0,0.00099545910315158,0.558718279770118
530823.78694287,4983153.9525786,0.5625,0.571248020860317,0,0.000991075679760621,0.559709355449879
528903.78694287,4985313.9525786,0.78125,0.693745303778767,0,0.000985101046679826,0.560694456496558
533703.78694287,4982913.9525786,1,0.662886050943483,0.00847643847885028,0.00098434688520111,0.56167880338176
529143.78694287,4984833.9525786,0.765625,0.641046589081583,0,0.000980663921349963,0.562659467303109
533463.78694287,4984113.9525786,1,0.75579731653242,0.110416183705999,0.00097651506258325,0.563635982365693
533463.78694287,4983153.9525786,1,0.636221240536974,0.0160961899262924,0.000975178512972224,0.564611160878665
532983.78694287,4983153.9525786,0.859375,0.623568060586,0.00333842499866811,0.000973142925667358,0.565584303804332
528183.78694287,4985553.9525786,0.734375,0.795611365850488,0,0.000971920579400954,0.566556224383733
