"x","y","slope240","descape240","elkuse","Prob","CumProb"
530103.78694287,4984353.9525786,0.836448713156003,0.000788610363391655,0.0311251751450846,0.00370472433762920,0.00370472433762920
531543.78694287,4984353.9525786,0.863048281811646,0,0.040752637983984,0.00359414681842244,0.00729887115605164
531303.78694287,4984593.9525786,0.804097886412653,0,0.0223914323985643,0.00338450348870076,0.0106833746447524
532263.78694287,4984113.9525786,0.97591672178289,0,0.0411782092793977,0.00334435826248680,0.0140277329072392
531543.78694287,4983393.9525786,0.766355140186916,0,0.142658788492088,0.00316066242064188,0.0171883953278811
531783.78694287,4983153.9525786,0.8274622573688,0,0.126270088253673,0.0031365584981775,0.0203249538260586
531063.78694287,4984593.9525786,0.753414809489576,0.00197152590847914,0.0276892609887664,0.0031277582536125,0.0234527120796711
531063.78694287,4984113.9525786,0.682242990654206,0,0.108720503559076,0.00311609703904015,0.0265688091187112
530823.78694287,4984593.9525786,0.683680805176132,0.000788610363391655,0.0291616916883604,0.00302849801419619,0.0295973071329074
530103.78694287,4984113.9525786,0.613227893601725,0,0.0594843813341037,0.00300525325771035,0.0326025603906178
530343.78694287,4984353.9525786,0.622214349388929,0.00118291554508748,0.0367430480172852,0.00297171514086741,0.0355742755314852
529863.78694287,4984113.9525786,0.643781567217829,0,0.0484454874150582,0.00296450365119850,0.0385387791826837
530583.78694287,4984593.9525786,0.649173256649892,0.000788610363391655,0.0278776729812788,0.00291904883839398,0.0414578280210777
530343.78694287,4984113.9525786,0.553918159597412,0,0.0739236548029091,0.00287920109583850,0.0443370291169162
530583.78694287,4985073.9525786,0.797627721063983,0,0.024303753006534,0.00287037094132472,0.0472074000582409
529623.78694287,4984833.9525786,0.853702487419123,0,0.0297462810756937,0.00286793203136760,0.0500753320896085
530823.78694287,4984113.9525786,0.557872034507549,0,0.0957920474778664,0.00285417178084952,0.052929503870458
530103.78694287,4983153.9525786,0.554637066858375,0,0.114682255965340,0.00281999832598121,0.0557495021964392
530103.78694287,4982913.9525786,0.618979151689432,0,0.134231498986401,0.00278885463939597,0.0585383568358352
531543.78694287,4983633.9525786,0.650970639827462,0,0.133804385238778,0.00278367150687794,0.0613220283427131
529863.78694287,4983393.9525786,0.578361006470165,0,0.100391319834476,0.00276881076768587,0.064090839110399
530823.78694287,4984353.9525786,0.515456506110712,0,0.0437194720514368,0.00273842834611650,0.0668292674565155
529143.78694287,4984113.9525786,0.761682358015816,0,0.0301602985309735,0.0026775068589361,0.0695067743154516
532023.78694287,4984113.9525786,0.694105075485262,0,0.0430862226623301,0.00266584477014466,0.0721726190855962
530583.78694287,4984353.9525786,0.487419122933142,0,0.0415752597603749,0.00266345300940907,0.0748360720950053
530103.78694287,4984593.9525786,0.660675772825306,0.00252915797442799,0.0322143792278415,0.00264662621144503,0.0774826983064503
531783.78694287,4984353.9525786,0.811286959022286,0.00775079912516824,0.0288215955276406,0.002645963299585,0.0801286616060353
530583.78694287,4984113.9525786,0.479870711718188,0,0.089796652151716,0.00264183521591110,0.0827704968219464
530103.78694287,4983633.9525786,0.474119453630482,0,0.102834098488094,0.00263716717282848,0.0854076639947749
531063.78694287,4984353.9525786,0.510783723939612,0,0.048876122610178,0.00263343395051336,0.0880410979452883
530343.78694287,4984833.9525786,0.646657196261682,0,0.0273546943737027,0.00263105741987745,0.0906721553651657
529623.78694287,4984113.9525786,0.607117296908699,0.00118291554508748,0.0315517068352702,0.00262619485611305,0.0932983502212788
530343.78694287,4984593.9525786,0.744069015097052,0.00814510430686407,0.0325617511065298,0.00262424005517697,0.0959225902764557
530343.78694287,4982913.9525786,0.498562300503235,0,0.128686383293885,0.00261573311815268,0.0985383233946084
531303.78694287,4984353.9525786,0.537023723939612,0,0.0462261606116895,0.00260795829531492,0.101146281689923
530343.78694287,4985073.9525786,0.765636232925953,0,0.0482635653629737,0.00260167191485869,0.103747953604782
529863.78694287,4984833.9525786,0.731488253055356,0,0.0403572172638317,0.00260065732000606,0.106348610924788
530103.78694287,4983873.9525786,0.461179122933142,0,0.0792145569096051,0.00259880213593056,0.108947413060719
530823.78694287,4985073.9525786,0.705966930265996,0,0.0223825851255146,0.00259490048557021,0.111542313546289
531303.78694287,4984113.9525786,0.544572365204889,0,0.0950486728215884,0.0025939006821911,0.11413621422848
529623.78694287,4983633.9525786,0.536304816678648,0,0.0591357289290529,0.00256592593734687,0.116702140165827
530103.78694287,4983393.9525786,0.451473759884975,0,0.112011776442180,0.00256551831966814,0.119267658485495
529863.78694287,4983873.9525786,0.487419122933142,0,0.06356707771495,0.00254998640691101,0.121817644892406
530823.78694287,4985313.9525786,0.801941164629763,0,0.0315037161995499,0.00254231585415695,0.124359960746563
529383.78694287,4983873.9525786,0.598849748382459,0,0.0387979144916938,0.00252087179611805,0.126880832542681
531783.78694287,4983393.9525786,0.594536304816679,0,0.110109292604904,0.00250991943832164,0.129390751981003
530823.78694287,4983873.9525786,0.420920316319195,0,0.126488417998472,0.00250650790508269,0.131897259886085
529863.78694287,4983633.9525786,0.471962731847592,0,0.083517038178844,0.00250195742555263,0.134399217311638
531543.78694287,4983873.9525786,0.546369518332135,0,0.112211829583442,0.00248202975476253,0.136881247066400
531303.78694287,4985073.9525786,0.712437095614666,0,0.0285044033270857,0.00246578970686606,0.139347036773266
530343.78694287,4983393.9525786,0.383896477354421,0.000788610363391655,0.126677441151294,0.00245827709994585,0.141805313873212
531783.78694287,4984833.9525786,0.723220704529116,0,0.0325648069080765,0.00245683220999522,0.144262146083208
529863.78694287,4984593.9525786,0.580517728253055,0,0.0320406350827536,0.0024383378326674,0.146700483915875
530343.78694287,4983633.9525786,0.364845549964055,0,0.126406377002659,0.00240016685303985,0.149100650768915
529863.78694287,4982913.9525786,0.558950510424155,0,0.139036412235673,0.00238566981628130,0.151486320585196
529863.78694287,4983153.9525786,0.467289719626168,0,0.108006813832110,0.00237032368417059,0.153856644269367
531063.78694287,4985073.9525786,0.639108554996406,0,0.0246061027424332,0.00235661209135773,0.156213256360724
528903.78694287,4984353.9525786,0.77138749101366,0,0.0251872579908854,0.00234703066686469,0.158560287027589
532023.78694287,4982913.9525786,0.726096333572969,0,0.150741732817761,0.00234278368669251,0.160903070714282
529383.78694287,4985073.9525786,0.82925964054637,0,0.0368412993127319,0.00234156055526192,0.163244631269543
530103.78694287,4982673.9525786,0.551042530553559,0,0.153163324580654,0.00232713843992982,0.165571769709473
528903.78694287,4984593.9525786,0.810568051761323,0,0.0219815184482188,0.00232626744172218,0.167898037151196
529623.78694287,4983873.9525786,0.443925348670022,0,0.0393138793071483,0.00232521079337565,0.170223247944571
530583.78694287,4983873.9525786,0.339324227174694,0,0.117638991336253,0.00232336042619937,0.172546608370771
531543.78694287,4984113.9525786,0.488856937455068,0,0.084509678932723,0.00231650581682327,0.174863114187594
531543.78694287,4983153.9525786,0.543493889288282,0,0.166629136088146,0.00230813675897988,0.177171250946574
529383.78694287,4984113.9525786,0.580158159597412,0.00197152590847914,0.0289212146580654,0.00229055378051532,0.179461804727089
530583.78694287,4982673.9525786,0.446441409058231,0,0.144323909306359,0.00227723381479100,0.18173903854188
530583.78694287,4985313.9525786,0.710999281092739,0,0.035851423331681,0.00227287105762321,0.184011909599503
531783.78694287,4983633.9525786,0.530913127246585,0.00197152590847914,0.0931677833152427,0.00227103771179128,0.186282947311295
531783.78694287,4984113.9525786,0.733285406182602,0.0115305265814266,0.0550392086840665,0.00223137071816824,0.188514318029463
529623.78694287,4985073.9525786,0.760603882099209,0,0.058026676687678,0.00222426922970497,0.190738587259168
530343.78694287,4982673.9525786,0.465492566498922,0,0.153387562208444,0.00222258844822187,0.192961175707390
531063.78694287,4985313.9525786,0.695902228612509,0,0.0341367403266077,0.00220955172095504,0.195170727428345
532023.78694287,4984353.9525786,0.664270309130122,0.00545262028936743,0.0230083841794216,0.00220249365387900,0.197373221082224
529143.78694287,4984353.9525786,0.604601006470165,0,0.0152883817688889,0.0021849200439136,0.199558141126137
529863.78694287,4982673.9525786,0.570453026599569,0,0.162255032651225,0.00218161668643048,0.201739757812568
531303.78694287,4983633.9525786,0.393242271746945,0,0.153962809573905,0.00217812235212007,0.203917880164688
530343.78694287,4983873.9525786,0.284687275341481,0,0.0994001342241913,0.00217757678748674,0.206095456952175
531303.78694287,4983153.9525786,0.451114421279655,0,0.188537632520546,0.00217260516374222,0.208268062115917
528903.78694287,4984833.9525786,0.80158159597412,0,0.0163136177392667,0.00217094216486380,0.210439004280781
532023.78694287,4983873.9525786,0.509345909417685,0,0.0658096868158178,0.00215937791825866,0.212598382199039
532023.78694287,4983153.9525786,0.576204284687275,0,0.119967512114893,0.0021551817678034,0.214753563966843
532263.78694287,4982433.9525786,0.744787922358016,0,0.104801103392315,0.00214875235478853,0.216902316321631
531543.78694287,4984593.9525786,0.598130841121495,0.00726081931359354,0.0190320005895311,0.00212309924982940,0.219025415571461
530583.78694287,4983633.9525786,0.255571646297628,0,0.154411575858203,0.00211699972609019,0.221142415297551
531783.78694287,4985073.9525786,0.702372393961179,0,0.050199779428752,0.00211200020358227,0.223254415501133
531303.78694287,4983873.9525786,0.355140186915888,0,0.124701676282639,0.00210864341007963,0.225363058911213
529623.78694287,4983393.9525786,0.405463695183321,0,0.0901523183488884,0.00210381838437694,0.227466877295590
531063.78694287,4983873.9525786,0.326024557872034,0,0.142426896808996,0.00210046520868588,0.229567342504275
532023.78694287,4984833.9525786,0.673975672178289,0,0.047016303583069,0.00209999707833226,0.231667339582608
530343.78694287,4985313.9525786,0.726096333572969,0,0.0789476253687767,0.00209829072975178,0.233765630312360
532023.78694287,4984593.9525786,0.578001437814522,0.000394305181695828,0.0270604061333127,0.00209793161142347,0.235863561923783
530823.78694287,4982913.9525786,0.383896477354421,0.0038051564602961,0.147416729706155,0.00208660675312589,0.237950168676909
529623.78694287,4983153.9525786,0.437095614665708,0,0.108015428282184,0.00208292669628259,0.240033095373191
529143.78694287,4985313.9525786,0.85118619698059,0,0.0242683348114633,0.00207984892585944,0.242112944299051
530823.78694287,4983633.9525786,0.263838964773544,0,0.168755595627365,0.00207836765802298,0.244191311957074
530823.78694287,4983393.9525786,0.231847706685838,0,0.176659120747935,0.0020522840783007,0.246243596035375
530823.78694287,4982433.9525786,0.482746340762042,0,0.175406824171196,0.00203555363669301,0.248279149672068
530343.78694287,4983153.9525786,0.252696017253774,0.00157722072678331,0.126236241613684,0.00202482061842588,0.250303970290493
531303.78694287,4985313.9525786,0.653127361610352,0,0.0412282371161492,0.00201844238596630,0.25232241267646
530583.78694287,4982913.9525786,0.248382573687994,0,0.136389127701397,0.00201039501403394,0.254332807690494
530583.78694287,4983393.9525786,0.246944759166068,0.00292346315612382,0.158308363093518,0.00201010856023053,0.256342916250724
532263.78694287,4984833.9525786,0.742271861969806,0.000394305181695828,0.0651217531304599,0.00199946821632078,0.258342384467045
530103.78694287,4985313.9525786,0.740115140186916,0,0.0993560433733021,0.00199350136624105,0.260335885833286
530823.78694287,4985553.9525786,0.784327821710999,0,0.0883959018255478,0.00198914910118203,0.262325034934468
531543.78694287,4985073.9525786,0.567577397555715,0,0.0326177159291435,0.00198324174054040,0.264308276675009
532263.78694287,4982193.9525786,0.715312724658519,0,0.0983482400231768,0.00197094982047817,0.266279226495487
529863.78694287,4985073.9525786,0.630481667864845,0,0.0737334384323405,0.00196933625075658,0.268248562746243
532503.78694287,4983873.9525786,0.592379583033789,0,0.0546457087534579,0.00196503252243441,0.270213595268678
532023.78694287,4982193.9525786,0.705966930265996,0,0.142145355626486,0.00195570361583066,0.272169298884508
532503.78694287,4982913.9525786,0.629762760603882,0,0.0808336078777004,0.00194637501169244,0.274115673896201
529623.78694287,4982913.9525786,0.469446441409058,0,0.147597342129005,0.00193863433611134,0.276054308232312
529383.78694287,4984833.9525786,0.594176966211359,0.00157722072678331,0.0222685891763841,0.00193352327802845,0.277987831510341
528663.78694287,4984353.9525786,0.725377426312006,0,0.0446084192728286,0.0019312974132916,0.279919128923632
530823.78694287,4982673.9525786,0.337886412652768,0.00134624242934051,0.150665279573348,0.00192109313718150,0.281840222060814
531063.78694287,4985553.9525786,0.744428583752696,0,0.0772389375553095,0.00191670845825453,0.283756930519068
532743.78694287,4982913.9525786,0.70848322070453,0.00174054761103634,0.0561035880171149,0.00191124275798841,0.285668173277057
530103.78694287,4984833.9525786,0.406542171099928,0,0.0338230113678058,0.00190955380955638,0.287577727086613
531783.78694287,4982913.9525786,0.489935413371675,0,0.168641890706953,0.00190441633477783,0.289482143421391
532503.78694287,4982673.9525786,0.640187030913012,0,0.0801049301717188,0.00190188039042811,0.291384023811819
529863.78694287,4982433.9525786,0.539180445722502,0,0.182492966032312,0.00188305287225332,0.293267076684072
529383.78694287,4985313.9525786,0.768152523364486,0,0.064858604962975,0.00188108947096361,0.295148166155036
532023.78694287,4983633.9525786,0.407261078360891,0,0.09215474144818,0.00187737543522672,0.297025541590263
530103.78694287,4985073.9525786,0.683680805176132,0.00696218876177658,0.0631832108349317,0.00187319694199212,0.298898738532255
532263.78694287,4982673.9525786,0.582314881380302,0,0.108942762191578,0.00186850562411135,0.300767244156366
529383.78694287,4983153.9525786,0.429187634795111,0,0.108268506856001,0.00186539041143337,0.302632634567799
532023.78694287,4985073.9525786,0.681883652048886,0,0.0690505826277083,0.00185934682794335,0.304491981395743
532743.78694287,4983633.9525786,0.611430740474479,0,0.0470840259659199,0.00185846899083119,0.306350450386574
531063.78694287,4983633.9525786,0.236161150251618,0,0.183016322977223,0.00185768533063355,0.308208135717208
529383.78694287,4983633.9525786,0.336089259525521,0,0.0596667108263944,0.00184408551017494,0.310052221227382
531543.78694287,4985313.9525786,0.625089978432782,0,0.0528475878147218,0.00183508766411708,0.311887308891500
528903.78694287,4984113.9525786,0.541696736161035,0,0.0423879574574568,0.00183391454963051,0.31372122344113
528663.78694287,4985073.9525786,0.808770668583753,0,0.0196745920005093,0.00183357096836885,0.315554794409499
529623.78694287,4984593.9525786,0.374191344356578,0,0.0247286549358947,0.00182613913224626,0.317380933541745
530583.78694287,4985553.9525786,0.711718188353702,0,0.0951773075152716,0.0018074073380611,0.319188340879806
529143.78694287,4983153.9525786,0.517253889288282,0.000788610363391655,0.112603088592917,0.00180390067575615,0.320992241555562
531063.78694287,4983393.9525786,0.207404744787922,0,0.194028907900094,0.00180016170629102,0.322792403261853
532743.78694287,4982193.9525786,0.782530668583753,0,0.0841192057007893,0.00179922939525433,0.324591632657108
532263.78694287,4982913.9525786,0.508627002156722,0,0.107466344398537,0.00179328262368015,0.326384915280788
531063.78694287,4983153.9525786,0.322789360172538,0.00410637786002692,0.198994003356161,0.00178801704180005,0.328172932322588
532263.78694287,4983873.9525786,0.425233759884975,0,0.0607496286888265,0.00178750108295707,0.329960433405545
529143.78694287,4983873.9525786,0.402588066139468,0,0.0478305146294884,0.00178713674209276,0.331747570147638
528663.78694287,4984593.9525786,0.694464414090582,0,0.0424469780816173,0.00177101939318907,0.333518589540827
529863.78694287,4982193.9525786,0.570453026599569,0.000394305181695828,0.184783827694747,0.00176928755481726,0.335287877095644
531303.78694287,4983393.9525786,0.222861250898634,0,0.169824689625656,0.00176744621273873,0.337055323308383
531543.78694287,4984833.9525786,0.474838360891445,0.00552027254374159,0.0186912350627582,0.00175970481132179,0.338815028119705
532023.78694287,4983393.9525786,0.373112868439971,0,0.110680378259688,0.00175798153698725,0.340573009656692
530103.78694287,4982433.9525786,0.409777138749101,0,0.174568574152609,0.00175351316724506,0.342326522823937
532023.78694287,4981953.9525786,0.643781567217829,0,0.120590022544278,0.00175202766157146,0.344078550485508
532743.78694287,4982673.9525786,0.631560143781452,0,0.0618771612538415,0.00174966235646117,0.34582821284197
529143.78694287,4983393.9525786,0.427030913012221,0,0.0962966039675462,0.00172837812753827,0.347556590969508
532263.78694287,4984593.9525786,0.611430740474479,0.00547805097577389,0.0358152775648135,0.00172716765354881,0.349283758623057
532023.78694287,4982673.9525786,0.523005147375989,0,0.166813648295827,0.00172308169831720,0.351006840321374
533223.78694287,4983873.9525786,0.777857656362329,0,0.0561170044410488,0.00171266492553017,0.352719505246904
532983.78694287,4984113.9525786,0.679008023005032,0,0.0441975449277112,0.00171068607336629,0.35443019132027
532503.78694287,4983153.9525786,0.494967764198418,0,0.0798233598863377,0.00171048687622998,0.3561406781965
529623.78694287,4982673.9525786,0.432422832494608,0,0.165296690202266,0.0017078016804159,0.357848479876916
530343.78694287,4982433.9525786,0.370956146657081,0.00118291554508748,0.177367135414886,0.00169271027124106,0.359541190148157
532023.78694287,4982433.9525786,0.556074881380302,0,0.168350658268109,0.00168211102674270,0.3612233011749
528663.78694287,4984113.9525786,0.667505506829619,0.00348109438088829,0.0609127793885522,0.00167805574890198,0.362901356923802
531063.78694287,4982433.9525786,0.524083393242272,0.00765512449528937,0.188942482571185,0.00167397749195629,0.364575334415758
