"x","y","descape240","amuse","elkuse","wolfuse","Prob","CumProb"
530823.78694287,4984353.9525786,0,0.555869707366803,0.0437194720514368,0,0.00315261189969647,0.00315261189969647
531063.78694287,4984353.9525786,0,0.575653426396885,0.048876122610178,0,0.00312132360442752,0.00627393550412399
531303.78694287,4984353.9525786,0,0.587620701436316,0.0462261606116895,0,0.00308095982230528,0.00935489532642927
530583.78694287,4984353.9525786,0,0.539107128077575,0.0415752597603749,0,0.00304713303077304,0.0124020283572023
531303.78694287,4984593.9525786,0,0.575352567635364,0.0223914323985643,0,0.00303641697998847,0.0154384453371908
531543.78694287,4984353.9525786,0,0.590698717996492,0.040752637983984,0,0.00299246037445925,0.0184309057116500
530823.78694287,4984593.9525786,0.000788610363391655,0.543353276830463,0.0291616916883604,0,0.00295690908469332,0.0213878147963433
530583.78694287,4984593.9525786,0.000788610363391655,0.526653458169453,0.0278776729812788,0,0.00287912882729720,0.0242669436236405
530823.78694287,4984113.9525786,0,0.564937049128628,0.0957920474778664,0,0.00287354468385037,0.0271404883074909
531063.78694287,4984593.9525786,0.00197152590847914,0.5631601388422,0.0276892609887664,0,0.00287324894311636,0.0300137372506073
531303.78694287,4984113.9525786,0,0.596475833823978,0.0950486728215884,0,0.00285973398271071,0.032873471233318
530343.78694287,4984353.9525786,0.00118291554508748,0.50990970706869,0.0367430480172852,0,0.00284853412076246,0.0357220053540804
531303.78694287,4983873.9525786,0,0.593904609336663,0.124701676282639,0,0.00281183681258134,0.0385338421666618
531063.78694287,4984113.9525786,0,0.58467644346503,0.108720503559076,0,0.00280246471102628,0.0413363068776881
531543.78694287,4984113.9525786,0,0.59933418818539,0.084509678932723,0,0.00278688970477036,0.0441231965824584
530823.78694287,4983873.9525786,0,0.562343466167511,0.126488417998472,0,0.00277972403090352,0.0469029206133619
530583.78694287,4984113.9525786,0,0.54817329307762,0.089796652151716,0,0.00277265099345455,0.0496755716068165
530103.78694287,4984353.9525786,0.000788610363391655,0.477487958785095,0.0311251751450846,0,0.00276591954562136,0.0524414911524378
530343.78694287,4984113.9525786,0,0.518975479814809,0.0739236548029091,0,0.00275001691878531,0.0551915080712231
531063.78694287,4983873.9525786,0,0.582046773142687,0.142426896808996,0,0.00274393481313825,0.0579354428843614
532023.78694287,4984113.9525786,0,0.58259553638567,0.0430862226623301,0,0.00271295069173914,0.0606483935761005
531543.78694287,4983873.9525786,0,0.59681003416924,0.112211829583442,0,0.00269904368091431,0.0633474372570148
530103.78694287,4984113.9525786,0,0.486613354128021,0.0594843813341037,0,0.00269283399531739,0.0660402712523322
530583.78694287,4983873.9525786,0,0.545671889789199,0.117638991336253,0,0.00266154595812437,0.0687018172104566
530343.78694287,4984833.9525786,0,0.4705070156576,0.0273546943737027,0,0.00266095851497199,0.0713627757254286
530823.78694287,4985073.9525786,0,0.478242655339419,0.0223825851255146,0,0.00264478773969681,0.0740075634651254
530343.78694287,4983873.9525786,0,0.516756891607296,0.0994001342241913,0,0.0026323556512192,0.0766399191163446
531303.78694287,4983633.9525786,0,0.586192504890426,0.153962809573905,0,0.00262633157150816,0.0792662506878528
532023.78694287,4983873.9525786,0,0.580101193667923,0.0658096868158178,0,0.00261283663939992,0.0818790873272527
531063.78694287,4985073.9525786,0,0.497958122186314,0.0246061027424332,0,0.00261146519874753,0.0844905525260002
530103.78694287,4983873.9525786,0,0.484833305810183,0.0792145569096051,0,0.00260854087840734,0.0870990934044076
530583.78694287,4985073.9525786,0,0.462081793573233,0.024303753006534,0,0.00257903006167857,0.0896781234660861
531543.78694287,4983633.9525786,0,0.589280327798761,0.133804385238778,0,0.00256290995990831,0.0922410334259944
529863.78694287,4984113.9525786,0,0.464122298498177,0.0484454874150582,0,0.00255841174116142,0.0947994451671559
531303.78694287,4985073.9525786,0,0.511213166865997,0.0285044033270857,0,0.00252824864446597,0.0973276938116218
532023.78694287,4984593.9525786,0.000394305181695828,0.565219471955609,0.0270604061333127,0,0.00251450424344953,0.0998421980550714
531783.78694287,4983633.9525786,0.00197152590847914,0.586040702620923,0.0931677833152427,0,0.00251134522775383,0.102353543282825
529863.78694287,4983873.9525786,0,0.462769806960075,0.06356707771495,5.76429047618362e-06,0.0025037251377485,0.104857268420574
530103.78694287,4984833.9525786,0,0.438977252802556,0.0338230113678058,0,0.00249586065193744,0.107353129072511
531783.78694287,4983393.9525786,0,0.567945636743837,0.110109292604904,0,0.00249208997627538,0.109845219048787
531063.78694287,4983633.9525786,0,0.574184043188726,0.183016322977223,0,0.00248961147820218,0.112334830526989
529623.78694287,4983873.9525786,0,0.429671812907429,0.0393138793071483,0.000159956645130821,0.00248931152139599,0.114824142048385
532263.78694287,4984113.9525786,0,0.569166723216608,0.0411782092793977,0.000377215223592191,0.00248126858303194,0.117305410631417
531783.78694287,4984833.9525786,0,0.551088916512282,0.0325648069080765,0,0.00248068209062727,0.119786092722044
529863.78694287,4984593.9525786,0,0.442955492123737,0.0320406350827536,0,0.00247236516881191,0.122258457890856
530823.78694287,4983633.9525786,0,0.554494465100972,0.168755595627365,0,0.00247202311255749,0.124730481003413
530103.78694287,4984593.9525786,0.00252915797442799,0.465403792075608,0.0322143792278415,0,0.00246804414949388,0.127198525152907
530103.78694287,4983633.9525786,0,0.477902571185262,0.102834098488094,3.33702399276603e-05,0.00244396258513090,0.129642487738038
530343.78694287,4983633.9525786,0,0.509325640972335,0.126406377002659,0,0.00244372283379514,0.132086210571833
531543.78694287,4983393.9525786,0,0.570193643995828,0.142658788492088,0,0.00244208147978884,0.134528292051622
531303.78694287,4984833.9525786,0.00512596736204576,0.547978342876218,0.0175766532757271,0,0.00244092383877521,0.136969215890397
532023.78694287,4983633.9525786,0,0.573379138131828,0.09215474144818,0,0.00242737359523305,0.139396589485630
531543.78694287,4985073.9525786,0,0.516039459175976,0.0326177159291435,0,0.00241765222973248,0.141814241715363
531063.78694287,4984833.9525786,0.00647220895020189,0.535318347402828,0.0150050071054516,0,0.00241329124309143,0.144227532958454
529623.78694287,4984113.9525786,0.00118291554508748,0.430177428218512,0.0315517068352702,0,0.00240971778805415,0.146637250746508
532263.78694287,4983873.9525786,0,0.566540975433529,0.0607496286888265,0.000179974686861502,0.00240396270741165,0.14904121345392
530583.78694287,4983633.9525786,0,0.537938211377011,0.154411575858203,0,0.00239830277180437,0.151439516225724
531303.78694287,4983393.9525786,0,0.566642569200457,0.169824689625656,0,0.00239302397189372,0.153832540197618
531543.78694287,4984593.9525786,0.00726081931359354,0.578719283085344,0.0190320005895311,0,0.00238617607588474,0.156218716273503
530343.78694287,4983393.9525786,0.000788610363391655,0.490274652276701,0.126677441151294,2.63730865758293e-05,0.00237470079042223,0.158593417063925
529863.78694287,4983633.9525786,0,0.45626780587667,0.083517038178844,0.000287467548642839,0.00236846635856028,0.160961883422485
529623.78694287,4984593.9525786,0,0.408879609032666,0.0247286549358947,0,0.00236363869286191,0.163325522115347
530103.78694287,4983393.9525786,0,0.459812604609219,0.112011776442180,0.000917896446513396,0.0023584196677909,0.165683941783138
532023.78694287,4984353.9525786,0.00545262028936743,0.575421212072478,0.0230083841794216,0,0.00234793023096515,0.168031872014103
530823.78694287,4983393.9525786,0,0.53459973820973,0.176659120747935,0,0.00234663495964779,0.170378506973751
530823.78694287,4985313.9525786,0,0.449237046500526,0.0315037161995499,0,0.00234358347055599,0.172722090444307
529623.78694287,4983633.9525786,0,0.424008450718590,0.0591357289290529,0.00149316199688697,0.00234029850721397,0.175062388951521
531783.78694287,4984593.9525786,0.00591457772543742,0.576308490453912,0.0197661496354250,0,0.00233961566017949,0.177402004611701
530343.78694287,4985073.9525786,0,0.43445809531692,0.0482635653629737,0,0.00232497896440703,0.179726983576108
531543.78694287,4984833.9525786,0.00552027254374159,0.551991492796845,0.0186912350627582,0,0.00232314144514372,0.182050125021251
531783.78694287,4984353.9525786,0.00775079912516824,0.587579907027974,0.0288215955276406,0,0.00231990034281913,0.184370025364070
531063.78694287,4985313.9525786,0,0.468829737868469,0.0341367403266077,0,0.0023066911953811,0.186676716559452
531783.78694287,4983153.9525786,0,0.542450308291973,0.126270088253673,0,0.00228831736264832,0.1889650339221
529863.78694287,4984833.9525786,0,0.417043197748149,0.0403572172638317,0,0.002286782073066,0.191251815995166
530583.78694287,4982913.9525786,0,0.468588109449829,0.136389127701397,3.98353638079715e-06,0.00228396166340726,0.193535777658573
530583.78694287,4985313.9525786,0,0.433406462540338,0.035851423331681,0,0.00227547819912332,0.195811255857696
531063.78694287,4983393.9525786,0,0.554258328237301,0.194028907900094,0,0.00227219902089064,0.198083454878587
532023.78694287,4983393.9525786,0,0.556575372180332,0.110680378259688,0,0.00227194186788342,0.200355396746470
529383.78694287,4983873.9525786,0,0.397763132759518,0.0387979144916938,0.000611897103099924,0.00227165395182653,0.202627050698297
