"x","y","Prob","CumProb"
532023.78694287,4982673.9525786,0.0016666305660495,0.221635247198672
531063.78694287,4985073.9525786,0.00165628217487228,0.223291529373544
532503.78694287,4983633.9525786,0.00165411266985587,0.224945642043400
530343.78694287,4984833.9525786,0.00165110839071657,0.226596750434117
529863.78694287,4983153.9525786,0.00164830592870457,0.228245056362821
532263.78694287,4982913.9525786,0.00164823543542869,0.22989329179825
530583.78694287,4982433.9525786,0.00164723110705796,0.231540522905308
531303.78694287,4985073.9525786,0.00164697029446657,0.233187493199775
532503.78694287,4983873.9525786,0.00164518267728503,0.234832675877060
530823.78694287,4985073.9525786,0.00162401075671305,0.236456686633773
532503.78694287,4983393.9525786,0.00162157943493179,0.238078266068704
529863.78694287,4984353.9525786,0.00160492043363745,0.239683186502342
531783.78694287,4982433.9525786,0.00160220766034498,0.241285394162687
531543.78694287,4985073.9525786,0.00159746085059182,0.242882855013279
532503.78694287,4984113.9525786,0.00159611591432940,0.244478970927608
532023.78694287,4984833.9525786,0.00158847038327564,0.246067441310884
532263.78694287,4984593.9525786,0.00158813770584483,0.247655579016729
530103.78694287,4982673.9525786,0.00157642533982670,0.249232004356555
530583.78694287,4985073.9525786,0.00155482881044542,0.250786833167001
532503.78694287,4983153.9525786,0.00155228138803566,0.252339114555036
529863.78694287,4982913.9525786,0.00153935147827803,0.253878466033314
530343.78694287,4982433.9525786,0.00153872623311403,0.255417192266428
529623.78694287,4983633.9525786,0.00152425573526644,0.256941448001695
531063.78694287,4982193.9525786,0.00152241710899721,0.258463865110692
529623.78694287,4983873.9525786,0.00151666342504304,0.259980528535735
531783.78694287,4985073.9525786,0.00151462168882290,0.261495150224558
531303.78694287,4982193.9525786,0.00151453943778865,0.263009689662347
532503.78694287,4984353.9525786,0.00151371307527148,0.264523402737618
530103.78694287,4984833.9525786,0.00150628084892888,0.266029683586547
532263.78694287,4982673.9525786,0.00150358703805480,0.267533270624602
529623.78694287,4983393.9525786,0.00149654625281540,0.269029816877417
530823.78694287,4982193.9525786,0.00149506711896237,0.270524883996380
529863.78694287,4984593.9525786,0.00148671885083966,0.272011602847219
532023.78694287,4982433.9525786,0.00148409181525116,0.273495694662470
529623.78694287,4984113.9525786,0.00147476439541607,0.274970459057887
531543.78694287,4982193.9525786,0.00147246453604755,0.276442923593934
530343.78694287,4985073.9525786,0.00145760519208757,0.277900528786022
532503.78694287,4982913.9525786,0.00145507517473779,0.279355603960759
532263.78694287,4984833.9525786,0.00143944423491124,0.280795048195671
529623.78694287,4983153.9525786,0.00143708114871089,0.282232129344382
530583.78694287,4982193.9525786,0.00143598538003507,0.283668114724417
531063.78694287,4985313.9525786,0.00142928189970116,0.285097396624118
532743.78694287,4983633.9525786,0.00142738480212427,0.286524781426242
531303.78694287,4985313.9525786,0.0014222949307107,0.287947076356953
532743.78694287,4983873.9525786,0.00142068340359960,0.289367759760553
529863.78694287,4982673.9525786,0.00141202014077296,0.290779779901325
530103.78694287,4982433.9525786,0.00141175492920189,0.292191534830527
532023.78694287,4985073.9525786,0.00140824684086165,0.293599781671389
532503.78694287,4984593.9525786,0.00140771914570028,0.295007500817089
530823.78694287,4985313.9525786,0.00140499805234521,0.296412498869434
529623.78694287,4984353.9525786,0.00140373674113974,0.297816235610574
532743.78694287,4983393.9525786,0.00140289850466102,0.299219134115235
531783.78694287,4982193.9525786,0.00140137909318572,0.300620513208421
531543.78694287,4985313.9525786,0.00138487456359697,0.302005387772018
532743.78694287,4984113.9525786,0.00138359625180907,0.303388984023827
529863.78694287,4984833.9525786,0.00135487907637938,0.304743863100206
529623.78694287,4982913.9525786,0.00135271835185968,0.306096581452066
532263.78694287,4982433.9525786,0.00135242513130578,0.307449006583372
530583.78694287,4985313.9525786,0.00135229482410673,0.308801301407479
530343.78694287,4982193.9525786,0.00135198345845486,0.310153284865933
532743.78694287,4983153.9525786,0.00135009358235042,0.311503378448284
530103.78694287,4985073.9525786,0.00134251227863952,0.312845890726923
532503.78694287,4982673.9525786,0.00134009893445210,0.314185989661376
531783.78694287,4985313.9525786,0.00132127520888317,0.315507264870259
532743.78694287,4984353.9525786,0.00132033641436528,0.316827601284624
529383.78694287,4983633.9525786,0.00131322350131956,0.318140824785944
531063.78694287,4981953.9525786,0.00131159937085210,0.319452424156796
529623.78694287,4984593.9525786,0.00131124441468596,0.320763668571482
532023.78694287,4982193.9525786,0.00130893160869800,0.322072600180180
529383.78694287,4983873.9525786,0.00130747016572445,0.323380070345904
531303.78694287,4981953.9525786,0.00130562888670330,0.324685699232607
529383.78694287,4983393.9525786,0.00129217595444875,0.325977875187056
530823.78694287,4981953.9525786,0.00129082334389384,0.32726869853095
532263.78694287,4985073.9525786,0.00128829164165102,0.328556990172601
532503.78694287,4984833.9525786,0.00128806723978962,0.329845057412391
530343.78694287,4985313.9525786,0.00127681645634290,0.331121873868733
529863.78694287,4982433.9525786,0.00127675650314774,0.332398630371881
529383.78694287,4984113.9525786,0.00127553569222084,0.333674166064102
532743.78694287,4982913.9525786,0.00127461094330312,0.334948777007405
531543.78694287,4981953.9525786,0.00127355395869156,0.336222330966097
529623.78694287,4982673.9525786,0.00125162493223110,0.337473955898328
530103.78694287,4982193.9525786,0.00125119858290435,0.338725154481232
529383.78694287,4983153.9525786,0.00124655367066078,0.339971708151893
530583.78694287,4981953.9525786,0.00124549585915863,0.341217204011052
532023.78694287,4985313.9525786,0.00123789921411061,0.342455103225162
532743.78694287,4984593.9525786,0.00123727205537998,0.343692375280542
531063.78694287,4985553.9525786,0.00122995424510828,0.344922329525650
532983.78694287,4983633.9525786,0.00122830178164484,0.346150631307295
531303.78694287,4985553.9525786,0.00122462513690287,0.347375256444198
532983.78694287,4983873.9525786,0.00122318994187298,0.348598446386071
529383.78694287,4984353.9525786,0.00122070812279011,0.349819154508861
529863.78694287,4985073.9525786,0.00121876541119162,0.351037919920053
531783.78694287,4981953.9525786,0.00121867015363679,0.35225659007369
532503.78694287,4982433.9525786,0.00121653017817494,0.353473120251865
530823.78694287,4985553.9525786,0.00121139615637098,0.354684516408236
532983.78694287,4983393.9525786,0.00120958598718960,0.355894102395425
529623.78694287,4984833.9525786,0.00120544624613406,0.357099548641559
532263.78694287,4982193.9525786,0.00120325326436699,0.358302801905926
531543.78694287,4985553.9525786,0.00119594091549890,0.359498742821425
532983.78694287,4984113.9525786,0.00119476017647623,0.360693502997901
530103.78694287,4985313.9525786,0.00118547592918288,0.361878978927084
532743.78694287,4982673.9525786,0.00118334531738770,0.363062324244472
529383.78694287,4982913.9525786,0.00118080909109770,0.36424313333557
530343.78694287,4981953.9525786,0.00118003880678155,0.365423172142351
530583.78694287,4985553.9525786,0.00117077440441859,0.36659394654677
532983.78694287,4983153.9525786,0.00116887829018406,0.367762824836954
532503.78694287,4985073.9525786,0.00116314644088655,0.368925971277840
529383.78694287,4984593.9525786,0.00114806756518078,0.370074038843021
531783.78694287,4985553.9525786,0.00114664988766831,0.371220688730690
532023.78694287,4981953.9525786,0.00114605069603497,0.372366739426725
532983.78694287,4984353.9525786,0.00114573430738028,0.373512473734105
532263.78694287,4985313.9525786,0.00114174463324594,0.374654218367351
529623.78694287,4982433.9525786,0.00114154914654620,0.375795767513897
532743.78694287,4984833.9525786,0.00114138091218097,0.376937148426078
529863.78694287,4982193.9525786,0.00114136731430213,0.37807851574038
529143.78694287,4983633.9525786,0.00112847436690621,0.379206990107286
531063.78694287,4981713.9525786,0.00112704917057707,0.380334039277863
529143.78694287,4983873.9525786,0.00112405423141447,0.381458093509278
531303.78694287,4981713.9525786,0.00112246169200176,0.382580555201280
529143.78694287,4983393.9525786,0.00111227716898121,0.383692832370261
530343.78694287,4985553.9525786,0.00111180245193603,0.384804634822197
530823.78694287,4981713.9525786,0.00111105999314194,0.385915694815339
532983.78694287,4982913.9525786,0.00110989212425397,0.387025586939593
529383.78694287,4982673.9525786,0.00110053529482422,0.388126122234417
530103.78694287,4981953.9525786,0.00110002259269087,0.389226144827108
529143.78694287,4984113.9525786,0.00109941949515934,0.390325564322267
531543.78694287,4981713.9525786,0.00109771494227962,0.391423279264547
529623.78694287,4985073.9525786,0.00109357449466396,0.392516853759211
532503.78694287,4982193.9525786,0.00109154771646673,0.393608401475677
529863.78694287,4985313.9525786,0.00108504817328147,0.394693449648959
532743.78694287,4982433.9525786,0.00108304770069565,0.395776497349655
532023.78694287,4985553.9525786,0.00108104277085029,0.396857540120505
532983.78694287,4984593.9525786,0.00108037936435102,0.397937919484856
529143.78694287,4983153.9525786,0.00107691713497639,0.399014836619832
530583.78694287,4981713.9525786,0.00107592859066366,0.400090765210496
529383.78694287,4984833.9525786,0.00106335332631209,0.401154118536808
532263.78694287,4981953.9525786,0.00106141885452388,0.402215537391332
529143.78694287,4984353.9525786,0.00105673549304445,0.403272272884376
531063.78694287,4985793.9525786,0.00105582078226559,0.404328093666642
531783.78694287,4981713.9525786,0.00105498022192182,0.405383073888564
533223.78694287,4983633.9525786,0.00105438634651963,0.406437460235083
531303.78694287,4985793.9525786,0.00105170667241775,0.407489166907501
533223.78694287,4983873.9525786,0.00105043965277639,0.408539606560278
530823.78694287,4985793.9525786,0.00104147364106583,0.409581080201343
533223.78694287,4983393.9525786,0.00103991555526081,0.410620995756604
530103.78694287,4985553.9525786,0.00103924126928744,0.411660237025892
532503.78694287,4985313.9525786,0.00103921070283450,0.412699447728726
532743.78694287,4985073.9525786,0.00103905527857492,0.413738503007301
532983.78694287,4982673.9525786,0.00103737860746331,0.414775881614764
531543.78694287,4985793.9525786,0.00102948235201529,0.41580536396678
529623.78694287,4982193.9525786,0.00102885896901093,0.416834222935791
533223.78694287,4984113.9525786,0.00102841183680520,0.417862634772596
529143.78694287,4982913.9525786,0.00102537206668988,0.418888006839286
530343.78694287,4981713.9525786,0.00102461222191510,0.419912619061201
529383.78694287,4982433.9525786,0.00101139754115388,0.420924016602355
529863.78694287,4981953.9525786,0.00101110023278033,0.421935116835135
530583.78694287,4985793.9525786,0.00100987378149280,0.422944990616628
533223.78694287,4983153.9525786,0.0010082443529174,0.423953234969545
532263.78694287,4985553.9525786,0.00100405732251967,0.424957292292065
532983.78694287,4984833.9525786,0.00100361667039954,0.425960908962464
529143.78694287,4984593.9525786,0.00099944990542027,0.426960358867885
532023.78694287,4981713.9525786,0.000997702286087732,0.427958061153973
531783.78694287,4985793.9525786,0.000990982185405863,0.428949043339378
533223.78694287,4984353.9525786,0.000990119736662452,0.429939163076041
529623.78694287,4985313.9525786,0.000981296388865726,0.430920459464907
532743.78694287,4982193.9525786,0.000979458692506683,0.431899918157413
529383.78694287,4985073.9525786,0.000972013973477416,0.432871932130891
532503.78694287,4981953.9525786,0.000970204211797791,0.433842136342688
528903.78694287,4983633.9525786,0.000967476113028877,0.434809612455717
531063.78694287,4981473.9525786,0.000966232023301828,0.435775844479019
528903.78694287,4983873.9525786,0.000964044915390078,0.436739889394409
530343.78694287,4985793.9525786,0.000963532130853539,0.437703421525263
531303.78694287,4981473.9525786,0.000962670619311288,0.438666092144574
533223.78694287,4982913.9525786,0.00096188476094584,0.43962797690552
529143.78694287,4982673.9525786,0.000961527505067494,0.440589504410587
530103.78694287,4981713.9525786,0.000960979713479566,0.441550484124067
529863.78694287,4985553.9525786,0.000958030845677926,0.442508514969745
532983.78694287,4982433.9525786,0.000956262711810427,0.443464777681555
528903.78694287,4983393.9525786,0.000954887376799638,0.444419665058355
530823.78694287,4981473.9525786,0.000953804392823717,0.445373469451179
528903.78694287,4984113.9525786,0.000944864115337585,0.446318333566516
531543.78694287,4981473.9525786,0.000943400422855207,0.447261733989372
532023.78694287,4985793.9525786,0.00093914606969924,0.448200880059071
533223.78694287,4984593.9525786,0.000938486722680204,0.449139366781751
532743.78694287,4985313.9525786,0.000935480616779462,0.45007484739853
529143.78694287,4984833.9525786,0.000931628562129944,0.45100647596066
532263.78694287,4981713.9525786,0.000929937563265687,0.451936413523926
528903.78694287,4983153.9525786,0.000927258827973612,0.4528636723519
530583.78694287,4981473.9525786,0.000926354465866419,0.453790026817766
532503.78694287,4985553.9525786,0.00092048968839171,0.454710516506158
532983.78694287,4985073.9525786,0.000920234145193379,0.455630750651351
529383.78694287,4982193.9525786,0.000918396264381488,0.456549146915733
529623.78694287,4981953.9525786,0.000918268939079177,0.457467415854812
528903.78694287,4984353.9525786,0.000911401144407637,0.458378816999220
531783.78694287,4981473.9525786,0.000909893431565589,0.459288710430785
530103.78694287,4985793.9525786,0.000905776064974998,0.46019448649576
531063.78694287,4986033.9525786,0.000904341182526716,0.461098827678287
533223.78694287,4982673.9525786,0.000904158773490625,0.462002986451777
533463.78694287,4983633.9525786,0.000903099815846235,0.462906086267624
531303.78694287,4986033.9525786,0.000901135618142813,0.463807221885767
533463.78694287,4983873.9525786,0.000900024504467875,0.464707246390234
530823.78694287,4986033.9525786,0.000893150634792234,0.465600397025027
533463.78694287,4983393.9525786,0.00089181178432556,0.466492208809352
529143.78694287,4982433.9525786,0.000889513662120046,0.467381722471472
529863.78694287,4981713.9525786,0.000889150543891436,0.468270873015364
528903.78694287,4982913.9525786,0.000886631214568446,0.469157504229932
530343.78694287,4981473.9525786,0.000885908900673549,0.470043413130606
531543.78694287,4986033.9525786,0.000883772365692308,0.470927185496298
533463.78694287,4984113.9525786,0.000882814350374793,0.471809999846673
529383.78694287,4985313.9525786,0.000878641409403139,0.472688641256076
532263.78694287,4985793.9525786,0.000877487182803223,0.473566128438879
533223.78694287,4984833.9525786,0.000877013299466588,0.474443141738346
532743.78694287,4981953.9525786,0.000876981157727359,0.475320122896073
529623.78694287,4985553.9525786,0.00087264810103066,0.476192770997104
532983.78694287,4982193.9525786,0.000871005519552091,0.477063776516656
530583.78694287,4986033.9525786,0.000868387513468687,0.477932164030125
533463.78694287,4983153.9525786,0.000866990009219968,0.478799154039344
528903.78694287,4984593.9525786,0.000866044187285338,0.47966519822663
532023.78694287,4981473.9525786,0.000864536748515589,0.480529734975145
529143.78694287,4985073.9525786,0.000857334588982937,0.481387069564128
532503.78694287,4981713.9525786,0.000855736706425181,0.482242806270554
531783.78694287,4986033.9525786,0.000853507915264127,0.483096314185818
533463.78694287,4984353.9525786,0.000852713935098199,0.483949028120916
529863.78694287,4985793.9525786,0.000840208033533729,0.48478923615445
533223.78694287,4982433.9525786,0.000838659382983656,0.485627895537433
528903.78694287,4982673.9525786,0.000835742934581278,0.486463638472015
530103.78694287,4981473.9525786,0.0008351938811112,0.487298832353126
532743.78694287,4985553.9525786,0.000834485642166283,0.488133317995292
532983.78694287,4985313.9525786,0.000834376042190765,0.488967694037483
530343.78694287,4986033.9525786,0.000831788224906481,0.489799482262389
533463.78694287,4982913.9525786,0.000830372253827656,0.490629854516217
528663.78694287,4983633.9525786,0.000827716603669703,0.491457571119887
531063.78694287,4981233.9525786,0.000826635280677652,0.492284206400564
529383.78694287,4981953.9525786,0.000825519988075353,0.49310972638864
528663.78694287,4983873.9525786,0.000825031673692583,0.493934758062332
531303.78694287,4981233.9525786,0.000823848277876276,0.494758606340209
528663.78694287,4983393.9525786,0.000817856633783884,0.495576462973992
530823.78694287,4981233.9525786,0.000816901136275077,0.496393364110268
529143.78694287,4982193.9525786,0.00081318024195106,0.497206544352219
529623.78694287,4981713.9525786,0.000812969624857784,0.498019513977076
532023.78694287,4986033.9525786,0.000812395366811055,0.498831909343887
533463.78694287,4984593.9525786,0.000811764702396809,0.499643674046284
528903.78694287,4984833.9525786,0.0008117009705524,0.500455375016837
532263.78694287,4981473.9525786,0.000810232516488686,0.501265607533325
528663.78694287,4984113.9525786,0.000809987964536224,0.502075595497862
532503.78694287,4985793.9525786,0.000809577173128131,0.502885172670990
533223.78694287,4985073.9525786,0.000809263424537612,0.503694436095527
531543.78694287,4981233.9525786,0.000808733112732119,0.50450316920826
528663.78694287,4983153.9525786,0.000796128517732802,0.505299297725992
530583.78694287,4981233.9525786,0.000795313437050771,0.506094611163043
529383.78694287,4985553.9525786,0.000786764797091847,0.506881375960135
530103.78694287,4986033.9525786,0.000785711200726928,0.507667087160862
532983.78694287,4981953.9525786,0.00078526487286314,0.508452352033725
533463.78694287,4982673.9525786,0.000784313989700999,0.509236666023426
528663.78694287,4984353.9525786,0.000783603001416124,0.510020269024842
531783.78694287,4981233.9525786,0.000782310760901651,0.510802579785744
529143.78694287,4985313.9525786,0.000780190667906288,0.51158277045365
532743.78694287,4981713.9525786,0.000778709769649449,0.512361480223299
528903.78694287,4982433.9525786,0.000777612850899274,0.513139093074198
529863.78694287,4981473.9525786,0.000777219510068539,0.513916312584267
531063.78694287,4986273.9525786,0.00077304329455766,0.514689355878825
533703.78694287,4983633.9525786,0.000771971962468515,0.515461327841293
531303.78694287,4986273.9525786,0.000770527561453005,0.516231855402746
529623.78694287,4985793.9525786,0.000770255664788996,0.517002111067535
533703.78694287,4983873.9525786,0.000769558333132216,0.517771669400667
533223.78694287,4982193.9525786,0.000768803292465736,0.518540472693133
530823.78694287,4986273.9525786,0.000764253772954293,0.519304726466087
528663.78694287,4982913.9525786,0.00076395922946039,0.520068685695548
530343.78694287,4981233.9525786,0.000763289319108507,0.520831975014656
533703.78694287,4983393.9525786,0.00076310522973721,0.521595080244393
532263.78694287,4986033.9525786,0.000762958793173566,0.522358039037567
533463.78694287,4984833.9525786,0.000762481143088158,0.523120520180655
531543.78694287,4986273.9525786,0.000756872270684396,0.52387739245134
533703.78694287,4984113.9525786,0.00075602316723244,0.524633415618572
528903.78694287,4985073.9525786,0.000751393532994788,0.525384809151567
532503.78694287,4981473.9525786,0.000749994574253257,0.52613480372582
532983.78694287,4985553.9525786,0.000749318840728182,0.526884122566548
528663.78694287,4984593.9525786,0.000747560224899434,0.527631682791448
532023.78694287,4981233.9525786,0.000746264430221524,0.528377947221669
530583.78694287,4986273.9525786,0.000744732752250217,0.529122679973919
533703.78694287,4983153.9525786,0.000743536245493178,0.529866216219413
532743.78694287,4985793.9525786,0.000738663731868856,0.530604879951281
533223.78694287,4985313.9525786,0.000738481718891499,0.531343361670173
529143.78694287,4981953.9525786,0.000735782628076019,0.532079144298249
529383.78694287,4981713.9525786,0.000735692145813842,0.532814836444063
531783.78694287,4986273.9525786,0.000732956239478178,0.533547792683541
529863.78694287,4986033.9525786,0.000732794018701209,0.534280586702242
533703.78694287,4984353.9525786,0.000732237013560533,0.535012823715803
533463.78694287,4982433.9525786,0.000731446785158749,0.535744270500961
528663.78694287,4982673.9525786,0.000723304602882824,0.536467575103844
530103.78694287,4981233.9525786,0.000722775688844905,0.537190350792689
530343.78694287,4986273.9525786,0.000715703531281362,0.537906054323971
528903.78694287,4982193.9525786,0.000715176412558979,0.53862123073653
529623.78694287,4981473.9525786,0.00071491631178839,0.539336147048318
533703.78694287,4982913.9525786,0.000714489600979906,0.540050636649298
532503.78694287,4986033.9525786,0.000707856134262556,0.540758492783560
533463.78694287,4985073.9525786,0.00070751464170119,0.541466007425262
528423.78694287,4983633.9525786,0.000706797445256222,0.542172804870518
531063.78694287,4980993.9525786,0.000705861018951136,0.542878665889469
528423.78694287,4983873.9525786,0.000704683134449283,0.543583349023918
528663.78694287,4984833.9525786,0.000703959883534649,0.544287308907453
531303.78694287,4980993.9525786,0.000703666211976631,0.54499097511943
529143.78694287,4985553.9525786,0.000703153167889365,0.545694128287319
532263.78694287,4981233.9525786,0.000702691010145212,0.546396819297464
532983.78694287,4981713.9525786,0.000701802128369415,0.547098621425834
532023.78694287,4986273.9525786,0.000700236741881112,0.547798858167715
533703.78694287,4984593.9525786,0.000699648829148882,0.548498506996864
528423.78694287,4983393.9525786,0.000699027272374915,0.549197534269238
529383.78694287,4985793.9525786,0.000698882398132363,0.549896416667371
530823.78694287,4980993.9525786,0.000698189774251318,0.550594606441622
533223.78694287,4981953.9525786,0.000697543528165189,0.551292149969787
528423.78694287,4984113.9525786,0.000692815108188026,0.551984965077975
531543.78694287,4980993.9525786,0.000691740967399087,0.552676706045374
528903.78694287,4985313.9525786,0.000687938101700695,0.553364644147075
532743.78694287,4981473.9525786,0.000686630185108267,0.554051274332183
528423.78694287,4983153.9525786,0.000681849152671275,0.554733123484854
530583.78694287,4980993.9525786,0.000681122610719573,0.555414246095574
530103.78694287,4986273.9525786,0.000678859303898018,0.556093105399472
533703.78694287,4982673.9525786,0.00067765686301606,0.556770762262488
528663.78694287,4982433.9525786,0.000676382349604675,0.557447144612093
529863.78694287,4981233.9525786,0.000675983344539153,0.558123127956632
529623.78694287,4986033.9525786,0.00067564362556958,0.558798771582201
533463.78694287,4982193.9525786,0.00067437008451659,0.559473141666718
528423.78694287,4984353.9525786,0.000671912184524218,0.560145053851242
531783.78694287,4980993.9525786,0.000670806701460326,0.560815860552703
532983.78694287,4985793.9525786,0.000667454631102598,0.561483315183805
533223.78694287,4985553.9525786,0.000667376350146945,0.562150691533952
532263.78694287,4986273.9525786,0.000660545010504623,0.562811236544457
533703.78694287,4984833.9525786,0.000660082654165677,0.563471319198622
529143.78694287,4981713.9525786,0.000659861033871251,0.564131180232494
531063.78694287,4986513.9525786,0.000659594975423903,0.564790775207918
533943.78694287,4983633.9525786,0.000658672688539151,0.565449447896457
531303.78694287,4986513.9525786,0.00065760924694741,0.566107057143404
533943.78694287,4983873.9525786,0.000656767477377382,0.566763824620782
528423.78694287,4982913.9525786,0.00065627767707017,0.567420102297852
530343.78694287,4980993.9525786,0.000655667142054577,0.568075769439906
