"x","y","descape240","elkuse","wolfuse","Prob","CumProb"
529863.78694287,4983393.9525786,0,0.100391319834476,0.00287628455538581,0.00263325047277578,0.103375006612097
530823.78694287,4983633.9525786,0,0.168755595627365,0,0.00262482112591640,0.105999827738013
531303.78694287,4984113.9525786,0,0.0950486728215884,0,0.00262153429976179,0.108621362037775
531063.78694287,4983873.9525786,0,0.142426896808996,0,0.00257045297372968,0.111191815011505
530343.78694287,4984833.9525786,0,0.0273546943737027,0,0.00257028671686574,0.113762101728370
529383.78694287,4983873.9525786,0,0.0387979144916938,0.000611897103099924,0.00255874326650543,0.116320844994876
530583.78694287,4983393.9525786,0.00292346315612382,0.158308363093518,0,0.00255872319247520,0.118879568187351
529863.78694287,4984593.9525786,0,0.0320406350827536,0,0.00255574788588453,0.121435316073236
531303.78694287,4983873.9525786,0,0.124701676282639,0,0.00255557230092283,0.123990888374158
531543.78694287,4984113.9525786,0,0.084509678932723,0,0.00253513958582418,0.126526027959983
530103.78694287,4984593.9525786,0.00252915797442799,0.0322143792278415,0,0.00249033500529321,0.129016362965276
531543.78694287,4983873.9525786,0,0.112211829583442,0,0.00246594811833093,0.131482311083607
529863.78694287,4983153.9525786,0,0.108006813832110,0.0098727215655557,0.00246133956374596,0.133943650647353
529623.78694287,4984593.9525786,0,0.0247286549358947,0,0.00244972543844342,0.136393376085796
531303.78694287,4983633.9525786,0,0.153962809573905,0,0.00244680032301702,0.138840176408813
530103.78694287,4984833.9525786,0,0.0338230113678058,0,0.00244386780976141,0.141284044218575
530583.78694287,4982673.9525786,0,0.144323909306359,5.0868357280983e-05,0.00243705743423928,0.143721101652814
529383.78694287,4983633.9525786,0,0.0596667108263944,0.00368229779366768,0.0024361960764455,0.146157297729259
532023.78694287,4984113.9525786,0,0.0430862226623301,0,0.00243196982043377,0.148589267549693
529623.78694287,4983393.9525786,0,0.0901523183488884,0.00852995892014554,0.00241736543500067,0.151006632984694
531063.78694287,4983633.9525786,0,0.183016322977223,0,0.00240698122102745,0.153413614205721
531543.78694287,4983633.9525786,0,0.133804385238778,0,0.00239677207809408,0.155810386283815
530823.78694287,4985073.9525786,0,0.0223825851255146,0,0.00239462947453619,0.158205015758352
530103.78694287,4982913.9525786,0,0.134231498986401,0.00786197572069731,0.00238931476212553,0.160594330520477
529383.78694287,4984113.9525786,0.00197152590847914,0.0289212146580654,0,0.00238851884433913,0.162982849364816
530583.78694287,4985073.9525786,0,0.024303753006534,0,0.00238163560175493,0.165364484966571
531063.78694287,4983393.9525786,0,0.194028907900094,0,0.00237772355677756,0.167742208523349
531783.78694287,4983393.9525786,0,0.110109292604904,0,0.00237458110596331,0.170116789629312
532023.78694287,4983873.9525786,0,0.0658096868158178,0,0.0023731115527105,0.172489901182022
531303.78694287,4983393.9525786,0,0.169824689625656,0,0.00237103085174392,0.174860932033766
531543.78694287,4983393.9525786,0,0.142658788492088,0,0.00236294151749895,0.177223873551265
531063.78694287,4985073.9525786,0,0.0246061027424332,0,0.00234440009989226,0.179568273651158
529863.78694287,4984353.9525786,0.00607790376850606,0.0272649702197151,0,0.00233005960430892,0.181898333255467
531783.78694287,4983633.9525786,0.00197152590847914,0.0931677833152427,0,0.00232706937854625,0.184225402634013
530823.78694287,4982913.9525786,0.0038051564602961,0.147416729706155,0,0.00232493400548834,0.186550336639501
529143.78694287,4984113.9525786,0,0.0301602985309735,0,0.00230390789563360,0.188854244535135
530823.78694287,4982673.9525786,0.00134624242934051,0.150665279573348,0,0.00229837998951706,0.191152624524652
529863.78694287,4984833.9525786,0,0.0403572172638317,0,0.00229087034835883,0.193443494873011
529143.78694287,4984353.9525786,0,0.0152883817688889,0,0.00228791284346126,0.195731407716472
530343.78694287,4982673.9525786,0,0.153387562208444,0.00290502029514716,0.00228368425680684,0.198015091973279
529143.78694287,4983873.9525786,0,0.0478305146294884,0.00100099783873601,0.00226146640034807,0.200276558373627
532023.78694287,4983633.9525786,0,0.09215474144818,0,0.00225656521583619,0.202533123589463
531303.78694287,4985073.9525786,0,0.0285044033270857,0,0.00225212671724223,0.204785250306705
531783.78694287,4983153.9525786,0,0.126270088253673,0,0.00224289032567096,0.207028140632376
529623.78694287,4984353.9525786,0.00552027254374159,0.0224440503909125,0,0.00224196467092202,0.209270105303298
532023.78694287,4984593.9525786,0.000394305181695828,0.0270604061333127,0,0.00223217463875723,0.211502279942055
529623.78694287,4984833.9525786,0,0.0297462810756937,0,0.0022280865988163,0.213730366540872
532263.78694287,4984113.9525786,0,0.0411782092793977,0.000377215223592191,0.00222654128809015,0.215956907828962
531303.78694287,4983153.9525786,0,0.188537632520546,0,0.00221158404515827,0.21816849187412
531783.78694287,4984833.9525786,0,0.0325648069080765,0,0.00220895880234376,0.220377450676464
531303.78694287,4984833.9525786,0.00512596736204576,0.0175766532757271,0,0.00219334406960116,0.222570794746065
530343.78694287,4985073.9525786,0,0.0482635653629737,0,0.00219116307289225,0.224761957818957
531063.78694287,4984833.9525786,0.00647220895020189,0.0150050071054516,0,0.00219083495558613,0.226952792774543
532263.78694287,4983873.9525786,0,0.0607496286888265,0.000179974686861502,0.00218586756069935,0.229138660335243
531543.78694287,4983153.9525786,0,0.166629136088146,0,0.00217809642787232,0.231316756763115
530343.78694287,4984593.9525786,0.00814510430686407,0.0325617511065298,0,0.00217723615340100,0.233493992916516
529143.78694287,4984593.9525786,0,0.0117043339947320,0,0.00217500442147365,0.23566899733799
529143.78694287,4983633.9525786,0,0.0649602903973028,0.00517779528035237,0.00215932711966509,0.237828324457655
532023.78694287,4983393.9525786,0,0.110680378259688,0,0.00215743473144971,0.239985759189105
531543.78694287,4985073.9525786,0,0.0326177159291435,0,0.00213403557958494,0.242119794768690
531543.78694287,4984593.9525786,0.00726081931359354,0.0190320005895311,0,0.00213073330176936,0.244250528070459
529383.78694287,4983393.9525786,0,0.0906917691819451,0.0160760603656438,0.00212003546406836,0.246370563534527
529623.78694287,4983153.9525786,0,0.108015428282184,0.0233354955572418,0.00211936192207722,0.248489925456604
529863.78694287,4982913.9525786,0,0.139036412235673,0.0168877654603809,0.00210423823034679,0.250594163686951
530823.78694287,4985313.9525786,0,0.0315037161995499,0,0.00209885713269191,0.252693020819643
532263.78694287,4983633.9525786,0,0.0849667686383762,6.75537832198946e-05,0.00208681028079356,0.254779831100437
529383.78694287,4984353.9525786,0.00568359858681023,0.0188796761581425,0,0.00208232957463033,0.256862160675067
532023.78694287,4983153.9525786,0,0.119967512114893,0,0.00208122777991575,0.258943388454983
531783.78694287,4984593.9525786,0.00591457772543742,0.0197661496354250,0,0.00207816852672040,0.261021556981703
530583.78694287,4985313.9525786,0,0.035851423331681,0,0.0020729930067825,0.263094549988486
532023.78694287,4984353.9525786,0.00545262028936743,0.0230083841794216,0,0.00207072378109581,0.265165273769581
530103.78694287,4982673.9525786,0,0.153163324580654,0.0143564084140988,0.00206596317861610,0.267231236948198
531543.78694287,4984833.9525786,0.00552027254374159,0.0186912350627582,0,0.00206332521511355,0.269294562163311
531783.78694287,4984353.9525786,0.00775079912516824,0.0288215955276406,0,0.00205704052293517,0.271351602686246
531063.78694287,4985313.9525786,0,0.0341367403266077,0,0.00205513129715724,0.273406733983403
530823.78694287,4982433.9525786,0,0.175406824171196,0,0.00204883784579974,0.275455571829203
529383.78694287,4984833.9525786,0.00157722072678331,0.0222685891763841,0,0.0020265409453104,0.277482112774514
531063.78694287,4983153.9525786,0.00410637786002692,0.198994003356161,0,0.00202640505916763,0.279508517833681
528903.78694287,4984353.9525786,0,0.0251872579908854,0,0.00202424210272591,0.281532759936407
528903.78694287,4984113.9525786,0,0.0423879574574568,0,0.00201701190998724,0.283549771846394
532263.78694287,4983393.9525786,0,0.105962744523166,1.29212484935227e-06,0.00197989769768596,0.285529669544080
532263.78694287,4983153.9525786,0,0.103182809098888,0,0.00197920639805475,0.287508875942135
532023.78694287,4984833.9525786,0,0.047016303583069,4.65862828131277e-07,0.00197839841888191,0.289487274361017
528903.78694287,4983873.9525786,0,0.0589992946657076,0.00133756826844022,0.00197646739758805,0.291463741758605
532503.78694287,4983873.9525786,0,0.0546457087534579,0.00420653677964467,0.00197271134062184,0.293436453099227
531303.78694287,4985313.9525786,0,0.0412282371161492,0,0.00196107077900264,0.295397523878230
532503.78694287,4983633.9525786,0,0.0689259350274719,0.00253755718134315,0.00194789378133812,0.297345417659568
528903.78694287,4984593.9525786,0,0.0219815184482188,0,0.00193040685949829,0.299275824519066
531783.78694287,4982913.9525786,0,0.168641890706953,0,0.00192803049809352,0.301203855017160
531783.78694287,4985073.9525786,0,0.050199779428752,0,0.00192280841195698,0.303126663429117
532263.78694287,4984353.9525786,0.00473166218034993,0.0266735125546195,0.000416417686943575,0.00191513419098366,0.3050417976201
532263.78694287,4982913.9525786,0,0.107466344398537,0,0.00190965744725187,0.306951455067352
532503.78694287,4983153.9525786,0,0.0798233598863377,6.02196829090239e-05,0.00190829364403464,0.308859748711387
529863.78694287,4985073.9525786,0,0.0737334384323405,0,0.00189765470903108,0.310757403420418
532503.78694287,4983393.9525786,0,0.0841747921860687,0.000734321476858925,0.00189287530646769,0.312650278726885
530343.78694287,4982433.9525786,0.00118291554508748,0.177367135414886,0.00439323917460162,0.00188543982200180,0.314535718548887
529623.78694287,4985073.9525786,0,0.058026676687678,0,0.00188112059948397,0.316416839148371
528903.78694287,4983633.9525786,0,0.075289132448366,0.00630934080728466,0.00188077471626616,0.318297613864637
529383.78694287,4985073.9525786,0,0.0368412993127319,0,0.00187459087948236,0.32017220474412
532503.78694287,4982913.9525786,0,0.0808336078777004,0,0.00186313396214756,0.322035338706267
532023.78694287,4982913.9525786,0,0.150741732817761,0,0.00185620718210667,0.323891545888374
529143.78694287,4983393.9525786,0,0.0962966039675462,0.0204083579433291,0.00185087414237111,0.325742420030745
528903.78694287,4984833.9525786,0,0.0163136177392667,0,0.00183597871680205,0.327578398747547
532263.78694287,4982673.9525786,0,0.108942762191578,0,0.00183134758976623,0.329409746337313
531543.78694287,4985313.9525786,0,0.0528475878147218,0,0.00182471475446603,0.331234461091779
530583.78694287,4984833.9525786,0.0131331763122476,0.0163585525734402,0,0.00181553435235760,0.333049995444137
530343.78694287,4985313.9525786,0,0.0789476253687767,0,0.00180780907883962,0.334857804522977
531783.78694287,4984113.9525786,0.0115305265814266,0.0550392086840665,0,0.00180737518330817,0.336665179706285
532503.78694287,4982673.9525786,0,0.0801049301717188,0,0.00180385480477157,0.338469034511056
529383.78694287,4983153.9525786,0,0.108268506856001,0.0383693400009503,0.00179837865166483,0.340267413162721
532743.78694287,4983633.9525786,0,0.0470840259659199,0.0122172250291936,0.00177951202875650,0.342046925191478
532503.78694287,4984353.9525786,0.00269248401749664,0.0296357774711881,0.0073974839489072,0.00177846400288814,0.343825389194366
529863.78694287,4982673.9525786,0,0.162255032651225,0.0279840705772922,0.00177250214264363,0.345597891337009
530103.78694287,4982433.9525786,0,0.174568574152609,0.0190083167626828,0.00176593697884884,0.347363828315858
532263.78694287,4982433.9525786,0,0.104801103392315,0,0.00176218044217479,0.349126008758033
532503.78694287,4982433.9525786,0,0.074845633783878,0,0.00174810077053831,0.350874109528571
528663.78694287,4984353.9525786,0,0.0446084192728286,0,0.00173269722055772,0.352606806749129
529623.78694287,4982913.9525786,0,0.147597342129005,0.0360486162006966,0.00172984100736579,0.354336647756495
532263.78694287,4984593.9525786,0.00547805097577389,0.0358152775648135,0.000361138284898078,0.00171692744899597,0.356053575205491
532743.78694287,4982673.9525786,0,0.0618771612538415,0,0.00171457098331955,0.357768146188810
532263.78694287,4984833.9525786,0.000394305181695828,0.0651217531304599,0.000611696815411353,0.00171226388993718,0.359480410078748
532023.78694287,4985073.9525786,0,0.0690505826277083,2.27238189721829e-05,0.00170813860704342,0.361188548685791
532743.78694287,4982913.9525786,0.00174054761103634,0.0561035880171149,0.000213414667509478,0.00170582053186388,0.362894369217655
529143.78694287,4984833.9525786,0.00607790376850606,0.00845418346958566,0,0.00170335560008272,0.364597724817738
532023.78694287,4982673.9525786,0,0.166813648295827,0,0.00170043231636122,0.366298157134099
532263.78694287,4982193.9525786,0,0.0983482400231768,0,0.00168789392136999,0.367986051055469
529383.78694287,4984593.9525786,0.0105785834454913,0.0188847691607204,0,0.00168265486426793,0.369668705919737
530103.78694287,4985313.9525786,0,0.0993560433733021,0,0.00166066545007514,0.371329371369812
529143.78694287,4985313.9525786,0,0.0242683348114633,0,0.00165607793766352,0.372985449307475
530583.78694287,4982433.9525786,0.0080494296769852,0.165327364629221,0.000115057285734650,0.00165416524899567,0.374639614556471
530103.78694287,4985073.9525786,0.00696218876177658,0.0631832108349317,0,0.0016539211809734,0.376293535737445
528663.78694287,4984593.9525786,0,0.0424469780816173,0,0.00165355100064078,0.377947086738085
531063.78694287,4982193.9525786,0.00157722072678331,0.195583932550067,0,0.00165241209889770,0.379599498836983
528903.78694287,4985073.9525786,0.00134624242934051,0.0128966204496667,0,0.00165171357925103,0.381251212416234
530823.78694287,4983153.9525786,0.0148482923956931,0.173698340077832,0,0.00164863850473433,0.382899850920968
531063.78694287,4985553.9525786,0,0.0772389375553095,0,0.00162945298551606,0.384529303906484
532503.78694287,4984113.9525786,0.00640455753701211,0.0398008867650881,0.00631853805826054,0.00162512414061641,0.386154428047101
528903.78694287,4983393.9525786,0,0.100455811798549,0.0234553729944233,0.00162502043471825,0.387779448481819
532743.78694287,4982433.9525786,0,0.0662190478115978,0,0.00162186349983986,0.389401311981659
532503.78694287,4982193.9525786,0,0.0819044771511767,0,0.00161766230864192,0.391018974290301
532023.78694287,4982193.9525786,0,0.142145355626486,0,0.00161643128968562,0.392635405579986
528663.78694287,4984833.9525786,0,0.0302367226725146,0,0.00160867765009047,0.394244083230077
532023.78694287,4982433.9525786,0,0.168350658268109,0,0.00160239622059672,0.395846479450674
532263.78694287,4981953.9525786,0,0.0917686627498993,0,0.00160166190011217,0.397448141350786
531783.78694287,4981953.9525786,0,0.143448087480183,0,0.00159838102436329,0.399046522375149
530823.78694287,4985553.9525786,0,0.0883959018255478,0,0.00159793972887873,0.400644462104028
532023.78694287,4981953.9525786,0,0.120590022544278,0,0.00159359225919440,0.402238054363222
532983.78694287,4982673.9525786,0.000788610363391655,0.0416921077909491,7.8488223919044e-06,0.00159300925866338,0.403831063621886
529143.78694287,4985073.9525786,0.00552027254374159,0.0123245161943673,0,0.00158260870922078,0.405413672331106
529383.78694287,4985313.9525786,0,0.064858604962975,0,0.00157988933231014,0.406993561663417
530583.78694287,4985553.9525786,0,0.0951773075152716,0,0.00156727388575729,0.408560835549174
531303.78694287,4985553.9525786,0,0.0830890513450647,0,0.00156357373469838,0.410124409283872
528663.78694287,4983633.9525786,0.00174054761103634,0.0863833218239721,0.00546551624835673,0.00155893420503578,0.411683343488908
528663.78694287,4984113.9525786,0.00348109438088829,0.0609127793885522,0,0.00155355988342936,0.413236903372337
528663.78694287,4985073.9525786,0,0.0196745920005093,0,0.00154431608828429,0.414781219460622
532983.78694287,4983153.9525786,0.00426970474427995,0.0271971314253768,0.00333842499866811,0.00154394109387238,0.416325160554494
532743.78694287,4983393.9525786,0.0050583151076716,0.0578488290376558,0.00513909267229277,0.00154103254031521,0.417866193094809
531783.78694287,4981713.9525786,0.000788610363391655,0.117562450783224,0,0.0015383643775155,0.419404557472325
532023.78694287,4981713.9525786,0,0.103894490727696,0,0.00153674033393483,0.420941297806260
532743.78694287,4984353.9525786,0,0.0369104477363046,0.0300743771427255,0.00153640999648212,0.422477707802742
531063.78694287,4982433.9525786,0.00765512449528937,0.188942482571185,0,0.00153184227488246,0.424009550077624
529623.78694287,4985313.9525786,0,0.0969775820665263,0,0.00153024672546546,0.42553979680309
532983.78694287,4982433.9525786,0,0.0504444472725969,0,0.00152811112863286,0.427067907931723
530823.78694287,4984833.9525786,0.0192110783983849,0.0135651134166128,0,0.00152390527474188,0.428591813206464
532743.78694287,4983153.9525786,0.00630888290713324,0.0546958821045687,0.00118365128343948,0.00151517921787361,0.430106992424338
529143.78694287,4983153.9525786,0.000788610363391655,0.112603088592917,0.0462318556776736,0.00151503067567249,0.431622023100011
531783.78694287,4982673.9525786,0.00433735699865411,0.191329529225164,0,0.00151334069430156,0.433135363794312
529863.78694287,4982433.9525786,0,0.182492966032312,0.035437292386908,0.00151070346054779,0.43464606725486
533223.78694287,4982913.9525786,0.000394305181695828,0.0321120244274606,0.00320100619005588,0.00150058960202715,0.436146656856887
528423.78694287,4984353.9525786,0,0.0582893592092128,0,0.00150015309958995,0.437646809956477
532503.78694287,4984833.9525786,0,0.0688925540334324,0.0112758080981885,0.00149652018663368,0.439143330143111
529863.78694287,4985313.9525786,0.000394305181695828,0.119615512879576,0,0.00148976936922734,0.440633099512338
532503.78694287,4981953.9525786,0,0.087281931198826,0,0.00148972274456782,0.442122822256906
532263.78694287,4985073.9525786,0,0.0898332635645335,0.00146793813111860,0.00148537536276176,0.443608197619668
529383.78694287,4982913.9525786,0,0.139038333025216,0.0556356578320262,0.00147884626870524,0.445087043888373
530103.78694287,4982193.9525786,0.00236583109017497,0.182564762817226,0.0198069621210049,0.0014731902992486,0.446560234187621
531543.78694287,4985553.9525786,0,0.092135562655615,0,0.00146969948219782,0.448029933669819
532743.78694287,4982193.9525786,0,0.0841192057007893,0,0.00146035958317125,0.449490293252991
531783.78694287,4982193.9525786,0.00292346315612382,0.172831278216089,0,0.00145900131986093,0.450949294572851
529623.78694287,4982673.9525786,0,0.165296690202266,0.0540349473938842,0.00144216202044999,0.452391456593301
531063.78694287,4982913.9525786,0.0155218455585464,0.180644933668312,0,0.00143750001803053,0.453828956611332
531783.78694287,4985313.9525786,0.00410637786002692,0.0758984301739204,0,0.00143575363130930,0.455264710242641
532983.78694287,4983873.9525786,0.000788610363391655,0.0372057254743383,0.0321406304670548,0.00143122616936222,0.456695936412003
532743.78694287,4983873.9525786,0.00656788358008075,0.0399898226092942,0.0174472894927437,0.00142696227066319,0.458122898682667
528423.78694287,4983633.9525786,0.000394305181695828,0.0961720145730535,0.00405397544423982,0.00142167283715994,0.459544571519827
530583.78694287,4983153.9525786,0.0219096147375505,0.154769977725331,0,0.00140742529034768,0.460951996810174
528663.78694287,4983393.9525786,0.00118291554508748,0.105624772872093,0.0211988175682972,0.00140171613552708,0.462353712945701
532743.78694287,4984113.9525786,0.00601025235531628,0.0354289951464297,0.0239725716737629,0.00138234125294066,0.463736054198642
533223.78694287,4982433.9525786,0,0.0502200932333201,0,0.00137085798036632,0.465106912179008
529863.78694287,4982193.9525786,0.000394305181695828,0.184783827694747,0.0366857715107682,0.00136438747550282,0.466471299654511
528423.78694287,4984833.9525786,0.000394305181695828,0.0497733641500539,0,0.00136259455736979,0.467833894211881
532983.78694287,4982193.9525786,0,0.0732719832959061,0,0.00136108934849041,0.469194983560371
528423.78694287,4984593.9525786,0.00157722072678331,0.0588304689059664,0,0.00135909158746282,0.470554075147834
528903.78694287,4985553.9525786,0,0.0353584497850070,0,0.00135795888361279,0.471912034031447
533463.78694287,4982913.9525786,0,0.0290745867928414,0.0065604973930923,0.00134120279125265,0.4732532368227
529143.78694287,4985553.9525786,0,0.0662721605527678,0,0.00133771241900778,0.474590949241707
532983.78694287,4983393.9525786,0.0078184513795424,0.0298588800869743,0.0113553112234540,0.00133444590403896,0.475925395145746
532983.78694287,4983633.9525786,0.00552027254374159,0.0328086016657652,0.0237203690131476,0.00133053267730817,0.477255927823055
532743.78694287,4981953.9525786,0,0.0947237101542431,0,0.00133004307791267,0.478585970900967
528423.78694287,4985073.9525786,0,0.0397402945858464,0,0.00132646912258027,0.479912440023547
528903.78694287,4985313.9525786,0.00568359858681023,0.0151232520738757,0,0.00132602084097129,0.481238460864519
532983.78694287,4982913.9525786,0.00870273384925976,0.0316149764787243,0.000899193089714774,0.00132511493387068,0.482563575798389
532983.78694287,4984113.9525786,0,0.0441975449277112,0.0433981088580146,0.00132385962224308,0.483887435420633
528183.78694287,4983873.9525786,0,0.0910566318866297,0.000211149300001008,0.00130394505013459,0.485191380470767
528423.78694287,4983393.9525786,0,0.112167273086603,0.0171946620667213,0.00129906914840597,0.486490449619173
533463.78694287,4982433.9525786,0,0.0316183233089898,0,0.00129104444877242,0.487781494067946
530343.78694287,4985553.9525786,0,0.164788204824883,0,0.00126813749440846,0.489049631562354
533463.78694287,4983153.9525786,0,0.0391203161063142,0.0160961899262924,0.00126597582802890,0.490315607390383
528183.78694287,4983633.9525786,0,0.105970544092828,0.00178118678014862,0.00126045975420365,0.491576067144587
532983.78694287,4981953.9525786,0,0.0835580150224426,0,0.00124512084776061,0.492821187992347
530823.78694287,4985793.9525786,0,0.138178343161339,0,0.00123710144928417,0.494058289441631
533223.78694287,4982193.9525786,0,0.0717065689206747,0,0.00122925455294197,0.495287543994573
529623.78694287,4982433.9525786,0,0.181654221264903,0.0651807196821891,0.00122924124475532,0.496516785239329
531783.78694287,4982433.9525786,0.00946332436069987,0.192489977138268,0,0.00121677781955223,0.497733563058881
533223.78694287,4983633.9525786,0,0.0474425733474078,0.0455602655719718,0.00121206859239436,0.498945631651275
528663.78694287,4985313.9525786,0.00624123065275909,0.0123224789933361,0,0.00120790448250631,0.500153536133782
530583.78694287,4985793.9525786,0,0.147996691736860,0,0.00120284328727651,0.501356379421058
533223.78694287,4982673.9525786,0.00647220895020189,0.0411461088117207,0.000157976878363026,0.00120156064017310,0.502557940061231
530103.78694287,4985553.9525786,0,0.176731528693157,0,0.00119592672215135,0.503753866783382
528183.78694287,4984353.9525786,0.00315444145356662,0.0692660311881916,0,0.00118498916938220,0.504938855952765
529383.78694287,4985553.9525786,0,0.131447198131342,0,0.00118490814782154,0.506123764100586
531063.78694287,4982673.9525786,0.0199757991251682,0.177093655727886,0,0.00118486941991517,0.507308633520501
531543.78694287,4985793.9525786,0.000394305181695828,0.125879091170046,0,0.00118311042767745,0.508491743948179
531303.78694287,4982433.9525786,0.0135248906460296,0.203652034411084,0,0.00118175947065376,0.509673503418833
528663.78694287,4983153.9525786,0.00118291554508748,0.120057789223446,0.0476217168873767,0.00117963660777515,0.510853140026608
531063.78694287,4985793.9525786,0.00276013627187079,0.122337475383081,0,0.00117761032274770,0.512030750349355
532983.78694287,4984353.9525786,0,0.0513879041730087,0.0557855352260112,0.00117600085630015,0.513206751205656
531063.78694287,4981953.9525786,0.0098576295423957,0.194479973311270,0,0.00117516801795626,0.514381919223612
528183.78694287,4984593.9525786,0.00197152590847914,0.0700506155110432,0,0.00116913253484794,0.51555105175846
528663.78694287,4985793.9525786,0.000394305181695828,0.0253121966198405,0,0.00116194432130409,0.516712996079764
528903.78694287,4985793.9525786,0,0.0608988973186683,0,0.00114729362956521,0.517860289709329
533463.78694287,4982193.9525786,0,0.0571439283779953,0,0.00114728074664450,0.519007570455974
531303.78694287,4985793.9525786,0.00331776833781965,0.121572069852795,0,0.00113436670933389,0.520141937165307
533703.78694287,4982913.9525786,0,0.0431820875222831,0.00847643847885028,0.00113184309710885,0.521273780262416
527943.78694287,4984353.9525786,0.000394305181695828,0.0753924767463907,0,0.00112962784406603,0.522403408106482
527943.78694287,4984113.9525786,0,0.0918233761490225,0,0.00112946029950239,0.523532868405985
532263.78694287,4981233.9525786,0.00236583109017497,0.0965899027102926,0.00129523283623782,0.00112699223110273,0.524659860637087
533223.78694287,4981953.9525786,0,0.0832112252011919,0,0.00112413329275721,0.525783993929845
532503.78694287,4985073.9525786,0.00410637786002692,0.0915617413308751,0.0162446922322646,0.00112320166096793,0.526907195590812
529623.78694287,4985553.9525786,0,0.170377585985519,0,0.00112142679077419,0.528028622381587
528183.78694287,4984113.9525786,0.00538496803499327,0.078875013703451,0,0.00111874087026869,0.529147363251855
533463.78694287,4983393.9525786,0,0.0486465591568358,0.0389933203839879,0.00111232426155437,0.53025968751341
528903.78694287,4983153.9525786,0.00679886271870794,0.112836755551193,0.0515226183979577,0.00111159226616274,0.531371279779572
527943.78694287,4983873.9525786,0,0.106299231927774,1.34477992112322e-05,0.00111128171071722,0.53248256149029
532983.78694287,4981713.9525786,0.000394305181695828,0.0955197319057412,0,0.00111078628267120,0.533593347772961
