"x","y","elev240","forest240","rghasp240","Prob","CumProb"
530583.78694287,4984593.9525786,0.11083494010597,0.96875,0.713375609470243,0.00293192158155323,0.0898787548475608
531543.78694287,4983393.9525786,0.302272008366111,1,0.725092343548561,0.00292470829303901,0.0928034631405998
530823.78694287,4985073.9525786,0.137609208641611,1,0.750697546805274,0.00288565088017379,0.0956891140207736
530823.78694287,4985313.9525786,0.226159388968054,1,0.800357276684363,0.00284323965186713,0.0985323536726407
531783.78694287,4984833.9525786,0.133591403524890,1,0.756728247721026,0.00282853929628368,0.101360892968924
532503.78694287,4982193.9525786,0.197169038236359,1,0.815756375386723,0.00279439217365863,0.104155285142583
531063.78694287,4984113.9525786,0.282309387025745,1,0.700946562035341,0.00277554420215257,0.106930829344736
531303.78694287,4984353.9525786,0.229463780868070,1,0.712874035825607,0.00277273459724194,0.109703563941978
529383.78694287,4984113.9525786,0.080380149970927,0.921875,0.739037929097484,0.00275522216783574,0.112458786109813
530823.78694287,4982433.9525786,0.375850376838796,1,0.742483950119341,0.00275186030093269,0.115210646410746
529863.78694287,4983873.9525786,0.175087141852075,1,0.677208473235889,0.00273116774532356,0.117941814156069
530583.78694287,4984113.9525786,0.243376263502902,1,0.677811805931467,0.00272588326819792,0.120667697424267
531303.78694287,4984113.9525786,0.287193523663183,1,0.706339135225193,0.00270316710923726,0.123370864533505
531543.78694287,4983633.9525786,0.288523542944454,1,0.699194336829142,0.00267892437272367,0.126049788906228
530343.78694287,4984593.9525786,0.0946780113961133,0.671875,0.829277198961719,0.00266826963365682,0.128718058539885
530343.78694287,4984833.9525786,0.126654585298508,1,0.704160835025056,0.00266333674442496,0.131381395284310
529383.78694287,4985073.9525786,0.148727232591823,1,0.781490492129945,0.0026493241362189,0.134030719420529
529623.78694287,4983633.9525786,0.217035469030652,1,0.694230464673252,0.00264768436621561,0.136678403786745
532263.78694287,4982913.9525786,0.264736114185578,1,0.761585108745926,0.00264546545820693,0.139323869244952
529623.78694287,4984113.9525786,0.101759115441604,0.953125,0.696246606901891,0.00262163232632829,0.14194550157128
530823.78694287,4984593.9525786,0.112973946543954,0.859375,0.73184848802102,0.00258618399811892,0.144531685569399
530103.78694287,4982913.9525786,0.351860084684677,1,0.700112137817627,0.00257946598145997,0.147111151550859
530583.78694287,4983873.9525786,0.280497798408046,1,0.654659980567435,0.00255960856093559,0.149670760111794
532743.78694287,4982673.9525786,0.141694223819369,1,0.773260482693861,0.00255149323348488,0.152222253345279
530103.78694287,4984113.9525786,0.184182081304442,1,0.658336436601423,0.00255078715884400,0.154773040504123
529863.78694287,4982673.9525786,0.400215565480173,1,0.74039821783006,0.00254323402089283,0.157316274525016
529863.78694287,4983153.9525786,0.315692439361418,1,0.691904449721749,0.00252912371080708,0.159845398235823
528663.78694287,4985073.9525786,0.148293758528433,1,0.830135257539651,0.00252524229917132,0.162370640534994
531303.78694287,4983153.9525786,0.379867565349452,1,0.691257130855765,0.00250628289221911,0.164876923427214
529863.78694287,4985073.9525786,0.257702488807058,1,0.769639173500383,0.00250148835460884,0.167378411781822
530343.78694287,4983633.9525786,0.275410798375366,1,0.641121431222275,0.00248624775662116,0.169864659538444
530103.78694287,4983393.9525786,0.251199144644067,1,0.645077560518848,0.00248275268447727,0.172347412222921
531063.78694287,4984593.9525786,0.130431297443983,0.90625,0.707235271383478,0.00247607781069513,0.174823490033616
530103.78694287,4982673.9525786,0.394097600107536,1,0.71308214949753,0.00244937103433869,0.177272861067955
530823.78694287,4984113.9525786,0.259523326515726,1,0.652859173620787,0.00244588767916101,0.179718748747116
529863.78694287,4982913.9525786,0.370849701655156,1,0.706916864030534,0.00243694553062067,0.182155694277736
530823.78694287,4983873.9525786,0.310653534601774,1,0.65041695639821,0.00243676835792704,0.184592462635663
530823.78694287,4983393.9525786,0.329440904783075,1,0.634755910203428,0.00242816737320034,0.187020630008864
529623.78694287,4985313.9525786,0.285305475893478,1,0.807014944655911,0.00242482098761593,0.189445450996480
532743.78694287,4982433.9525786,0.156704265249130,1,0.774482247815156,0.00242231815395738,0.191867769150437
532263.78694287,4982433.9525786,0.274071530003126,1,0.761895637978797,0.00242152970593110,0.194289298856368
532503.78694287,4982673.9525786,0.218789096678281,1,0.755520269309858,0.00241146333487938,0.196700762191247
530103.78694287,4984833.9525786,0.167938211139482,1,0.693609406207511,0.00237944772450669,0.199080209915754
529863.78694287,4982433.9525786,0.372131009057326,1,0.726318704239899,0.00235303920538143,0.201433249121136
533463.78694287,4982433.9525786,0.134786386078022,1,0.843060626539142,0.00234656069022261,0.203779809811358
531303.78694287,4985073.9525786,0.143486081043001,1,0.70476810678067,0.00233428224989892,0.206114092061257
532023.78694287,4983633.9525786,0.215156670351916,1,0.681093699451807,0.00233126747800016,0.208445359539257
531783.78694287,4985073.9525786,0.196986522841247,1,0.74391054636253,0.00232233532930717,0.210767694868564
532263.78694287,4983873.9525786,0.220176460323558,1,0.710880214937174,0.00231888220614062,0.213086577074705
531303.78694287,4983873.9525786,0.326319644884235,1,0.660589578942252,0.00230632432696577,0.215392901401671
531783.78694287,4983633.9525786,0.207873319517247,0.921875,0.689045348645318,0.00229105921816936,0.21768396061984
531543.78694287,4983153.9525786,0.351542532561425,1,0.674921192374744,0.00228378904964950,0.219967749669490
530103.78694287,4982433.9525786,0.420708468036067,1,0.719260565164648,0.00228161266599038,0.22224936233548
530103.78694287,4983153.9525786,0.29795576591414,1,0.639354762795943,0.00227769925814065,0.224527061593621
529623.78694287,4983873.9525786,0.160259615817425,1,0.641283589193774,0.00227230910329123,0.226799370696912
529623.78694287,4984593.9525786,0.0861706975232784,1,0.660782592884037,0.00226709915520693,0.229066469852119
531063.78694287,4983873.9525786,0.340568794430321,1,0.645682862744444,0.00225439388413660,0.231320863736255
530343.78694287,4983153.9525786,0.276865372081680,0.9375,0.644847782016724,0.00225266504318282,0.233573528779438
532023.78694287,4983393.9525786,0.237489525404478,1,0.676450860688885,0.00225206133616023,0.235825590115599
532023.78694287,4984353.9525786,0.103676143696344,0.796875,0.761608743106144,0.00223278530889221,0.238058375424491
531063.78694287,4983393.9525786,0.351041231830931,1,0.630025099099693,0.00222806864779818,0.240286444072289
530583.78694287,4982913.9525786,0.312378181764369,1,0.62695919737135,0.00222615180522633,0.242512595877515
532263.78694287,4982673.9525786,0.28017962967873,1,0.727561477681388,0.00222283199352219,0.244735427871037
528423.78694287,4985073.9525786,0.196649239323928,1,0.833383012539676,0.00221594655920942,0.246951374430247
528903.78694287,4985553.9525786,0.134545293106776,1,0.810942187512217,0.00221262136461436,0.249163995794861
531063.78694287,4984353.9525786,0.213383927916285,1,0.634392203660066,0.0022019986847657,0.251365994479627
530823.78694287,4983633.9525786,0.320837400364168,1,0.608469971721422,0.00217605128525320,0.25354204576488
530823.78694287,4984353.9525786,0.196764544658002,1,0.620554023148136,0.00217395555901054,0.255716001323891
532023.78694287,4982913.9525786,0.316357140699022,1,0.698671098354305,0.00216549512639941,0.25788149645029
532743.78694287,4982913.9525786,0.131857507271327,0.9375,0.746800503409247,0.00216530340042442,0.260046799850714
529383.78694287,4985313.9525786,0.210079536016269,1,0.767261950768407,0.00216166516768491,0.262208465018399
530583.78694287,4983393.9525786,0.307618599551974,0.890625,0.645951375336927,0.00214355035326513,0.264352015371665
531063.78694287,4983153.9525786,0.361764627899821,0.859375,0.694923082729655,0.00214322585211637,0.266495241223781
530103.78694287,4983873.9525786,0.218818077163316,1,0.605451535666518,0.00213165351656996,0.268626894740351
532263.78694287,4983393.9525786,0.230870875907413,1,0.683341589712588,0.00213004820767552,0.270756942948026
530823.78694287,4985553.9525786,0.312792541039758,1,0.772091894883058,0.00210825951731164,0.272865202465338
531783.78694287,4982913.9525786,0.368508448427994,1,0.685483125352386,0.00210642353548381,0.274971626000822
532263.78694287,4981953.9525786,0.219251551226707,1,0.739517181401915,0.00210431525109604,0.277075941251918
529863.78694287,4982193.9525786,0.384983545867167,0.984375,0.724381999721994,0.00209340628003651,0.279169347531954
529863.78694287,4985313.9525786,0.327726123317513,0.984375,0.772270465604709,0.00207765825601186,0.281247005787966
533223.78694287,4982433.9525786,0.135701429477839,1,0.777103035759384,0.00205330915063198,0.283300314938598
532503.78694287,4983873.9525786,0.168150323625693,1,0.685737851234741,0.00204893677016481,0.285349251708763
530343.78694287,4983873.9525786,0.249060754812148,1,0.590704285749184,0.00204764738314095,0.287396899091904
532503.78694287,4982433.9525786,0.198903551095986,1,0.714302601598813,0.00203633766832817,0.289433236760232
528663.78694287,4984353.9525786,0.276528705170427,1,0.761089443691344,0.00202556759621591,0.291458804356448
528903.78694287,4984833.9525786,0.137657303914647,1,0.723218007481233,0.00201954982300217,0.29347835417945
531303.78694287,4983633.9525786,0.344682790093114,1,0.619914385449223,0.00201723797881746,0.295495592158268
529143.78694287,4984113.9525786,0.137030832153047,1,0.655074238381265,0.00201365644405879,0.297509248602326
530343.78694287,4982673.9525786,0.370984738383296,1,0.636332847238006,0.00198196395889940,0.299491212561226
529623.78694287,4983393.9525786,0.260265720217465,1,0.62341771979461,0.00196875239302967,0.301459964954256
532263.78694287,4983153.9525786,0.245534384728888,1,0.667832197329208,0.00196649823635224,0.303426463190608
530583.78694287,4982673.9525786,0.349981902612005,1,0.621234955326431,0.00196314256301533,0.305389605753623
529623.78694287,4983153.9525786,0.287694824393676,1,0.633624086952965,0.00196274067320060,0.307352346426824
529383.78694287,4983393.9525786,0.227334640127119,1,0.633379208720701,0.00195046574666071,0.309302812173484
532023.78694287,4982673.9525786,0.350954906981892,1,0.689678880801174,0.00194364581175996,0.311246457985244
531303.78694287,4983393.9525786,0.355723738285255,1,0.609719835470977,0.0019427716614506,0.313189229646695
532503.78694287,4982913.9525786,0.218364871705859,1,0.686870987505216,0.00194181810855285,0.315131047755248
530823.78694287,4982673.9525786,0.343941012997439,0.953125,0.636686706131278,0.00192658061482495,0.317057628370073
530343.78694287,4985073.9525786,0.19787258575603,0.96875,0.675919087583969,0.00192422064414809,0.318981849014221
530583.78694287,4983633.9525786,0.298369508583465,1,0.565303979265366,0.00190921740382795,0.320891066418049
529383.78694287,4983633.9525786,0.202815299969601,1,0.621099386010177,0.0019038422143786,0.322794908632427
530583.78694287,4984353.9525786,0.18917289079105,1,0.581240694011696,0.00190205549238285,0.32469696412481
532503.78694287,4983393.9525786,0.197651224178850,1,0.667521011586331,0.00190190290320020,0.326598867028011
532983.78694287,4982433.9525786,0.185684750283793,1,0.742675651041114,0.00189763797776967,0.32849650500578
529143.78694287,4985313.9525786,0.128600594038283,0.96875,0.738443787541991,0.00189577585873605,0.330392280864516
531783.78694287,4981953.9525786,0.309902508415131,1,0.700501448251226,0.00188555055875383,0.33227783142327
530583.78694287,4985313.9525786,0.261941655500958,1,0.696451438023785,0.00187610179418738,0.334153933217458
531543.78694287,4985313.9525786,0.238886754746788,1,0.70815175935195,0.00186926592339532,0.336023199140853
529383.78694287,4982913.9525786,0.290854930474583,1,0.649712521161697,0.00186772861421950,0.337890927755072
532983.78694287,4982673.9525786,0.133003777945358,0.96875,0.725186880989435,0.00185766163472207,0.339748589389794
529863.78694287,4984593.9525786,0.100256446462254,1,0.594450791400819,0.00185749796884638,0.341606087358641
528663.78694287,4984113.9525786,0.277810012572598,0.875,0.784691634919539,0.00184367932230057,0.343449766680941
530583.78694287,4985553.9525786,0.350588642979539,1,0.745148724233976,0.00183343355138159,0.345283200232323
530583.78694287,4985073.9525786,0.168525836719014,1,0.63465874672253,0.00183229729624130,0.347115497528564
532023.78694287,4984593.9525786,0.124458234496520,0.984375,0.639255629785026,0.00182935938146494,0.348944856910029
529623.78694287,4982673.9525786,0.336821062769881,1,0.646900688805703,0.00182340774243321,0.350768264652462
530343.78694287,4985553.9525786,0.362987974331923,1,0.750520945613641,0.00182292857407577,0.352591193226538
531063.78694287,4985073.9525786,0.131192189327659,1,0.624562935849197,0.00181751110317840,0.354408704329717
532983.78694287,4982193.9525786,0.219955098746378,1,0.754084481926585,0.00181636246883581,0.356225066798552
531063.78694287,4983633.9525786,0.353276428814988,1,0.577918622078984,0.00181260000777150,0.358037666806324
528663.78694287,4984833.9525786,0.213046644398966,1,0.738447070092022,0.00180107774252995,0.359838744548854
533223.78694287,4982193.9525786,0.161444732673524,1,0.760295066584,0.00179595472228746,0.361634699271141
530103.78694287,4982193.9525786,0.422519440047701,0.90625,0.717804425971187,0.00178958027970737,0.363424279550849
529623.78694287,4982913.9525786,0.328092387319866,1,0.626758961819498,0.00178314129937087,0.36520742085022
528903.78694287,4984593.9525786,0.160596899334744,1,0.678490637277742,0.00177969890182169,0.366987119752041
532263.78694287,4982193.9525786,0.229926235416496,1,0.677917504042444,0.00177586356949689,0.368762983321538
533223.78694287,4983873.9525786,0.202478016452283,1,0.739732516683905,0.00177157315703248,0.370534556478571
532023.78694287,4982433.9525786,0.346908121380137,1,0.674440627050301,0.00175935811894241,0.372293914597513
532263.78694287,4985073.9525786,0.316896671005518,1,0.737762986665698,0.00175112902910510,0.374045043626618
533943.78694287,4982913.9525786,0.20755515078793,1,0.831751585174594,0.00174883103207512,0.375793874658693
533463.78694287,4982193.9525786,0.185203180947366,1,0.78801685810028,0.00174240485380439,0.377536279512498
532263.78694287,4983633.9525786,0.211967583785973,1,0.623629969479572,0.00174167587920151,0.379277955391699
531543.78694287,4985073.9525786,0.171425735040674,1,0.64242000801428,0.00173843405340989,0.381016389445109
529383.78694287,4984833.9525786,0.086873628436885,0.9375,0.652454106947042,0.00172401088715570,0.382740400332265
532743.78694287,4983633.9525786,0.123282366731390,1,0.644250357911201,0.00171324918678,0.384453649519045
528903.78694287,4985073.9525786,0.0920284551366677,0.953125,0.703770211571444,0.00170396620219248,0.386157615721237
532023.78694287,4981713.9525786,0.227267430066082,1,0.681067439051564,0.00167796962549431,0.387835585346732
529143.78694287,4984353.9525786,0.0930304399915895,1,0.601839155009122,0.00166855886899344,0.389504144215725
528423.78694287,4984353.9525786,0.336753236102778,1,0.752453054561503,0.00166605075961031,0.391170194975335
532503.78694287,4981953.9525786,0.250004778697000,1,0.704267189646039,0.00165499244538687,0.392825187420722
529383.78694287,4983153.9525786,0.257162958500562,1,0.59771975167404,0.00164465860356836,0.394469846024290
531783.78694287,4984353.9525786,0.13939120016821,0.515625,0.802072737330222,0.00163565730485719,0.396105503329148
531063.78694287,4982193.9525786,0.431441113195925,0.9375,0.671071417699154,0.00162941274039888,0.397734916069547
529143.78694287,4983153.9525786,0.279447718280088,0.96875,0.639965973611593,0.00162250920820336,0.39935742527775
529143.78694287,4983393.9525786,0.244657570905073,1,0.612030816343341,0.00162174512314121,0.400979170400891
528903.78694287,4984113.9525786,0.206235613809756,1,0.64029882418467,0.00161710978383912,0.40259628018473
533703.78694287,4983153.9525786,0.180434349644002,1,0.764653636514293,0.00161168298343514,0.404207963168165
529623.78694287,4982433.9525786,0.340472603884248,1,0.627867150709743,0.00160714062645623,0.405815103794622
528663.78694287,4984593.9525786,0.257962696566306,1,0.703277829066893,0.00159802697290624,0.407413130767528
531783.78694287,4981713.9525786,0.281230326412752,0.96875,0.682723813796877,0.00159579804023091,0.409008928807759
530823.78694287,4982913.9525786,0.332273593043697,0.890625,0.5933777914469,0.00159463221787087,0.41060356102563
532743.78694287,4984353.9525786,0.133976782315245,1,0.650763593681414,0.00159299056265401,0.412196551588284
528903.78694287,4983393.9525786,0.272896278844061,1,0.64126586342361,0.00159113658079228,0.413787688169076
531783.78694287,4982193.9525786,0.354432565186052,0.90625,0.691905762741761,0.00158943997454166,0.415377128143618
528903.78694287,4984353.9525786,0.181060204799538,1,0.638964139342332,0.00158785527091078,0.416964983414528
533223.78694287,4984353.9525786,0.242865713681440,1,0.736243822511653,0.00157523411622093,0.418540217530749
532983.78694287,4984113.9525786,0.157234546464658,1,0.670698520015707,0.00157064486599347,0.420110862396743
533463.78694287,4983873.9525786,0.299458434893491,1,0.766547011371797,0.00157005698051208,0.421680919377255
527943.78694287,4985553.9525786,0.182187977291632,1,0.823053484104183,0.00155885734292194,0.423239776720177
532503.78694287,4983153.9525786,0.194606423432017,1,0.613268797261786,0.00155782244413812,0.424797599164315
532743.78694287,4983153.9525786,0.114707842797517,0.75,0.735257744482537,0.00155651456038396,0.426354113724699
528423.78694287,4984593.9525786,0.300633686052556,0.9375,0.76518540961921,0.00155629116619777,0.427910404890897
528663.78694287,4983393.9525786,0.300489400233447,0.953125,0.685397122541591,0.00151266316095894,0.429423068051856
533223.78694287,4984113.9525786,0.243876947627331,1,0.715731823882026,0.00151244943406443,0.43093551748592
532983.78694287,4984593.9525786,0.173439570447551,0.96875,0.701055542696348,0.00150106223687550,0.432436579722795
532503.78694287,4984113.9525786,0.108908046154197,0.765625,0.701148110607204,0.00149498027346985,0.433931559996265
530343.78694287,4985313.9525786,0.285411532136583,1,0.642713467986993,0.00148652800907912,0.435418088005344
533223.78694287,4983633.9525786,0.157937477378265,1,0.672952318866542,0.00148472504163483,0.436902813046979
531543.78694287,4985553.9525786,0.307059954457476,1,0.689627016510695,0.00147267065572240,0.438375483702702
532023.78694287,4985073.9525786,0.255178720184785,1,0.651469341937938,0.00146896004056138,0.439844443743263
533703.78694287,4982193.9525786,0.179875704549505,1,0.768399682608925,0.00146514599206881,0.441309589735332
527703.78694287,4985553.9525786,0.208306793580638,1,0.839106466772588,0.00145304881798915,0.442762638553321
531783.78694287,4982673.9525786,0.382382084880758,0.875,0.658007525088382,0.00145128273038198,0.444213921283703
533223.78694287,4982913.9525786,0.09792444232606,0.984375,0.659372409391,0.00144736551317563,0.445661286796879
532503.78694287,4984353.9525786,0.107481836326853,0.90625,0.635442619669776,0.00144568608259168,0.44710697287947
532263.78694287,4984353.9525786,0.101104279801034,0.8125,0.653469727926431,0.00143853202455459,0.448545504904025
532743.78694287,4983393.9525786,0.117771758332352,0.828125,0.673995513266186,0.00143236302895980,0.449977867932985
532023.78694287,4981953.9525786,0.246459293825738,1,0.620825227431643,0.00142619016749039,0.451404058100475
532023.78694287,4982193.9525786,0.306048720511586,1,0.619641736843702,0.00142312568288047,0.452827183783356
533463.78694287,4984113.9525786,0.33266822092502,1,0.75579731653242,0.00142102281671421,0.454248206600070
528663.78694287,4983633.9525786,0.260245988823398,0.9375,0.66433299899686,0.00141919232271675,0.455667398922786
532023.78694287,4984833.9525786,0.192756605238315,1,0.600571631140404,0.00141420817099479,0.457081607093781
531063.78694287,4982433.9525786,0.420265128275643,0.734375,0.702560263630259,0.00140318450047778,0.458484791594259
529623.78694287,4984353.9525786,0.0694545071128592,0.78125,0.608493606081641,0.00139333383659225,0.459878125430851
529623.78694287,4985553.9525786,0.31365948916654,1,0.686470516401514,0.00138478306363308,0.461262908494484
528663.78694287,4985313.9525786,0.0775190978313348,0.765625,0.772401767605923,0.00137212992366155,0.462635038418146
532983.78694287,4981713.9525786,0.190521408254259,0.984375,0.707640994567229,0.00137110786939269,0.464006146287539
529863.78694287,4984353.9525786,0.0705915286959213,0.765625,0.592864925830158,0.00136031566576499,0.465366461953304
532263.78694287,4984833.9525786,0.239647646630464,0.84375,0.698160990079589,0.00135653320297600,0.46672299515628
530823.78694287,4985793.9525786,0.38824970819118,1,0.702056063945598,0.00135520087169713,0.468078196027977
529143.78694287,4984593.9525786,0.0745612385396056,1,0.553411497458423,0.00135298023742160,0.469431176265398
533223.78694287,4981953.9525786,0.166830170041454,1,0.69749594544344,0.00134921800213513,0.470780394267533
532983.78694287,4984353.9525786,0.183786836817055,1,0.644648202974879,0.00133769401487331,0.472118088282407
530343.78694287,4985793.9525786,0.421652491920919,1,0.71157414601359,0.00133704153672189,0.473455129819129
528663.78694287,4985793.9525786,0.121143976899470,0.984375,0.717332395276823,0.00132443849363489,0.474779568312764
532263.78694287,4984593.9525786,0.154613970690247,0.859375,0.639699430549129,0.00132336854632657,0.47610293685909
532503.78694287,4983633.9525786,0.191668295534354,1,0.566472764029171,0.0013207068748315,0.477423643733922
529143.78694287,4983873.9525786,0.190791481710539,1,0.545877191675771,0.00132032855427985,0.478743972288201
529383.78694287,4984353.9525786,0.0670170633396247,0.78125,0.611535610845763,0.00131647341854949,0.480060445706751
528903.78694287,4985793.9525786,0.188844856364700,1,0.708889020088766,0.00131631021231586,0.481376755919067
531543.78694287,4984593.9525786,0.105237390251828,0.71875,0.634784140133689,0.00131129897745840,0.482688054896525
531543.78694287,4984833.9525786,0.0943308621817619,0.78125,0.622147241630865,0.00130958617809791,0.483997641074623
530103.78694287,4985073.9525786,0.221496613907796,0.75,0.687771719233543,0.00130385837532865,0.485301499449952
532983.78694287,4983873.9525786,0.115709827652439,0.953125,0.620427316716964,0.00129865826074321,0.486600157710695
533943.78694287,4983153.9525786,0.275420664072399,1,0.765352163160751,0.00129222499130161,0.487892382701997
531063.78694287,4985553.9525786,0.306973629608437,1,0.634054757516946,0.00127351185693067,0.489165894558927
528423.78694287,4984833.9525786,0.241776787371414,0.984375,0.68400926038876,0.00127249401179896,0.490438388570726
530103.78694287,4985553.9525786,0.389579110866387,1,0.66523635676521,0.00127109002922919,0.491709478599955
528903.78694287,4983873.9525786,0.224636988594638,1,0.570758658301793,0.00126999867651999,0.492979477276475
531063.78694287,4982913.9525786,0.385677227689805,0.609375,0.688824104773272,0.0012676643046118,0.494247141581087
529863.78694287,4985553.9525786,0.366745571689396,1,0.666058963802815,0.00126537360719204,0.495512515188279
531783.78694287,4984113.9525786,0.204491235253095,0.28125,0.848064545805402,0.00126026976767931,0.496772784955959
531783.78694287,4986033.9525786,0.408145119470508,1,0.744855264261263,0.00125875845074162,0.4980315434067
531543.78694287,4985793.9525786,0.375368190896305,0.984375,0.700987922165723,0.00125162277994139,0.499283166186642
529143.78694287,4986033.9525786,0.320384811512775,1,0.739970829816108,0.00123139769913273,0.500514563885774
533463.78694287,4983393.9525786,0.163901291234760,1,0.650715011940965,0.00122460554107663,0.501739169426851
528903.78694287,4983633.9525786,0.237402583949374,1,0.559040151646458,0.00122242467705633,0.502961594103907
533463.78694287,4983153.9525786,0.116384394687076,1,0.636221240536974,0.00121916194661359,0.504180756050521
529143.78694287,4985073.9525786,0.0731831239852976,0.78125,0.666823797959886,0.00121796904218116,0.505398725092702
531063.78694287,4985793.9525786,0.406612853400058,0.84375,0.755704092111558,0.00121601079634946,0.506614735889051
530103.78694287,4985313.9525786,0.322648372375802,0.8125,0.695020246210554,0.00121472135031931,0.507829457239371
533463.78694287,4984833.9525786,0.257519356805882,1,0.72178222009796,0.00120666063277356,0.509036117872144
532743.78694287,4984113.9525786,0.104061522486698,0.78125,0.657820419736653,0.00120184465658159,0.510237962528726
528423.78694287,4985313.9525786,0.135942522449085,0.859375,0.732010645992519,0.00119998663038773,0.511437949159114
531783.78694287,4984593.9525786,0.0893980136652236,0.765625,0.598371206553062,0.00119956054049189,0.512637509699605
531303.78694287,4984833.9525786,0.0855633405496796,0.796875,0.575694628782424,0.00119695231801503,0.51383446201762
533223.78694287,4984593.9525786,0.224088209197173,1,0.665392606146655,0.00119174365599349,0.515026205673614
531783.78694287,4982433.9525786,0.388182498130142,0.75,0.67850442398787,0.00118511733020213,0.516211323003816
530343.78694287,4982433.9525786,0.417201212740808,0.953125,0.549535331080589,0.00118367018164188,0.517394993185458
529143.78694287,4984833.9525786,0.065379357632134,0.765625,0.641046589081583,0.00117147862868211,0.51856647181414
533463.78694287,4984353.9525786,0.311019798604127,1,0.703898887532634,0.00116767392445890,0.519734145738599
528183.78694287,4985793.9525786,0.102703139326456,1,0.71434987031925,0.00116487964635290,0.520899025384952
533703.78694287,4982913.9525786,0.129072914283741,1,0.662886050943483,0.00116483373876668,0.522063859123719
528903.78694287,4985313.9525786,0.0651290155699197,0.78125,0.693745303778767,0.00116389597601856,0.523227755099737
534663.78694287,4981953.9525786,0.137772609248721,1,0.83237526968036,0.00115866410647901,0.524386419206216
530583.78694287,4985793.9525786,0.416180113097884,1,0.666246069154545,0.00115401056474765,0.525540429770964
532743.78694287,4981953.9525786,0.236593596792662,1,0.623851082049616,0.00115361289998319,0.526694042670947
534663.78694287,4981713.9525786,0.163573873414475,1,0.852416550635635,0.00115299625243425,0.527847038923381
532983.78694287,4983153.9525786,0.101604963925462,0.859375,0.623568060586,0.00115147431071696,0.528998513234098
528423.78694287,4983633.9525786,0.272761242115921,0.984375,0.615824459413412,0.00115030476797190,0.53014881800207
531783.78694287,4985793.9525786,0.356369324834858,1,0.675388627499065,0.00114969066340151,0.531298508665472
527943.78694287,4985793.9525786,0.103657028908342,1,0.735658215586240,0.00114708778115969,0.532445596446631
528663.78694287,4983153.9525786,0.318284034650794,0.953125,0.615957140085639,0.00114634012399340,0.533591936570625
532983.78694287,4981953.9525786,0.197853470968028,1,0.633972037256181,0.00114076597098372,0.534732702541608
528663.78694287,4986033.9525786,0.164075174144968,0.921875,0.743001280004124,0.00113307248797606,0.535865775029584
533943.78694287,4982673.9525786,0.145316784448702,0.71875,0.826890785089657,0.00110602166629598,0.53697179669588
528663.78694287,4985553.9525786,0.0812187342187386,0.765625,0.734476497575315,0.00109928079228973,0.53807107748817
529383.78694287,4982673.9525786,0.314025753168893,0.765625,0.632860565815906,0.00109877717618106,0.539169854664351
