"x","y","elev240","slope240","forest240","Prob","CumProb"
532983.78694287,4984113.9525786,0.157234546464658,0.679008023005032,1,0.00201362204843619,0.296973450965243
529623.78694287,4983393.9525786,0.260265720217465,0.405463695183321,1,0.00200796829570296,0.298981419260946
531783.78694287,4982913.9525786,0.368508448427994,0.489935413371675,1,0.0020037998159766,0.300985219076922
533463.78694287,4983633.9525786,0.226515787273374,0.819554277498203,1,0.00198651954411418,0.302971738621036
529863.78694287,4982193.9525786,0.384983545867167,0.570453026599569,0.984375,0.00196890500120011,0.304940643622236
530583.78694287,4985553.9525786,0.350588642979539,0.711718188353702,1,0.00196772261719413,0.306908366239431
530343.78694287,4983873.9525786,0.249060754812148,0.284687275341481,1,0.00195538130506432,0.308863747544495
531543.78694287,4985313.9525786,0.238886754746788,0.625089978432782,1,0.00195200793948581,0.310815755483981
530583.78694287,4983633.9525786,0.298369508583465,0.255571646297628,1,0.00194788169546745,0.312763637179448
531303.78694287,4983873.9525786,0.326319644884235,0.355140186915888,1,0.00193418032256654,0.314697817502015
530823.78694287,4983633.9525786,0.320837400364168,0.263838964773544,1,0.00193246340397088,0.316630280905986
533463.78694287,4983873.9525786,0.299458434893491,0.850107951114306,1,0.00192025520744596,0.318550536113432
531063.78694287,4983873.9525786,0.340568794430321,0.326024557872034,1,0.00191866655445509,0.320469202667887
529143.78694287,4985553.9525786,0.203730343369419,0.752336563623293,1,0.00191566729564765,0.322384869963534
533223.78694287,4984113.9525786,0.243876947627331,0.763479511143063,1,0.00191313242973067,0.324298002393265
532263.78694287,4982913.9525786,0.264736114185578,0.508627002156722,1,0.00190784549771582,0.326205847890981
532023.78694287,4982433.9525786,0.346908121380137,0.556074881380302,1,0.00190762074055645,0.328113468631537
532023.78694287,4983633.9525786,0.215156670351916,0.407261078360891,1,0.00190210330231757,0.330015571933855
528663.78694287,4984593.9525786,0.257962696566306,0.694464414090582,1,0.00189935019478337,0.331914922128638
532743.78694287,4982433.9525786,0.156704265249130,0.607476635514019,1,0.00189835873471527,0.333813280863353
532023.78694287,4982673.9525786,0.350954906981892,0.523005147375989,1,0.00189629252022185,0.335709573383575
529383.78694287,4983153.9525786,0.257162958500562,0.429187634795111,1,0.00189466395793946,0.337604237341515
532503.78694287,4982193.9525786,0.197169038236359,0.603882099209202,1,0.00189174059132391,0.339495977932839
528903.78694287,4984113.9525786,0.206235613809756,0.541696736161035,1,0.00187511970610968,0.341371097638948
530823.78694287,4983393.9525786,0.329440904783075,0.231847706685838,1,0.00187293519848401,0.343244032837432
529143.78694287,4983153.9525786,0.279447718280088,0.517253889288282,0.96875,0.00185858721988639,0.345102620057319
532503.78694287,4982433.9525786,0.198903551095986,0.560388324946082,1,0.00185640485897776,0.346959024916297
532503.78694287,4983153.9525786,0.194606423432017,0.494967764198418,1,0.00184506012081670,0.348804085037113
530823.78694287,4982913.9525786,0.332273593043697,0.383896477354421,0.890625,0.00184020978697777,0.350644294824091
530343.78694287,4985553.9525786,0.362987974331923,0.684399712437096,1,0.00183416785785135,0.352478462681942
529623.78694287,4984593.9525786,0.0861706975232784,0.374191344356578,1,0.00182698629882371,0.354305448980766
532263.78694287,4984833.9525786,0.239647646630464,0.742271861969806,0.84375,0.00182542557483256,0.356130874555599
530103.78694287,4984833.9525786,0.167938211139482,0.406542171099928,1,0.00182469691042630,0.357955571466025
533223.78694287,4983633.9525786,0.157937477378265,0.660675772825306,1,0.00182333391877161,0.359778905384797
532263.78694287,4981953.9525786,0.219251551226707,0.580158159597412,1,0.00181143967119555,0.361590345055992
533703.78694287,4983153.9525786,0.180434349644002,0.809130237239396,1,0.00180970109041063,0.363400046146403
529623.78694287,4982673.9525786,0.336821062769881,0.432422832494608,1,0.00179249282864233,0.365192538975045
531783.78694287,4984353.9525786,0.13939120016821,0.811286959022286,0.515625,0.00178758631878085,0.366980125293826
530583.78694287,4982913.9525786,0.312378181764369,0.248382573687994,1,0.00177881353350143,0.368758938827327
529863.78694287,4985313.9525786,0.327726123317513,0.635514018691589,0.984375,0.00177852951058531,0.370537468337913
531543.78694287,4984593.9525786,0.105237390251828,0.598130841121495,0.71875,0.00177264290584301,0.372310111243756
532023.78694287,4983393.9525786,0.237489525404478,0.373112868439971,1,0.00177130187295764,0.374081413116713
533703.78694287,4983633.9525786,0.307108049730512,0.862688713156003,1,0.00175376461251441,0.375835177729228
532743.78694287,4983393.9525786,0.117771758332352,0.642703091301222,0.828125,0.00175342834825288,0.377588606077481
529143.78694287,4983393.9525786,0.244657570905073,0.427030913012221,1,0.00174943986842519,0.379338045945906
528903.78694287,4985073.9525786,0.0920284551366677,0.621135873472322,0.953125,0.00174740090951027,0.381085446855416
532263.78694287,4984593.9525786,0.154613970690247,0.611430740474479,0.859375,0.00174635985195520,0.382831806707371
532983.78694287,4983873.9525786,0.115709827652439,0.595974119338605,0.953125,0.00173817406365148,0.384569980771023
532263.78694287,4983873.9525786,0.220176460323558,0.425233759884975,1,0.00173313809071758,0.38630311886174
530823.78694287,4982673.9525786,0.343941012997439,0.337886412652768,0.953125,0.00172859329863959,0.38803171216038
529143.78694287,4983873.9525786,0.190791481710539,0.402588066139468,1,0.00171733808096237,0.389749050241342
531063.78694287,4983633.9525786,0.353276428814988,0.236161150251618,1,0.00171016808429846,0.391459218325641
530343.78694287,4983153.9525786,0.276865372081680,0.252696017253774,0.9375,0.00170942019178897,0.39316863851743
531303.78694287,4985553.9525786,0.306472328877943,0.624371071171819,1,0.00170843545467326,0.394877073972103
529383.78694287,4983633.9525786,0.202815299969601,0.336089259525521,1,0.00170796381867027,0.396585037790773
528903.78694287,4983393.9525786,0.272896278844061,0.487059784327822,1,0.00170152838055114,0.398286566171324
533463.78694287,4982433.9525786,0.134786386078022,0.719985736879942,1,0.00169862487275885,0.399985191044083
529143.78694287,4984593.9525786,0.0745612385396056,0.415169058231488,1,0.00169860068803940,0.401683791732123
530103.78694287,4982433.9525786,0.420708468036067,0.409777138749101,1,0.00169436524358923,0.403378156975712
530103.78694287,4985073.9525786,0.221496613907796,0.683680805176132,0.75,0.00168462115651906,0.405062778132231
529623.78694287,4985313.9525786,0.285305475893478,0.593098490294752,1,0.00168394473579202,0.406746722868023
531783.78694287,4981953.9525786,0.309902508415131,0.502875744069015,1,0.00168095954818582,0.408427682416209
530103.78694287,4985313.9525786,0.322648372375802,0.740115140186916,0.8125,0.00168094975680849,0.410108632173017
529383.78694287,4985553.9525786,0.262847449809808,0.668943321351546,1,0.00167609283871502,0.411784725011732
533463.78694287,4983393.9525786,0.163901291234760,0.677570208483106,1,0.00166834166665701,0.413453066678389
530823.78694287,4985793.9525786,0.38824970819118,0.701294148094896,1,0.00166746108082254,0.415120527759212
532263.78694287,4983393.9525786,0.230870875907413,0.390366642703091,1,0.00166521437900968,0.416785742138222
531063.78694287,4983393.9525786,0.351041231830931,0.207404744787922,1,0.00166360654895726,0.418449348687179
532263.78694287,4983153.9525786,0.245534384728888,0.402588066139468,1,0.00166252014311724,0.420111868830296
533703.78694287,4983393.9525786,0.239166077294037,0.78864126527678,1,0.00166011821654807,0.421771987046844
529143.78694287,4985793.9525786,0.274398947823411,0.762760603882099,1,0.00165175761587237,0.423423744662716
530583.78694287,4983393.9525786,0.307618599551974,0.246944759166068,0.890625,0.00164666248130688,0.425070407144023
532503.78694287,4983393.9525786,0.197651224178850,0.413371675053918,1,0.00161448547482032,0.426684892618844
528663.78694287,4984113.9525786,0.277810012572598,0.667505506829619,0.875,0.00159980098104899,0.428284693599893
532983.78694287,4982673.9525786,0.133003777945358,0.558231603163192,0.96875,0.00159523167365036,0.429879925273543
531783.78694287,4981713.9525786,0.281230326412752,0.535945478073329,0.96875,0.00159311410848669,0.43147303938203
531303.78694287,4983393.9525786,0.355723738285255,0.222861250898634,1,0.00158523725369284,0.433058276635723
529383.78694287,4982913.9525786,0.290854930474583,0.356578001437815,1,0.0015811029130821,0.434639379548805
531783.78694287,4982193.9525786,0.354432565186052,0.532710280373832,0.90625,0.00157703363341004,0.436216413182215
533943.78694287,4982913.9525786,0.20755515078793,0.82099209202013,1,0.00156906177147353,0.437785474953688
531063.78694287,4983153.9525786,0.361764627899821,0.322789360172538,0.859375,0.00156299525369586,0.439348470207384
532263.78694287,4985073.9525786,0.316896671005518,0.591301337167505,1,0.00156061089467209,0.440909081102056
532503.78694287,4984113.9525786,0.108908046154197,0.597411933860532,0.765625,0.00155227039273168,0.442461351494788
533223.78694287,4982433.9525786,0.135701429477839,0.598130841121495,1,0.00154457512262171,0.444005926617410
529383.78694287,4983393.9525786,0.227334640127119,0.284687275341481,1,0.00154155870726009,0.44554748532467
530343.78694287,4982433.9525786,0.417201212740808,0.370956146657081,0.953125,0.00153614706993599,0.447083632394606
528903.78694287,4985793.9525786,0.188844856364700,0.710999281092739,1,0.00153414457568471,0.448617776970290
528423.78694287,4985073.9525786,0.196649239323928,0.662113587347232,1,0.00152388726382297,0.450141664234113
532503.78694287,4983633.9525786,0.191668295534354,0.375988497483825,1,0.00151457157500679,0.45165623580912
532743.78694287,4983153.9525786,0.114707842797517,0.630122329259526,0.75,0.00150841065154216,0.453164646460662
528663.78694287,4984833.9525786,0.213046644398966,0.563263953989935,1,0.00149431324577221,0.454658959706435
528663.78694287,4985793.9525786,0.121143976899470,0.713515571531273,0.984375,0.00148615612110605,0.456145115827541
531543.78694287,4984833.9525786,0.0943308621817619,0.474838360891445,0.78125,0.00147876842683148,0.457623884254372
532263.78694287,4984353.9525786,0.101104279801034,0.490654320632638,0.8125,0.00147650843377806,0.45910039268815
533223.78694287,4984353.9525786,0.242865713681440,0.629043853342919,1,0.00147091935924267,0.460571312047393
531543.78694287,4985553.9525786,0.307059954457476,0.551042530553559,1,0.00145600941038316,0.462027321457776
533223.78694287,4982193.9525786,0.161444732673524,0.597052595255212,1,0.00143515820857622,0.463462479666352
528903.78694287,4986033.9525786,0.238963830504859,0.756290438533429,1,0.00142836726548601,0.464890846931838
531783.78694287,4985313.9525786,0.268898205121407,0.644859813084112,0.828125,0.00141620440474561,0.466307051336584
533703.78694287,4982193.9525786,0.179875704549505,0.731128684399712,1,0.00141553759142311,0.467722588928007
531063.78694287,4982433.9525786,0.420265128275643,0.524083393242272,0.734375,0.00139577511325269,0.46911836404126
532983.78694287,4982433.9525786,0.185684750283793,0.498202731847592,1,0.00138430942989220,0.470502673471152
527703.78694287,4985553.9525786,0.208306793580638,0.875988612508986,1,0.00138199802164354,0.471884671492795
529143.78694287,4985073.9525786,0.0731831239852976,0.586268986340762,0.78125,0.00137902476883595,0.473263696261631
531543.78694287,4985793.9525786,0.375368190896305,0.634435772825306,0.984375,0.00137542687742684,0.474639123139058
532743.78694287,4984353.9525786,0.133976782315245,0.393242271746945,1,0.00135501148414042,0.475994134623198
532983.78694287,4984353.9525786,0.183786836817055,0.477713989935298,1,0.00134325154677069,0.477337386169969
529143.78694287,4983633.9525786,0.216351652905047,0.257728368080518,1,0.00134097423339632,0.478678360403365
533223.78694287,4984593.9525786,0.224088209197173,0.590582429906542,1,0.00134023831957417,0.48001859872294
528663.78694287,4986033.9525786,0.164075174144968,0.79295470884256,0.921875,0.00133931813829614,0.481357916861236
533463.78694287,4982193.9525786,0.185203180947366,0.631919482386772,1,0.00133371325866287,0.482691630119899
531063.78694287,4982913.9525786,0.385677227689805,0.507548526240115,0.609375,0.00132796672605780,0.484019596845956
531783.78694287,4984593.9525786,0.0893980136652236,0.409777138749101,0.765625,0.00132670133114617,0.485346298177103
532023.78694287,4981713.9525786,0.227267430066082,0.402947634795111,1,0.00132370909865754,0.48667000727576
533463.78694287,4984113.9525786,0.33266822092502,0.658159712437096,1,0.00131127093860480,0.487981278214365
528183.78694287,4985793.9525786,0.102703139326456,0.714953386053199,1,0.00130923216845529,0.48929051038282
528903.78694287,4983873.9525786,0.224636988594638,0.319194823867721,1,0.00130724588108016,0.4905977562639
532983.78694287,4981953.9525786,0.197853470968028,0.533429187634795,1,0.00130307527770766,0.491900831541608
529863.78694287,4985553.9525786,0.366745571689396,0.514737598849748,1,0.00129295850318378,0.493193790044792
532503.78694287,4984353.9525786,0.107481836326853,0.381020848310568,0.90625,0.00129228248804604,0.494486072532838
527943.78694287,4985553.9525786,0.182187977291632,0.759166067577283,1,0.00128911827575345,0.495775190808591
528423.78694287,4984593.9525786,0.300633686052556,0.606398389647736,0.9375,0.00128521556994987,0.497060406378541
531063.78694287,4985793.9525786,0.406612853400058,0.712437095614666,0.84375,0.00128404513738760,0.498344451515929
529863.78694287,4985793.9525786,0.392546835855149,0.586628324946082,1,0.00127985052340706,0.499624302039336
531063.78694287,4982193.9525786,0.431441113195925,0.335370352264558,0.9375,0.00127619514374357,0.500900497183079
532983.78694287,4982193.9525786,0.219955098746378,0.493889288281812,1,0.00126519374254411,0.502165690925623
530103.78694287,4982193.9525786,0.422519440047701,0.374910251617541,0.90625,0.00126440419992895,0.503430095125552
529623.78694287,4982433.9525786,0.340472603884248,0.262041811646298,1,0.00126242933136773,0.50469252445692
528663.78694287,4983633.9525786,0.260245988823398,0.421998562185478,0.9375,0.00124779653614634,0.505940320993067
532503.78694287,4981953.9525786,0.250004778697000,0.425952667145938,1,0.00124592637967578,0.507186247372742
533223.78694287,4981953.9525786,0.166830170041454,0.545650611071172,1,0.00123810585903221,0.508424353231774
529863.78694287,4984353.9525786,0.0705915286959213,0.272825420560748,0.765625,0.00123031273431001,0.509654665966084
533703.78694287,4982913.9525786,0.129072914283741,0.557153127246585,1,0.00122417688865512,0.51087884285474
528423.78694287,4983153.9525786,0.352399614991173,0.482746340762042,0.984375,0.00122147500213503,0.512100317856875
533463.78694287,4984353.9525786,0.311019798604127,0.622573687994249,1,0.00121797696261425,0.513318294819489
529623.78694287,4985553.9525786,0.31365948916654,0.475197699496765,1,0.00121599069966684,0.514534285519156
528423.78694287,4983393.9525786,0.304208151408852,0.431344356578001,1,0.00121060633366643,0.515744891852822
533943.78694287,4983393.9525786,0.321106857214383,0.719266829618979,1,0.00120642100767384,0.516951312860496
533463.78694287,4983153.9525786,0.116384394687076,0.459022401150252,1,0.00120084646659768,0.518152159327094
532743.78694287,4984113.9525786,0.104061522486698,0.485621969805895,0.78125,0.00119624539992378,0.519348404727017
533943.78694287,4983153.9525786,0.275420664072399,0.689791631919482,1,0.00119381710854625,0.520542221835564
531303.78694287,4984833.9525786,0.0855633405496796,0.297627606038821,0.796875,0.00118583206300573,0.521728053898569
532263.78694287,4983633.9525786,0.211967583785973,0.180805176132279,1,0.00118168197162299,0.522909735870192
528663.78694287,4983393.9525786,0.300489400233447,0.390366642703091,0.953125,0.00117360041783707,0.52408333628803
530103.78694287,4985553.9525786,0.389579110866387,0.439252336448598,1,0.00115329178551221,0.525236628073542
529383.78694287,4985793.9525786,0.327417820285230,0.542056074766355,1,0.00114889216350909,0.526385520237051
530343.78694287,4985793.9525786,0.421652491920919,0.503594651329978,1,0.00114304012435153,0.527528560361402
532503.78694287,4984833.9525786,0.241362428096025,0.648454349388929,0.703125,0.00114058692153506,0.528669147282937
531063.78694287,4984833.9525786,0.0803221890008576,0.291876347951114,0.75,0.00112958507319744,0.529798732356135
528423.78694287,4985313.9525786,0.135942522449085,0.627246700215672,0.859375,0.0011285405035964,0.530927272859731
530583.78694287,4982433.9525786,0.395919054422268,0.340402703091301,0.765625,0.00112506402650562,0.532052336886237
528423.78694287,4984353.9525786,0.336753236102778,0.459741308411215,1,0.00112476648584330,0.53317710337208
529143.78694287,4984833.9525786,0.065379357632134,0.427390481667865,0.765625,0.00111997880704099,0.534297082179121
527463.78694287,4985793.9525786,0.174749858334757,0.83824586628325,1,0.00111558788910560,0.535412670068227
528663.78694287,4985313.9525786,0.0775190978313348,0.622214349388929,0.765625,0.00111409179068715,0.536526761858914
528903.78694287,4983633.9525786,0.237402583949374,0.209202012940331,1,0.00109397626094388,0.537620738119858
532983.78694287,4984593.9525786,0.173439570447551,0.407261078360891,0.96875,0.00109075742445901,0.538711495544317
532743.78694287,4983873.9525786,0.104167578729804,0.427390481667865,0.765625,0.00108987856221814,0.539801374106535
528663.78694287,4982913.9525786,0.354259298881908,0.478432897196262,0.859375,0.00108367225788297,0.540885046364418
528183.78694287,4983633.9525786,0.288879941249774,0.423436376707405,1,0.00107679929129531,0.541961845655713
