"x","y","elev240","rghasp240","Prob","CumProb"
528423.78694287,4985553.9525786,0.105950186862468,0.88804075309497,0.00197275130150294,0.228027515975322
529863.78694287,4982913.9525786,0.370849701655156,0.706916864030534,0.00196759199542996,0.229995107970752
530823.78694287,4985553.9525786,0.312792541039758,0.772091894883058,0.00194877642851496,0.231943884399267
531303.78694287,4985073.9525786,0.143486081043001,0.70476810678067,0.00194650092196056,0.233890385321228
532023.78694287,4983393.9525786,0.237489525404478,0.676450860688885,0.00191969729821862,0.235810082619446
530103.78694287,4983393.9525786,0.251199144644067,0.645077560518848,0.00191741751409327,0.237727500133539
528663.78694287,4985073.9525786,0.148293758528433,0.830135257539651,0.00191497757581443,0.239642477709354
531063.78694287,4982433.9525786,0.420265128275643,0.702560263630259,0.00191495106671867,0.241557428776073
531063.78694287,4984353.9525786,0.213383927916285,0.634392203660066,0.00190860165363175,0.243466030429704
531303.78694287,4983633.9525786,0.344682790093114,0.619914385449223,0.00189992885070508,0.245365959280409
529863.78694287,4985313.9525786,0.327726123317513,0.772270465604709,0.00188807955399335,0.247254038834403
532743.78694287,4982433.9525786,0.156704265249130,0.774482247815156,0.00188787701840638,0.249141915852809
532743.78694287,4982913.9525786,0.131857507271327,0.746800503409247,0.00188485586911433,0.251026771721923
530103.78694287,4984833.9525786,0.167938211139482,0.693609406207511,0.00188019033889524,0.252906962060819
532743.78694287,4983153.9525786,0.114707842797517,0.735257744482537,0.00187149375080844,0.254778455811627
531783.78694287,4982913.9525786,0.368508448427994,0.685483125352386,0.00187011731929637,0.256648573130923
532023.78694287,4982913.9525786,0.316357140699022,0.698671098354305,0.00186847850305738,0.258517051633981
533463.78694287,4982433.9525786,0.134786386078022,0.843060626539142,0.00186482312078353,0.260381874754764
530103.78694287,4982433.9525786,0.420708468036067,0.719260565164648,0.00185774450831924,0.262239619263084
532263.78694287,4982673.9525786,0.28017962967873,0.727561477681388,0.00185567175162243,0.264095291014706
529863.78694287,4982433.9525786,0.372131009057326,0.726318704239899,0.00183880547115367,0.265934096485860
530823.78694287,4984353.9525786,0.196764544658002,0.620554023148136,0.00181769294500115,0.267751789430861
528183.78694287,4984353.9525786,0.274090644791128,0.851359569525864,0.00181151399328771,0.269563303424149
532503.78694287,4984113.9525786,0.108908046154197,0.701148110607204,0.00178875826435644,0.271352061688505
532263.78694287,4983393.9525786,0.230870875907413,0.683341589712588,0.00177490854123489,0.27312697022974
528663.78694287,4984113.9525786,0.277810012572598,0.784691634919539,0.00176055650563827,0.274887526735378
531303.78694287,4983393.9525786,0.355723738285255,0.609719835470977,0.00175925413664413,0.276646780872022
531303.78694287,4982433.9525786,0.427375212806168,0.691236779045577,0.00175566215055226,0.278402443022575
530103.78694287,4983153.9525786,0.29795576591414,0.639354762795943,0.00173762238469975,0.280140065407274
530583.78694287,4982913.9525786,0.312378181764369,0.62695919737135,0.00173349962880868,0.281873565036083
529383.78694287,4985313.9525786,0.210079536016269,0.767261950768407,0.00169562988705864,0.283569194923142
531063.78694287,4983633.9525786,0.353276428814988,0.577918622078984,0.00168454141916941,0.285253736342311
531543.78694287,4984593.9525786,0.105237390251828,0.634784140133689,0.00168273947879118,0.286936475821102
528423.78694287,4985073.9525786,0.196649239323928,0.833383012539676,0.00168152313806922,0.288617998959172
530103.78694287,4982193.9525786,0.422519440047701,0.717804425971187,0.00166083873053426,0.290278837689706
530583.78694287,4985553.9525786,0.350588642979539,0.745148724233976,0.00165306926470862,0.291931906954414
528903.78694287,4985553.9525786,0.134545293106776,0.810942187512217,0.00164963312608243,0.293581540080497
532503.78694287,4983873.9525786,0.168150323625693,0.685737851234741,0.00164859445728084,0.295230134537778
530823.78694287,4982673.9525786,0.343941012997439,0.636686706131278,0.0016443280213837,0.296874462559161
529863.78694287,4982193.9525786,0.384983545867167,0.724381999721994,0.00164053559914682,0.298514998158308
530343.78694287,4985553.9525786,0.362987974331923,0.750520945613641,0.00163810013977986,0.300153098298088
532023.78694287,4982673.9525786,0.350954906981892,0.689678880801174,0.00163410768329429,0.301787205981382
531543.78694287,4982913.9525786,0.380243695048838,0.641392569854782,0.00163292437658686,0.303420130357969
530343.78694287,4983873.9525786,0.249060754812148,0.590704285749184,0.00161985592648812,0.305039986284457
530103.78694287,4983873.9525786,0.218818077163316,0.605451535666518,0.00160724219858382,0.306647228483041
530343.78694287,4985073.9525786,0.19787258575603,0.675919087583969,0.00160594561421490,0.308253174097256
531543.78694287,4985313.9525786,0.238886754746788,0.70815175935195,0.00159623572833899,0.309849409825595
528423.78694287,4984113.9525786,0.302974939279718,0.794357431738896,0.00159450752663913,0.311443917352234
530103.78694287,4985073.9525786,0.221496613907796,0.687771719233543,0.00159290445172987,0.313036821803964
532263.78694287,4985073.9525786,0.316896671005518,0.737762986665698,0.00159277322040019,0.314629595024364
529623.78694287,4983873.9525786,0.160259615817425,0.641283589193774,0.00159001239941513,0.316219607423779
532263.78694287,4983153.9525786,0.245534384728888,0.667832197329208,0.00158673448021819,0.317806341903997
532263.78694287,4981953.9525786,0.219251551226707,0.739517181401915,0.00157298442476603,0.319379326328764
528423.78694287,4985793.9525786,0.07275951561894,0.854925075368826,0.00156777145805361,0.320947097786817
530583.78694287,4983633.9525786,0.298369508583465,0.565303979265366,0.00156626733288694,0.322513365119704
529623.78694287,4984593.9525786,0.0861706975232784,0.660782592884037,0.00156413695533097,0.324077502075035
530583.78694287,4985313.9525786,0.261941655500958,0.696451438023785,0.00156332533588972,0.325640827410925
533223.78694287,4982433.9525786,0.135701429477839,0.777103035759384,0.00153520165056512,0.32717602906149
532503.78694287,4982433.9525786,0.198903551095986,0.714302601598813,0.00153382604916911,0.328709855110659
532263.78694287,4984353.9525786,0.101104279801034,0.653469727926431,0.00152682615101008,0.330236681261669
528663.78694287,4984353.9525786,0.276528705170427,0.761089443691344,0.00151799299856766,0.331754674260237
530343.78694287,4982673.9525786,0.370984738383296,0.636332847238006,0.00150946286075234,0.333264137120989
531783.78694287,4982433.9525786,0.388182498130142,0.67850442398787,0.00150864143074188,0.334772778551731
532503.78694287,4982913.9525786,0.218364871705859,0.686870987505216,0.00150809387655660,0.336280872428287
532263.78694287,4984833.9525786,0.239647646630464,0.698160990079589,0.00150791663796448,0.337788789066252
530823.78694287,4982193.9525786,0.400504753724455,0.673591759612454,0.00150686629444358,0.339295655360696
531783.78694287,4982673.9525786,0.382382084880758,0.658007525088382,0.00150261492158666,0.340798270282282
530823.78694287,4982913.9525786,0.332273593043697,0.5933777914469,0.00149656869475191,0.342294838977034
532263.78694287,4981713.9525786,0.235774743938917,0.752625716693099,0.00149476387758709,0.343789602854621
531063.78694287,4985793.9525786,0.406612853400058,0.755704092111558,0.00149051194677552,0.345280114801397
530583.78694287,4982673.9525786,0.349981902612005,0.621234955326431,0.00148892647564572,0.346769041277042
532503.78694287,4983393.9525786,0.197651224178850,0.667521011586331,0.00148832518473756,0.34825736646178
530823.78694287,4983153.9525786,0.332475839832875,0.571248020860317,0.00148608118238466,0.349743447644165
531783.78694287,4982193.9525786,0.354432565186052,0.691905762741761,0.00148481259824611,0.351228260242411
530583.78694287,4984353.9525786,0.18917289079105,0.581240694011696,0.00147355585208914,0.3527018160945
531063.78694287,4982193.9525786,0.431441113195925,0.671071417699154,0.00145437042824154,0.354156186522741
531543.78694287,4982433.9525786,0.391621926758298,0.657171787850656,0.00145091281445698,0.355607099337198
532023.78694287,4984593.9525786,0.124458234496520,0.639255629785026,0.00145065261241963,0.357057751949618
531543.78694287,4984833.9525786,0.0943308621817619,0.622147241630865,0.00144107964876531,0.358498831598383
530583.78694287,4984833.9525786,0.0835112755667996,0.606627673342391,0.00143306841597978,0.359931900014363
532983.78694287,4982673.9525786,0.133003777945358,0.725186880989435,0.00143209973866075,0.361363999753024
533223.78694287,4983873.9525786,0.202478016452283,0.739732516683905,0.00142956650469009,0.362793566257714
531783.78694287,4981953.9525786,0.309902508415131,0.700501448251226,0.00142636924766303,0.364219935505377
532743.78694287,4983393.9525786,0.117771758332352,0.673995513266186,0.0014234491426269,0.365643384648004
532983.78694287,4982433.9525786,0.185684750283793,0.742675651041114,0.00142124656971359,0.367064631217717
533943.78694287,4982913.9525786,0.20755515078793,0.831751585174594,0.00141851445914572,0.368483145676863
529143.78694287,4985313.9525786,0.128600594038283,0.738443787541991,0.00141503054689172,0.369898176223755
532023.78694287,4982433.9525786,0.346908121380137,0.674440627050301,0.00140084953288134,0.371299025756636
528663.78694287,4985313.9525786,0.0775190978313348,0.772401767605923,0.00139899156869382,0.37269801732533
531303.78694287,4982673.9525786,0.415784868610497,0.618744156363404,0.00138816647319726,0.374086183798527
528903.78694287,4984833.9525786,0.137657303914647,0.723218007481233,0.00138744615152818,0.375473629950056
533943.78694287,4982673.9525786,0.145316784448702,0.826890785089657,0.00138743033746384,0.376861060287519
530103.78694287,4985313.9525786,0.322648372375802,0.695020246210554,0.00138680822807484,0.378247868515594
530583.78694287,4985073.9525786,0.168525836719014,0.63465874672253,0.00138677719686287,0.379634645712457
529623.78694287,4983153.9525786,0.287694824393676,0.633624086952965,0.00138150629394677,0.381016152006404
529623.78694287,4983393.9525786,0.260265720217465,0.62341771979461,0.00137869754124960,0.382394849547654
532983.78694287,4982193.9525786,0.219955098746378,0.754084481926585,0.00137036963985831,0.383765219187512
531063.78694287,4985073.9525786,0.131192189327659,0.624562935849197,0.00136573058952156,0.385130949777033
531543.78694287,4985073.9525786,0.171425735040674,0.64242000801428,0.00135990065706574,0.386490850434099
532263.78694287,4983633.9525786,0.211967583785973,0.623629969479572,0.00135878687414291,0.387849637308242
529863.78694287,4984353.9525786,0.0705915286959213,0.592864925830158,0.00134762198291505,0.389197259291157
533463.78694287,4983873.9525786,0.299458434893491,0.766547011371797,0.00134221349066459,0.390539472781822
531783.78694287,4984593.9525786,0.0893980136652236,0.598371206553062,0.00132662109887574,0.391866093880697
528183.78694287,4984593.9525786,0.258666244085977,0.792661009883213,0.00132240692466527,0.393188500805363
529143.78694287,4984113.9525786,0.137030832153047,0.655074238381265,0.00132015048177648,0.394508651287139
529623.78694287,4984353.9525786,0.0694545071128592,0.608493606081641,0.00131574408613438,0.395824395373274
529383.78694287,4983393.9525786,0.227334640127119,0.633379208720701,0.00131105848525879,0.397135453858532
528663.78694287,4986273.9525786,0.201099901897975,0.855339333182656,0.00130797487622604,0.398443428734758
533223.78694287,4982193.9525786,0.161444732673524,0.760295066584,0.00130484426101071,0.399748272995769
533463.78694287,4982193.9525786,0.185203180947366,0.78801685810028,0.00130434735352056,0.40105262034929
533223.78694287,4984353.9525786,0.242865713681440,0.736243822511653,0.00129755153579787,0.402350171885088
532263.78694287,4984593.9525786,0.154613970690247,0.639699430549129,0.00129601289106736,0.403646184776155
532983.78694287,4982913.9525786,0.0958532625551785,0.689072922065572,0.00129152839737772,0.404937713173533
532743.78694287,4984113.9525786,0.104061522486698,0.657820419736653,0.00129072961290319,0.406228442786436
528423.78694287,4984593.9525786,0.300633686052556,0.76518540961921,0.00128418240036056,0.407512625186796
532263.78694287,4982193.9525786,0.229926235416496,0.677917504042444,0.00127975197072325,0.40879237715752
529623.78694287,4982673.9525786,0.336821062769881,0.646900688805703,0.00127362483861030,0.41006600199613
529383.78694287,4982913.9525786,0.290854930474583,0.649712521161697,0.00127138880097377,0.411337390797104
528663.78694287,4984833.9525786,0.213046644398966,0.738447070092022,0.00127057601128429,0.412607966808388
529383.78694287,4983633.9525786,0.202815299969601,0.621099386010177,0.00126436547067957,0.413872332279068
529383.78694287,4984833.9525786,0.086873628436885,0.652454106947042,0.00125956422269812,0.415131896501766
531543.78694287,4982193.9525786,0.373432047853563,0.647742334633484,0.00125899770009697,0.416390894201863
532503.78694287,4984353.9525786,0.107481836326853,0.635442619669776,0.00124820440359390,0.417639098605457
531543.78694287,4985553.9525786,0.307059954457476,0.689627016510695,0.00124261409640101,0.418881712701858
529623.78694287,4982913.9525786,0.328092387319866,0.626758961819498,0.00124126487292918,0.420122977574787
532743.78694287,4983633.9525786,0.123282366731390,0.644250357911201,0.00123793412867512,0.421360911703462
529863.78694287,4984593.9525786,0.100256446462254,0.594450791400819,0.00123605950107135,0.422596971204533
528423.78694287,4984353.9525786,0.336753236102778,0.752453054561503,0.00123577698867639,0.42383274819321
532983.78694287,4984593.9525786,0.173439570447551,0.701055542696348,0.00123237970199093,0.425065127895201
533703.78694287,4983153.9525786,0.180434349644002,0.764653636514293,0.00122992506042678,0.426295052955627
529383.78694287,4984593.9525786,0.068086874861649,0.629092198381069,0.00122693319142725,0.427521986147055
533463.78694287,4984113.9525786,0.33266822092502,0.75579731653242,0.00122471091511824,0.428746697062173
533223.78694287,4984113.9525786,0.243876947627331,0.715731823882026,0.00121593199368396,0.429962629055857
531303.78694287,4984833.9525786,0.0855633405496796,0.575694628782424,0.00121494966719457,0.431177578723051
528903.78694287,4985073.9525786,0.0920284551366677,0.703770211571444,0.00120567647681972,0.432383255199871
531543.78694287,4982673.9525786,0.388008615219934,0.596736693590952,0.00120081573015400,0.433584070930025
529383.78694287,4984353.9525786,0.0670170633396247,0.611535610845763,0.00120039189085041,0.434784462820876
531303.78694287,4981713.9525786,0.378557277462247,0.679296831565195,0.00119766316540116,0.435982125986277
532503.78694287,4981953.9525786,0.250004778697000,0.704267189646039,0.00119360276724629,0.437175728753523
531783.78694287,4981713.9525786,0.281230326412752,0.682723813796877,0.00118810662990416,0.438363835383427
532023.78694287,4985073.9525786,0.255178720184785,0.651469341937938,0.00118635588548160,0.439550191268909
532743.78694287,4984353.9525786,0.133976782315245,0.650763593681414,0.00117656814369148,0.4407267594126
528903.78694287,4984593.9525786,0.160596899334744,0.678490637277742,0.00117629816694003,0.44190305757954
532983.78694287,4984113.9525786,0.157234546464658,0.670698520015707,0.00117346311491674,0.443076520694457
530823.78694287,4985793.9525786,0.38824970819118,0.702056063945598,0.00116828884342584,0.444244809537883
530583.78694287,4982433.9525786,0.395919054422268,0.598671822484841,0.00116450988291549,0.445409319420798
530343.78694287,4985793.9525786,0.421652491920919,0.71157414601359,0.00115597073053182,0.44656529015133
530343.78694287,4985313.9525786,0.285411532136583,0.642713467986993,0.00115477561200412,0.447720065763334
532023.78694287,4981713.9525786,0.227267430066082,0.681067439051564,0.00114529589684205,0.448865361660176
531783.78694287,4986033.9525786,0.408145119470508,0.744855264261263,0.00113662214117173,0.450001983801348
533223.78694287,4984833.9525786,0.204771174406409,0.72503916623807,0.00113381983036234,0.45113580363171
529143.78694287,4985073.9525786,0.0731831239852976,0.666823797959886,0.00113360070615835,0.452269404337869
529143.78694287,4983153.9525786,0.279447718280088,0.639965973611593,0.00113285995363272,0.453402264291501
532503.78694287,4983153.9525786,0.194606423432017,0.613268797261786,0.00111994070954798,0.454522205001049
531543.78694287,4985793.9525786,0.375368190896305,0.700987922165723,0.00111195606865697,0.455634161069706
528663.78694287,4984593.9525786,0.257962696566306,0.703277829066893,0.00110808425244036,0.456742245322147
528663.78694287,4983873.9525786,0.254947492910572,0.680890181349926,0.00110796716239005,0.457850212484537
530343.78694287,4982193.9525786,0.428116989901842,0.623239411676961,0.00110631969371052,0.458956532178247
528663.78694287,4983393.9525786,0.300489400233447,0.685397122541591,0.00110418179660564,0.460060713974853
527943.78694287,4985553.9525786,0.182187977291632,0.823053484104183,0.00109378087494656,0.461154494849799
531783.78694287,4985313.9525786,0.268898205121407,0.643640460115563,0.00109068351165835,0.462245178361458
529143.78694287,4984833.9525786,0.065379357632134,0.641046589081583,0.00108971807807571,0.463334896439534
529383.78694287,4982673.9525786,0.314025753168893,0.632860565815906,0.00108938588259582,0.464424282322129
531063.78694287,4984833.9525786,0.0803221890008576,0.546300246723682,0.00108751153113736,0.465511793853267
531543.78694287,4981713.9525786,0.336560855010633,0.660253445819145,0.00108278774870231,0.466594581601969
529143.78694287,4982913.9525786,0.305826742328341,0.641341362074308,0.00107861236631707,0.467673193968286
528183.78694287,4985553.9525786,0.183324382268629,0.795611365850488,0.00107787312023385,0.46875106708852
530823.78694287,4981713.9525786,0.373567084581704,0.651280923566197,0.00107449905939263,0.469825566147912
533223.78694287,4983633.9525786,0.157937477378265,0.672952318866542,0.00107380034932273,0.470899366497235
528903.78694287,4985313.9525786,0.0651290155699197,0.693745303778767,0.00107379012170108,0.471973156618936
529623.78694287,4982433.9525786,0.340472603884248,0.627867150709743,0.00107132816789760,0.473044484786834
528663.78694287,4985553.9525786,0.0812187342187386,0.734476497575315,0.00106571381178670,0.474110198598621
532023.78694287,4984833.9525786,0.192756605238315,0.600571631140404,0.00106120922171156,0.475171407820332
531783.78694287,4985553.9525786,0.327803199075584,0.669255511022366,0.00106045953388177,0.476231867354214
529383.78694287,4983153.9525786,0.257162958500562,0.59771975167404,0.00105609346431634,0.47728796081853
529623.78694287,4985553.9525786,0.31365948916654,0.686470516401514,0.00105312359626524,0.478341084414796
531543.78694287,4986033.9525786,0.430834372828391,0.723278406401792,0.00105298707084797,0.479394071485644
533703.78694287,4982193.9525786,0.179875704549505,0.768399682608925,0.00105221411326146,0.480446285598905
528903.78694287,4984113.9525786,0.206235613809756,0.64029882418467,0.00104248179228061,0.481488767391186
529143.78694287,4983393.9525786,0.244657570905073,0.612030816343341,0.00103598870441696,0.482524756095603
528903.78694287,4983393.9525786,0.272896278844061,0.64126586342361,0.00103339457845854,0.483558150674061
531303.78694287,4981953.9525786,0.397161515642371,0.625404581676978,0.00103335331398375,0.484591503988045
527703.78694287,4985553.9525786,0.208306793580638,0.839106466772588,0.00102909277179669,0.485620596759842
528663.78694287,4983633.9525786,0.260245988823398,0.66433299899686,0.00102839780693909,0.486648994566781
530103.78694287,4985553.9525786,0.389579110866387,0.66523635676521,0.0010258446034417,0.487674839170222
533943.78694287,4983153.9525786,0.275420664072399,0.765352163160751,0.00101548199191569,0.488690321162138
528903.78694287,4984353.9525786,0.181060204799538,0.638964139342332,0.00101187611621647,0.489702197278354
530583.78694287,4982193.9525786,0.409320370629573,0.594576053509977,0.00100927225780098,0.490711469536155
532983.78694287,4983393.9525786,0.099697184761691,0.626408385476258,0.00100770361755167,0.491719173153707
529143.78694287,4984353.9525786,0.0930304399915895,0.601839155009122,0.00100605702390106,0.492725230177608
532023.78694287,4982193.9525786,0.306048720511586,0.619641736843702,0.00100447660285200,0.49372970678046
531063.78694287,4985553.9525786,0.306973629608437,0.634054757516946,0.00100336510800638,0.494733071888466
533223.78694287,4985313.9525786,0.277433882873212,0.737903479806996,0.000998407747351919,0.495731479635818
528423.78694287,4985313.9525786,0.135942522449085,0.732010645992519,0.000994149175626493,0.496725628811445
529863.78694287,4985553.9525786,0.366745571689396,0.666058963802815,0.000988360798946297,0.497713989610391
531063.78694287,4981953.9525786,0.415486431275246,0.613598956143838,0.000986708650961702,0.498700698261353
533223.78694287,4982913.9525786,0.09792444232606,0.659372409391,0.000985609161742439,0.499686307423095
532983.78694287,4984353.9525786,0.183786836817055,0.644648202974879,0.000981650632473137,0.500667958055569
533223.78694287,4985553.9525786,0.340964038917708,0.759482963706492,0.000978474932116203,0.501646432987685
532983.78694287,4983153.9525786,0.101604963925462,0.623568060586,0.000972504567247134,0.502618937554932
531303.78694287,4985793.9525786,0.386361660421475,0.667303050264316,0.00096925316678839,0.50358819072172
531063.78694287,4986033.9525786,0.468167403613681,0.70129582535857,0.000968871962584267,0.504557062684305
530103.78694287,4981953.9525786,0.395398638903773,0.62512031284435,0.000967521740019303,0.505524584424324
532983.78694287,4983873.9525786,0.115709827652439,0.620427316716964,0.000967173350603993,0.506491757774928
530823.78694287,4981473.9525786,0.343266445962803,0.651177851495244,0.000961786182787455,0.507453543957715
