"x","y","elev240","rghasp240","Prob","CumProb"
530103.78694287,4984353.9525786,0.109803974766013,0.913909873374123,0.00673611897862239,0.00673611897862239
532263.78694287,4984113.9525786,0.180443598734971,0.958683855788045,0.00663726434330861,0.013373383321931
531783.78694287,4984113.9525786,0.204491235253095,0.848064545805402,0.00475432029987605,0.0181277036218071
530343.78694287,4984353.9525786,0.170645728368997,0.822730481181196,0.00451116309198887,0.0226388667137959
532023.78694287,4984113.9525786,0.187900832479848,0.855791668576837,0.00449796055927821,0.0271368272730741
530343.78694287,4984593.9525786,0.0946780113961133,0.829277198961719,0.00443446052922408,0.0315712878022982
531543.78694287,4983873.9525786,0.295922815719262,0.805100561478213,0.00422917826749778,0.035800466069796
530343.78694287,4984113.9525786,0.235148272177316,0.780380990219688,0.00383580703198033,0.0396362731017763
531783.78694287,4984353.9525786,0.13939120016821,0.802072737330222,0.00371613546891515,0.0433524085706915
532743.78694287,4982193.9525786,0.201215823838114,0.924443576421503,0.00350469913417004,0.0468571077048615
531543.78694287,4984353.9525786,0.214723196288525,0.774644405786655,0.00337665864460713,0.0502337663494686
531303.78694287,4984593.9525786,0.138312139555217,0.759384487205582,0.00317104031165752,0.0534048066611262
529623.78694287,4985073.9525786,0.228635678923357,0.85719069139977,0.00310296969734359,0.0565077763584697
531783.78694287,4983393.9525786,0.223336566404465,0.748634135856198,0.00305830035934572,0.0595660767178155
530103.78694287,4984593.9525786,0.104360576428013,0.763999096038242,0.00301898650856699,0.0625850632263825
531543.78694287,4984113.9525786,0.279765887009405,0.74293168994348,0.00300438278615149,0.065589446012534
529623.78694287,4984833.9525786,0.160182540059354,0.821471951499562,0.00298591490362135,0.0685753609161553
532023.78694287,4983153.9525786,0.250813765853713,0.77353621689641,0.00293873497611105,0.0715140958922664
530823.78694287,4984593.9525786,0.112973946543954,0.73184848802102,0.00293090889898351,0.0744450047912499
531543.78694287,4983393.9525786,0.302272008366111,0.725092343548561,0.00288555851415091,0.0773305633054008
531783.78694287,4983153.9525786,0.302762826793507,0.754567673291052,0.0028842949258481,0.0802148582312489
529863.78694287,4984113.9525786,0.122155210845361,0.744998383442587,0.00288222326394125,0.0830970814951901
532023.78694287,4984353.9525786,0.103676143696344,0.761608743106144,0.00284441734526250,0.0859414988404526
532023.78694287,4983873.9525786,0.207140791512541,0.752397251210987,0.00280541700661315,0.0887469158470658
529863.78694287,4984833.9525786,0.188180155027097,0.793022090386551,0.00278671809929049,0.0915336339463563
531063.78694287,4984113.9525786,0.282309387025745,0.700946562035341,0.00278156905073329,0.0943152029970896
530343.78694287,4983393.9525786,0.285112478195268,0.704054480404072,0.00275301618063103,0.0970682191777206
531303.78694287,4984113.9525786,0.287193523663183,0.706339135225193,0.00270694957932381,0.0997751687570444
529863.78694287,4983393.9525786,0.271508915198785,0.738778607645087,0.00267043591514019,0.102445604672185
530823.78694287,4985313.9525786,0.226159388968054,0.800357276684363,0.00266866117622429,0.105114265848409
531303.78694287,4984353.9525786,0.229463780868070,0.712874035825607,0.00265080316080772,0.107765069009217
530583.78694287,4984593.9525786,0.11083494010597,0.713375609470243,0.00263046410035629,0.110395533109573
531063.78694287,4983153.9525786,0.361764627899821,0.694923082729655,0.0026171075312247,0.113012640640798
531543.78694287,4983633.9525786,0.288523542944454,0.699194336829142,0.00260826044749578,0.115620901088293
530103.78694287,4983633.9525786,0.247663525469838,0.703984233833423,0.00258464751325589,0.118205548601549
531063.78694287,4984593.9525786,0.130431297443983,0.707235271383478,0.00256054215269939,0.120766090754249
531783.78694287,4984833.9525786,0.133591403524890,0.756728247721026,0.00252038682923306,0.123286477583482
530823.78694287,4985073.9525786,0.137609208641611,0.750697546805274,0.00250639285311452,0.125792870436596
530583.78694287,4984113.9525786,0.243376263502902,0.677811805931467,0.00248958200529272,0.128282452441889
530343.78694287,4982913.9525786,0.312850502009828,0.713451764630948,0.00248512293787121,0.130767575379760
529863.78694287,4983633.9525786,0.212729092275714,0.712393470501164,0.00246376521405963,0.133231340593820
531303.78694287,4983153.9525786,0.379867565349452,0.691257130855765,0.00241271441012204,0.135644055003942
530823.78694287,4982433.9525786,0.375850376838796,0.742483950119341,0.00239623136636024,0.138040286370302
530823.78694287,4983873.9525786,0.310653534601774,0.65041695639821,0.00237238944436380,0.140412675814666
532263.78694287,4982913.9525786,0.264736114185578,0.761585108745926,0.00234895212341901,0.142761627938085
530583.78694287,4983873.9525786,0.280497798408046,0.654659980567435,0.00234678195765202,0.145108409895737
531783.78694287,4983633.9525786,0.207873319517247,0.689045348645318,0.00234578964253592,0.147454199538273
531783.78694287,4983873.9525786,0.207565016484963,0.691987169982514,0.00233965568601432,0.149793855224287
532503.78694287,4982193.9525786,0.197169038236359,0.815756375386723,0.0023062560985889,0.152100111322876
529383.78694287,4984113.9525786,0.080380149970927,0.739037929097484,0.00230390426934194,0.154404015592218
531063.78694287,4982913.9525786,0.385677227689805,0.688824104773272,0.00227453654241463,0.156678552134633
531303.78694287,4983873.9525786,0.326319644884235,0.660589578942252,0.00226783549241326,0.158946387627046
531303.78694287,4982913.9525786,0.412490342407514,0.700056334467111,0.00226781900433348,0.161214206631379
531063.78694287,4982673.9525786,0.390330753659095,0.710131137020249,0.00226150256204154,0.163475709193421
530823.78694287,4984113.9525786,0.259523326515726,0.652859173620787,0.00226126679293845,0.165736975986359
531063.78694287,4983873.9525786,0.340568794430321,0.645682862744444,0.00224038360628647,0.167977359592646
530583.78694287,4983393.9525786,0.307618599551974,0.645951375336927,0.0022362004602147,0.170213560052861
530823.78694287,4983393.9525786,0.329440904783075,0.634755910203428,0.00220678489718574,0.172420344950046
529383.78694287,4983873.9525786,0.159219401386500,0.733428707605628,0.00220297035494615,0.174623315304992
529863.78694287,4985073.9525786,0.257702488807058,0.769639173500383,0.00216357824066358,0.176786893545656
530343.78694287,4984833.9525786,0.126654585298508,0.704160835025056,0.00214708094953861,0.178933974495195
529623.78694287,4985313.9525786,0.285305475893478,0.807014944655911,0.00213030470382151,0.181064279199016
529863.78694287,4982673.9525786,0.400215565480173,0.74039821783006,0.00210963357669858,0.183173912775715
530103.78694287,4982913.9525786,0.351860084684677,0.700112137817627,0.00210920840254630,0.185283121178261
531543.78694287,4983153.9525786,0.351542532561425,0.674921192374744,0.00209743412273752,0.187380555300999
529863.78694287,4983873.9525786,0.175087141852075,0.677208473235889,0.00209598663170236,0.189476541932701
531063.78694287,4983393.9525786,0.351041231830931,0.630025099099693,0.00209058061671592,0.191567122549417
530343.78694287,4983633.9525786,0.275410798375366,0.641121431222275,0.00208205461125668,0.193649177160673
529623.78694287,4984113.9525786,0.101759115441604,0.696246606901891,0.00207396948555256,0.195723146646226
529383.78694287,4985073.9525786,0.148727232591823,0.781490492129945,0.00207149319991845,0.197794639846144
530583.78694287,4983153.9525786,0.296625746632868,0.642097005091294,0.00206046320279307,0.199855103048938
531783.78694287,4985073.9525786,0.196986522841247,0.74391054636253,0.00205881056008296,0.201913913609021
530823.78694287,4983633.9525786,0.320837400364168,0.608469971721422,0.00205578922665110,0.203969702835672
532263.78694287,4982433.9525786,0.274071530003126,0.761895637978797,0.00203590271059412,0.206005605546266
532263.78694287,4983873.9525786,0.220176460323558,0.710880214937174,0.00203202960394725,0.208037635150213
532743.78694287,4982673.9525786,0.141694223819369,0.773260482693861,0.00202011460147377,0.210057749751687
530103.78694287,4984113.9525786,0.184182081304442,0.658336436601423,0.00201899448356358,0.212076744235250
530103.78694287,4982673.9525786,0.394097600107536,0.71308214949753,0.00201485923862282,0.214091603473873
532023.78694287,4983633.9525786,0.215156670351916,0.681093699451807,0.00200959618046437,0.216101199654338
529623.78694287,4983633.9525786,0.217035469030652,0.694230464673252,0.00200757947816678,0.218108779132504
529863.78694287,4983153.9525786,0.315692439361418,0.691904449721749,0.00200295522391384,0.220111734356418
531303.78694287,4982193.9525786,0.426643301407527,0.740608957542008,0.00198859473215620,0.222100329088574
532503.78694287,4982673.9525786,0.218789096678281,0.755520269309858,0.00198142151285382,0.224081750601428
530343.78694287,4983153.9525786,0.276865372081680,0.644847782016724,0.00197301407239099,0.226054764673819
