"x","y","elev240","descape240","rghasp240","Prob","CumProb"
532263.78694287,4984833.9525786,0.239647646630464,0.000394305181695828,0.698160990079589,0.00157915761080006,0.384043218310924
529383.78694287,4984353.9525786,0.0670170633396247,0.00568359858681023,0.611535610845763,0.00157615717871949,0.385619375489643
531783.78694287,4982673.9525786,0.382382084880758,0.00433735699865411,0.658007525088382,0.00157551588212097,0.387194891371764
532743.78694287,4983633.9525786,0.123282366731390,0,0.644250357911201,0.00157164836778482,0.388766539739549
531543.78694287,4984833.9525786,0.0943308621817619,0.00552027254374159,0.622147241630865,0.00156680966308731,0.390333349402637
528423.78694287,4985793.9525786,0.07275951561894,0.00197152590847914,0.854925075368826,0.00155910181244456,0.391892451215081
528663.78694287,4984833.9525786,0.213046644398966,0,0.738447070092022,0.00154105074445786,0.393433501959539
528903.78694287,4985073.9525786,0.0920284551366677,0.00134624242934051,0.703770211571444,0.00153894824472834,0.394972450204267
530103.78694287,4985313.9525786,0.322648372375802,0,0.695020246210554,0.00153736314095252,0.39650981334522
530103.78694287,4985073.9525786,0.221496613907796,0.00696218876177658,0.687771719233543,0.00153676039103712,0.398046573736257
532263.78694287,4985073.9525786,0.316896671005518,0,0.737762986665698,0.00153441437726364,0.399580988113521
532983.78694287,4982193.9525786,0.219955098746378,0,0.754084481926585,0.00153368832745339,0.401114676440974
532743.78694287,4983393.9525786,0.117771758332352,0.0050583151076716,0.673995513266186,0.00152156656118117,0.402636243002155
532023.78694287,4981713.9525786,0.227267430066082,0,0.681067439051564,0.00151780686205661,0.404154049864212
528903.78694287,4984113.9525786,0.206235613809756,0,0.64029882418467,0.00151335238967609,0.405667402253888
531783.78694287,4981713.9525786,0.281230326412752,0.000788610363391655,0.682723813796877,0.00151228066439452,0.407179682918282
528903.78694287,4983393.9525786,0.272896278844061,0,0.64126586342361,0.00151183652842421,0.408691519446707
533223.78694287,4983873.9525786,0.202478016452283,0,0.739732516683905,0.00150770451774835,0.410199223964455
532503.78694287,4983153.9525786,0.194606423432017,0,0.613268797261786,0.00149037575403637,0.411689599718491
531783.78694287,4984593.9525786,0.0893980136652236,0.00591457772543742,0.598371206553062,0.00148597055597554,0.413175570274467
533223.78694287,4982193.9525786,0.161444732673524,0,0.760295066584,0.00148506068356411,0.414660630958031
530583.78694287,4983153.9525786,0.296625746632868,0.0219096147375505,0.642097005091294,0.00147534622713759,0.416135977185169
528903.78694287,4984353.9525786,0.181060204799538,0,0.638964139342332,0.00147521138334224,0.417611188568511
532503.78694287,4981953.9525786,0.250004778697000,0,0.704267189646039,0.00146782265705249,0.419079011225563
531063.78694287,4982673.9525786,0.390330753659095,0.0199757991251682,0.710131137020249,0.00146350134717477,0.420542512572738
532503.78694287,4984353.9525786,0.107481836326853,0.00269248401749664,0.635442619669776,0.00146172269669890,0.422004235269437
531303.78694287,4984833.9525786,0.0855633405496796,0.00512596736204576,0.575694628782424,0.00145891938052756,0.423463154649965
528663.78694287,4983393.9525786,0.300489400233447,0.00118291554508748,0.685397122541591,0.00145702751641615,0.424920182166381
532743.78694287,4984353.9525786,0.133976782315245,0,0.650763593681414,0.00144450619610563,0.426364688362486
528423.78694287,4984353.9525786,0.336753236102778,0,0.752453054561503,0.00143850676810231,0.427803195130589
528663.78694287,4985313.9525786,0.0775190978313348,0.00624123065275909,0.772401767605923,0.00142038302411341,0.429223578154702
528183.78694287,4984593.9525786,0.258666244085977,0.00197152590847914,0.792661009883213,0.00141741464957799,0.43064099280428
528663.78694287,4984593.9525786,0.257962696566306,0,0.703277829066893,0.00141684439320734,0.432057837197487
528423.78694287,4984593.9525786,0.300633686052556,0.00157722072678331,0.76518540961921,0.00141210354960666,0.433469940747094
533463.78694287,4982193.9525786,0.185203180947366,0,0.78801685810028,0.00140737677275337,0.434877317519847
530343.78694287,4985313.9525786,0.285411532136583,0,0.642713467986993,0.00140398455951844,0.436281302079366
532983.78694287,4984113.9525786,0.157234546464658,0,0.670698520015707,0.00140163851964734,0.437682940599013
531303.78694287,4982433.9525786,0.427375212806168,0.0135248906460296,0.691236779045577,0.00139802463438719,0.4390809652334
531303.78694287,4982193.9525786,0.426643301407527,0.0159547106325707,0.740608957542008,0.00139648896282957,0.44047745419623
528663.78694287,4983633.9525786,0.260245988823398,0.00174054761103634,0.66433299899686,0.00139539615179776,0.441872850348028
530823.78694287,4983153.9525786,0.332475839832875,0.0148482923956931,0.571248020860317,0.00138917575881036,0.443262026106838
532023.78694287,4982193.9525786,0.306048720511586,0,0.619641736843702,0.00137920273247541,0.444641228839314
531783.78694287,4982433.9525786,0.388182498130142,0.00946332436069987,0.67850442398787,0.00137060688543129,0.446011835724745
529143.78694287,4985073.9525786,0.0731831239852976,0.00552027254374159,0.666823797959886,0.00136987890695790,0.447381714631703
529383.78694287,4984593.9525786,0.068086874861649,0.0105785834454913,0.629092198381069,0.00136645136247926,0.448748165994182
529143.78694287,4984833.9525786,0.065379357632134,0.00607790376850606,0.641046589081583,0.00136634323972691,0.450114509233909
530583.78694287,4984833.9525786,0.0835112755667996,0.0131331763122476,0.606627673342391,0.00136584175294612,0.451480350986855
533943.78694287,4982913.9525786,0.20755515078793,0,0.831751585174594,0.00136314376754928,0.452843494754404
532023.78694287,4985073.9525786,0.255178720184785,0,0.651469341937938,0.00136182556314659,0.454205320317551
532263.78694287,4984593.9525786,0.154613970690247,0.00547805097577389,0.639699430549129,0.00135992724953622,0.455565247567087
532023.78694287,4981953.9525786,0.246459293825738,0,0.620825227431643,0.00135856811394045,0.456923815681027
532023.78694287,4984833.9525786,0.192756605238315,0,0.600571631140404,0.00135607296864531,0.458279888649673
532743.78694287,4984113.9525786,0.104061522486698,0.00601025235531628,0.657820419736653,0.00135601596620991,0.459635904615883
532983.78694287,4984593.9525786,0.173439570447551,0.000788610363391655,0.701055542696348,0.00135031276181348,0.460986217377696
530583.78694287,4982433.9525786,0.395919054422268,0.0080494296769852,0.598671822484841,0.00134752240485183,0.462333739782548
533223.78694287,4984353.9525786,0.242865713681440,0,0.736243822511653,0.00134462126467918,0.463678361047227
531063.78694287,4984833.9525786,0.0803221890008576,0.00647220895020189,0.546300246723682,0.00134143240500284,0.46501979345223
533943.78694287,4982673.9525786,0.145316784448702,0.00157722072678331,0.826890785089657,0.00133873303070068,0.466358526482931
530343.78694287,4982433.9525786,0.417201212740808,0.00118291554508748,0.549535331080589,0.00133618972827519,0.467694716211206
529143.78694287,4983873.9525786,0.190791481710539,0,0.545877191675771,0.00133344912575908,0.469028165336965
531543.78694287,4985553.9525786,0.307059954457476,0,0.689627016510695,0.00132996899945957,0.470358134336425
533703.78694287,4983153.9525786,0.180434349644002,0,0.764653636514293,0.00132175843818090,0.471679892774605
533463.78694287,4983873.9525786,0.299458434893491,0,0.766547011371797,0.00131824273296742,0.472998135507573
529143.78694287,4984593.9525786,0.0745612385396056,0,0.553411497458423,0.00131616917646583,0.474314304684039
533223.78694287,4983633.9525786,0.157937477378265,0,0.672952318866542,0.00131536581682949,0.475629670500868
533223.78694287,4984113.9525786,0.243876947627331,0,0.715731823882026,0.00131313283005747,0.476942803330926
532503.78694287,4983633.9525786,0.191668295534354,0,0.566472764029171,0.00130376409012809,0.478246567421054
533223.78694287,4982913.9525786,0.09792444232606,0.000394305181695828,0.659372409391,0.00130300787687015,0.479549575297924
531063.78694287,4985793.9525786,0.406612853400058,0.00276013627187079,0.755704092111558,0.00129451398849914,0.480844089286423
532983.78694287,4982913.9525786,0.0958532625551785,0.00870273384925976,0.689072922065572,0.00128813120211695,0.48213222048854
532983.78694287,4983873.9525786,0.115709827652439,0.000788610363391655,0.620427316716964,0.00126996903265219,0.483402189521192
529383.78694287,4982673.9525786,0.314025753168893,0.0091198771870794,0.632860565815906,0.00126987778100193,0.484672067302194
528903.78694287,4985313.9525786,0.0651290155699197,0.00568359858681023,0.693745303778767,0.00126079772234988,0.485932865024544
528903.78694287,4983873.9525786,0.224636988594638,0,0.570758658301793,0.00125339497897549,0.487186260003519
529623.78694287,4985553.9525786,0.31365948916654,0,0.686470516401514,0.00124936015112168,0.488435620154641
528183.78694287,4985553.9525786,0.183324382268629,0,0.795611365850488,0.00123135308375102,0.489666973238392
530823.78694287,4985793.9525786,0.38824970819118,0,0.702056063945598,0.00122341982072590,0.490890393059118
528903.78694287,4983633.9525786,0.237402583949374,0,0.559040151646458,0.00122089611989466,0.492111289179013
532983.78694287,4984353.9525786,0.183786836817055,0,0.644648202974879,0.00121545987673368,0.493326749055746
527943.78694287,4985553.9525786,0.182187977291632,0,0.823053484104183,0.00120904162591743,0.494535790681664
532983.78694287,4983153.9525786,0.101604963925462,0.00426970474427995,0.623568060586,0.00120731277464625,0.49574310345631
533463.78694287,4984113.9525786,0.33266822092502,0,0.75579731653242,0.0012052435373204,0.49694834699363
530343.78694287,4985793.9525786,0.421652491920919,0,0.71157414601359,0.0012038217021318,0.498152168695762
528423.78694287,4984113.9525786,0.302974939279718,0.0144820070659489,0.794357431738896,0.00120190863120733,0.49935407732697
531063.78694287,4985553.9525786,0.306973629608437,0,0.634054757516946,0.00120079522606269,0.500554872553032
532983.78694287,4981713.9525786,0.190521408254259,0.000394305181695828,0.707640994567229,0.00119793918304543,0.501752811736078
533703.78694287,4982193.9525786,0.179875704549505,0,0.768399682608925,0.00118905455380282,0.50294186628988
530103.78694287,4985553.9525786,0.389579110866387,0,0.66523635676521,0.00118474435648249,0.504126610646363
531783.78694287,4983873.9525786,0.207565016484963,0.0279956679004038,0.691987169982514,0.00117395268474302,0.505300563331106
529863.78694287,4985553.9525786,0.366745571689396,0,0.666058963802815,0.00117110610946710,0.506471669440573
533223.78694287,4981953.9525786,0.166830170041454,0,0.69749594544344,0.00116010287794861,0.507631772318522
528663.78694287,4983153.9525786,0.318284034650794,0.00118291554508748,0.615957140085639,0.00115945841161634,0.508791230730138
528663.78694287,4982913.9525786,0.354259298881908,0.00450068304172275,0.663677145500796,0.00115863051640504,0.509949861246543
