"x","y","descape240","rghasp240","wolfuse","Prob","CumProb"
531303.78694287,4984353.9525786,0,0.712874035825607,0,0.00296966635248757,0.0767003862926478
531303.78694287,4983153.9525786,0,0.691257130855765,0,0.00285697190547672,0.0795573581981245
530823.78694287,4984593.9525786,0.000788610363391655,0.73184848802102,0,0.00283366717126120,0.0823910253693857
531303.78694287,4983873.9525786,0,0.660589578942252,0,0.00282505528663223,0.085216080656018
529623.78694287,4985073.9525786,0,0.85719069139977,0,0.00275154198405838,0.0879676226400763
530823.78694287,4985313.9525786,0,0.800357276684363,0,0.00273189268245631,0.0906995153225326
531063.78694287,4983873.9525786,0,0.645682862744444,0,0.00272752841722653,0.0934270437397592
531783.78694287,4984833.9525786,0,0.756728247721026,0,0.00272325724722598,0.0961503009869851
532263.78694287,4982913.9525786,0,0.761585108745926,0,0.00268654160510046,0.0988368425920856
530343.78694287,4983393.9525786,0.000788610363391655,0.704054480404072,2.63730865758293e-05,0.00268150471061262,0.101518347302698
530823.78694287,4983873.9525786,0,0.65041695639821,0,0.00266464123772492,0.104182988540423
531063.78694287,4983153.9525786,0.00410637786002692,0.694923082729655,0,0.00265578328167293,0.106838771822096
532023.78694287,4984353.9525786,0.00545262028936743,0.761608743106144,0,0.00264733495320309,0.109486106775299
531783.78694287,4983633.9525786,0.00197152590847914,0.689045348645318,0,0.00264514224381578,0.112131249019115
530583.78694287,4984113.9525786,0,0.677811805931467,0,0.00264360070829346,0.114774849727408
529623.78694287,4984833.9525786,0,0.821471951499562,0,0.00262864828726022,0.117403498014669
531543.78694287,4983153.9525786,0,0.674921192374744,0,0.00261675307461408,0.120020251089283
530823.78694287,4982433.9525786,0,0.742483950119341,0,0.00260494096418078,0.122625192053463
529863.78694287,4984833.9525786,0,0.793022090386551,0,0.00260267771665907,0.125227869770123
529863.78694287,4984113.9525786,0,0.744998383442587,0,0.00259769489858567,0.127825564668708
531063.78694287,4984593.9525786,0.00197152590847914,0.707235271383478,0,0.00259219347015322,0.130417758138861
530103.78694287,4984593.9525786,0.00252915797442799,0.763999096038242,0,0.00258093263785650,0.132998690776718
530583.78694287,4984593.9525786,0.000788610363391655,0.713375609470243,0,0.00257133718672122,0.135570027963439
530823.78694287,4984113.9525786,0,0.652859173620787,0,0.00256890708690420,0.138138935050343
530823.78694287,4985073.9525786,0,0.750697546805274,0,0.00256693348788432,0.140705868538228
530103.78694287,4983633.9525786,0,0.703984233833423,3.33702399276603e-05,0.00255544151325312,0.143261310051481
530583.78694287,4983873.9525786,0,0.654659980567435,0,0.00253934328549802,0.145800653336979
530343.78694287,4982913.9525786,0,0.713451764630948,0.00120005082786058,0.00253800020458787,0.148338653541567
529863.78694287,4983393.9525786,0,0.738778607645087,0.00287628455538581,0.00253708389834432,0.150875737439911
531063.78694287,4983393.9525786,0,0.630025099099693,0,0.00251730154637836,0.153393038986289
531303.78694287,4983633.9525786,0,0.619914385449223,0,0.00250781180047454,0.155900850786764
532263.78694287,4983873.9525786,0,0.710880214937174,0.000179974686861502,0.00249670502630727,0.158397555813071
532023.78694287,4983633.9525786,0,0.681093699451807,0,0.00248732701293860,0.160884882826010
530823.78694287,4983393.9525786,0,0.634755910203428,0,0.00247796825384139,0.163362851079851
531783.78694287,4982913.9525786,0,0.685483125352386,0,0.00241060653324522,0.165773457613096
532023.78694287,4983393.9525786,0,0.676450860688885,0,0.00240820966096222,0.168181667274059
532503.78694287,4982193.9525786,0,0.815756375386723,0,0.00240294372207874,0.170584610996137
531783.78694287,4985073.9525786,0,0.74391054636253,0,0.00239495240504968,0.172979563401187
529863.78694287,4983633.9525786,0,0.712393470501164,0.000287467548642839,0.00239371231610194,0.175373275717289
532023.78694287,4982913.9525786,0,0.698671098354305,0,0.00236175726700233,0.177735032984291
532263.78694287,4982433.9525786,0,0.761895637978797,0,0.00235030008205354,0.180085333066345
530823.78694287,4983633.9525786,0,0.608469971721422,0,0.00234833482245872,0.182433667888804
531303.78694287,4983393.9525786,0,0.609719835470977,0,0.00233395307790074,0.184767620966704
531063.78694287,4984353.9525786,0,0.634392203660066,0,0.00231732200406504,0.187084942970769
532503.78694287,4982673.9525786,0,0.755520269309858,0,0.00228720752486427,0.189372150495634
530583.78694287,4983393.9525786,0.00292346315612382,0.645951375336927,0,0.00227449117544501,0.191646641671079
530343.78694287,4983633.9525786,0,0.641121431222275,0,0.00226822331920539,0.193914864990284
532263.78694287,4982673.9525786,0,0.727561477681388,0,0.00226195313859138,0.196176818128875
532263.78694287,4983393.9525786,0,0.683341589712588,1.29212484935227e-06,0.00226146744784686,0.198438285576722
530823.78694287,4985553.9525786,0,0.772091894883058,0,0.00224646830253193,0.200684753879254
529863.78694287,4985073.9525786,0,0.769639173500383,0,0.00223937612519047,0.202924130004445
530343.78694287,4984833.9525786,0,0.704160835025056,0,0.00223283174335245,0.205156961747797
531303.78694287,4985073.9525786,0,0.70476810678067,0,0.00223243533256507,0.207389397080362
531063.78694287,4983633.9525786,0,0.577918622078984,0,0.00222718693090628,0.209616584011268
532743.78694287,4982673.9525786,0,0.773260482693861,0,0.00221858095359774,0.211835164964866
530103.78694287,4982913.9525786,0,0.700112137817627,0.00786197572069731,0.00218927911262453,0.214024444077491
530823.78694287,4984353.9525786,0,0.620554023148136,0,0.00217020232686291,0.216194646404354
529623.78694287,4985313.9525786,0,0.807014944655911,0,0.00216064491431117,0.218355291318665
532023.78694287,4982673.9525786,0,0.689678880801174,0,0.00214443349200246,0.220499724810667
530103.78694287,4984113.9525786,0,0.658336436601423,0,0.00214174381707331,0.222641468627741
529863.78694287,4983873.9525786,0,0.677208473235889,5.76429047618362e-06,0.00213059300922560,0.224772061636966
532743.78694287,4982433.9525786,0,0.774482247815156,0,0.00208998382004591,0.226862045457012
529383.78694287,4983873.9525786,0,0.733428707605628,0.000611897103099924,0.00208738201911659,0.228949427476129
530343.78694287,4983153.9525786,0.00157722072678331,0.644847782016724,0.000457631306506398,0.00208478156621218,0.231034209042341
532263.78694287,4985073.9525786,0,0.737762986665698,0.00146793813111860,0.00208286327922593,0.233117072321567
532263.78694287,4983153.9525786,0,0.667832197329208,0,0.00208132395414272,0.235198396275709
530103.78694287,4982673.9525786,0,0.71308214949753,0.0143564084140988,0.00207010534245346,0.237268501618163
530103.78694287,4983393.9525786,0,0.645077560518848,0.000917896446513396,0.00206871094684999,0.239337212565013
532743.78694287,4982913.9525786,0.00174054761103634,0.746800503409247,0.000213414667509478,0.00206210800962950,0.241399320574642
529863.78694287,4985313.9525786,0.000394305181695828,0.772270465604709,0,0.00205935390685275,0.243458674481495
532503.78694287,4983873.9525786,0,0.685737851234741,0.00420653677964467,0.00205223078827312,0.245510905269768
530583.78694287,4982913.9525786,0,0.62695919737135,3.98353638079715e-06,0.00204250881842095,0.247553414088189
529863.78694287,4983153.9525786,0,0.691904449721749,0.0098727215655557,0.00203819913970182,0.249591613227891
529623.78694287,4983633.9525786,0,0.694230464673252,0.00149316199688697,0.00203467139527625,0.251626284623167
530103.78694287,4984833.9525786,0,0.693609406207511,0,0.0020285961854155,0.253654880808583
530583.78694287,4985553.9525786,0,0.745148724233976,0,0.00200935247738506,0.255664233285968
531543.78694287,4985313.9525786,0,0.70815175935195,0,0.00200578999103981,0.257670023277008
529383.78694287,4984113.9525786,0.00197152590847914,0.739037929097484,0,0.0020050670400767,0.259675090317084
529383.78694287,4985073.9525786,0,0.781490492129945,0,0.00197556015343543,0.26165065047052
529863.78694287,4982913.9525786,0,0.706916864030534,0.0168877654603809,0.00197066449898756,0.263621314969507
532263.78694287,4984833.9525786,0.000394305181695828,0.698160990079589,0.000611696815411353,0.00197048795734408,0.265591802926851
530343.78694287,4985553.9525786,0,0.750520945613641,0,0.00197021987064962,0.267562022797501
529623.78694287,4984113.9525786,0.00118291554508748,0.696246606901891,0,0.00196492582890328,0.269526948626404
530823.78694287,4982673.9525786,0.00134624242934051,0.636686706131278,0,0.00196191876753387,0.271488867393938
531063.78694287,4982433.9525786,0.00765512449528937,0.702560263630259,0,0.00195527992486945,0.273444147318808
529863.78694287,4982673.9525786,0,0.74039821783006,0.0279840705772922,0.00195459811977804,0.275398745438586
532503.78694287,4983393.9525786,0,0.667521011586331,0.000734321476858925,0.00195131944708992,0.277350064885676
533463.78694287,4982433.9525786,0,0.843060626539142,0,0.00194673827650344,0.279296803162179
532503.78694287,4982913.9525786,0,0.686870987505216,0,0.00193827070585467,0.281235073868034
530103.78694287,4983153.9525786,0,0.639354762795943,0.00415371972106592,0.00192875453102204,0.283163828399056
530343.78694287,4983873.9525786,0,0.590704285749184,0,0.00191614177221824,0.285079970171274
530583.78694287,4983633.9525786,0,0.565303979265366,0,0.00191390474169902,0.286993874912973
530103.78694287,4982433.9525786,0,0.719260565164648,0.0190083167626828,0.00191210964760944,0.288905984560582
530583.78694287,4985313.9525786,0,0.696451438023785,0,0.00190011868749440,0.290806103248077
532263.78694287,4983633.9525786,0,0.623629969479572,6.75537832198946e-05,0.00189096503179394,0.292697068279871
532023.78694287,4982433.9525786,0,0.674440627050301,0,0.00188778863984484,0.294584856919716
532023.78694287,4984593.9525786,0.000394305181695828,0.639255629785026,0,0.00187765976660287,0.296462516686318
530343.78694287,4985073.9525786,0,0.675919087583969,0,0.00187274025917546,0.298335256945494
531063.78694287,4982913.9525786,0.0155218455585464,0.688824104773272,0,0.00186963208463262,0.300204889030127
532503.78694287,4982433.9525786,0,0.714302601598813,0,0.00186960083580168,0.302074489865928
531783.78694287,4982673.9525786,0.00433735699865411,0.658007525088382,0,0.00185961819090357,0.303934108056832
532743.78694287,4983153.9525786,0.00630888290713324,0.735257744482537,0.00118365128343948,0.00185767391190832,0.30579178196874
530583.78694287,4982673.9525786,0,0.621234955326431,5.0868357280983e-05,0.00185741282275460,0.307649194791495
530103.78694287,4983873.9525786,0,0.605451535666518,0,0.00184906104648218,0.309498255837977
532263.78694287,4981953.9525786,0,0.739517181401915,0,0.00183955472378214,0.311337810561759
531063.78694287,4982193.9525786,0.00157722072678331,0.671071417699154,0,0.00183496801405569,0.313172778575815
530583.78694287,4984353.9525786,0,0.581240694011696,0,0.00182914068144164,0.315001919257256
530343.78694287,4982673.9525786,0,0.636332847238006,0.00290502029514716,0.00182676951548494,0.316828688772741
531063.78694287,4985793.9525786,0.00276013627187079,0.755704092111558,0,0.00181384503866612,0.318642533811407
532503.78694287,4984113.9525786,0.00640455753701211,0.701148110607204,0.00631853805826054,0.00181169048828288,0.320454224299690
531783.78694287,4982193.9525786,0.00292346315612382,0.691905762741761,0,0.00179918756061801,0.322253411860308
531783.78694287,4981953.9525786,0,0.700501448251226,0,0.00179079452822703,0.324044206388535
531543.78694287,4985073.9525786,0,0.64242000801428,0,0.0017871120556133,0.325831318444149
531543.78694287,4984593.9525786,0.00726081931359354,0.634784140133689,0,0.00176419149944860,0.327595509943597
530823.78694287,4982913.9525786,0.0038051564602961,0.5933777914469,0,0.00175083930077457,0.329346349244372
529383.78694287,4985313.9525786,0,0.767261950768407,0,0.00175005677777600,0.331096406022148
532263.78694287,4984353.9525786,0.00473166218034993,0.653469727926431,0.000416417686943575,0.00174893016061814,0.332845336182766
533223.78694287,4982433.9525786,0,0.777103035759384,0,0.00174442348433499,0.334589759667101
531063.78694287,4985073.9525786,0,0.624562935849197,0,0.00172821296485223,0.336317972631953
530103.78694287,4985313.9525786,0,0.695020246210554,0,0.00172384583588251,0.338041818467836
532983.78694287,4982433.9525786,0,0.742675651041114,0,0.00172093465120561,0.339762753119041
529623.78694287,4983873.9525786,0,0.641283589193774,0.000159956645130821,0.00171983425959385,0.341482587378635
528663.78694287,4985073.9525786,0,0.830135257539651,0,0.00171539540783411,0.343197982786469
530583.78694287,4985073.9525786,0,0.63465874672253,0,0.00171188944548878,0.344909872231958
531543.78694287,4985553.9525786,0,0.689627016510695,0,0.00170373410881517,0.346613606340773
532983.78694287,4982673.9525786,0.000788610363391655,0.725186880989435,7.8488223919044e-06,0.0016959914139675,0.348309597754741
532023.78694287,4985073.9525786,0,0.651469341937938,2.27238189721829e-05,0.00168840515545340,0.349998002910194
529863.78694287,4982433.9525786,0,0.726318704239899,0.035437292386908,0.00167470241082925,0.351672705321023
531063.78694287,4982673.9525786,0.0199757991251682,0.710131137020249,0,0.00166663363403355,0.353339338955057
532983.78694287,4982193.9525786,0,0.754084481926585,0,0.00166596675469245,0.355005305709749
531303.78694287,4982193.9525786,0.0159547106325707,0.740608957542008,0,0.00166042341721379,0.356665729126963
529623.78694287,4984593.9525786,0,0.660782592884037,0,0.00165765452999372,0.358323383656957
530103.78694287,4982193.9525786,0.00236583109017497,0.717804425971187,0.0198069621210049,0.00165209056561134,0.359975474222568
532263.78694287,4982193.9525786,0,0.677917504042444,0,0.00164904271828805,0.361624516940856
531303.78694287,4982433.9525786,0.0135248906460296,0.691236779045577,0,0.00164623041884332,0.3632707473597
531783.78694287,4982433.9525786,0.00946332436069987,0.67850442398787,0,0.00163042100674726,0.364901168366447
531543.78694287,4984833.9525786,0.00552027254374159,0.622147241630865,0,0.00162001736497998,0.366521185731427
528663.78694287,4984113.9525786,0.00348109438088829,0.784691634919539,0,0.00161215901131777,0.368133344742745
530823.78694287,4985793.9525786,0,0.702056063945598,0,0.00160557936707129,0.369738924109816
532503.78694287,4983153.9525786,0,0.613268797261786,6.02196829090239e-05,0.00159515816659660,0.371334082276413
531783.78694287,4986033.9525786,0,0.744855264261263,0,0.00159112900563623,0.372925211282049
532743.78694287,4983393.9525786,0.0050583151076716,0.673995513266186,0.00513909267229277,0.00157587647910500,0.374501087761154
528663.78694287,4984353.9525786,0,0.761089443691344,0,0.00157428215576005,0.376075369916914
530103.78694287,4985073.9525786,0.00696218876177658,0.687771719233543,0,0.0015734019607811,0.377648771877695
531543.78694287,4985793.9525786,0.000394305181695828,0.700987922165723,0,0.00157230166885732,0.379221073546552
530343.78694287,4985793.9525786,0,0.71157414601359,0,0.00156419463491555,0.380785268181468
532743.78694287,4983633.9525786,0,0.644250357911201,0.0122172250291936,0.00156310948952202,0.38234837767099
532263.78694287,4984593.9525786,0.00547805097577389,0.639699430549129,0.000361138284898078,0.00155794811954235,0.383906325790532
533943.78694287,4982913.9525786,0,0.831751585174594,0.00950035349121168,0.00155772317728146,0.385464048967814
532023.78694287,4984833.9525786,0,0.600571631140404,4.65862828131277e-07,0.00155449422127092,0.387018543189085
528423.78694287,4985073.9525786,0,0.833383012539676,0,0.00155168340050825,0.388570226589593
528903.78694287,4985553.9525786,0,0.810942187512217,0,0.00155139638776146,0.390121622977354
533223.78694287,4982193.9525786,0,0.760295066584,0,0.00154679450078004,0.391668417478134
528183.78694287,4984353.9525786,0.00315444145356662,0.851359569525864,0,0.00154637910886176,0.393214796586996
531783.78694287,4984593.9525786,0.00591457772543742,0.598371206553062,0,0.00154421124970295,0.394759007836699
529623.78694287,4983393.9525786,0,0.62341771979461,0.00852995892014554,0.00154028576946982,0.396299293606169
532503.78694287,4981953.9525786,0,0.704267189646039,0,0.00153634586913841,0.397835639475307
530343.78694287,4985313.9525786,0,0.642713467986993,0,0.00153367060253030,0.399369310077838
533463.78694287,4982193.9525786,0,0.78801685810028,0,0.00153011360452672,0.400899423682364
532503.78694287,4984353.9525786,0.00269248401749664,0.635442619669776,0.0073974839489072,0.00152640925680787,0.402425832939172
529863.78694287,4982193.9525786,0.000394305181695828,0.724381999721994,0.0366857715107682,0.00151329444664599,0.403939127385818
531783.78694287,4981713.9525786,0.000788610363391655,0.682723813796877,0,0.00149731274827318,0.405436440134091
533943.78694287,4982673.9525786,0.00157722072678331,0.826890785089657,0.00103156006974792,0.00148819250588274,0.406924632639974
531783.78694287,4983873.9525786,0.0279956679004038,0.691987169982514,0,0.00148302647718268,0.408407659117157
529863.78694287,4984593.9525786,0,0.594450791400819,0,0.00145842596563495,0.409866085082792
529143.78694287,4985313.9525786,0,0.738443787541991,0,0.00145748651989305,0.411323571602685
532023.78694287,4981713.9525786,0,0.681067439051564,0,0.00145504159881089,0.412778613201496
531063.78694287,4985553.9525786,0,0.634054757516946,0,0.00145188918350725,0.414230502385003
532023.78694287,4982193.9525786,0,0.619641736843702,0,0.00144915963006739,0.41567966201507
531303.78694287,4984833.9525786,0.00512596736204576,0.575694628782424,0,0.00143887323989770,0.417118535254968
531783.78694287,4985313.9525786,0.00410637786002692,0.643640460115563,0,0.00143671913578475,0.418555254390753
529143.78694287,4984113.9525786,0,0.655074238381265,0,0.00143572136928323,0.419990975760036
529623.78694287,4983153.9525786,0,0.633624086952965,0.0233354955572418,0.00143394992675715,0.421424925686793
529383.78694287,4983633.9525786,0,0.621099386010177,0.00368229779366768,0.00143219042449272,0.422857116111286
528903.78694287,4984833.9525786,0,0.723218007481233,0,0.00142990461577506,0.424287020727061
530103.78694287,4985553.9525786,0,0.66523635676521,0,0.00142321375730829,0.425710234484369
531783.78694287,4985793.9525786,0,0.675388627499065,0,0.00141966913192066,0.42712990361629
532503.78694287,4983633.9525786,0,0.566472764029171,0.00253755718134315,0.00141186124803891,0.428541764864329
530583.78694287,4983153.9525786,0.0219096147375505,0.642097005091294,0,0.00140109313321202,0.429942857997541
530583.78694287,4985793.9525786,0,0.666246069154545,0,0.00139794801576433,0.431340806013305
528423.78694287,4985553.9525786,0.00712551564602961,0.88804075309497,0,0.00138472124981631,0.432725527263121
529383.78694287,4983393.9525786,0,0.633379208720701,0.0160760603656438,0.00138175453275731,0.434107281795879
532023.78694287,4986033.9525786,0,0.712503107672177,1.72173978151219e-05,0.00138028067613613,0.435487562472015
533703.78694287,4983153.9525786,0,0.764653636514293,0.0197551911372338,0.00137960468027666,0.436867167152291
532743.78694287,4984353.9525786,0,0.650763593681414,0.0300743771427255,0.00137799452234575,0.438245161674637
530823.78694287,4983153.9525786,0.0148482923956931,0.571248020860317,0,0.00136717477404297,0.43961233644868
528423.78694287,4984353.9525786,0,0.752453054561503,0,0.00136059437144024,0.44097293082012
528663.78694287,4984833.9525786,0,0.738447070092022,0,0.00134759779686277,0.442320528616983
533223.78694287,4983873.9525786,0,0.739732516683905,0.0586515642166102,0.00134591925155114,0.443666447868534
529863.78694287,4985553.9525786,0,0.666058963802815,0,0.00134432377594774,0.445010771644482
531303.78694287,4985793.9525786,0.00331776833781965,0.667303050264316,0,0.00134132657841973,0.446352098222902
529383.78694287,4984833.9525786,0.00157722072678331,0.652454106947042,0,0.00134095611962558,0.447693054342527
529623.78694287,4985553.9525786,0,0.686470516401514,0,0.00133995787897336,0.4490330122215
529863.78694287,4984353.9525786,0.00607790376850606,0.592864925830158,0,0.00133396034260695,0.450366972564108
532023.78694287,4981953.9525786,0,0.620825227431643,0,0.00132383631289230,0.451690808877
530583.78694287,4982433.9525786,0.0080494296769852,0.598671822484841,0.000115057285734650,0.00132343376803884,0.453014242645039
528423.78694287,4984593.9525786,0.00157722072678331,0.76518540961921,0,0.00132300682550033,0.454337249470539
532983.78694287,4982913.9525786,0.00870273384925976,0.689072922065572,0.000899193089714774,0.00132124891596539,0.455658498386505
532743.78694287,4984113.9525786,0.00601025235531628,0.657820419736653,0.0239725716737629,0.00131444718251855,0.456972945569023
531543.78694287,4986033.9525786,0.00663553583445491,0.723278406401792,0,0.00131293535604142,0.458285880925065
528903.78694287,4984593.9525786,0,0.678490637277742,0,0.00129897538921792,0.459584856314282
529623.78694287,4984353.9525786,0.00552027254374159,0.608493606081641,0,0.00129701624192144,0.460881872556204
528423.78694287,4985793.9525786,0.00197152590847914,0.854925075368826,0,0.00129196877815367,0.462173841334358
533703.78694287,4982193.9525786,0,0.768399682608925,0,0.00129104383468422,0.463464885169042
530823.78694287,4986033.9525786,0,0.66971244198659,0,0.00129076740908689,0.464755652578129
533223.78694287,4982913.9525786,0.000394305181695828,0.659372409391,0.00320100619005588,0.00128613919434319,0.466041791772472
531063.78694287,4986033.9525786,0.00540780787348587,0.70129582535857,0,0.00127865158690276,0.467320443359375
532983.78694287,4984113.9525786,0,0.670698520015707,0.0433981088580146,0.00127816969600695,0.468598613055382
531063.78694287,4984833.9525786,0.00647220895020189,0.546300246723682,0,0.00127490670192590,0.469873519757307
530583.78694287,4984833.9525786,0.0131331763122476,0.606627673342391,0,0.00127367469928826,0.471147194456596
528183.78694287,4984593.9525786,0.00197152590847914,0.792661009883213,0,0.00127119266838187,0.472418387124978
532023.78694287,4985793.9525786,0,0.652508597277546,4.22050220230064e-05,0.00126663749635881,0.473685024621336
528663.78694287,4984593.9525786,0,0.703277829066893,0,0.00125928821271513,0.474944312834052
529623.78694287,4982913.9525786,0,0.626758961819498,0.0360486162006966,0.00125901380363114,0.476203326637683
532263.78694287,4985793.9525786,0,0.666053055212761,0.00192799938373019,0.00124586943654802,0.477449196074231
531063.78694287,4986273.9525786,0,0.691159967374867,0,0.0012408005611167,0.478689996635347
532263.78694287,4986033.9525786,0,0.6941490574325,0.00141588493033127,0.00123103406528841,0.479921030700636
530343.78694287,4982433.9525786,0.00118291554508748,0.549535331080589,0.00439323917460162,0.00122957790880911,0.481150608609445
528903.78694287,4985073.9525786,0.00134624242934051,0.703770211571444,0,0.00122842922839516,0.48237903783784
532263.78694287,4981713.9525786,0.0156597409152086,0.752625716693099,0,0.00122695645132227,0.483605994289162
528903.78694287,4984113.9525786,0,0.64029882418467,0,0.00122496839237737,0.48483096268154
531783.78694287,4985553.9525786,0.0106040208613728,0.669255511022366,0,0.0012207047127164,0.486051667394256
533943.78694287,4983153.9525786,0,0.765352163160751,0.0216471898528584,0.00121389365425411,0.48726556104851
531303.78694287,4985553.9525786,0,0.579386578452555,0,0.00121239126994314,0.488477952318453
532983.78694287,4983153.9525786,0.00426970474427995,0.623568060586,0.00333842499866811,0.00120924787933602,0.489687200197789
532983.78694287,4981713.9525786,0.000394305181695828,0.707640994567229,0,0.00120579906375422,0.490892999261544
528903.78694287,4984353.9525786,0,0.638964139342332,0,0.00118736368454999,0.492080362946094
529383.78694287,4984353.9525786,0.00568359858681023,0.611535610845763,0,0.00118337218192711,0.493263735128021
531303.78694287,4986033.9525786,0.00830583950201884,0.697307527071699,0,0.00117979900456333,0.494443534132584
532263.78694287,4985313.9525786,0.00489498822341857,0.622944638684236,0.00212075504570908,0.00117697125771217,0.495620505390296
529143.78694287,4984353.9525786,0,0.601839155009122,0,0.00117394328320970,0.496794448673506
533223.78694287,4981953.9525786,0,0.69749594544344,0,0.00117149519206474,0.49796594386557
530103.78694287,4985793.9525786,0,0.634738184433264,0,0.00116493058731862,0.499130874452889
533223.78694287,4983633.9525786,0,0.672952318866542,0.0455602655719718,0.00116361674290254,0.500294491195792
528663.78694287,4985313.9525786,0.00624123065275909,0.772401767605923,0,0.00115992747900093,0.501454418674793
529623.78694287,4982673.9525786,0,0.646900688805703,0.0540349473938842,0.00115914045763036,0.502613559132423
531543.78694287,4982913.9525786,0.0285048199865411,0.641392569854782,0,0.00115885632467194,0.503772415457095
533463.78694287,4983873.9525786,0,0.766547011371797,0.0825038408871981,0.00115728465627855,0.504929700113373
534183.78694287,4982673.9525786,0.000788610363391655,0.780518200810957,0.000738926941789861,0.00115675630803851,0.506086456421412
532023.78694287,4985313.9525786,0.0106040208613728,0.635403229069412,4.77114431800674e-05,0.00115501930175335,0.507241475723165
528423.78694287,4984113.9525786,0.0144820070659489,0.794357431738896,0,0.0011542584557,0.508395734178865
532983.78694287,4983873.9525786,0.000788610363391655,0.620427316716964,0.0321406304670548,0.00115051237123063,0.509546246550096
532983.78694287,4984593.9525786,0.000788610363391655,0.701055542696348,0.0663236985979862,0.00114400240497662,0.510690248955073
531063.78694287,4981953.9525786,0.0098576295423957,0.613598956143838,0,0.00114193211895917,0.511832181074032
529143.78694287,4983393.9525786,0,0.612030816343341,0.0204083579433291,0.00113298709356655,0.512965168167598
529143.78694287,4986033.9525786,0,0.739970829816108,0,0.00112874518394485,0.514093913351543
529863.78694287,4985793.9525786,0,0.641538971586135,0,0.00112579622780453,0.515219709579348
528663.78694287,4983633.9525786,0.00174054761103634,0.66433299899686,0.00546551624835673,0.00112151818109855,0.516341227760446
529383.78694287,4982913.9525786,0,0.649712521161697,0.0556356578320262,0.00111296354260074,0.517454191303047
528663.78694287,4983393.9525786,0.00118291554508748,0.685397122541591,0.0211988175682972,0.00111037576796629,0.518564567071013
532983.78694287,4983393.9525786,0.0078184513795424,0.626408385476258,0.0113553112234540,0.00110795473718531,0.519672521808198
533223.78694287,4984113.9525786,0,0.715731823882026,0.0783590664376293,0.00110672957903400,0.520779251387232
530103.78694287,4986033.9525786,0,0.649910130673524,0,0.00109941956411311,0.521878670951346
532743.78694287,4981953.9525786,0,0.623851082049616,0,0.00109826359653415,0.52297693454788
529143.78694287,4985073.9525786,0.00552027254374159,0.666823797959886,0,0.00109690710139819,0.524073841649278
528903.78694287,4983393.9525786,0,0.64126586342361,0.0234553729944233,0.00109664040825527,0.525170482057533
528183.78694287,4985553.9525786,0,0.795611365850488,0,0.00107821887564682,0.52624870093318
531063.78694287,4985313.9525786,0,0.509281617011456,0,0.00107648329869455,0.527325184231875
529383.78694287,4984593.9525786,0.0105785834454913,0.629092198381069,0,0.00107446825380745,0.528399652485682
529383.78694287,4983153.9525786,0,0.59771975167404,0.0383693400009503,0.00106902026912033,0.529468672754802
532983.78694287,4984353.9525786,0,0.644648202974879,0.0557855352260112,0.00106889556036406,0.530537568315167
531783.78694287,4986273.9525786,0.00269248401749664,0.675879040473599,0,0.00106736935903961,0.531604937674206
532983.78694287,4983633.9525786,0.00552027254374159,0.614397797519223,0.0237203690131476,0.00106354492683979,0.532668482601046
532743.78694287,4986513.9525786,0.000788610363391655,0.806076135347232,0.0308927776921847,0.00106265705393447,0.53373113965498
529143.78694287,4984833.9525786,0.00607790376850606,0.641046589081583,0,0.00106037347278061,0.534791513127761
