"x","y","elev240","slope240","descape240","Prob","CumProb"
530583.78694287,4983393.9525786,0.307618599551974,0.246944759166068,0.00292346315612382,0.00204084848611158,0.245182650900977
530343.78694287,4985313.9525786,0.285411532136583,0.726096333572969,0,0.00204008033283738,0.247222731233814
531063.78694287,4983873.9525786,0.340568794430321,0.326024557872034,0,0.00203946353008061,0.249262194763895
532743.78694287,4982913.9525786,0.131857507271327,0.70848322070453,0.00174054761103634,0.00203715862277314,0.251299353386668
529623.78694287,4983153.9525786,0.287694824393676,0.437095614665708,0,0.00202797866416788,0.253327332050836
529623.78694287,4983393.9525786,0.260265720217465,0.405463695183321,0,0.00201711409572933,0.255344446146565
531303.78694287,4983873.9525786,0.326319644884235,0.355140186915888,0,0.00201576147337705,0.257360207619942
529863.78694287,4982433.9525786,0.372131009057326,0.539180445722502,0,0.00199703210791354,0.259357239727856
530343.78694287,4983153.9525786,0.276865372081680,0.252696017253774,0.00157722072678331,0.00199137513091854,0.261348614858774
532503.78694287,4982913.9525786,0.218364871705859,0.629762760603882,0,0.00198298690712179,0.263331601765896
532503.78694287,4983873.9525786,0.168150323625693,0.592379583033789,0,0.00197863181021315,0.265310233576109
532263.78694287,4984833.9525786,0.239647646630464,0.742271861969806,0.000394305181695828,0.00197821599984663,0.267288449575956
529623.78694287,4982913.9525786,0.328092387319866,0.469446441409058,0,0.00197519559635308,0.269263645172309
529383.78694287,4984833.9525786,0.086873628436885,0.594176966211359,0.00157722072678331,0.00196986811690412,0.271233513289213
531783.78694287,4982913.9525786,0.368508448427994,0.489935413371675,0,0.00195509501287463,0.273188608302088
530103.78694287,4985313.9525786,0.322648372375802,0.740115140186916,0,0.00195341043919714,0.275142018741285
530583.78694287,4982913.9525786,0.312378181764369,0.248382573687994,0,0.00195063199543499,0.27709265073672
530823.78694287,4985553.9525786,0.312792541039758,0.784327821710999,0,0.00194063337730399,0.279033284114024
532503.78694287,4982673.9525786,0.218789096678281,0.640187030913012,0,0.00193748420133011,0.280970768315354
532743.78694287,4983633.9525786,0.123282366731390,0.611430740474479,0,0.00192675607859386,0.282897524393948
532743.78694287,4982193.9525786,0.201215823838114,0.782530668583753,0,0.00192462746324470,0.284822151857192
529383.78694287,4985313.9525786,0.210079536016269,0.768152523364486,0,0.00191857743783737,0.28674072929503
529863.78694287,4985073.9525786,0.257702488807058,0.630481667864845,0,0.00190974678720603,0.288650476082236
531543.78694287,4985073.9525786,0.171425735040674,0.567577397555715,0,0.00189938856874170,0.290549864650978
531063.78694287,4983153.9525786,0.361764627899821,0.322789360172538,0.00410637786002692,0.00189737897238316,0.292447243623361
531303.78694287,4985313.9525786,0.228394585952111,0.653127361610352,0,0.0018955485707306,0.294342792194091
531063.78694287,4983633.9525786,0.353276428814988,0.236161150251618,0,0.00189507452423898,0.296237866718330
530823.78694287,4982673.9525786,0.343941012997439,0.337886412652768,0.00134624242934051,0.00189371667833021,0.298131583396661
532263.78694287,4982673.9525786,0.28017962967873,0.582314881380302,0,0.00188347347957531,0.300015056876236
532023.78694287,4981953.9525786,0.246459293825738,0.643781567217829,0,0.00188264330750353,0.301897700183739
532023.78694287,4983633.9525786,0.215156670351916,0.407261078360891,0,0.00188258553358016,0.303780285717320
529863.78694287,4982193.9525786,0.384983545867167,0.570453026599569,0.000394305181695828,0.00187306135798605,0.305653347075306
531063.78694287,4983393.9525786,0.351041231830931,0.207404744787922,0,0.00186914725258146,0.307522494327887
529383.78694287,4983153.9525786,0.257162958500562,0.429187634795111,0,0.00186480446878158,0.309387298796669
530103.78694287,4985073.9525786,0.221496613907796,0.683680805176132,0.00696218876177658,0.00185894233515254,0.311246241131821
532743.78694287,4982673.9525786,0.141694223819369,0.631560143781452,0,0.00184148471918373,0.313087725851005
531063.78694287,4985553.9525786,0.306973629608437,0.744428583752696,0,0.00182594983970598,0.314913675690711
528663.78694287,4985073.9525786,0.148293758528433,0.808770668583753,0,0.00182471076323738,0.316738386453948
529143.78694287,4983153.9525786,0.279447718280088,0.517253889288282,0.000788610363391655,0.00181082136582972,0.318549207819778
532023.78694287,4985073.9525786,0.255178720184785,0.681883652048886,0,0.00180672121726391,0.320355929037042
532263.78694287,4982913.9525786,0.264736114185578,0.508627002156722,0,0.00180325030471702,0.322159179341759
532023.78694287,4982673.9525786,0.350954906981892,0.523005147375989,0,0.00180119559195208,0.323960374933711
529623.78694287,4984593.9525786,0.0861706975232784,0.374191344356578,0,0.00179632947399279,0.325756704407704
532743.78694287,4983393.9525786,0.117771758332352,0.642703091301222,0.0050583151076716,0.00178846093892885,0.327545165346633
530103.78694287,4984833.9525786,0.167938211139482,0.406542171099928,0,0.00178556103606825,0.329330726382701
532023.78694287,4982433.9525786,0.346908121380137,0.556074881380302,0,0.00178056528084899,0.33111129166355
532023.78694287,4983393.9525786,0.237489525404478,0.373112868439971,0,0.00177866419206198,0.332889955855612
529623.78694287,4982673.9525786,0.336821062769881,0.432422832494608,0,0.00177329090317560,0.334663246758787
528663.78694287,4984353.9525786,0.276528705170427,0.725377426312006,0,0.00176951902753812,0.336432765786325
531303.78694287,4983393.9525786,0.355723738285255,0.222861250898634,0,0.00174987671606955,0.338182642502395
531543.78694287,4985313.9525786,0.238886754746788,0.625089978432782,0,0.00173581050886207,0.339918453011257
529383.78694287,4983633.9525786,0.202815299969601,0.336089259525521,0,0.00173330543016583,0.341651758441423
532503.78694287,4983153.9525786,0.194606423432017,0.494967764198418,0,0.00173294464986977,0.343384703091293
533223.78694287,4983873.9525786,0.202478016452283,0.777857656362329,0,0.00173076716896474,0.345115470260257
531543.78694287,4984833.9525786,0.0943308621817619,0.474838360891445,0.00552027254374159,0.00173074344750728,0.346846213707765
532983.78694287,4984113.9525786,0.157234546464658,0.679008023005032,0,0.00172951827392676,0.348575731981692
532503.78694287,4984113.9525786,0.108908046154197,0.597411933860532,0.00640455753701211,0.00172582092796345,0.350301552909655
528903.78694287,4984113.9525786,0.206235613809756,0.541696736161035,0,0.00172507322662884,0.352026626136284
531063.78694287,4982433.9525786,0.420265128275643,0.524083393242272,0.00765512449528937,0.00171626376815305,0.353742889904437
530103.78694287,4982433.9525786,0.420708468036067,0.409777138749101,0,0.00171038182687519,0.355453271731312
529143.78694287,4983393.9525786,0.244657570905073,0.427030913012221,0,0.00170627363543947,0.357159545366751
532263.78694287,4984593.9525786,0.154613970690247,0.611430740474479,0.00547805097577389,0.00170362823322691,0.358863173599978
530583.78694287,4985553.9525786,0.350588642979539,0.711718188353702,0,0.00170258627735144,0.36056575987733
532743.78694287,4983153.9525786,0.114707842797517,0.630122329259526,0.00630888290713324,0.00169660017054021,0.36226236004787
532503.78694287,4982433.9525786,0.198903551095986,0.560388324946082,0,0.00168876098409720,0.363951121031967
532503.78694287,4982193.9525786,0.197169038236359,0.603882099209202,0,0.00168630524249011,0.365637426274457
532263.78694287,4983873.9525786,0.220176460323558,0.425233759884975,0,0.00168417940653971,0.367321605680997
532743.78694287,4982433.9525786,0.156704265249130,0.607476635514019,0,0.00168072104590925,0.369002326726906
529143.78694287,4983873.9525786,0.190791481710539,0.402588066139468,0,0.00167982389573522,0.370682150622641
531063.78694287,4982913.9525786,0.385677227689805,0.507548526240115,0.0155218455585464,0.00167770078440627,0.372359851407048
528903.78694287,4985553.9525786,0.134545293106776,0.79475209202013,0,0.00166105183187694,0.374020903238925
532263.78694287,4984353.9525786,0.101104279801034,0.490654320632638,0.00473166218034993,0.00165657241312843,0.375677475652053
530343.78694287,4982433.9525786,0.417201212740808,0.370956146657081,0.00118291554508748,0.00165336586497580,0.377330841517029
532263.78694287,4983393.9525786,0.230870875907413,0.390366642703091,0,0.00164434861938767,0.378975190136417
532263.78694287,4983153.9525786,0.245534384728888,0.402588066139468,0,0.00163451648775712,0.380609706624174
528663.78694287,4984593.9525786,0.257962696566306,0.694464414090582,0,0.00163310484381657,0.38224281146799
532263.78694287,4981953.9525786,0.219251551226707,0.580158159597412,0,0.00163296969227872,0.383875781160269
532983.78694287,4983873.9525786,0.115709827652439,0.595974119338605,0.000788610363391655,0.00162553637868688,0.385501317538956
529143.78694287,4984593.9525786,0.0745612385396056,0.415169058231488,0,0.00162178429714925,0.387123101836105
531783.78694287,4984593.9525786,0.0893980136652236,0.409777138749101,0.00591457772543742,0.00161684861366678,0.388739950449772
528903.78694287,4983393.9525786,0.272896278844061,0.487059784327822,0,0.00161098671561003,0.390350937165382
532503.78694287,4984833.9525786,0.241362428096025,0.648454349388929,0,0.00160831616599160,0.391959253331374
533463.78694287,4983633.9525786,0.226515787273374,0.819554277498203,0,0.00160810098086447,0.393567354312238
529863.78694287,4985313.9525786,0.327726123317513,0.635514018691589,0.000394305181695828,0.00160778640531407,0.395175140717552
531783.78694287,4982193.9525786,0.354432565186052,0.532710280373832,0.00292346315612382,0.00160489322915599,0.396780033946708
530823.78694287,4983153.9525786,0.332475839832875,0.340762041696621,0.0148482923956931,0.00160310615360238,0.398383140100311
530343.78694287,4985553.9525786,0.362987974331923,0.684399712437096,0,0.00160233993194928,0.39998548003226
529383.78694287,4983393.9525786,0.227334640127119,0.284687275341481,0,0.00159732862480448,0.401582808657064
529383.78694287,4982913.9525786,0.290854930474583,0.356578001437815,0,0.00159612526382102,0.403178933920885
529143.78694287,4985553.9525786,0.203730343369419,0.752336563623293,0,0.00159242289284021,0.404771356813726
529863.78694287,4984353.9525786,0.0705915286959213,0.272825420560748,0.00607790376850606,0.00158988657123146,0.406361243384957
533223.78694287,4984113.9525786,0.243876947627331,0.763479511143063,0,0.00158950981360932,0.407950753198566
528903.78694287,4985073.9525786,0.0920284551366677,0.621135873472322,0.00134624242934051,0.00158773079482220,0.409538483993389
531783.78694287,4981953.9525786,0.309902508415131,0.502875744069015,0,0.00158533552105687,0.411123819514445
533223.78694287,4983633.9525786,0.157937477378265,0.660675772825306,0,0.00156901548713199,0.412692835001577
528663.78694287,4984113.9525786,0.277810012572598,0.667505506829619,0.00348109438088829,0.00156811566089489,0.414260950662472
532503.78694287,4983393.9525786,0.197651224178850,0.413371675053918,0,0.00156296996214505,0.415823920624617
533463.78694287,4983873.9525786,0.299458434893491,0.850107951114306,0,0.00154232668223263,0.41736624730685
531303.78694287,4985553.9525786,0.306472328877943,0.624371071171819,0,0.00151744660850650,0.418883693915357
531783.78694287,4981713.9525786,0.281230326412752,0.535945478073329,0.000788610363391655,0.00151640899535624,0.420400102910713
529623.78694287,4985313.9525786,0.285305475893478,0.593098490294752,0,0.00151293916053684,0.421913042071250
529143.78694287,4985073.9525786,0.0731831239852976,0.586268986340762,0.00552027254374159,0.00151252492270343,0.423425566993953
532503.78694287,4983633.9525786,0.191668295534354,0.375988497483825,0,0.00148477671699601,0.424910343710949
531783.78694287,4985313.9525786,0.268898205121407,0.644859813084112,0.00410637786002692,0.00148268315855334,0.426393026869502
532983.78694287,4982673.9525786,0.133003777945358,0.558231603163192,0.000788610363391655,0.00147297755027895,0.427866004419781
531303.78694287,4984833.9525786,0.0855633405496796,0.297627606038821,0.00512596736204576,0.00146292557128690,0.429328929991068
531063.78694287,4984833.9525786,0.0803221890008576,0.291876347951114,0.00647220895020189,0.00145959106525413,0.430788521056322
533703.78694287,4983153.9525786,0.180434349644002,0.809130237239396,0,0.00145598859976317,0.432244509656086
531063.78694287,4982673.9525786,0.390330753659095,0.546369518332135,0.0199757991251682,0.00145505179220273,0.433699561448288
529383.78694287,4985553.9525786,0.262847449809808,0.668943321351546,0,0.00144691103029295,0.435146472478581
530823.78694287,4985793.9525786,0.38824970819118,0.701294148094896,0,0.00143913511667091,0.436585607595252
530583.78694287,4984833.9525786,0.0835112755667996,0.392882933141625,0.0131331763122476,0.00143257115596388,0.438018178751216
528183.78694287,4984353.9525786,0.274090644791128,0.79295470884256,0.00315444145356662,0.00142952495473049,0.439447703705946
533463.78694287,4983393.9525786,0.163901291234760,0.677570208483106,0,0.00141689886000934,0.440864602565956
533463.78694287,4982433.9525786,0.134786386078022,0.719985736879942,0,0.00141122668579201,0.442275829251748
530103.78694287,4982193.9525786,0.422519440047701,0.374910251617541,0.00236583109017497,0.00140266351588507,0.443678492767633
532263.78694287,4985073.9525786,0.316896671005518,0.591301337167505,0,0.00140099600316122,0.445079488770794
531063.78694287,4982193.9525786,0.431441113195925,0.335370352264558,0.00157722072678331,0.00139923547054959,0.446478724241344
533703.78694287,4983633.9525786,0.307108049730512,0.862688713156003,0,0.00139400114935030,0.447872725390694
530583.78694287,4982433.9525786,0.395919054422268,0.340402703091301,0.0080494296769852,0.00139369339422358,0.449266418784918
530583.78694287,4983153.9525786,0.296625746632868,0.341480948957584,0.0219096147375505,0.00138785029470060,0.450654269079618
529143.78694287,4983633.9525786,0.216351652905047,0.257728368080518,0,0.00138702689739567,0.452041295977014
529143.78694287,4985793.9525786,0.274398947823411,0.762760603882099,0,0.00136488163750144,0.453406177614515
532503.78694287,4984353.9525786,0.107481836326853,0.381020848310568,0.00269248401749664,0.00135562369940932,0.454761801313925
532743.78694287,4984113.9525786,0.104061522486698,0.485621969805895,0.00601025235531628,0.00135220083269621,0.456114002146621
533703.78694287,4983393.9525786,0.239166077294037,0.78864126527678,0,0.00135043618087233,0.457464438327493
533223.78694287,4982433.9525786,0.135701429477839,0.598130841121495,0,0.00135034886885617,0.458814787196349
528663.78694287,4984833.9525786,0.213046644398966,0.563263953989935,0,0.00133778147637196,0.460152568672721
531543.78694287,4985553.9525786,0.307059954457476,0.551042530553559,0,0.00132439516640890,0.46147696383913
531063.78694287,4985793.9525786,0.406612853400058,0.712437095614666,0.00276013627187079,0.00132363244249685,0.462800596281627
529143.78694287,4984833.9525786,0.065379357632134,0.427390481667865,0.00607790376850606,0.00132268744418873,0.464123283725816
529623.78694287,4982433.9525786,0.340472603884248,0.262041811646298,0,0.00131992931670572,0.465443213042522
528903.78694287,4983873.9525786,0.224636988594638,0.319194823867721,0,0.00130823893710311,0.466751451979625
528423.78694287,4985073.9525786,0.196649239323928,0.662113587347232,0,0.00130118344279348,0.468052635422418
532743.78694287,4984353.9525786,0.133976782315245,0.393242271746945,0,0.00129465543221283,0.469347290854631
529623.78694287,4984353.9525786,0.0694545071128592,0.162832494608196,0.00552027254374159,0.00129379863397652,0.470641089488608
528903.78694287,4985793.9525786,0.188844856364700,0.710999281092739,0,0.00128002273332985,0.471921112221937
533223.78694287,4984353.9525786,0.242865713681440,0.629043853342919,0,0.00127964902272832,0.473200761244666
532743.78694287,4983873.9525786,0.104167578729804,0.427390481667865,0.00656788358008075,0.00127518674981484,0.47447594799448
529383.78694287,4984353.9525786,0.0670170633396247,0.216031631919482,0.00568359858681023,0.00127259412905578,0.475748542123536
532023.78694287,4981713.9525786,0.227267430066082,0.402947634795111,0,0.00127197370293474,0.477020515826471
532983.78694287,4982433.9525786,0.185684750283793,0.498202731847592,0,0.00126738476927667,0.478287900595748
528663.78694287,4983633.9525786,0.260245988823398,0.421998562185478,0.00174054761103634,0.0012666037526658,0.479554504348414
528183.78694287,4984593.9525786,0.258666244085977,0.705248023005032,0.00197152590847914,0.00126547467991736,0.480819979028331
528423.78694287,4985553.9525786,0.105950186862468,0.835370237239396,0.00712551564602961,0.00126107953207928,0.48208105856041
532263.78694287,4983633.9525786,0.211967583785973,0.180805176132279,0,0.00125625251895976,0.48333731107937
533223.78694287,4982193.9525786,0.161444732673524,0.597052595255212,0,0.00125326279969743,0.484590573879067
532743.78694287,4984833.9525786,0.228317510194040,0.645219381739756,0.00640455753701211,0.00125091278466711,0.485841486663734
531303.78694287,4985793.9525786,0.386361660421475,0.684399712437096,0.00331776833781965,0.00125037882461042,0.487091865488345
533943.78694287,4982913.9525786,0.20755515078793,0.82099209202013,0,0.00124941166751430,0.488341277155859
528663.78694287,4985793.9525786,0.121143976899470,0.713515571531273,0.000394305181695828,0.00124752114281908,0.489588798298678
532983.78694287,4984353.9525786,0.183786836817055,0.477713989935298,0,0.00123901877009627,0.490827817068774
531543.78694287,4985793.9525786,0.375368190896305,0.634435772825306,0.000394305181695828,0.00122793052542606,0.4920557475942
531783.78694287,4983873.9525786,0.207565016484963,0.554277498202732,0.0279956679004038,0.00122049591232131,0.493276243506522
528423.78694287,4984593.9525786,0.300633686052556,0.606398389647736,0.00157722072678331,0.00120642381355812,0.49448266732008
529863.78694287,4985553.9525786,0.366745571689396,0.514737598849748,0,0.00119564334624864,0.495678310666329
528663.78694287,4983393.9525786,0.300489400233447,0.390366642703091,0.00118291554508748,0.00119502881120455,0.496873339477533
528663.78694287,4985313.9525786,0.0775190978313348,0.622214349388929,0.00624123065275909,0.00119462428954686,0.49806796376708
532503.78694287,4981953.9525786,0.250004778697000,0.425952667145938,0,0.00118181084632340,0.499249774613403
528903.78694287,4985313.9525786,0.0651290155699197,0.526959022286125,0.00568359858681023,0.00117970516755053,0.500429479780954
533223.78694287,4984593.9525786,0.224088209197173,0.590582429906542,0,0.00117750641696002,0.501606986197914
529623.78694287,4982193.9525786,0.335915268461031,0.306614061826024,0.00410637786002692,0.00117364325717243,0.502780629455086
532983.78694287,4981953.9525786,0.197853470968028,0.533429187634795,0,0.00117018028591449,0.503950809741001
528903.78694287,4986033.9525786,0.238963830504859,0.756290438533429,0,0.0011691845823615,0.505119994323362
533703.78694287,4982193.9525786,0.179875704549505,0.731128684399712,0,0.00116384555815678,0.506283839881519
528423.78694287,4983153.9525786,0.352399614991173,0.482746340762042,0.000394305181695828,0.00115988769903779,0.507443727580557
532983.78694287,4982193.9525786,0.219955098746378,0.493889288281812,0,0.00115842173447507,0.508602149315032
531303.78694287,4982433.9525786,0.427375212806168,0.375629158878505,0.0135248906460296,0.00115481554165680,0.509756964856689
528663.78694287,4986033.9525786,0.164075174144968,0.79295470884256,0.00213485279273217,0.00115286038728607,0.510909825243975
531303.78694287,4982193.9525786,0.426643301407527,0.487419122933142,0.0159547106325707,0.00115173615415429,0.512061561398129
