"x","y","elkuse","Prob","CumProb"
529383.78694287,4982673.9525786,0.158457806340591,0.00134503520282908,0.32628478095574
531783.78694287,4985073.9525786,0.050199779428752,0.00133723056487706,0.327622011520617
532503.78694287,4982913.9525786,0.0808336078777004,0.00133068804921581,0.328952699569833
528903.78694287,4983393.9525786,0.100455811798549,0.00131581298789232,0.330268512557725
532023.78694287,4982673.9525786,0.166813648295827,0.00131423163428443,0.331582744192010
529623.78694287,4985073.9525786,0.058026676687678,0.00131071015543094,0.332893454347440
529623.78694287,4982433.9525786,0.181654221264903,0.00130841517766683,0.334201869525107
531303.78694287,4982193.9525786,0.204826975554382,0.00130552805185249,0.33550739757696
530583.78694287,4981953.9525786,0.182597125210750,0.00130253049393931,0.336809928070899
528903.78694287,4984593.9525786,0.0219815184482188,0.00130017488708618,0.338110102957985
532743.78694287,4983633.9525786,0.0470840259659199,0.00129694555067846,0.339407048508664
529143.78694287,4982913.9525786,0.144095277144917,0.00129515695338907,0.340702205462053
531543.78694287,4982433.9525786,0.224260651071231,0.00128970450162351,0.341991909963676
532743.78694287,4983873.9525786,0.0399898226092942,0.00128885557456788,0.343280765538244
529863.78694287,4982193.9525786,0.184783827694747,0.00128140154440233,0.344562167082646
530343.78694287,4981953.9525786,0.180413798659889,0.00128017607521834,0.345842343157865
530343.78694287,4985313.9525786,0.0789476253687767,0.00127437749296848,0.347116720650833
532503.78694287,4982673.9525786,0.0801049301717188,0.00127240976552658,0.34838913041636
529383.78694287,4985073.9525786,0.0368412993127319,0.00127222158654122,0.349661352002901
532263.78694287,4982433.9525786,0.104801103392315,0.00127120410171458,0.350932556104616
532743.78694287,4983393.9525786,0.0578488290376558,0.00127070859367656,0.352203264698292
531783.78694287,4982433.9525786,0.192489977138268,0.00127029552413070,0.353473560222423
532743.78694287,4983153.9525786,0.0546958821045687,0.00126958361448611,0.354743143836909
528903.78694287,4983153.9525786,0.112836755551193,0.00126033601609118,0.356003479853
532743.78694287,4984113.9525786,0.0354289951464297,0.00125190777255434,0.357255387625555
531543.78694287,4985313.9525786,0.0528475878147218,0.00125055810264945,0.358505945728204
530823.78694287,4981953.9525786,0.198410636289446,0.00124903317805528,0.359754978906259
530103.78694287,4981953.9525786,0.173580182418023,0.00124651017580247,0.361001489082062
532503.78694287,4984593.9525786,0.0389264618767614,0.00124186784047324,0.362243356922535
531063.78694287,4981953.9525786,0.194479973311270,0.00123304840003138,0.363476405322566
532743.78694287,4982913.9525786,0.0561035880171149,0.0012321934411174,0.364708598763684
529143.78694287,4985073.9525786,0.0123245161943673,0.00123217512392478,0.365940773887609
532503.78694287,4982433.9525786,0.074845633783878,0.00121203216348312,0.367152806051092
530583.78694287,4981713.9525786,0.155926525853605,0.00121169919303508,0.368364505244127
532023.78694287,4982433.9525786,0.168350658268109,0.00121158667698381,0.369576091921111
531543.78694287,4982193.9525786,0.206044668816463,0.00121047521317819,0.370786567134289
531783.78694287,4982193.9525786,0.172831278216089,0.00120928473157539,0.371995851865864
528903.78694287,4984833.9525786,0.0163136177392667,0.00120918541616693,0.373205037282031
530343.78694287,4981713.9525786,0.150060609204422,0.00120602664885280,0.374411063930884
529623.78694287,4982193.9525786,0.176766772270997,0.00119773178915707,0.375608795720041
529383.78694287,4982433.9525786,0.173533821543128,0.0011962623764466,0.376805058096487
532263.78694287,4982193.9525786,0.0983482400231768,0.00118947007037485,0.377994528166862
532263.78694287,4984833.9525786,0.0651217531304599,0.00118871692768570,0.379183245094548
532023.78694287,4982193.9525786,0.142145355626486,0.00118466252005584,0.380367907614604
529863.78694287,4981953.9525786,0.169288119976915,0.00118285452712620,0.38155076214173
528663.78694287,4983873.9525786,0.073743944569087,0.00118018307457428,0.382730945216304
532983.78694287,4983393.9525786,0.0298588800869743,0.00117985419617007,0.383910799412474
532743.78694287,4984353.9525786,0.0369104477363046,0.00117909574236300,0.385089895154837
532983.78694287,4983153.9525786,0.0271971314253768,0.00117829899590232,0.38626819415074
529143.78694287,4982673.9525786,0.160296060139641,0.00117756338702443,0.387445757537764
530823.78694287,4981713.9525786,0.167060964501012,0.00117642144387213,0.388622178981636
528663.78694287,4984113.9525786,0.0609127793885522,0.00117167164262885,0.389793850624265
528663.78694287,4983633.9525786,0.0863833218239721,0.00117031969918287,0.390964170323448
531783.78694287,4981953.9525786,0.143448087480183,0.00116851036231503,0.392132680685763
531303.78694287,4981953.9525786,0.19806827010472,0.00116776498833524,0.393300445674098
532023.78694287,4985073.9525786,0.0690505826277083,0.00116738525713648,0.394467830931235
530103.78694287,4985313.9525786,0.0993560433733021,0.00116514065082817,0.395632971582063
532743.78694287,4982673.9525786,0.0618771612538415,0.00116334781439935,0.396796319396462
531063.78694287,4981713.9525786,0.163844078558418,0.00116253920606017,0.397958858602522
532983.78694287,4983633.9525786,0.0328086016657652,0.00116218041943224,0.399121039021955
528663.78694287,4984353.9525786,0.0446084192728286,0.00115664762321365,0.400277686645168
530103.78694287,4981713.9525786,0.153985509813967,0.00114734904705872,0.401425035692227
532983.78694287,4982913.9525786,0.0316149764787243,0.00113725043459228,0.402562286126819
531543.78694287,4981953.9525786,0.185660406195593,0.00113201402273793,0.403694300149557
532023.78694287,4981953.9525786,0.120590022544278,0.0011309679733901,0.404825268122947
528903.78694287,4982913.9525786,0.143166837326392,0.00112971991495944,0.405954988037907
532983.78694287,4983873.9525786,0.0372057254743383,0.00112292457436893,0.407077912612276
528663.78694287,4983393.9525786,0.105624772872093,0.00112122211257613,0.408199134724852
531303.78694287,4981713.9525786,0.164170350854998,0.00111638294977943,0.409315517674631
529623.78694287,4981953.9525786,0.162609476527779,0.00111156651927541,0.410427084193907
531783.78694287,4981713.9525786,0.117562450783224,0.00110946296712399,0.411536547161031
531063.78694287,4985553.9525786,0.0772389375553095,0.00110685437357528,0.412643401534606
528903.78694287,4985073.9525786,0.0128966204496667,0.00110653532410838,0.413749936858714
531543.78694287,4981713.9525786,0.146806122351366,0.00110397099829404,0.414853907857008
532503.78694287,4982193.9525786,0.0819044771511767,0.00110214118775179,0.41595604904476
531783.78694287,4985313.9525786,0.0758984301739204,0.00110093989017022,0.41705698893493
532263.78694287,4981953.9525786,0.0917686627498993,0.00110018316104906,0.418157172095979
530583.78694287,4981473.9525786,0.138038620273472,0.00109878432764572,0.419255956423625
529383.78694287,4982193.9525786,0.172353612780021,0.00109465831615058,0.420350614739776
530823.78694287,4985553.9525786,0.0883959018255478,0.00109251911920952,0.421443133858985
529863.78694287,4981713.9525786,0.152494540584989,0.00108808103435892,0.422531214893344
532743.78694287,4982433.9525786,0.0662190478115978,0.00108637506132966,0.423617589954674
528663.78694287,4984593.9525786,0.0424469780816173,0.00108530489886098,0.424702894853535
530823.78694287,4981473.9525786,0.142680964880456,0.00108528695567634,0.425788181809211
529143.78694287,4982433.9525786,0.168141757853798,0.00107619094675003,0.426864372755961
532743.78694287,4984593.9525786,0.0453824683560618,0.00107572753560488,0.427940100291566
530343.78694287,4981473.9525786,0.139517075267544,0.00107497338412567,0.429015073675692
530583.78694287,4985553.9525786,0.0951773075152716,0.00107316678590187,0.430088240461594
531063.78694287,4981473.9525786,0.140512335279892,0.00107190139593908,0.431160141857533
528663.78694287,4983153.9525786,0.120057789223446,0.00106929150071696,0.43222943335825
529143.78694287,4985313.9525786,0.0242683348114633,0.00106636804437586,0.433295801402626
532983.78694287,4982673.9525786,0.0416921077909491,0.00106548714972054,0.434361288552346
532983.78694287,4984113.9525786,0.0441975449277112,0.00106173416730710,0.435423022719653
532023.78694287,4981713.9525786,0.103894490727696,0.00105609351289189,0.436479116232545
531303.78694287,4985553.9525786,0.0830890513450647,0.00105513909148795,0.437534255324033
532503.78694287,4984833.9525786,0.0688925540334324,0.00105110464476588,0.438585359968799
529863.78694287,4985313.9525786,0.119615512879576,0.00104858232362203,0.439633942292421
529383.78694287,4985313.9525786,0.064858604962975,0.00104805138780124,0.440681993680222
531303.78694287,4981473.9525786,0.137819795779851,0.00104190583324569,0.441723899513468
529623.78694287,4985313.9525786,0.0969775820665263,0.00104186549921083,0.442765765012679
528903.78694287,4982673.9525786,0.156711022867841,0.00104016634098228,0.443805931353661
528663.78694287,4984833.9525786,0.0302367226725146,0.00103357665445992,0.444839508008121
530103.78694287,4981473.9525786,0.144234272460988,0.00102475263806765,0.445864260646189
531543.78694287,4981473.9525786,0.124914214555935,0.00102389460951908,0.446888155255708
531783.78694287,4981473.9525786,0.103491415952240,0.00101436426707742,0.447902519522785
529383.78694287,4981953.9525786,0.163010543205074,0.00101174451889486,0.44891426404168
533223.78694287,4983393.9525786,0.0325058444896598,0.00100849646526349,0.449922760506943
529623.78694287,4981713.9525786,0.154164376064505,0.00100773680189214,0.450930497308835
532263.78694287,4985073.9525786,0.0898332635645335,0.00100284794504222,0.451933345253878
533223.78694287,4983153.9525786,0.0321151384347511,0.00100184520983711,0.452935190463715
532503.78694287,4981953.9525786,0.087281931198826,0.00099479360537331,0.453929984069088
528423.78694287,4983873.9525786,0.083632314654337,0.000994358757085587,0.454924342826174
529143.78694287,4982193.9525786,0.168203397736427,0.000989722846979896,0.455914065673154
532983.78694287,4984353.9525786,0.0513879041730087,0.00098955853221443,0.456903624205368
528903.78694287,4985313.9525786,0.0151232520738757,0.000989016243625873,0.457892640448994
532983.78694287,4982433.9525786,0.0504444472725969,0.000988061599208973,0.458880702048203
528423.78694287,4984113.9525786,0.0719081063084022,0.000987875007366833,0.45986857705557
528423.78694287,4983633.9525786,0.0961720145730535,0.000984038999289803,0.460852616054859
530583.78694287,4981233.9525786,0.124116068294790,0.00098400273989334,0.461836618794753
532263.78694287,4981713.9525786,0.0941713376460743,0.0009839843989233,0.462820603193676
530823.78694287,4981233.9525786,0.124563350332622,0.00098277055986703,0.463803373753543
531543.78694287,4985553.9525786,0.092135562655615,0.000982594175807113,0.46478596792935
533223.78694287,4982913.9525786,0.0321120244274606,0.000980260885178495,0.465766228814529
531063.78694287,4981233.9525786,0.121370357847836,0.000975012952340565,0.466741241766869
528423.78694287,4984353.9525786,0.0582893592092128,0.000972798584775107,0.467714040351644
529863.78694287,4981473.9525786,0.144571953083342,0.00097248958087951,0.468686529932524
528663.78694287,4985073.9525786,0.0196745920005093,0.00097004899040375,0.469656578922928
532743.78694287,4982193.9525786,0.0841192057007893,0.000965887964344417,0.470622466887272
533223.78694287,4983633.9525786,0.0474425733474078,0.000962975003275177,0.471585441890547
532023.78694287,4985313.9525786,0.0969506619100428,0.000962041772008285,0.472547483662556
530343.78694287,4981233.9525786,0.126575144556657,0.000961876791715642,0.473509360454271
528663.78694287,4982913.9525786,0.150208393587798,0.000961781876483517,0.474471142330755
531303.78694287,4981233.9525786,0.116067901901006,0.000957492436498013,0.475428634767253
528903.78694287,4982433.9525786,0.167207381049411,0.000950305720260116,0.476378940487513
528423.78694287,4983393.9525786,0.112167273086603,0.000950168623610413,0.477329109111123
532023.78694287,4981473.9525786,0.101150613761670,0.000943393755966773,0.47827250286709
532743.78694287,4984833.9525786,0.0671392515173823,0.00093645136982112,0.479208954236911
531543.78694287,4981233.9525786,0.1073640478039,0.000934805749563708,0.480143759986475
533223.78694287,4982673.9525786,0.0411461088117207,0.000923795470587072,0.481067555457062
533223.78694287,4983873.9525786,0.0561170044410488,0.000921725305297332,0.481989280762359
529383.78694287,4981713.9525786,0.157143229618042,0.000918021131000938,0.48290730189336
532983.78694287,4984593.9525786,0.056353960023847,0.000916058707250868,0.483823360600611
528423.78694287,4983153.9525786,0.123190509660580,0.000915166463213595,0.484738527063825
530103.78694287,4981233.9525786,0.133556486976155,0.000914505443793203,0.485653032507618
528423.78694287,4984593.9525786,0.0588304689059664,0.000911110669983474,0.486564143177601
529143.78694287,4981953.9525786,0.163987468408141,0.000909664181815626,0.487473807359417
531783.78694287,4981233.9525786,0.095034208694267,0.000909000358552695,0.48838280771797
532503.78694287,4985073.9525786,0.0915617413308751,0.000897776684812868,0.489280584402782
528663.78694287,4985313.9525786,0.0123224789933361,0.000894769987703692,0.490175354390486
529623.78694287,4981473.9525786,0.153016733415025,0.000890336270228762,0.491065690660715
530343.78694287,4985553.9525786,0.164788204824883,0.000878175597627584,0.491943866258343
528663.78694287,4982673.9525786,0.169258202224629,0.00087667193347241,0.492820538191815
528903.78694287,4982193.9525786,0.169678069357155,0.00087464937533845,0.493695187567153
531783.78694287,4985553.9525786,0.113901455015832,0.000872747993886742,0.49456793556104
532503.78694287,4981713.9525786,0.0996125269831278,0.000872683281620777,0.495440618842661
532983.78694287,4982193.9525786,0.0732719832959061,0.0008717341523479,0.496312352995009
530583.78694287,4980993.9525786,0.114900498401523,0.00086873365510154,0.49718108665011
529863.78694287,4981233.9525786,0.135528730397313,0.000868075375950143,0.49804916202606
533223.78694287,4984113.9525786,0.0662161666272822,0.000866980651212973,0.498916142677274
530823.78694287,4980993.9525786,0.115666922532326,0.00086691887612328,0.499783061553397
532263.78694287,4981473.9525786,0.0994551968577769,0.000866321153259049,0.500649382706656
528423.78694287,4984833.9525786,0.0497733641500539,0.000865365991065912,0.501514748697722
532743.78694287,4981953.9525786,0.0947237101542431,0.000865362818893424,0.502380111516615
533223.78694287,4982433.9525786,0.0502200932333201,0.00085935282066016,0.503239464337275
531063.78694287,4980993.9525786,0.116076108910874,0.000853149947598813,0.504092614284874
533463.78694287,4982913.9525786,0.0290745867928414,0.000851197552661363,0.504943811837535
531063.78694287,4985793.9525786,0.122337475383081,0.000847736833941122,0.505791548671477
529143.78694287,4985553.9525786,0.0662721605527678,0.000846532083969093,0.506638080755446
533463.78694287,4983153.9525786,0.0391203161063142,0.00084572058629829,0.507483801341744
532023.78694287,4981233.9525786,0.0959640745535137,0.000843066701207267,0.508326868042951
528183.78694287,4983873.9525786,0.0910566318866297,0.000841396865336586,0.509168264908288
532983.78694287,4984833.9525786,0.060283575298636,0.000840715564022174,0.51000898047231
528183.78694287,4984113.9525786,0.078875013703451,0.00083946097546493,0.510848441447775
