"x","y","slope240","forest240","wolfuse","Prob","CumProb"
529383.78694287,4983873.9525786,0.598849748382459,1,0.000611897103099924,0.00262898549981688,0.162581346613410
531303.78694287,4983153.9525786,0.451114421279655,1,0,0.00262609974520917,0.165207446358620
530583.78694287,4985313.9525786,0.710999281092739,1,0,0.00261496893588195,0.167822415294502
531303.78694287,4984353.9525786,0.537023723939612,1,0,0.00261340968244106,0.170435824976943
529623.78694287,4983633.9525786,0.536304816678648,1,0.00149316199688697,0.00261287412214694,0.173048699099090
529623.78694287,4984113.9525786,0.607117296908699,0.953125,0,0.00260616663244204,0.175654865731532
530823.78694287,4983873.9525786,0.420920316319195,1,0,0.00260591827727177,0.178260784008803
528903.78694287,4984833.9525786,0.80158159597412,1,0,0.00260003683810166,0.180860820846905
531063.78694287,4984353.9525786,0.510783723939612,1,0,0.00258864392102353,0.183449464767929
532023.78694287,4983153.9525786,0.576204284687275,1,0,0.00258536181863059,0.186034826586559
530103.78694287,4983873.9525786,0.461179122933142,1,0,0.00257863714745804,0.188613463734017
532263.78694287,4982193.9525786,0.715312724658519,1,0,0.00256958934170366,0.191183053075721
529863.78694287,4983633.9525786,0.471962731847592,1,0.000287467548642839,0.0025325876546001,0.193715640730321
530583.78694287,4984353.9525786,0.487419122933142,1,0,0.00252978111394234,0.196245421844263
530583.78694287,4982673.9525786,0.446441409058231,1,5.0868357280983e-05,0.00252889367242980,0.198774315516693
529863.78694287,4983873.9525786,0.487419122933142,1,5.76429047618362e-06,0.00252698797072459,0.201301303487418
530343.78694287,4982673.9525786,0.465492566498922,1,0.00290502029514716,0.00252134836287110,0.203822651850289
529143.78694287,4985313.9525786,0.85118619698059,0.96875,0,0.00251310850087903,0.206335760351168
531063.78694287,4985313.9525786,0.695902228612509,1,0,0.00250659528612428,0.208842355637292
531063.78694287,4985073.9525786,0.639108554996406,1,0,0.00249766149254386,0.211340017129836
530823.78694287,4982433.9525786,0.482746340762042,1,0,0.00249413814674112,0.213834155276577
529863.78694287,4984593.9525786,0.580517728253055,1,0,0.00248739249530866,0.216321547771886
531783.78694287,4985073.9525786,0.702372393961179,1,0,0.00248615732807142,0.218807705099957
531063.78694287,4985553.9525786,0.744428583752696,1,0,0.00246505203704687,0.221272757137004
529863.78694287,4982673.9525786,0.570453026599569,1,0.0279840705772922,0.00244022179450433,0.223712978931508
532743.78694287,4982193.9525786,0.782530668583753,1,0,0.00242313249875107,0.226136111430259
529383.78694287,4985313.9525786,0.768152523364486,1,0,0.00241231463843567,0.228548426068695
531543.78694287,4984113.9525786,0.488856937455068,1,0,0.00240636248860350,0.230954788557299
532023.78694287,4984833.9525786,0.673975672178289,1,4.65862828131277e-07,0.00240169923692152,0.23335648779422
530343.78694287,4983393.9525786,0.383896477354421,0.96875,2.63730865758293e-05,0.00240097946565094,0.235757467259871
529863.78694287,4983153.9525786,0.467289719626168,1,0.0098727215655557,0.00239066005442719,0.238148127314298
530343.78694287,4983633.9525786,0.364845549964055,1,0,0.00238279918444498,0.240530926498743
531303.78694287,4983633.9525786,0.393242271746945,1,0,0.00235615057006141,0.242887077068805
530583.78694287,4985553.9525786,0.711718188353702,1,0,0.00234544340672834,0.245232520475533
531783.78694287,4982913.9525786,0.489935413371675,1,0,0.00233550000234078,0.247568020477874
531783.78694287,4983633.9525786,0.530913127246585,0.921875,0,0.00231273689601437,0.249880757373888
528663.78694287,4984353.9525786,0.725377426312006,1,0,0.00230217912116153,0.252182936495050
532503.78694287,4982913.9525786,0.629762760603882,1,0,0.00229202539638484,0.254474961891434
529863.78694287,4985073.9525786,0.630481667864845,1,0,0.00228915899336775,0.256764120884802
532503.78694287,4982673.9525786,0.640187030913012,1,0,0.00225878055229866,0.259022901437101
532023.78694287,4981953.9525786,0.643781567217829,1,0,0.00225659806285894,0.26127949949996
530343.78694287,4984593.9525786,0.744069015097052,0.671875,0,0.00224996803112492,0.263529467531085
531303.78694287,4985313.9525786,0.653127361610352,1,0,0.00224988401261153,0.265779351543696
532023.78694287,4985073.9525786,0.681883652048886,1,2.27238189721829e-05,0.00224137196211199,0.268020723505808
528663.78694287,4985073.9525786,0.808770668583753,1,0,0.00223527744991030,0.270256000955719
532263.78694287,4982673.9525786,0.582314881380302,1,0,0.00223124364609315,0.272487244601812
530583.78694287,4983873.9525786,0.339324227174694,1,0,0.00223122313658849,0.2747184677384
529143.78694287,4984353.9525786,0.604601006470165,1,0,0.00222252299108987,0.27694099072949
532023.78694287,4983873.9525786,0.509345909417685,1,0,0.00222231074537827,0.279163301474868
532023.78694287,4982433.9525786,0.556074881380302,1,0,0.00220187575184841,0.281365177226717
530343.78694287,4985553.9525786,0.684399712437096,1,0,0.00219910576119108,0.283564282987908
532023.78694287,4982673.9525786,0.523005147375989,1,0,0.00218399816524827,0.285748281153156
532743.78694287,4982913.9525786,0.70848322070453,0.9375,0.000213414667509478,0.00217588310881270,0.287924164261969
529383.78694287,4984113.9525786,0.580158159597412,0.921875,0,0.00217058809646536,0.290094752358434
529623.78694287,4983873.9525786,0.443925348670022,1,0.000159956645130821,0.00214408356964668,0.292238835928081
532023.78694287,4984593.9525786,0.578001437814522,0.984375,0,0.00210711654444142,0.294345952472522
531303.78694287,4983873.9525786,0.355140186915888,1,0,0.00210624827960605,0.296452200752128
531063.78694287,4983873.9525786,0.326024557872034,1,0,0.00210589437449259,0.298558095126621
532503.78694287,4983873.9525786,0.592379583033789,1,0.00420653677964467,0.00209411445211626,0.300652209578737
529863.78694287,4982433.9525786,0.539180445722502,1,0.035437292386908,0.00207418664280553,0.302726396221543
528663.78694287,4984593.9525786,0.694464414090582,1,0,0.00205777434358063,0.304784170565123
530823.78694287,4983633.9525786,0.263838964773544,1,0,0.00205336536544805,0.306837535930571
531543.78694287,4985313.9525786,0.625089978432782,1,0,0.00205150629240454,0.308889042222976
530823.78694287,4985793.9525786,0.701294148094896,1,0,0.00205130712305614,0.310940349346032
530823.78694287,4982913.9525786,0.383896477354421,0.890625,0,0.00204882394782825,0.31298917329386
529863.78694287,4985313.9525786,0.635514018691589,0.984375,0,0.00204427131605434,0.315033444609915
531543.78694287,4985073.9525786,0.567577397555715,1,0,0.00203007050675737,0.317063515116672
530583.78694287,4983633.9525786,0.255571646297628,1,0,0.00202167947128559,0.319085194587958
532263.78694287,4982913.9525786,0.508627002156722,1,0,0.00201339901480833,0.321098593602766
532743.78694287,4982673.9525786,0.631560143781452,1,0,0.00200359752865682,0.323102191131423
528903.78694287,4985553.9525786,0.79475209202013,1,0,0.00199970386724115,0.325101894998664
530103.78694287,4985313.9525786,0.740115140186916,0.8125,0,0.00199839203307168,0.327100287031735
532023.78694287,4984353.9525786,0.664270309130122,0.796875,0,0.00199543381482309,0.329095720846559
530823.78694287,4983393.9525786,0.231847706685838,1,0,0.00199233459334785,0.331088055439906
532263.78694287,4984833.9525786,0.742271861969806,0.84375,0.000611696815411353,0.00198983286911097,0.333077888309017
529143.78694287,4985553.9525786,0.752336563623293,1,0,0.00198700434960540,0.335064892658623
529623.78694287,4983393.9525786,0.405463695183321,1,0.00852995892014554,0.00198560157425279,0.337050494232876
529863.78694287,4982193.9525786,0.570453026599569,0.984375,0.0366857715107682,0.00197811628018098,0.339028610513057
530343.78694287,4983873.9525786,0.284687275341481,1,0,0.00194713329989967,0.340975743812956
529623.78694287,4983153.9525786,0.437095614665708,1,0.0233354955572418,0.00193946120083507,0.342915205013791
530823.78694287,4982673.9525786,0.337886412652768,0.953125,0,0.00191583347872484,0.344831038492516
531303.78694287,4985553.9525786,0.624371071171819,1,0,0.00191358699407666,0.346744625486593
532743.78694287,4983633.9525786,0.611430740474479,1,0.0122172250291936,0.00191271893299122,0.348657344419584
532503.78694287,4982193.9525786,0.603882099209202,1,0,0.00189940352056257,0.350556747940147
529623.78694287,4982913.9525786,0.469446441409058,1,0.0360486162006966,0.00188070956583965,0.352437457505986
528903.78694287,4984113.9525786,0.541696736161035,1,0,0.00187845279577122,0.354315910301757
529383.78694287,4984833.9525786,0.594176966211359,0.9375,0,0.00187755463620748,0.356193464937965
532023.78694287,4983633.9525786,0.407261078360891,1,0,0.00187618272492165,0.358069647662887
530583.78694287,4982913.9525786,0.248382573687994,1,3.98353638079715e-06,0.00186870624481285,0.359938353907699
531783.78694287,4984353.9525786,0.811286959022286,0.515625,0,0.00186484629674583,0.361803200204445
531063.78694287,4983633.9525786,0.236161150251618,1,0,0.00186424387740668,0.363667444081852
530103.78694287,4982433.9525786,0.409777138749101,1,0.0190083167626828,0.00185910227516660,0.365526546357018
532503.78694287,4982433.9525786,0.560388324946082,1,0,0.00185205913249912,0.367378605489518
532263.78694287,4981953.9525786,0.580158159597412,1,0,0.00184936564070672,0.369227971130224
531783.78694287,4981953.9525786,0.502875744069015,1,0,0.00184824825180948,0.371076219382034
531783.78694287,4982193.9525786,0.532710280373832,0.90625,0,0.00184006881576533,0.372916288197799
529623.78694287,4985313.9525786,0.593098490294752,1,0,0.00183636082984212,0.374752649027641
529143.78694287,4985793.9525786,0.762760603882099,1,0,0.00183385746140555,0.376586506489047
532743.78694287,4982433.9525786,0.607476635514019,1,0,0.00183256658639153,0.378419073075438
529383.78694287,4985553.9525786,0.668943321351546,1,0,0.00181113255725550,0.380230205632694
532503.78694287,4983153.9525786,0.494967764198418,1,6.02196829090239e-05,0.00181087115620282,0.382041076788897
530103.78694287,4985073.9525786,0.683680805176132,0.75,0,0.00180815409091938,0.383849230879816
530343.78694287,4982433.9525786,0.370956146657081,0.953125,0.00439323917460162,0.00179912648819878,0.385648357368015
531063.78694287,4983393.9525786,0.207404744787922,1,0,0.00179842139682135,0.387446778764836
528663.78694287,4984113.9525786,0.667505506829619,0.875,0,0.00178032753515957,0.389227106299996
532023.78694287,4983393.9525786,0.373112868439971,1,0,0.00177251850504870,0.390999624805044
531063.78694287,4983153.9525786,0.322789360172538,0.859375,0,0.00177222900950789,0.392771853814552
531063.78694287,4982433.9525786,0.524083393242272,0.734375,0,0.00176571010620963,0.394537563920762
530343.78694287,4983153.9525786,0.252696017253774,0.9375,0.000457631306506398,0.00174266717368047,0.396280231094442
532263.78694287,4985073.9525786,0.591301337167505,1,0.00146793813111860,0.00173959342842558,0.398019824522868
530583.78694287,4983393.9525786,0.246944759166068,0.890625,0,0.00173755318259401,0.399757377705462
531303.78694287,4983393.9525786,0.222861250898634,1,0,0.00172701783490407,0.401484395540366
532263.78694287,4983873.9525786,0.425233759884975,1,0.000179974686861502,0.00171939988708131,0.403203795427447
531783.78694287,4981713.9525786,0.535945478073329,0.96875,0,0.00171757099541453,0.404921366422862
530103.78694287,4984833.9525786,0.406542171099928,1,0,0.00171672521766012,0.406638091640522
532263.78694287,4984593.9525786,0.611430740474479,0.859375,0.000361138284898078,0.00170724097419149,0.408345332614714
532263.78694287,4983153.9525786,0.402588066139468,1,0,0.00168426122763361,0.410029593842347
531543.78694287,4984593.9525786,0.598130841121495,0.71875,0,0.00167827961862403,0.411707873460971
533703.78694287,4983153.9525786,0.809130237239396,1,0.0197551911372338,0.00167713738981896,0.41338501085079
532263.78694287,4983393.9525786,0.390366642703091,1,1.29212484935227e-06,0.00165912291823827,0.415044133769028
531543.78694287,4985793.9525786,0.634435772825306,0.984375,0,0.00164694953424104,0.416691083303270
529143.78694287,4983873.9525786,0.402588066139468,1,0.00100099783873601,0.00164132366765853,0.418332406970928
531063.78694287,4982913.9525786,0.507548526240115,0.609375,0,0.00163927778604994,0.419971684756978
533223.78694287,4983873.9525786,0.777857656362329,1,0.0586515642166102,0.00163510232553647,0.421606787082514
531063.78694287,4985793.9525786,0.712437095614666,0.84375,0,0.00163405075966350,0.423240837842178
533463.78694287,4982433.9525786,0.719985736879942,1,0,0.00163121813423085,0.424872055976409
532743.78694287,4983393.9525786,0.642703091301222,0.828125,0.00513909267229277,0.00162978069247306,0.426501836668882
529383.78694287,4983153.9525786,0.429187634795111,1,0.0383693400009503,0.00161766445498127,0.428119501123863
529383.78694287,4983633.9525786,0.336089259525521,1,0.00368229779366768,0.00160995875387853,0.429729459877742
529143.78694287,4983393.9525786,0.427030913012221,1,0.0204083579433291,0.00160955812291834,0.43133901800066
531543.78694287,4985553.9525786,0.551042530553559,1,0,0.00160502050018306,0.432944038500843
528903.78694287,4983393.9525786,0.487059784327822,1,0.0234553729944233,0.00160216208885893,0.434546200589702
528903.78694287,4985073.9525786,0.621135873472322,0.953125,0,0.00159235077077699,0.436138551360479
532983.78694287,4984113.9525786,0.679008023005032,1,0.0433981088580146,0.00159128696023054,0.43772983832071
529143.78694287,4983153.9525786,0.517253889288282,0.96875,0.0462318556776736,0.00159116621372160,0.439321004534431
529623.78694287,4984593.9525786,0.374191344356578,1,0,0.00157658213555611,0.440897586669987
533943.78694287,4982913.9525786,0.82099209202013,1,0.00950035349121168,0.00156836948782150,0.442465956157809
531783.78694287,4985313.9525786,0.644859813084112,0.828125,0,0.00156087592073155,0.444026832078540
532503.78694287,4983393.9525786,0.413371675053918,1,0.000734321476858925,0.00155673972011295,0.445583571798653
528903.78694287,4985793.9525786,0.710999281092739,1,0,0.00154787186512426,0.447131443663778
533463.78694287,4983633.9525786,0.819554277498203,1,0.0656915684786631,0.00154229913096608,0.448673742794744
529863.78694287,4985793.9525786,0.586628324946082,1,0,0.00154014820321969,0.450213890997963
531063.78694287,4982193.9525786,0.335370352264558,0.9375,0,0.00153724616484232,0.451751137162806
528423.78694287,4985073.9525786,0.662113587347232,1,0,0.00153647448990456,0.45328761165271
529623.78694287,4982673.9525786,0.432422832494608,1,0.0540349473938842,0.00153126265252462,0.454818874305235
528903.78694287,4986033.9525786,0.756290438533429,1,0,0.00152324520077697,0.456342119506012
528663.78694287,4984833.9525786,0.563263953989935,1,0,0.00150493773015778,0.457847057236170
529863.78694287,4985553.9525786,0.514737598849748,1,0,0.00149826827314936,0.459345325509319
532983.78694287,4982673.9525786,0.558231603163192,0.96875,7.8488223919044e-06,0.00149113994348219,0.460836465452801
533463.78694287,4983873.9525786,0.850107951114306,1,0.0825038408871981,0.00148131858250486,0.462317784035306
529143.78694287,4984593.9525786,0.415169058231488,1,0,0.00145775346116843,0.463775537496474
527703.78694287,4985553.9525786,0.875988612508986,1,0,0.00145657478962051,0.465232112286095
533223.78694287,4982433.9525786,0.598130841121495,1,0,0.00145061549095005,0.466682727777045
532743.78694287,4983153.9525786,0.630122329259526,0.75,0.00118365128343948,0.00143143452445291,0.468114162301498
528423.78694287,4984593.9525786,0.606398389647736,0.9375,0,0.00142844093885745,0.469542603240355
532503.78694287,4983633.9525786,0.375988497483825,1,0.00253755718134315,0.00142742719076120,0.470970030431117
533703.78694287,4983393.9525786,0.78864126527678,1,0.0457301861336413,0.00142614299909099,0.472396173430208
533223.78694287,4983633.9525786,0.660675772825306,1,0.0455602655719718,0.00141862512398758,0.473814798554195
532503.78694287,4984113.9525786,0.597411933860532,0.765625,0.00631853805826054,0.00141777076618904,0.475232569320384
533703.78694287,4982193.9525786,0.731128684399712,1,0,0.00141714281136585,0.47664971213175
533703.78694287,4983633.9525786,0.862688713156003,1,0.0748546078407375,0.00141528574700971,0.47806499787876
533223.78694287,4984113.9525786,0.763479511143063,1,0.0783590664376293,0.00140452796949366,0.479469525848254
528663.78694287,4985793.9525786,0.713515571531273,0.984375,0,0.00140420075332777,0.480873726601581
530343.78694287,4985793.9525786,0.503594651329978,1,0,0.00139172763038062,0.482265454231962
529383.78694287,4983393.9525786,0.284687275341481,1,0.0160760603656438,0.00138440453568908,0.483649858767651
530103.78694287,4982193.9525786,0.374910251617541,0.90625,0.0198069621210049,0.00138392200803304,0.485033780775684
533223.78694287,4982193.9525786,0.597052595255212,1,0,0.00137982642845841,0.486413607204142
532983.78694287,4983873.9525786,0.595974119338605,0.953125,0.0321406304670548,0.00137716282007401,0.487790770024216
533463.78694287,4983393.9525786,0.677570208483106,1,0.0389933203839879,0.00134965369108069,0.489140423715297
528663.78694287,4986033.9525786,0.79295470884256,0.921875,0,0.00134558447979831,0.490486008195095
530103.78694287,4985553.9525786,0.439252336448598,1,0,0.00134545382350322,0.491831462018599
532263.78694287,4984353.9525786,0.490654320632638,0.8125,0.000416417686943575,0.00134256975716379,0.493174031775762
531543.78694287,4984833.9525786,0.474838360891445,0.78125,0,0.00133969453359776,0.49451372630936
532983.78694287,4982433.9525786,0.498202731847592,1,0,0.00133920789774665,0.495852934207107
530583.78694287,4982433.9525786,0.340402703091301,0.765625,0.000115057285734650,0.00133233828297802,0.497185272490085
529623.78694287,4985553.9525786,0.475197699496765,1,0,0.00132583293645680,0.498511105426542
533463.78694287,4982193.9525786,0.631919482386772,1,0,0.00131805704008293,0.499829162466625
532023.78694287,4981713.9525786,0.402947634795111,1,0,0.00131102092482506,0.50114018339145
527943.78694287,4985553.9525786,0.759166067577283,1,0,0.00129602809699924,0.502436211488449
529383.78694287,4985793.9525786,0.542056074766355,1,0,0.00128271499899027,0.503718926487439
532983.78694287,4981953.9525786,0.533429187634795,1,0,0.00128170264141467,0.505000629128854
532503.78694287,4981953.9525786,0.425952667145938,1,0,0.00126538379551396,0.506266012924368
528903.78694287,4983873.9525786,0.319194823867721,1,0.00133756826844022,0.00126352815992748,0.507529541084295
532983.78694287,4982193.9525786,0.493889288281812,1,0,0.00126248715519942,0.508792028239495
529383.78694287,4982913.9525786,0.356578001437815,1,0.0556356578320262,0.00126028223022323,0.510052310469718
528663.78694287,4983633.9525786,0.421998562185478,0.9375,0.00546551624835673,0.00125508593214165,0.51130739640186
528423.78694287,4984353.9525786,0.459741308411215,1,0,0.00124902005512704,0.512556416456987
529143.78694287,4983633.9525786,0.257728368080518,1,0.00517779528035237,0.00124803918283020,0.513804455639817
529143.78694287,4985073.9525786,0.586268986340762,0.78125,0,0.00124618665614784,0.515050642295965
531783.78694287,4985793.9525786,0.488497598849748,1,0,0.00122201199326892,0.516272654289234
530823.78694287,4983153.9525786,0.340762041696621,0.5625,0,0.00122044420604611,0.51749309849528
528183.78694287,4985793.9525786,0.714953386053199,1,0,0.00120786335866479,0.518700961853944
531783.78694287,4984113.9525786,0.733285406182602,0.28125,0,0.00119536530241158,0.519896327156356
528423.78694287,4983393.9525786,0.431344356578001,1,0.0171946620667213,0.00119187704647786,0.521088204202834
531783.78694287,4984593.9525786,0.409777138749101,0.765625,0,0.00118178938802817,0.522269993590862
533223.78694287,4981953.9525786,0.545650611071172,1,0,0.00118173634929293,0.523451729940155
532503.78694287,4984833.9525786,0.648454349388929,0.703125,0.0112758080981885,0.00117035566707744,0.524622085607232
531783.78694287,4986033.9525786,0.523005147375989,1,0,0.00116765291753662,0.525789738524769
533943.78694287,4983153.9525786,0.689791631919482,1,0.0216471898528584,0.00116718539081145,0.526956923915580
530583.78694287,4985793.9525786,0.392882933141625,1,0,0.00114031446212464,0.528097238377705
528423.78694287,4983153.9525786,0.482746340762042,0.984375,0.0404431743078844,0.00113703451768827,0.529234272895393
531063.78694287,4982673.9525786,0.546369518332135,0.359375,0,0.00112884694874317,0.530363119844137
528663.78694287,4983393.9525786,0.390366642703091,0.953125,0.0211988175682972,0.00112637700281856,0.531489496846955
527463.78694287,4985793.9525786,0.83824586628325,1,0,0.00112272282621877,0.532612219673174
528183.78694287,4983633.9525786,0.423436376707405,1,0.00178118678014862,0.00112210258003617,0.53373432225321
529863.78694287,4986033.9525786,0.472681639108555,1,0,0.0011065508323637,0.534840873085574
532263.78694287,4983633.9525786,0.180805176132279,1,6.75537832198946e-05,0.00110478468604990,0.535945657771624
532503.78694287,4984353.9525786,0.381020848310568,0.90625,0.0073974839489072,0.00110423056379923,0.537049888335423
529143.78694287,4986033.9525786,0.548526240115025,1,0,0.00109757985887139,0.538147468194294
530583.78694287,4983153.9525786,0.341480948957584,0.484375,0,0.00108574790013550,0.53923321609443
533943.78694287,4983393.9525786,0.719266829618979,1,0.0490931186564166,0.00108336457432346,0.540316580668753
531303.78694287,4982433.9525786,0.375629158878505,0.625,0,0.00108316709800977,0.541399747766763
533703.78694287,4982913.9525786,0.557153127246585,1,0.00847643847885028,0.00108101608234682,0.54248076384911
528423.78694287,4985313.9525786,0.627246700215672,0.859375,0,0.00107637159340265,0.543557135442512
532023.78694287,4985793.9525786,0.447160316319195,1,4.22050220230064e-05,0.00107001373714791,0.54462714917966
532743.78694287,4984353.9525786,0.393242271746945,1,0.0300743771427255,0.00105347126529404,0.545680620444954
530103.78694287,4985793.9525786,0.368440086268871,1,0,0.00105158108918764,0.546732201534142
529863.78694287,4984353.9525786,0.272825420560748,0.765625,0,0.00104749486162511,0.547779696395767
531783.78694287,4982673.9525786,0.190869877785766,0.875,0,0.00104402272845875,0.548823719124226
529383.78694287,4980993.9525786,0.455068296189791,1,0.00853027569434745,0.00103541810015625,0.549859137224382
533463.78694287,4981953.9525786,0.530553558590942,1,0,0.00102924280166268,0.550888380026045
531783.78694287,4983873.9525786,0.554277498202732,0.375,0,0.00102533749876380,0.551913717524809
531303.78694287,4984833.9525786,0.297627606038821,0.796875,0,0.00102497800324444,0.552938695528053
528903.78694287,4983633.9525786,0.209202012940331,1,0.00630934080728466,0.00102063371092942,0.553959329238983
528663.78694287,4985313.9525786,0.622214349388929,0.765625,0,0.00101404027376726,0.55497336951275
528423.78694287,4984113.9525786,0.681524083393242,0.546875,0,0.00099733648962595,0.555970706002376
530343.78694287,4986033.9525786,0.389647735442128,1,0,0.000996533656028285,0.556967239658404
533463.78694287,4983153.9525786,0.459022401150252,1,0.0160961899262924,0.000991352854693753,0.557958592513098
528183.78694287,4983393.9525786,0.437095614665708,0.921875,0.0096582366332086,0.000989114734480735,0.558947707247578
529623.78694287,4982433.9525786,0.262041811646298,1,0.0651807196821891,0.000986603736665257,0.559934310984244
532983.78694287,4984353.9525786,0.477713989935298,1,0.0557855352260112,0.000980281723742571,0.560914592707986
531063.78694287,4984833.9525786,0.291876347951114,0.75,0,0.00097485054363571,0.561889443251622
529143.78694287,4984833.9525786,0.427390481667865,0.765625,0,0.000973974289179793,0.562863417540802
532263.78694287,4985793.9525786,0.435657800143781,1,0.00192799938373019,0.000973955619732086,0.563837373160534
533943.78694287,4982193.9525786,0.596333687994249,1,0,0.000972094327022833,0.564809467487557
532743.78694287,4984113.9525786,0.485621969805895,0.78125,0.0239725716737629,0.00096952470430868,0.565778992191865
530103.78694287,4980513.9525786,0.455068296189791,1,0.00126954820799394,0.000967154019144183,0.56674614621101
532023.78694287,4985313.9525786,0.572609748382459,0.640625,4.77114431800674e-05,0.000963175764764034,0.567709321975774
528423.78694287,4984833.9525786,0.392523364485981,0.984375,0,0.000961564395534152,0.568670886371308
532743.78694287,4981953.9525786,0.330338001437814,1,0,0.000961261565035062,0.569632147936343
529143.78694287,4986273.9525786,0.536664385334292,1,0,0.000961039616279883,0.570593187552623
530103.78694287,4986033.9525786,0.380661509705248,1,0,0.000958776252800134,0.571551963805423
529623.78694287,4980993.9525786,0.374550682961898,1,0.00405953123177648,0.000958165704654008,0.572510129510077
529623.78694287,4985793.9525786,0.359453630481668,1,0,0.000956141002943607,0.57346627051302
