"x","y","descape240","rghasp240","elkuse","wolfuse","Prob","CumProb"
532263.78694287,4984113.9525786,0,0.958683855788045,0.0411782092793977,0.000377215223592191,0.00490532525355155,0.00490532525355155
530103.78694287,4984353.9525786,0.000788610363391655,0.913909873374123,0.0311251751450846,0,0.00442309020178541,0.00932841545533696
532023.78694287,4984113.9525786,0,0.855791668576837,0.0430862226623301,0,0.00413105867059962,0.0134594741259366
530343.78694287,4984353.9525786,0.00118291554508748,0.822730481181196,0.0367430480172852,0,0.00372001890139175,0.0171794930273283
531543.78694287,4984353.9525786,0,0.774644405786655,0.040752637983984,0,0.00366086536780689,0.0208403583951352
531543.78694287,4983873.9525786,0,0.805100561478213,0.112211829583442,0,0.00364613362200235,0.0244864920171376
531303.78694287,4984593.9525786,0,0.759384487205582,0.0223914323985643,0,0.00353099572050559,0.0280174877376432
530343.78694287,4984113.9525786,0,0.780380990219688,0.0739236548029091,0,0.00331492102066548,0.0313324087583087
531543.78694287,4984113.9525786,0,0.74293168994348,0.084509678932723,0,0.00323597880538795,0.0345683875636966
531303.78694287,4984353.9525786,0,0.712874035825607,0.0462261606116895,0,0.00321078040992779,0.0377791679736244
531783.78694287,4984113.9525786,0.0115305265814266,0.848064545805402,0.0550392086840665,0,0.00318411951496260,0.040963287488587
531783.78694287,4984353.9525786,0.00775079912516824,0.802072737330222,0.0288215955276406,0,0.00317293892788110,0.0441362264164681
530823.78694287,4984593.9525786,0.000788610363391655,0.73184848802102,0.0291616916883604,0,0.00315787813423957,0.0472941045507077
532023.78694287,4983873.9525786,0,0.752397251210987,0.0658096868158178,0,0.00313600079035929,0.0504301053410669
530343.78694287,4984593.9525786,0.00814510430686407,0.829277198961719,0.0325617511065298,0,0.00303929423890824,0.0534693995799752
531303.78694287,4984113.9525786,0,0.706339135225193,0.0950486728215884,0,0.00299949358666577,0.0564688931666409
531783.78694287,4984833.9525786,0,0.756728247721026,0.0325648069080765,0,0.00298684953231765,0.0594557426989586
531783.78694287,4983393.9525786,0,0.748634135856198,0.110109292604904,0,0.0029701540945442,0.0624258967935028
531063.78694287,4984593.9525786,0.00197152590847914,0.707235271383478,0.0276892609887664,0,0.00294879666672146,0.0653746934602242
530583.78694287,4984593.9525786,0.000788610363391655,0.713375609470243,0.0278776729812788,0,0.00292941873664752,0.0683041121968718
530823.78694287,4985313.9525786,0,0.800357276684363,0.0315037161995499,0,0.00292684015038852,0.0712309523472603
530823.78694287,4985073.9525786,0,0.750697546805274,0.0223825851255146,0,0.00290777288755671,0.074138725234817
532023.78694287,4984353.9525786,0.00545262028936743,0.761608743106144,0.0230083841794216,0,0.00290550831666508,0.077044233551482
531063.78694287,4984113.9525786,0,0.700946562035341,0.108720503559076,0,0.00288961895810472,0.0799338525095868
530103.78694287,4984593.9525786,0.00252915797442799,0.763999096038242,0.0322143792278415,0,0.00280646834891041,0.0827403208584972
529623.78694287,4984833.9525786,0,0.821471951499562,0.0297462810756937,0,0.00280123641026708,0.0855415572687643
531783.78694287,4983153.9525786,0,0.754567673291052,0.126270088253673,0,0.00278778136157137,0.0883293386303357
532023.78694287,4983153.9525786,0,0.77353621689641,0.119967512114893,0,0.00277711060768214,0.0911064492380178
529863.78694287,4984113.9525786,0,0.744998383442587,0.0484454874150582,0,0.00277562917587018,0.093882078413888
531543.78694287,4983393.9525786,0,0.725092343548561,0.142658788492088,0,0.00275790489064379,0.0966399833045318
529863.78694287,4984833.9525786,0,0.793022090386551,0.0403572172638317,0,0.00275415766877214,0.099394140973304
532743.78694287,4982193.9525786,0,0.924443576421503,0.0841192057007893,0,0.00274489736196725,0.102139038335271
531543.78694287,4983633.9525786,0,0.699194336829142,0.133804385238778,0,0.00271229457886752,0.104851332914139
529623.78694287,4985073.9525786,0,0.85719069139977,0.058026676687678,0,0.00267664274337015,0.107527975657509
531063.78694287,4984353.9525786,0,0.634392203660066,0.048876122610178,0,0.00266121872276095,0.110189194380270
530583.78694287,4984113.9525786,0,0.677811805931467,0.089796652151716,0,0.00266090373026569,0.112850098110535
532263.78694287,4983873.9525786,0,0.710880214937174,0.0607496286888265,0.000179974686861502,0.00265235616334634,0.115502454273882
531303.78694287,4983873.9525786,0,0.660589578942252,0.124701676282639,0,0.00262801353499905,0.118130467808881
531783.78694287,4983633.9525786,0.00197152590847914,0.689045348645318,0.0931677833152427,0,0.00260382092832506,0.120734288737206
530343.78694287,4984833.9525786,0,0.704160835025056,0.0273546943737027,0,0.00259919060644015,0.123333479343646
530823.78694287,4984113.9525786,0,0.652859173620787,0.0957920474778664,0,0.00259190889332713,0.125925388236973
531303.78694287,4985073.9525786,0,0.70476810678067,0.0285044033270857,0,0.00259064319719901,0.128516031434172
531783.78694287,4985073.9525786,0,0.74391054636253,0.050199779428752,0,0.00256670568717397,0.131082737121346
530823.78694287,4984353.9525786,0,0.620554023148136,0.0437194720514368,0,0.00255743414043472,0.133640171261781
532023.78694287,4983633.9525786,0,0.681093699451807,0.09215474144818,0,0.0024987044455431,0.136138875707324
530823.78694287,4983873.9525786,0,0.65041695639821,0.126488417998472,0,0.00249677219139899,0.138635647898723
532263.78694287,4982913.9525786,0,0.761585108745926,0.107466344398537,0,0.00246936137140491,0.141105009270128
530103.78694287,4983633.9525786,0,0.703984233833423,0.102834098488094,3.33702399276603e-05,0.00246586111657269,0.143570870386701
531063.78694287,4983873.9525786,0,0.645682862744444,0.142426896808996,0,0.00246214507388392,0.146033015460584
530583.78694287,4983873.9525786,0,0.654659980567435,0.117638991336253,0,0.00243495058907902,0.148467966049664
530343.78694287,4983393.9525786,0.000788610363391655,0.704054480404072,0.126677441151294,2.63730865758293e-05,0.00242924507264473,0.150897211122308
529863.78694287,4983633.9525786,0,0.712393470501164,0.083517038178844,0.000287467548642839,0.00241801144406515,0.153315222566373
529863.78694287,4983393.9525786,0,0.738778607645087,0.100391319834476,0.00287628455538581,0.0024126665780685,0.155727889144442
530103.78694287,4984113.9525786,0,0.658336436601423,0.0594843813341037,0,0.00238381844499247,0.158111707589434
530103.78694287,4984833.9525786,0,0.693609406207511,0.0338230113678058,0,0.00235900756270537,0.160470715152140
529383.78694287,4983873.9525786,0,0.733428707605628,0.0387979144916938,0.000611897103099924,0.00233773438751400,0.162808449539654
532023.78694287,4983393.9525786,0,0.676450860688885,0.110680378259688,0,0.00232949899383592,0.165137948533490
529863.78694287,4983873.9525786,0,0.677208473235889,0.06356707771495,5.76429047618362e-06,0.00232439066594893,0.167462339199439
532023.78694287,4984593.9525786,0.000394305181695828,0.639255629785026,0.0270604061333127,0,0.00230109977581669,0.169763438975255
530343.78694287,4982913.9525786,0,0.713451764630948,0.128686383293885,0.00120005082786058,0.00229357445631856,0.172057013431574
532503.78694287,4982193.9525786,0,0.815756375386723,0.0819044771511767,0,0.00229058289125470,0.174347596322829
529623.78694287,4984113.9525786,0.00118291554508748,0.696246606901891,0.0315517068352702,0,0.00228931683439427,0.176636913157223
532743.78694287,4982673.9525786,0,0.773260482693861,0.0618771612538415,0,0.00228772686355758,0.178924640020780
529383.78694287,4984113.9525786,0.00197152590847914,0.739037929097484,0.0289212146580654,0,0.00228085928935316,0.181205499310133
532503.78694287,4983873.9525786,0,0.685737851234741,0.0546457087534579,0.00420653677964467,0.00227882447167805,0.183484323781812
532503.78694287,4982673.9525786,0,0.755520269309858,0.0801049301717188,0,0.00227877468885976,0.185763098470671
531303.78694287,4983633.9525786,0,0.619914385449223,0.153962809573905,0,0.00225277706043185,0.188015875531103
531303.78694287,4983153.9525786,0,0.691257130855765,0.188537632520546,0,0.00224984016809968,0.190265715699203
529863.78694287,4985073.9525786,0,0.769639173500383,0.0737334384323405,0,0.00224927796255177,0.192514993661755
530583.78694287,4984353.9525786,0,0.581240694011696,0.0415752597603749,0,0.00224921900342564,0.19476421266518
529623.78694287,4983633.9525786,0,0.694230464673252,0.0591357289290529,0.00149316199688697,0.00222819437739634,0.196992407042577
532263.78694287,4983393.9525786,0,0.683341589712588,0.105962744523166,1.29212484935227e-06,0.00221497960676946,0.199207386649346
531543.78694287,4985313.9525786,0,0.70815175935195,0.0528475878147218,0,0.00221360691390172,0.201420993563248
530583.78694287,4985313.9525786,0,0.696451438023785,0.035851423331681,0,0.00220689658357029,0.203627890146818
531543.78694287,4983153.9525786,0,0.674921192374744,0.166629136088146,0,0.00220651259452412,0.205834402741342
532263.78694287,4982433.9525786,0,0.761895637978797,0.104801103392315,0,0.00219718770775268,0.208031590449095
532743.78694287,4982913.9525786,0.00174054761103634,0.746800503409247,0.0561035880171149,0.000213414667509478,0.00218782096768603,0.210219411416781
530823.78694287,4985553.9525786,0,0.772091894883058,0.0883959018255478,0,0.00217643033965761,0.212395841756438
531543.78694287,4985073.9525786,0,0.64242000801428,0.0326177159291435,0,0.00217002616426327,0.214565867920702
530343.78694287,4983633.9525786,0,0.641121431222275,0.126406377002659,0,0.00216946114017873,0.216735329060880
529383.78694287,4985073.9525786,0,0.781490492129945,0.0368412993127319,0,0.00216859360005211,0.218903922660933
531063.78694287,4985073.9525786,0,0.624562935849197,0.0246061027424332,0,0.0021667687426085,0.221070691403541
531543.78694287,4984593.9525786,0.00726081931359354,0.634784140133689,0.0190320005895311,0,0.00216160235619083,0.223232293759732
532263.78694287,4982673.9525786,0,0.727561477681388,0.108942762191578,0,0.00214390537044633,0.225376199130178
532743.78694287,4982433.9525786,0,0.774482247815156,0.0662190478115978,0,0.00214174514757758,0.227517944277756
530343.78694287,4985073.9525786,0,0.675919087583969,0.0482635653629737,0,0.00214138801391708,0.229659332291673
530583.78694287,4985073.9525786,0,0.63465874672253,0.024303753006534,0,0.00213684699402158,0.231796179285694
532263.78694287,4984833.9525786,0.000394305181695828,0.698160990079589,0.0651217531304599,0.000611696815411353,0.00212520563730883,0.233921384923003
532263.78694287,4984353.9525786,0.00473166218034993,0.653469727926431,0.0266735125546195,0.000416417686943575,0.00210430616790396,0.236025691090907
530823.78694287,4983393.9525786,0,0.634755910203428,0.176659120747935,0,0.00209743414731532,0.238123125238223
533463.78694287,4982433.9525786,0,0.843060626539142,0.0316183233089898,0,0.00208551878707488,0.240208644025298
532263.78694287,4983153.9525786,0,0.667832197329208,0.103182809098888,0,0.00208499593626646,0.242293639961564
530823.78694287,4982433.9525786,0,0.742483950119341,0.175406824171196,0,0.00207130130777392,0.244364941269338
532263.78694287,4985073.9525786,0,0.737762986665698,0.0898332635645335,0.00146793813111860,0.00206436221882549,0.246429303488163
530823.78694287,4983633.9525786,0,0.608469971721422,0.168755595627365,0,0.00206422030789348,0.248493523796057
529623.78694287,4983873.9525786,0,0.641283589193774,0.0393138793071483,0.000159956645130821,0.00206411726074003,0.250557641056797
530103.78694287,4983393.9525786,0,0.645077560518848,0.112011776442180,0.000917896446513396,0.00205782461817995,0.252615465674977
532023.78694287,4982913.9525786,0,0.698671098354305,0.150741732817761,0,0.00205741564226724,0.254672881317244
532503.78694287,4983393.9525786,0,0.667521011586331,0.0841747921860687,0.000734321476858925,0.00205445875105838,0.256727340068302
530103.78694287,4983873.9525786,0,0.605451535666518,0.0792145569096051,0,0.00205186763976424,0.258779207708067
531063.78694287,4983393.9525786,0,0.630025099099693,0.194028907900094,0,0.00204782993538574,0.260827037643452
531303.78694287,4983393.9525786,0,0.609719835470977,0.169824689625656,0,0.00204630792534064,0.262873345568793
532263.78694287,4983633.9525786,0,0.623629969479572,0.0849667686383762,6.75537832198946e-05,0.00204447098271988,0.264917816551513
529623.78694287,4984593.9525786,0,0.660782592884037,0.0247286549358947,0,0.00204077620678807,0.266958592758301
