"x","y","slope240","descape240","Prob","CumProb"
532503.78694287,4982673.9525786,0.640187030913012,0,0.00189590251564966,0.302123854494890
531543.78694287,4984593.9525786,0.598130841121495,0.00726081931359354,0.00189195065956301,0.304015805154453
532023.78694287,4981953.9525786,0.643781567217829,0,0.00188999635783521,0.305905801512288
531303.78694287,4985313.9525786,0.653127361610352,0,0.00187432633163230,0.30778012784392
532743.78694287,4982913.9525786,0.70848322070453,0.00174054761103634,0.00186914076500454,0.309649268608925
529623.78694287,4982673.9525786,0.432422832494608,0,0.00186848477818792,0.311517753387113
530103.78694287,4985073.9525786,0.683680805176132,0.00696218876177658,0.00186785073087892,0.313385604117992
530343.78694287,4982433.9525786,0.370956146657081,0.00118291554508748,0.00186224452932478,0.315247848647316
532023.78694287,4984593.9525786,0.578001437814522,0.000394305181695828,0.00184884728118745,0.317096695928504
528663.78694287,4984353.9525786,0.725377426312006,0,0.0018483325332111,0.318945028461715
532023.78694287,4985073.9525786,0.681883652048886,0,0.00183748346256881,0.320782511924284
529143.78694287,4983153.9525786,0.517253889288282,0.000788610363391655,0.00183744455770010,0.322619956481984
532503.78694287,4983873.9525786,0.592379583033789,0,0.00183218600849141,0.324452142490475
529383.78694287,4983153.9525786,0.429187634795111,0,0.00182455063209777,0.326276693122573
531303.78694287,4983393.9525786,0.222861250898634,0,0.001815136211132,0.328091829333705
532263.78694287,4982913.9525786,0.508627002156722,0,0.00179751867878941,0.329889348012494
530343.78694287,4985553.9525786,0.684399712437096,0,0.00179668384969460,0.331686031862189
532023.78694287,4983633.9525786,0.407261078360891,0,0.00176407665772638,0.333450108519915
531543.78694287,4985073.9525786,0.567577397555715,0,0.00175377450686997,0.335203883026785
531783.78694287,4982193.9525786,0.532710280373832,0.00292346315612382,0.00175354135879165,0.336957424385577
529863.78694287,4985313.9525786,0.635514018691589,0.000394305181695828,0.00173101228165375,0.338688436667231
530823.78694287,4983153.9525786,0.340762041696621,0.0148482923956931,0.00172095674466598,0.340409393411897
531063.78694287,4982673.9525786,0.546369518332135,0.0199757991251682,0.0017197522608155,0.342129145672712
531543.78694287,4985313.9525786,0.625089978432782,0,0.00171853617471548,0.343847681847428
528663.78694287,4985073.9525786,0.808770668583753,0,0.00171387729811257,0.34556155914554
532743.78694287,4983633.9525786,0.611430740474479,0,0.00171289718997823,0.347274456335518
533223.78694287,4983873.9525786,0.777857656362329,0,0.00169848349732694,0.348972939832845
529383.78694287,4984833.9525786,0.594176966211359,0.00157722072678331,0.00169547966213598,0.350668419494981
532023.78694287,4983393.9525786,0.373112868439971,0,0.00168841095157305,0.352356830446554
533463.78694287,4983873.9525786,0.850107951114306,0,0.00167197767717850,0.354028808123733
532743.78694287,4982673.9525786,0.631560143781452,0,0.00166820214792023,0.355697010271653
528663.78694287,4984593.9525786,0.694464414090582,0,0.00166131436834629,0.357358324639999
530823.78694287,4985793.9525786,0.701294148094896,0,0.00164977845494992,0.359008103094949
529143.78694287,4983393.9525786,0.427030913012221,0,0.00164192174957684,0.360650024844526
531783.78694287,4981953.9525786,0.502875744069015,0,0.00163817765977003,0.362288202504296
528903.78694287,4984113.9525786,0.541696736161035,0,0.00163202617619864,0.363920228680495
528663.78694287,4984113.9525786,0.667505506829619,0.00348109438088829,0.00162990319806882,0.365550131878564
533463.78694287,4983633.9525786,0.819554277498203,0,0.00162100586829852,0.367171137746862
533223.78694287,4984113.9525786,0.763479511143063,0,0.00161248571816253,0.368783623465025
532503.78694287,4983153.9525786,0.494967764198418,0,0.00160907115735285,0.370392694622378
532743.78694287,4983393.9525786,0.642703091301222,0.0050583151076716,0.00160576165890167,0.371998456281279
528903.78694287,4983393.9525786,0.487059784327822,0,0.00160408368514173,0.373602539966421
532983.78694287,4984113.9525786,0.679008023005032,0,0.00159858917209479,0.375201129138516
532503.78694287,4984833.9525786,0.648454349388929,0,0.00159688226305369,0.376798011401569
532503.78694287,4982193.9525786,0.603882099209202,0,0.00159651573219818,0.378394527133768
530103.78694287,4984833.9525786,0.406542171099928,0,0.00159517459682895,0.379989701730596
531303.78694287,4985553.9525786,0.624371071171819,0,0.00159226261891846,0.381581964349515
532503.78694287,4982433.9525786,0.560388324946082,0,0.00158988930153312,0.383171853651048
532263.78694287,4983873.9525786,0.425233759884975,0,0.00158184977518360,0.384753703426232
529383.78694287,4982913.9525786,0.356578001437815,0,0.00158152937325256,0.386335232799484
530103.78694287,4982193.9525786,0.374910251617541,0.00236583109017497,0.00158085589560153,0.387916088695086
529383.78694287,4983633.9525786,0.336089259525521,0,0.00158014629734456,0.38949623499243
531063.78694287,4982193.9525786,0.335370352264558,0.00157722072678331,0.00157671241134943,0.39107294740378
532263.78694287,4984593.9525786,0.611430740474479,0.00547805097577389,0.00157421347108071,0.39264716087486
532263.78694287,4981953.9525786,0.580158159597412,0,0.00157022999370247,0.394217390868563
532263.78694287,4983153.9525786,0.402588066139468,0,0.00156461189851789,0.395782002767081
531063.78694287,4985793.9525786,0.712437095614666,0.00276013627187079,0.00155237621194943,0.39733437897903
529143.78694287,4985553.9525786,0.752336563623293,0,0.00155224494833875,0.398886623927369
532263.78694287,4983393.9525786,0.390366642703091,0,0.00154949875258754,0.400436122679957
529623.78694287,4985313.9525786,0.593098490294752,0,0.00154744786277788,0.401983570542734
530583.78694287,4982433.9525786,0.340402703091301,0.0080494296769852,0.00154640842983454,0.403529978972569
531783.78694287,4981713.9525786,0.535945478073329,0.000788610363391655,0.00153324715623925,0.405063226128808
532743.78694287,4982433.9525786,0.607476635514019,0,0.00153188171171926,0.406595107840528
528903.78694287,4985553.9525786,0.79475209202013,0,0.00153009266450787,0.408125200505035
529143.78694287,4983873.9525786,0.402588066139468,0,0.00152821524092659,0.409653415745962
532503.78694287,4984113.9525786,0.597411933860532,0.00640455753701211,0.00152782207813863,0.411181237824101
531783.78694287,4985313.9525786,0.644859813084112,0.00410637786002692,0.00152100035194549,0.412702238176046
533703.78694287,4983633.9525786,0.862688713156003,0,0.00151901685669103,0.414221255032737
532743.78694287,4983153.9525786,0.630122329259526,0.00630888290713324,0.00151695693949169,0.415738211972229
528183.78694287,4984353.9525786,0.79295470884256,0.00315444145356662,0.00150524812528263,0.417243460097511
531543.78694287,4984833.9525786,0.474838360891445,0.00552027254374159,0.00147727053098861,0.4187207306285
529623.78694287,4984593.9525786,0.374191344356578,0,0.00147686444141107,0.420197595069911
529383.78694287,4983393.9525786,0.284687275341481,0,0.00147227092562979,0.421669865995541
532263.78694287,4985073.9525786,0.591301337167505,0,0.00147113851904810,0.423141004514589
529383.78694287,4985553.9525786,0.668943321351546,0,0.00146460054727617,0.424605605061865
530583.78694287,4983153.9525786,0.341480948957584,0.0219096147375505,0.00145741728604634,0.426063022347912
533223.78694287,4983633.9525786,0.660675772825306,0,0.00144049818738996,0.427503520535301
531303.78694287,4985793.9525786,0.684399712437096,0.00331776833781965,0.00143014134348378,0.428933661878785
532503.78694287,4983393.9525786,0.413371675053918,0,0.00142890311618692,0.430362564994972
532983.78694287,4983873.9525786,0.595974119338605,0.000788610363391655,0.00142306395176771,0.43178562894674
532263.78694287,4984353.9525786,0.490654320632638,0.00473166218034993,0.00142090165043129,0.433206530597171
529143.78694287,4985793.9525786,0.762760603882099,0,0.00141597361849497,0.434622504215666
533703.78694287,4983153.9525786,0.809130237239396,0,0.00139648740494183,0.436018991620608
531543.78694287,4985793.9525786,0.634435772825306,0.000394305181695828,0.00136663890330955,0.437385630523918
528903.78694287,4985073.9525786,0.621135873472322,0.00134624242934051,0.00136548366453607,0.438751114188454
531543.78694287,4985553.9525786,0.551042530553559,0,0.00136498301899109,0.440116097207445
531303.78694287,4982193.9525786,0.487419122933142,0.0159547106325707,0.00136400555703979,0.441480102764485
533703.78694287,4983393.9525786,0.78864126527678,0,0.00136031000549865,0.442840412769983
531783.78694287,4984593.9525786,0.409777138749101,0.00591457772543742,0.00135588492354250,0.444196297693526
532503.78694287,4983633.9525786,0.375988497483825,0,0.00133811751275485,0.445534415206281
529623.78694287,4982433.9525786,0.262041811646298,0,0.00133770596873173,0.446872121175012
531303.78694287,4982433.9525786,0.375629158878505,0.0135248906460296,0.00133531595404923,0.448207437129062
529143.78694287,4984593.9525786,0.415169058231488,0,0.00132136706696173,0.449528804196023
533463.78694287,4983393.9525786,0.677570208483106,0,0.00130627899150560,0.450835083187529
532983.78694287,4982673.9525786,0.558231603163192,0.000788610363391655,0.00129676992709456,0.452131853114623
529863.78694287,4985553.9525786,0.514737598849748,0,0.00129033797217748,0.453422191086801
528183.78694287,4984593.9525786,0.705248023005032,0.00197152590847914,0.00128288913002181,0.454705080216823
529143.78694287,4985073.9525786,0.586268986340762,0.00552027254374159,0.00128120654365946,0.455986286760482
529863.78694287,4985793.9525786,0.586628324946082,0,0.00128085889424451,0.457267145654727
529863.78694287,4984353.9525786,0.272825420560748,0.00607790376850606,0.00128000457829298,0.45854715023302
533463.78694287,4982433.9525786,0.719985736879942,0,0.00127464458670072,0.45982179481972
528663.78694287,4984833.9525786,0.563263953989935,0,0.00126407868847133,0.461085873508192
533223.78694287,4984353.9525786,0.629043853342919,0,0.00125556058934473,0.462341434097536
529143.78694287,4983633.9525786,0.257728368080518,0,0.00125087216385312,0.46359230626139
528423.78694287,4984593.9525786,0.606398389647736,0.00157722072678331,0.00124747766032215,0.464839783921712
532743.78694287,4984833.9525786,0.645219381739756,0.00640455753701211,0.00123281343978903,0.466072597361501
528423.78694287,4985073.9525786,0.662113587347232,0,0.00122977525341969,0.467302372614920
531783.78694287,4983873.9525786,0.554277498202732,0.0279956679004038,0.00122858628332175,0.468530958898242
528423.78694287,4983153.9525786,0.482746340762042,0.000394305181695828,0.001227575285096,0.469758534183338
528663.78694287,4983633.9525786,0.421998562185478,0.00174054761103634,0.00122459911026017,0.470983133293598
528663.78694287,4982913.9525786,0.478432897196262,0.00450068304172275,0.00122435542154674,0.472207488715145
533943.78694287,4982913.9525786,0.82099209202013,0,0.00122433037656279,0.473431819091708
528903.78694287,4985793.9525786,0.710999281092739,0,0.00121024364864425,0.474642062740352
530583.78694287,4984833.9525786,0.392882933141625,0.0131331763122476,0.00120765375208170,0.475849716492434
533463.78694287,4984113.9525786,0.658159712437096,0,0.00120598231280834,0.477055698805242
529623.78694287,4982193.9525786,0.306614061826024,0.00410637786002692,0.00119944810093585,0.478255146906178
528903.78694287,4983873.9525786,0.319194823867721,0,0.00119807466554402,0.479453221571722
530343.78694287,4985793.9525786,0.503594651329978,0,0.00119727809755651,0.480650499669278
530103.78694287,4985553.9525786,0.439252336448598,0,0.00119361177390509,0.481844111443184
533223.78694287,4982433.9525786,0.598130841121495,0,0.00119308930412250,0.483037200747306
531303.78694287,4984833.9525786,0.297627606038821,0.00512596736204576,0.00119165056311869,0.484228851310425
528663.78694287,4983393.9525786,0.390366642703091,0.00118291554508748,0.00118922066381502,0.48541807197424
531063.78694287,4984833.9525786,0.291876347951114,0.00647220895020189,0.00118605701555777,0.486604128989798
532023.78694287,4981713.9525786,0.402947634795111,0,0.00118270977945237,0.48778683876925
528903.78694287,4986033.9525786,0.756290438533429,0,0.00116402523079229,0.488950864000042
531783.78694287,4982673.9525786,0.190869877785766,0.00433735699865411,0.00115629202769309,0.490107156027735
532743.78694287,4984113.9525786,0.485621969805895,0.00601025235531628,0.00115523393675005,0.491262389964485
529623.78694287,4985553.9525786,0.475197699496765,0,0.00115243216789036,0.492414822132376
528423.78694287,4983393.9525786,0.431344356578001,0,0.00115178749874607,0.493566609631122
532983.78694287,4982433.9525786,0.498202731847592,0,0.00115111483253262,0.494717724463654
528423.78694287,4985553.9525786,0.835370237239396,0.00712551564602961,0.00114599045439918,0.495863714918054
532503.78694287,4985073.9525786,0.549604716031632,0.00410637786002692,0.00114328050609574,0.49700699542415
528423.78694287,4984113.9525786,0.681524083393242,0.0144820070659489,0.00113908845013577,0.498146083874285
532503.78694287,4984353.9525786,0.381020848310568,0.00269248401749664,0.0011318801731384,0.499277964047424
533223.78694287,4982193.9525786,0.597052595255212,0,0.00113087690016530,0.500408840947589
532503.78694287,4981953.9525786,0.425952667145938,0,0.00112360083142395,0.501532441779013
533223.78694287,4984593.9525786,0.590582429906542,0,0.00112345932133917,0.502655901100352
532983.78694287,4984353.9525786,0.477713989935298,0,0.00111837979948783,0.50377428089984
532263.78694287,4983633.9525786,0.180805176132279,0,0.00110870173055188,0.504882982630392
528663.78694287,4983153.9525786,0.349748497483825,0.00118291554508748,0.00110782330796454,0.505990805938356
528663.78694287,4985793.9525786,0.713515571531273,0.000394305181695828,0.00110658189829548,0.507097387836652
532743.78694287,4984353.9525786,0.393242271746945,0,0.00110078458207387,0.508198172418726
533463.78694287,4984353.9525786,0.622573687994249,0,0.00109812586824898,0.509296298286975
533703.78694287,4982193.9525786,0.731128684399712,0,0.00109048158686775,0.510386779873842
532023.78694287,4985313.9525786,0.572609748382459,0.0106040208613728,0.00108989534544054,0.511476675219283
528423.78694287,4984353.9525786,0.459741308411215,0,0.00108840803205137,0.512565083251334
532983.78694287,4982193.9525786,0.493889288281812,0,0.00108191754166468,0.513647000792999
528663.78694287,4986033.9525786,0.79295470884256,0.00213485279273217,0.00108116070507933,0.514728161498078
531783.78694287,4982433.9525786,0.268871315600288,0.00946332436069987,0.00107942350788625,0.515807585005964
532983.78694287,4981953.9525786,0.533429187634795,0,0.00107795501798213,0.516885540023947
529143.78694287,4984833.9525786,0.427390481667865,0.00607790376850606,0.00107767278775670,0.517963212811703
532743.78694287,4983873.9525786,0.427390481667865,0.00656788358008075,0.00107759406675781,0.519040806878461
529383.78694287,4985793.9525786,0.542056074766355,0,0.00107437725105816,0.520115184129519
533943.78694287,4983393.9525786,0.719266829618979,0,0.00106675132007859,0.521181935449598
533463.78694287,4982193.9525786,0.631919482386772,0,0.00105821952583376,0.522240154975432
527703.78694287,4985553.9525786,0.875988612508986,0,0.00105013636354803,0.52329029133898
531783.78694287,4985793.9525786,0.488497598849748,0,0.00104733884524481,0.524337630184224
533943.78694287,4982673.9525786,0.752695902228612,0.00157722072678331,0.00103394354727226,0.525371573731497
528903.78694287,4983633.9525786,0.209202012940331,0,0.00103277699974437,0.526404350731241
530583.78694287,4985793.9525786,0.392882933141625,0,0.00102039513346011,0.527424745864701
528663.78694287,4985313.9525786,0.622214349388929,0.00624123065275909,0.00101383602334556,0.528438581888047
533943.78694287,4983153.9525786,0.689791631919482,0,0.00101343614335747,0.529452018031404
529623.78694287,4984353.9525786,0.162832494608196,0.00552027254374159,0.00101008136517703,0.530462099396581
529383.78694287,4984353.9525786,0.216031631919482,0.00568359858681023,0.00099957180834859,0.53146167120493
531063.78694287,4981953.9525786,0.236520488856937,0.0098576295423957,0.00099723942983289,0.532458910634763
528183.78694287,4983633.9525786,0.423436376707405,0,0.000996290755307417,0.53345520139007
528903.78694287,4983153.9525786,0.280733400431344,0.00679886271870794,0.000981550590667513,0.534436751980738
533223.78694287,4981953.9525786,0.545650611071172,0,0.000981530289370835,0.535418282270108
531783.78694287,4986033.9525786,0.523005147375989,0,0.000979963853090096,0.536398246123199
527943.78694287,4985553.9525786,0.759166067577283,0,0.00097887980097237,0.537377125924171
529143.78694287,4982193.9525786,0.242990654205607,0.00118291554508748,0.000978014271926681,0.538355140196098
528183.78694287,4983393.9525786,0.437095614665708,0.00213485279273217,0.000973004058664864,0.539328144254762
528903.78694287,4985313.9525786,0.526959022286125,0.00568359858681023,0.00097148227841542,0.540299626533178
529383.78694287,4982673.9525786,0.210280373831776,0.0091198771870794,0.000967436897377368,0.541267063430555
528423.78694287,4985313.9525786,0.627246700215672,0.00489498822341857,0.000955358481795074,0.54222242191235
528183.78694287,4985553.9525786,0.672537857656362,0,0.000951654360791166,0.543174076273141
531543.78694287,4981953.9525786,0.371675053918045,0.0171438761776581,0.00094875624115906,0.5441228325143
529863.78694287,4986033.9525786,0.472681639108555,0,0.000948150482581527,0.545070982996882
530103.78694287,4985793.9525786,0.368440086268871,0,0.00094598446762679,0.546016967464509
528903.78694287,4982433.9525786,0.235442242990654,0.000788610363391655,0.000941252808311476,0.54695822027282
534183.78694287,4982673.9525786,0.765276894320633,0.000788610363391655,0.000938684761796901,0.547896905034617
532983.78694287,4986033.9525786,0.722501797268152,0,0.000933270312424953,0.548830175347042
529383.78694287,4980993.9525786,0.455068296189791,0,0.000931567428690484,0.549761742775733
532983.78694287,4984593.9525786,0.407261078360891,0.000788610363391655,0.000931254382915342,0.550692997158648
533703.78694287,4982913.9525786,0.557153127246585,0,0.00092784401320739,0.551620841171855
528423.78694287,4985793.9525786,0.682602559309849,0.00197152590847914,0.000927350912698142,0.552548192084553
528183.78694287,4985793.9525786,0.714953386053199,0,0.000927129084816681,0.55347532116937
532023.78694287,4985793.9525786,0.447160316319195,0,0.000926304896335513,0.554401626065706
533463.78694287,4983153.9525786,0.459022401150252,0,0.000923711277711688,0.555325337343417
