"x","y","slope240","descape240","Prob","CumProb"
531543.78694287,4983393.9525786,0.766355140186916,0,0.00384601985167166,0.00384601985167166
531783.78694287,4983153.9525786,0.8274622573688,0,0.00377115350030599,0.00761717335197765
530103.78694287,4984353.9525786,0.836448713156003,0.000788610363391655,0.00372605605982478,0.0113432294118024
531543.78694287,4984353.9525786,0.863048281811646,0,0.00370667597266259,0.0150499053844650
532263.78694287,4984113.9525786,0.97591672178289,0,0.00357940111286712,0.0186293064973321
531063.78694287,4984113.9525786,0.682242990654206,0,0.00343274120517229,0.0220620477025044
531303.78694287,4984593.9525786,0.804097886412653,0,0.00328235062653734,0.0253443983290418
531543.78694287,4983633.9525786,0.650970639827462,0,0.00317131444791508,0.0285157127769568
530103.78694287,4982913.9525786,0.618979151689432,0,0.00314415862153834,0.0316598713984952
531063.78694287,4984593.9525786,0.753414809489576,0.00197152590847914,0.00301546966534094,0.0346753410638361
530103.78694287,4983153.9525786,0.554637066858375,0,0.00298845600465917,0.0376637970684953
530103.78694287,4984113.9525786,0.613227893601725,0,0.00291734778755177,0.0405811448560471
530823.78694287,4984113.9525786,0.557872034507549,0,0.00291640901103974,0.0434975538670868
529863.78694287,4983393.9525786,0.578361006470165,0,0.00287155510226271,0.0463691089693495
529623.78694287,4984833.9525786,0.853702487419123,0,0.00284780350848173,0.0492169124778312
529863.78694287,4984113.9525786,0.643781567217829,0,0.00284258573693486,0.0520594982147661
530823.78694287,4984593.9525786,0.683680805176132,0.000788610363391655,0.00284216650707265,0.0549016647218388
530343.78694287,4984113.9525786,0.553918159597412,0,0.00281157992168546,0.0577132446435242
532023.78694287,4982913.9525786,0.726096333572969,0,0.002810454580498,0.0605236992240222
530343.78694287,4982913.9525786,0.498562300503235,0,0.00278416324284489,0.0633078624668671
530343.78694287,4984353.9525786,0.622214349388929,0.00118291554508748,0.00277118056431685,0.066079043031184
530583.78694287,4985073.9525786,0.797627721063983,0,0.00276339766705406,0.068842440698238
530583.78694287,4984593.9525786,0.649173256649892,0.000788610363391655,0.00269360769873023,0.0715360483969682
531543.78694287,4983153.9525786,0.543493889288282,0,0.00267779962401157,0.0742138480209798
531783.78694287,4983393.9525786,0.594536304816679,0,0.00265594131646401,0.0768697893374438
530103.78694287,4983633.9525786,0.474119453630482,0,0.00264181093970818,0.079511600277152
529863.78694287,4982913.9525786,0.558950510424155,0,0.00263606693402763,0.0821476672111796
530103.78694287,4982673.9525786,0.551042530553559,0,0.00263514909462652,0.0847828163058061
531783.78694287,4984353.9525786,0.811286959022286,0.00775079912516824,0.00262944662539708,0.0874122629312032
531303.78694287,4984113.9525786,0.544572365204889,0,0.00262018938279169,0.0900324523139949
530103.78694287,4983393.9525786,0.451473759884975,0,0.00259343663981363,0.0926258889538085
531543.78694287,4983873.9525786,0.546369518332135,0,0.00259143142455406,0.0952173203783626
530343.78694287,4985073.9525786,0.765636232925953,0,0.00258593268060970,0.0978032530589723
530583.78694287,4984113.9525786,0.479870711718188,0,0.00258297579524450,0.100386228854217
530823.78694287,4983873.9525786,0.420920316319195,0,0.00257816081113430,0.102964389665351
530343.78694287,4984593.9525786,0.744069015097052,0.00814510430686407,0.00256745138638888,0.10553184105174
529143.78694287,4984113.9525786,0.761682358015816,0,0.00256557133212632,0.108097412383866
532023.78694287,4984113.9525786,0.694105075485262,0,0.00255939276338029,0.110656805147247
531303.78694287,4983153.9525786,0.451114421279655,0,0.00254176335726734,0.113198568504514
529863.78694287,4982673.9525786,0.570453026599569,0,0.00252489087142367,0.115723459375938
529863.78694287,4984833.9525786,0.731488253055356,0,0.00251297767258629,0.118236437048524
530343.78694287,4983393.9525786,0.383896477354421,0.000788610363391655,0.00249940674404572,0.120735843792570
530823.78694287,4984353.9525786,0.515456506110712,0,0.00247417002044301,0.123210013813013
530103.78694287,4984593.9525786,0.660675772825306,0.00252915797442799,0.00247303395406170,0.125683047767074
530823.78694287,4985313.9525786,0.801941164629763,0,0.0024711761248161,0.128154223891890
530103.78694287,4983873.9525786,0.461179122933142,0,0.00246814309176970,0.130622366983660
530583.78694287,4982673.9525786,0.446441409058231,0,0.00243752815909522,0.133059895142755
530343.78694287,4982673.9525786,0.465492566498922,0,0.002436420508638,0.135496315651393
530343.78694287,4983633.9525786,0.364845549964055,0,0.00241393029472976,0.137910245946123
530343.78694287,4984833.9525786,0.646657196261682,0,0.00240406326052323,0.140314309206646
529863.78694287,4983633.9525786,0.471962731847592,0,0.00240113540517033,0.142715444611817
529623.78694287,4983633.9525786,0.536304816678648,0,0.00240108951258107,0.145116534124398
530823.78694287,4985073.9525786,0.705966930265996,0,0.00239551143620578,0.147512045560604
531063.78694287,4984353.9525786,0.510783723939612,0,0.00239522873417571,0.149907274294779
529623.78694287,4984113.9525786,0.607117296908699,0.00118291554508748,0.00239409417628113,0.152301368471060
531303.78694287,4984353.9525786,0.537023723939612,0,0.00238015798908065,0.154681526460141
529863.78694287,4983153.9525786,0.467289719626168,0,0.00237965116100513,0.157061177621146
530583.78694287,4984353.9525786,0.487419122933142,0,0.00236863627766029,0.159429813898806
529863.78694287,4983873.9525786,0.487419122933142,0,0.00236552833747259,0.161795342236279
532263.78694287,4982433.9525786,0.744787922358016,0,0.0023528903964886,0.164148232632768
530823.78694287,4982433.9525786,0.482746340762042,0,0.00233645068342529,0.166484683316193
531303.78694287,4983633.9525786,0.393242271746945,0,0.00232761195121679,0.168812295267410
531783.78694287,4984833.9525786,0.723220704529116,0,0.00232275685801109,0.171135052125421
529383.78694287,4985073.9525786,0.82925964054637,0,0.00231300354780163,0.173448055673222
529383.78694287,4983873.9525786,0.598849748382459,0,0.00231224022640083,0.175760295899623
531303.78694287,4985073.9525786,0.712437095614666,0,0.00230372100687260,0.178064016906496
532023.78694287,4983153.9525786,0.576204284687275,0,0.00229242228629561,0.180356439192791
531783.78694287,4984113.9525786,0.733285406182602,0.0115305265814266,0.00227814793408563,0.182634587126877
530583.78694287,4983873.9525786,0.339324227174694,0,0.002270737342147,0.184905324469024
531783.78694287,4983633.9525786,0.530913127246585,0.00197152590847914,0.00227050479456779,0.187175829263592
532023.78694287,4982193.9525786,0.705966930265996,0,0.00226676465827645,0.189442593921868
529623.78694287,4985073.9525786,0.760603882099209,0,0.00223203705612860,0.191674630977997
531543.78694287,4984113.9525786,0.488856937455068,0,0.00223172198777797,0.193906352965775
529863.78694287,4982433.9525786,0.539180445722502,0,0.00222768906808847,0.196134042033863
528903.78694287,4984353.9525786,0.77138749101366,0,0.00221825564709715,0.198352297680961
528903.78694287,4984593.9525786,0.810568051761323,0,0.00221404508149020,0.200566342762451
530823.78694287,4982913.9525786,0.383896477354421,0.0038051564602961,0.00221182648276690,0.202778169245218
529863.78694287,4984593.9525786,0.580517728253055,0,0.00218788402811145,0.204966053273329
530823.78694287,4983633.9525786,0.263838964773544,0,0.00218062982319915,0.207146683096528
530343.78694287,4985313.9525786,0.726096333572969,0,0.00216329569074641,0.209309978787275
530823.78694287,4983393.9525786,0.231847706685838,0,0.00216192706570789,0.211471905852983
531783.78694287,4982913.9525786,0.489935413371675,0,0.00215389612397525,0.213625801976958
530583.78694287,4983633.9525786,0.255571646297628,0,0.00215325290961351,0.215779054886571
530103.78694287,4985313.9525786,0.740115140186916,0,0.00214691548479519,0.217925970371366
530583.78694287,4985313.9525786,0.710999281092739,0,0.00214483523988022,0.220070805611247
531063.78694287,4983873.9525786,0.326024557872034,0,0.00213677850802280,0.222207584119269
530823.78694287,4985553.9525786,0.784327821710999,0,0.00212815411626487,0.224335738235534
531063.78694287,4985073.9525786,0.639108554996406,0,0.00212290330424588,0.226458641539780
529863.78694287,4982193.9525786,0.570453026599569,0.000394305181695828,0.00212157008167372,0.228580211621454
532263.78694287,4982193.9525786,0.715312724658519,0,0.00209808594889074,0.230678297570345
531303.78694287,4983873.9525786,0.355140186915888,0,0.00209116008088889,0.232769457651234
529623.78694287,4982913.9525786,0.469446441409058,0,0.00208767901852831,0.234857136669762
530583.78694287,4983393.9525786,0.246944759166068,0.00292346315612382,0.00206595252552320,0.236923089195285
531063.78694287,4985313.9525786,0.695902228612509,0,0.00206356017918249,0.238986649374468
529623.78694287,4983153.9525786,0.437095614665708,0,0.00205429575653734,0.241040945131005
529383.78694287,4984113.9525786,0.580158159597412,0.00197152590847914,0.00204657474809176,0.243087519879097
531063.78694287,4983153.9525786,0.322789360172538,0.00410637786002692,0.00204389876186744,0.245131418640964
531783.78694287,4985073.9525786,0.702372393961179,0,0.00203750137770838,0.247168920018672
528903.78694287,4984833.9525786,0.80158159597412,0,0.00202854414579385,0.249197464164466
531063.78694287,4982433.9525786,0.524083393242272,0.00765512449528937,0.00202688741996462,0.251224351584431
532023.78694287,4984353.9525786,0.664270309130122,0.00545262028936743,0.00201925750425676,0.253243609088688
532263.78694287,4984833.9525786,0.742271861969806,0.000394305181695828,0.00201297450525424,0.255256583593942
529623.78694287,4983873.9525786,0.443925348670022,0,0.00201173908112853,0.257268322675070
532023.78694287,4983873.9525786,0.509345909417685,0,0.00200977918571534,0.259278101860786
529143.78694287,4985313.9525786,0.85118619698059,0,0.00200567884500556,0.261283780705791
530343.78694287,4983873.9525786,0.284687275341481,0,0.00200429192034919,0.263288072626141
530823.78694287,4982673.9525786,0.337886412652768,0.00134624242934051,0.00199331683485900,0.265281389460999
532023.78694287,4984833.9525786,0.673975672178289,0,0.00199199744692204,0.267273386907922
529623.78694287,4983393.9525786,0.405463695183321,0,0.00197976140028045,0.269253148308202
531063.78694287,4983633.9525786,0.236161150251618,0,0.00197439808902510,0.271227546397227
531063.78694287,4985553.9525786,0.744428583752696,0,0.00197253750655171,0.273200083903779
530583.78694287,4982913.9525786,0.248382573687994,0,0.0019603850617302,0.275160468965509
532023.78694287,4982673.9525786,0.523005147375989,0,0.00195389965584603,0.277114368621355
531063.78694287,4982913.9525786,0.507548526240115,0.0155218455585464,0.00195269867367510,0.27906706729503
530343.78694287,4983153.9525786,0.252696017253774,0.00157722072678331,0.00194677358488199,0.281013840879912
530103.78694287,4982433.9525786,0.409777138749101,0,0.00194201486501098,0.282955855744923
532503.78694287,4982913.9525786,0.629762760603882,0,0.00193836196803871,0.284894217712962
529863.78694287,4985073.9525786,0.630481667864845,0,0.00193509143574609,0.286829309148708
532023.78694287,4982433.9525786,0.556074881380302,0,0.00193350729044396,0.288762816439152
531063.78694287,4983393.9525786,0.207404744787922,0,0.00193328449313232,0.290696100932284
532263.78694287,4982673.9525786,0.582314881380302,0,0.00193272090776419,0.292628821840048
529383.78694287,4985313.9525786,0.768152523364486,0,0.00190195485439920,0.294530776694447
530583.78694287,4985553.9525786,0.711718188353702,0,0.00190061980790497,0.296431396502352
529143.78694287,4984353.9525786,0.604601006470165,0,0.00189994481289571,0.298331341315248
532743.78694287,4982193.9525786,0.782530668583753,0,0.00189661066399188,0.30022795197924
