"x","y","forest240","rghasp240","elkuse","Prob","CumProb"
532263.78694287,4984113.9525786,1,0.958683855788045,0.0411782092793977,0.00553741575761514,0.00553741575761514
532023.78694287,4984113.9525786,1,0.855791668576837,0.0430862226623301,0.00427519053218869,0.00981260628980383
530343.78694287,4984353.9525786,0.953125,0.822730481181196,0.0367430480172852,0.0042257425071136,0.0140383487969174
530103.78694287,4984353.9525786,0.78125,0.913909873374123,0.0311251751450846,0.00408066462191652,0.0181190134188339
530343.78694287,4984113.9525786,1,0.780380990219688,0.0739236548029091,0.00392229324160679,0.0220413066604407
531543.78694287,4983873.9525786,1,0.805100561478213,0.112211829583442,0.00369156684110103,0.0257328735015418
531543.78694287,4984353.9525786,1,0.774644405786655,0.040752637983984,0.00358264743521892,0.0293155209367607
529623.78694287,4984833.9525786,1,0.821471951499562,0.0297462810756937,0.00353245801738275,0.0328479789541434
531303.78694287,4984593.9525786,1,0.759384487205582,0.0223914323985643,0.00348170481857383,0.0363296837727173
529623.78694287,4985073.9525786,1,0.85719069139977,0.058026676687678,0.00343029191042146,0.0397599756831387
532743.78694287,4982193.9525786,1,0.924443576421503,0.0841192057007893,0.00341954391688048,0.0431795196000192
529863.78694287,4984113.9525786,1,0.744998383442587,0.0484454874150582,0.00338151419398808,0.0465610337940073
529863.78694287,4984833.9525786,1,0.793022090386551,0.0403572172638317,0.00330550320932699,0.0498665370033343
529863.78694287,4983393.9525786,1,0.738778607645087,0.100391319834476,0.00317803215548249,0.0530445691588168
530823.78694287,4985313.9525786,1,0.800357276684363,0.0315037161995499,0.00312837806699304,0.0561729472258098
531543.78694287,4984113.9525786,1,0.74293168994348,0.084509678932723,0.00308190723609043,0.0592548544619002
531303.78694287,4984353.9525786,1,0.712874035825607,0.0462261606116895,0.00303653745330815,0.0622913919152084
529863.78694287,4983633.9525786,1,0.712393470501164,0.083517038178844,0.00300734438732312,0.0652987363025315
529383.78694287,4983873.9525786,1,0.733428707605628,0.0387979144916938,0.00300636342991668,0.0683050997324482
532023.78694287,4983873.9525786,1,0.752397251210987,0.0658096868158178,0.00299743450800458,0.0713025342404528
530823.78694287,4985073.9525786,1,0.750697546805274,0.0223825851255146,0.00298665743284743,0.0742891916733002
530103.78694287,4983633.9525786,1,0.703984233833423,0.102834098488094,0.00298238950835290,0.0772715811816531
531783.78694287,4983393.9525786,1,0.748634135856198,0.110109292604904,0.00297485199481842,0.0802464331764715
530583.78694287,4984593.9525786,0.96875,0.713375609470243,0.0278776729812788,0.00293122814073266,0.0831776613172042
530343.78694287,4982913.9525786,1,0.713451764630948,0.128686383293885,0.00292101823073891,0.0860986795479431
530103.78694287,4984593.9525786,0.90625,0.763999096038242,0.0322143792278415,0.00291606166560013,0.0890147412135432
531783.78694287,4983153.9525786,1,0.754567673291052,0.126270088253673,0.00289217996777213,0.0919069211813153
532023.78694287,4983153.9525786,1,0.77353621689641,0.119967512114893,0.00288305294241404,0.0947899741237294
530343.78694287,4983393.9525786,0.96875,0.704054480404072,0.126677441151294,0.00285493694998801,0.0976449110737174
531783.78694287,4984833.9525786,1,0.756728247721026,0.0325648069080765,0.00284098245974464,0.100485893533462
531303.78694287,4984113.9525786,1,0.706339135225193,0.0950486728215884,0.00281625770501845,0.103302151238480
529623.78694287,4983633.9525786,1,0.694230464673252,0.0591357289290529,0.00279170622647852,0.106093857464959
531063.78694287,4984113.9525786,1,0.700946562035341,0.108720503559076,0.00278791845956569,0.108881775924525
530583.78694287,4984113.9525786,1,0.677811805931467,0.089796652151716,0.00276400613647455,0.111645782060999
531543.78694287,4983393.9525786,1,0.725092343548561,0.142658788492088,0.00274796081265067,0.114393742873650
529863.78694287,4983873.9525786,1,0.677208473235889,0.06356707771495,0.00273388310216221,0.117127625975812
530343.78694287,4984833.9525786,1,0.704160835025056,0.0273546943737027,0.00273309660923745,0.119860722585050
529383.78694287,4985073.9525786,1,0.781490492129945,0.0368412993127319,0.00266202244773718,0.122522745032787
529863.78694287,4983153.9525786,1,0.691904449721749,0.108006813832110,0.00265102332745699,0.125173768360244
530103.78694287,4982913.9525786,1,0.700112137817627,0.134231498986401,0.00263655156471238,0.127810319924956
532503.78694287,4982193.9525786,1,0.815756375386723,0.0819044771511767,0.00263146251086524,0.130441782435821
529383.78694287,4984113.9525786,0.921875,0.739037929097484,0.0289212146580654,0.00262726068772552,0.133069043123547
530103.78694287,4984113.9525786,1,0.658336436601423,0.0594843813341037,0.00262199288737171,0.135691036010919
529863.78694287,4985073.9525786,1,0.769639173500383,0.0737334384323405,0.00260717830877088,0.138298214319689
528663.78694287,4985073.9525786,1,0.830135257539651,0.0196745920005093,0.00260699982993366,0.140905214149623
529623.78694287,4984113.9525786,0.953125,0.696246606901891,0.0315517068352702,0.0025865336418231,0.143491747791446
530823.78694287,4982433.9525786,1,0.742483950119341,0.175406824171196,0.00258265575121885,0.146074403542665
532263.78694287,4982913.9525786,1,0.761585108745926,0.107466344398537,0.00256836311079778,0.148642766653463
531543.78694287,4983633.9525786,1,0.699194336829142,0.133804385238778,0.00255541718696511,0.151198183840428
530583.78694287,4983873.9525786,1,0.654659980567435,0.117638991336253,0.00255177707184329,0.153749960912271
530823.78694287,4984593.9525786,0.859375,0.73184848802102,0.0291616916883604,0.0025471031803674,0.156297064092639
529863.78694287,4982673.9525786,1,0.74039821783006,0.162255032651225,0.00253417812165755,0.158831242214296
530103.78694287,4984833.9525786,1,0.693609406207511,0.0338230113678058,0.00252906312670937,0.161360305341006
531063.78694287,4984593.9525786,0.90625,0.707235271383478,0.0276892609887664,0.00252669392652081,0.163886999267526
530823.78694287,4984113.9525786,1,0.652859173620787,0.0957920474778664,0.00251217445434801,0.166399173721874
529863.78694287,4982913.9525786,1,0.706916864030534,0.139036412235673,0.00251145275117996,0.168910626473054
530103.78694287,4982673.9525786,1,0.71308214949753,0.153163324580654,0.00249942363998975,0.171410050113044
530823.78694287,4983873.9525786,1,0.65041695639821,0.126488417998472,0.00246420082437225,0.173874250937416
529623.78694287,4985313.9525786,1,0.807014944655911,0.0969775820665263,0.00243968726994516,0.176313938207361
531303.78694287,4985073.9525786,1,0.70476810678067,0.0285044033270857,0.00243868758264983,0.178752625790011
532263.78694287,4983873.9525786,1,0.710880214937174,0.0607496286888265,0.00243721476320138,0.181189840553213
530103.78694287,4983393.9525786,1,0.645077560518848,0.112011776442180,0.00243680013387788,0.183626640687091
530343.78694287,4984593.9525786,0.671875,0.829277198961719,0.0325617511065298,0.0024340985422286,0.186060739229319
530343.78694287,4983633.9525786,1,0.641121431222275,0.126406377002659,0.00242529781068976,0.188486037040009
531063.78694287,4984353.9525786,1,0.634392203660066,0.048876122610178,0.00242009612612109,0.19090613316613
531783.78694287,4985073.9525786,1,0.74391054636253,0.050199779428752,0.00241600417613694,0.193322137342267
532743.78694287,4982673.9525786,1,0.773260482693861,0.0618771612538415,0.00240474142573835,0.195726878768005
529623.78694287,4983873.9525786,1,0.641283589193774,0.0393138793071483,0.00240329485927571,0.198130173627281
532263.78694287,4982433.9525786,1,0.761895637978797,0.104801103392315,0.00239383010689012,0.200524003734171
530823.78694287,4984353.9525786,1,0.620554023148136,0.0437194720514368,0.00238540228225734,0.202909406016428
532503.78694287,4982673.9525786,1,0.755520269309858,0.0801049301717188,0.00238359141816246,0.205292997434591
531303.78694287,4983873.9525786,1,0.660589578942252,0.124701676282639,0.00237702878992863,0.207670026224520
530103.78694287,4983153.9525786,1,0.639354762795943,0.114682255965340,0.00234591427271257,0.210015940497232
531303.78694287,4983153.9525786,1,0.691257130855765,0.188537632520546,0.00232998492303429,0.212345925420266
528663.78694287,4984353.9525786,1,0.761089443691344,0.0446084192728286,0.00232451689346107,0.214670442313728
533463.78694287,4982433.9525786,1,0.843060626539142,0.0316183233089898,0.00231509406364372,0.216985536377371
528423.78694287,4985073.9525786,1,0.833383012539676,0.0397402945858464,0.00230395103645072,0.219289487413822
532743.78694287,4982433.9525786,1,0.774482247815156,0.0662190478115978,0.00229857903000202,0.221588066443824
532023.78694287,4983633.9525786,1,0.681093699451807,0.09215474144818,0.00228178748977826,0.223869853933602
530103.78694287,4982433.9525786,1,0.719260565164648,0.174568574152609,0.00227685200878534,0.226146705942388
529623.78694287,4984593.9525786,1,0.660782592884037,0.0247286549358947,0.00227469426343966,0.228421400205827
531063.78694287,4983873.9525786,1,0.645682862744444,0.142426896808996,0.00227442985373744,0.230695830059565
530823.78694287,4985553.9525786,1,0.772091894883058,0.0883959018255478,0.00226005006269930,0.232955880122264
530823.78694287,4983393.9525786,1,0.634755910203428,0.176659120747935,0.00223738014230895,0.235193260264573
530583.78694287,4982913.9525786,1,0.62695919737135,0.136389127701397,0.00222202810843522,0.237415288373008
532263.78694287,4982673.9525786,1,0.727561477681388,0.108942762191578,0.00221637378616749,0.239631662159176
530103.78694287,4983873.9525786,1,0.605451535666518,0.0792145569096051,0.00221389369034837,0.241845555849524
530583.78694287,4985313.9525786,1,0.696451438023785,0.035851423331681,0.00220788516415497,0.244053441013679
531783.78694287,4983633.9525786,0.921875,0.689045348645318,0.0931677833152427,0.00219759920536735,0.246251040219046
529383.78694287,4985313.9525786,1,0.767261950768407,0.064858604962975,0.00219137689144347,0.24844241711049
530343.78694287,4983153.9525786,0.9375,0.644847782016724,0.126236241613684,0.00218939164188114,0.250631808752371
528903.78694287,4985553.9525786,1,0.810942187512217,0.0353584497850070,0.00218575997652897,0.2528175687289
531543.78694287,4983153.9525786,1,0.674921192374744,0.166629136088146,0.0021814808541921,0.254999049583092
532023.78694287,4984353.9525786,0.796875,0.761608743106144,0.0230083841794216,0.00218086206100385,0.257179911644096
529863.78694287,4982433.9525786,1,0.726318704239899,0.182492966032312,0.00217864680286129,0.259358558446957
532023.78694287,4983393.9525786,1,0.676450860688885,0.110680378259688,0.00216616698288288,0.26152472542984
528903.78694287,4984833.9525786,1,0.723218007481233,0.0163136177392667,0.00215216387552686,0.263676889305367
529143.78694287,4984113.9525786,1,0.655074238381265,0.0301602985309735,0.0021171718804164,0.265794061185783
530583.78694287,4984353.9525786,1,0.581240694011696,0.0415752597603749,0.00210974104292448,0.267903802228708
530343.78694287,4983873.9525786,1,0.590704285749184,0.0994001342241913,0.0021068447368621,0.27001064696557
529863.78694287,4985313.9525786,0.984375,0.772270465604709,0.119615512879576,0.00209942559749171,0.272110072563062
532503.78694287,4983873.9525786,1,0.685737851234741,0.0546457087534579,0.00208362856317074,0.274193701126232
529623.78694287,4983393.9525786,1,0.62341771979461,0.0901523183488884,0.00207627362261776,0.27626997474885
532743.78694287,4982913.9525786,0.9375,0.746800503409247,0.0561035880171149,0.00205579793703269,0.278325772685883
532263.78694287,4983393.9525786,1,0.683341589712588,0.105962744523166,0.0020545327520032,0.280380305437886
530343.78694287,4985073.9525786,0.96875,0.675919087583969,0.0482635653629737,0.00205439229569857,0.282434697733585
532023.78694287,4982913.9525786,1,0.698671098354305,0.150741732817761,0.00205314400442945,0.284487841738014
531543.78694287,4985313.9525786,1,0.70815175935195,0.0528475878147218,0.00205312767579145,0.286540969413806
530823.78694287,4983633.9525786,1,0.608469971721422,0.168755595627365,0.00204308464445327,0.288584054058259
532263.78694287,4981953.9525786,1,0.739517181401915,0.0917686627498993,0.00203896885195823,0.290623022910217
529623.78694287,4983153.9525786,1,0.633624086952965,0.108015428282184,0.00203857015515057,0.292661593065368
530583.78694287,4985073.9525786,1,0.63465874672253,0.024303753006534,0.00203795595050834,0.294699549015876
530583.78694287,4985553.9525786,1,0.745148724233976,0.0951773075152716,0.00203731746977842,0.296736866485654
531783.78694287,4982913.9525786,1,0.685483125352386,0.168641890706953,0.00203612284714768,0.298772989332802
529383.78694287,4983633.9525786,1,0.621099386010177,0.0596667108263944,0.00202873906509391,0.300801728397896
532503.78694287,4982433.9525786,1,0.714302601598813,0.074845633783878,0.00202477691430836,0.302826505312204
530343.78694287,4982673.9525786,1,0.636332847238006,0.153387562208444,0.00202407654361805,0.304850581855822
531063.78694287,4983393.9525786,1,0.630025099099693,0.194028907900094,0.00202234768300269,0.306872929538825
528663.78694287,4984833.9525786,1,0.738447070092022,0.0302367226725146,0.00201260605720712,0.308885535596032
530583.78694287,4982673.9525786,1,0.621234955326431,0.144323909306359,0.00201125909806743,0.310896794694100
531303.78694287,4983633.9525786,1,0.619914385449223,0.153962809573905,0.00200827694226675,0.312905071636366
528663.78694287,4984113.9525786,0.875,0.784691634919539,0.0609127793885522,0.00200195797951042,0.314907029615877
530583.78694287,4983393.9525786,0.890625,0.645951375336927,0.158308363093518,0.00198988618008025,0.316896915795957
528423.78694287,4984353.9525786,1,0.752453054561503,0.0582893592092128,0.00198978102807106,0.318886696824028
533223.78694287,4982433.9525786,1,0.777103035759384,0.0502200932333201,0.00198275990948071,0.320869456733509
529383.78694287,4983393.9525786,1,0.633379208720701,0.0906917691819451,0.00197552221627988,0.322844978949789
532503.78694287,4982913.9525786,1,0.686870987505216,0.0808336078777004,0.00196214866708507,0.324807127616874
529863.78694287,4982193.9525786,0.984375,0.724381999721994,0.184783827694747,0.00195711549780922,0.326764243114683
532983.78694287,4982433.9525786,1,0.742675651041114,0.0504444472725969,0.00195703183373758,0.328721274948420
532263.78694287,4983153.9525786,1,0.667832197329208,0.103182809098888,0.00195207771623241,0.330673352664653
529143.78694287,4985313.9525786,0.96875,0.738443787541991,0.0242683348114633,0.00195029257630341,0.332623645240956
528903.78694287,4984593.9525786,1,0.678490637277742,0.0219815184482188,0.00194885850309341,0.33457250374405
531063.78694287,4985073.9525786,1,0.624562935849197,0.0246061027424332,0.00194498771419859,0.336517491458248
532023.78694287,4984593.9525786,0.984375,0.639255629785026,0.0270604061333127,0.00192028758891001,0.338437779047158
530823.78694287,4982673.9525786,0.953125,0.636686706131278,0.150665279573348,0.00191417138962555,0.340351950436784
532263.78694287,4985073.9525786,1,0.737762986665698,0.0898332635645335,0.00190497579324340,0.342256926230027
529863.78694287,4984593.9525786,1,0.594450791400819,0.0320406350827536,0.00190405148340881,0.344160977713436
531543.78694287,4985073.9525786,1,0.64242000801428,0.0326177159291435,0.00189925088742190,0.346060228600858
531303.78694287,4983393.9525786,1,0.609719835470977,0.169824689625656,0.0018925128016397,0.347952741402498
531063.78694287,4983153.9525786,0.859375,0.694923082729655,0.198994003356161,0.00188232917216762,0.349835070574665
532503.78694287,4983393.9525786,1,0.667521011586331,0.0841747921860687,0.00187515640534189,0.351710226980007
532023.78694287,4982673.9525786,1,0.689678880801174,0.166813648295827,0.00185097796090246,0.35356120494091
532983.78694287,4982673.9525786,0.96875,0.725186880989435,0.0416921077909491,0.00185037190686372,0.355411576847773
528663.78694287,4984593.9525786,1,0.703277829066893,0.0424469780816173,0.00184530736904841,0.357256884216822
533223.78694287,4983873.9525786,1,0.739732516683905,0.0561170044410488,0.00184016052902740,0.359097044745849
532983.78694287,4982193.9525786,1,0.754084481926585,0.0732719832959061,0.00183787401501219,0.360934918760861
530583.78694287,4983633.9525786,1,0.565303979265366,0.154411575858203,0.00183705687148179,0.362771975632343
531783.78694287,4981953.9525786,1,0.700501448251226,0.143448087480183,0.00180947705498871,0.364581452687332
533943.78694287,4982913.9525786,1,0.831751585174594,0.0502127011038641,0.00180472651840938,0.366386179205741
529383.78694287,4982913.9525786,1,0.649712521161697,0.139038333025216,0.00180109243034697,0.368187271636088
528903.78694287,4984113.9525786,1,0.64029882418467,0.0423879574574568,0.00179697091247275,0.369984242548561
528903.78694287,4984353.9525786,1,0.638964139342332,0.0251872579908854,0.00178920824991799,0.371773450798479
529623.78694287,4982913.9525786,1,0.626758961819498,0.147597342129005,0.00176897948985082,0.37354243028833
528423.78694287,4984593.9525786,0.9375,0.76518540961921,0.0588304689059664,0.00176849695478041,0.37531092724311
532263.78694287,4983633.9525786,1,0.623629969479572,0.0849667686383762,0.00176675753449585,0.377077684777606
529143.78694287,4984353.9525786,1,0.601839155009122,0.0152883817688889,0.00176513326208518,0.378842818039691
532263.78694287,4982193.9525786,1,0.677917504042444,0.0983482400231768,0.00175086548320706,0.380593683522898
528903.78694287,4985073.9525786,0.953125,0.703770211571444,0.0128966204496667,0.00174846828206269,0.382342151804961
533463.78694287,4982193.9525786,1,0.78801685810028,0.0571439283779953,0.00174778453318772,0.384089936338149
530103.78694287,4982193.9525786,0.90625,0.717804425971187,0.182564762817226,0.00174730357640391,0.385837239914553
529383.78694287,4984833.9525786,0.9375,0.652454106947042,0.0222685891763841,0.00174313372277164,0.387580373637324
529623.78694287,4982673.9525786,1,0.646900688805703,0.165296690202266,0.00173995254666501,0.389320326183989
530343.78694287,4985553.9525786,1,0.750520945613641,0.164788204824883,0.00173810867723201,0.391058434861221
531063.78694287,4983633.9525786,1,0.577918622078984,0.183016322977223,0.00172549848439777,0.392783933345619
532743.78694287,4983633.9525786,1,0.644250357911201,0.0470840259659199,0.00171499818627171,0.394498931531891
533223.78694287,4982193.9525786,1,0.760295066584,0.0717065689206747,0.0017080428168117,0.396206974348703
532503.78694287,4981953.9525786,1,0.704267189646039,0.087281931198826,0.00170156797916835,0.397908542327871
529383.78694287,4983153.9525786,1,0.59771975167404,0.108268506856001,0.00167358380785526,0.399582126135726
532023.78694287,4982433.9525786,1,0.674440627050301,0.168350658268109,0.00167244070570628,0.401254566841432
529143.78694287,4983393.9525786,1,0.612030816343341,0.0962966039675462,0.001667863335461,0.402922430176893
528903.78694287,4983393.9525786,1,0.64126586342361,0.100455811798549,0.00165745729084730,0.404579887467741
530343.78694287,4985313.9525786,1,0.642713467986993,0.0789476253687767,0.00165349455062004,0.406233382018361
532743.78694287,4984353.9525786,1,0.650763593681414,0.0369104477363046,0.00165201997169960,0.40788540199006
527943.78694287,4985553.9525786,1,0.823053484104183,0.0295954408907707,0.00165125569278994,0.40953665768285
529143.78694287,4983153.9525786,0.96875,0.639965973611593,0.112603088592917,0.00164882542241950,0.41118548310527
533223.78694287,4984353.9525786,1,0.736243822511653,0.0735692400292273,0.00164641808624306,0.412831901191513
532983.78694287,4984113.9525786,1,0.670698520015707,0.0441975449277112,0.0016332229812211,0.414465124172734
532023.78694287,4981713.9525786,1,0.681067439051564,0.103894490727696,0.00162819050681106,0.416093314679545
533223.78694287,4984113.9525786,1,0.715731823882026,0.0662161666272822,0.00162130100600126,0.417714615685546
532023.78694287,4985073.9525786,1,0.651469341937938,0.0690505826277083,0.00161440375382861,0.419329019439375
533463.78694287,4983873.9525786,1,0.766547011371797,0.103427215016886,0.00161251276417993,0.420941532203555
531543.78694287,4985553.9525786,1,0.689627016510695,0.092135562655615,0.00160386767998252,0.422545399883537
530823.78694287,4982913.9525786,0.890625,0.5933777914469,0.147416729706155,0.00159257374449315,0.424137973628031
531063.78694287,4982193.9525786,0.9375,0.671071417699154,0.195583932550067,0.00158718889593855,0.425725162523969
531783.78694287,4981713.9525786,0.96875,0.682723813796877,0.117562450783224,0.00158611167540623,0.427311274199375
531783.78694287,4984353.9525786,0.515625,0.802072737330222,0.0288215955276406,0.00158269677657769,0.428893970975953
528663.78694287,4983393.9525786,0.953125,0.685397122541591,0.105624772872093,0.00157755005416528,0.430471521030118
532503.78694287,4983153.9525786,1,0.613268797261786,0.0798233598863377,0.00157741358447510,0.432048934614593
533703.78694287,4983153.9525786,1,0.764653636514293,0.0705980405309934,0.00157068783649647,0.43361962245109
527703.78694287,4985553.9525786,1,0.839106466772588,0.0330992811500428,0.00156597472869153,0.435185597179781
532023.78694287,4984833.9525786,1,0.600571631140404,0.047016303583069,0.00155337679762622,0.436738973977408
533223.78694287,4983633.9525786,1,0.672952318866542,0.0474425733474078,0.00153392200067467,0.438272895978082
532983.78694287,4984593.9525786,0.96875,0.701055542696348,0.056353960023847,0.00152652189136594,0.439799417869448
533703.78694287,4982193.9525786,1,0.768399682608925,0.0492869387495516,0.00150246496864366,0.441301882838092
529623.78694287,4982433.9525786,1,0.627867150709743,0.181654221264903,0.00149276954840135,0.442794652386493
528663.78694287,4983633.9525786,0.9375,0.66433299899686,0.0863833218239721,0.00149089071347265,0.444285543099966
531783.78694287,4982193.9525786,0.90625,0.691905762741761,0.172831278216089,0.00148811175532633,0.445773654855292
532503.78694287,4984353.9525786,0.90625,0.635442619669776,0.0296357774711881,0.00147673723788910,0.447250392093181
533463.78694287,4984113.9525786,1,0.75579731653242,0.116275463583211,0.00147562398592407,0.448726016079105
529143.78694287,4983873.9525786,1,0.545877191675771,0.0478305146294884,0.00146975299416780,0.450195769073273
531063.78694287,4985553.9525786,1,0.634054757516946,0.0772389375553095,0.00146433356270842,0.451660102635981
533223.78694287,4982913.9525786,0.984375,0.659372409391,0.0321120244274606,0.00145608431769258,0.453116186953674
532263.78694287,4984353.9525786,0.8125,0.653469727926431,0.0266735125546195,0.00144789667230151,0.454564083625976
530823.78694287,4985793.9525786,1,0.702056063945598,0.138178343161339,0.00144346737180145,0.456007550997777
532503.78694287,4984113.9525786,0.765625,0.701148110607204,0.0398008867650881,0.00144261308656684,0.457450164084344
532743.78694287,4983153.9525786,0.75,0.735257744482537,0.0546958821045687,0.00144112051550055,0.458891284599844
529143.78694287,4984593.9525786,1,0.553411497458423,0.0117043339947320,0.00144043818402621,0.460331722783871
532263.78694287,4984833.9525786,0.84375,0.698160990079589,0.0651217531304599,0.00143817727523096,0.461769900059102
528423.78694287,4984833.9525786,0.984375,0.68400926038876,0.0497733641500539,0.00143076192744787,0.463200661986549
532983.78694287,4984353.9525786,1,0.644648202974879,0.0513879041730087,0.00142303125485127,0.464623693241401
528903.78694287,4983873.9525786,1,0.570758658301793,0.0589992946657076,0.00141936834543907,0.46604306158684
