"x","y","elev240","forest240","Prob","CumProb"
533463.78694287,4982433.9525786,0.134786386078022,1,0.00137461621986073,0.451479808305644
532983.78694287,4981953.9525786,0.197853470968028,1,0.00136918643118048,0.452848994736825
530103.78694287,4982193.9525786,0.422519440047701,0.90625,0.00136566458654813,0.454214659323373
528663.78694287,4983153.9525786,0.318284034650794,0.953125,0.00135341696770055,0.455568076291073
531543.78694287,4985553.9525786,0.307059954457476,1,0.00135164226280226,0.456919718553876
532743.78694287,4984113.9525786,0.104061522486698,0.78125,0.00134689043211013,0.458266608985986
529143.78694287,4985073.9525786,0.0731831239852976,0.78125,0.00134595474355114,0.459612563729537
532743.78694287,4983873.9525786,0.104167578729804,0.765625,0.00134462129916612,0.460957185028703
532263.78694287,4985073.9525786,0.316896671005518,1,0.00134192175350907,0.462299106782212
530583.78694287,4985553.9525786,0.350588642979539,1,0.00134043398448646,0.463639540766699
528903.78694287,4982433.9525786,0.344201220756687,0.96875,0.00133903181943572,0.464978572586134
529383.78694287,4985553.9525786,0.262847449809808,1,0.00132508605830988,0.466303658644444
529383.78694287,4984593.9525786,0.068086874861649,0.65625,0.00132183715177546,0.46762549579622
528183.78694287,4983873.9525786,0.256787445407241,1,0.00131522327025659,0.468940719066476
533703.78694287,4982913.9525786,0.129072914283741,1,0.00131090193566842,0.470251621002145
533223.78694287,4984113.9525786,0.243876947627331,1,0.00131035807888484,0.47156197908103
533223.78694287,4981953.9525786,0.166830170041454,1,0.00130887373582708,0.472870852816857
530583.78694287,4984833.9525786,0.0835112755667996,0.59375,0.00130211281720838,0.474172965634065
532743.78694287,4983153.9525786,0.114707842797517,0.75,0.00130054033885714,0.475473505972922
530343.78694287,4985553.9525786,0.362987974331923,1,0.00129495491532004,0.476768460888242
528423.78694287,4985073.9525786,0.196649239323928,1,0.00129033508843511,0.478058795976677
532983.78694287,4983633.9525786,0.099784126216795,0.78125,0.00127859945925368,0.479337395435931
529623.78694287,4985553.9525786,0.31365948916654,1,0.00127659891322214,0.480613994349153
533223.78694287,4984353.9525786,0.242865713681440,1,0.00126579205617486,0.481879786405328
529623.78694287,4982193.9525786,0.335915268461031,0.84375,0.00126560204664040,0.483145388451968
528183.78694287,4983633.9525786,0.288879941249774,1,0.00126047724332263,0.484405865695291
532983.78694287,4981713.9525786,0.190521408254259,0.984375,0.00125765391403194,0.485663519609323
533463.78694287,4983633.9525786,0.226515787273374,1,0.00125643120730682,0.48691995081663
533223.78694287,4984593.9525786,0.224088209197173,1,0.00125089147572451,0.488170842292354
530583.78694287,4982433.9525786,0.395919054422268,0.765625,0.00123686128841942,0.489407703580774
528423.78694287,4984833.9525786,0.241776787371414,0.984375,0.00123076597445802,0.490638469555232
528663.78694287,4985793.9525786,0.121143976899470,0.984375,0.00122264537019004,0.491861114925422
532263.78694287,4984833.9525786,0.239647646630464,0.84375,0.00121723070547069,0.493078345630892
528423.78694287,4983153.9525786,0.352399614991173,0.984375,0.00121615406907185,0.494294499699964
529863.78694287,4985553.9525786,0.366745571689396,1,0.00121294603699825,0.495507445736963
533703.78694287,4983153.9525786,0.180434349644002,1,0.00121177165425345,0.496719217391216
530103.78694287,4985073.9525786,0.221496613907796,0.75,0.00120883641450126,0.497928053805717
530103.78694287,4985553.9525786,0.389579110866387,1,0.00120492427169646,0.499132978077414
528903.78694287,4985793.9525786,0.188844856364700,1,0.00120422092036320,0.500337198997777
533463.78694287,4982193.9525786,0.185203180947366,1,0.00119983197561772,0.501537030973395
528423.78694287,4984353.9525786,0.336753236102778,1,0.00118861520153171,0.502725646174926
528663.78694287,4984113.9525786,0.277810012572598,0.875,0.00118702683539839,0.503912673010325
529383.78694287,4982673.9525786,0.314025753168893,0.765625,0.00117773600807291,0.505090409018398
532983.78694287,4983393.9525786,0.099697184761691,0.734375,0.00116984821564163,0.506260257234039
528903.78694287,4985313.9525786,0.0651290155699197,0.78125,0.00116382087641574,0.507424078110455
527943.78694287,4984113.9525786,0.263232828600162,1,0.00113030172295548,0.50855437983341
530823.78694287,4983153.9525786,0.332475839832875,0.5625,0.00112992282434754,0.509684302657758
529623.78694287,4980993.9525786,0.323197768379331,1,0.00112392128718804,0.510808223944946
530823.78694287,4985793.9525786,0.38824970819118,1,0.00112108648609710,0.511929310431043
527943.78694287,4983873.9525786,0.287569653362569,1,0.00110863672936989,0.513037947160413
533463.78694287,4981953.9525786,0.201312014384186,1,0.00110510282107554,0.514143049981489
529143.78694287,4985793.9525786,0.274398947823411,1,0.00110435813677872,0.515247408118267
528183.78694287,4985793.9525786,0.102703139326456,1,0.00109767984085614,0.516345087959123
527943.78694287,4984353.9525786,0.243838718051328,0.984375,0.00109607768629291,0.517441165645416
533703.78694287,4983393.9525786,0.239166077294037,1,0.00109462936195879,0.518535795007375
531063.78694287,4982433.9525786,0.420265128275643,0.734375,0.00108900653556499,0.51962480154294
530823.78694287,4984833.9525786,0.0782510092299761,0.5,0.00108823685107205,0.520713038394012
533463.78694287,4983873.9525786,0.299458434893491,1,0.00108398590551340,0.521797024299526
533703.78694287,4982193.9525786,0.179875704549505,1,0.00108159006025546,0.522878614359781
531783.78694287,4985313.9525786,0.268898205121407,0.828125,0.00107962244620305,0.523958236805984
529623.78694287,4985793.9525786,0.350453606251399,1,0.00107696718295615,0.52503520398894
533943.78694287,4982193.9525786,0.119794842830197,1,0.00107277633682588,0.526107980325766
528423.78694287,4984593.9525786,0.300633686052556,0.9375,0.00106601813871940,0.527173998464486
529383.78694287,4985793.9525786,0.327417820285230,1,0.00106588855660218,0.528239887021088
530583.78694287,4985793.9525786,0.416180113097884,1,0.00106559742387585,0.529305484444964
532263.78694287,4981233.9525786,0.239975064450749,0.90625,0.00106545904209120,0.530370943487055
531783.78694287,4985793.9525786,0.356369324834858,1,0.00106506621189915,0.531436009698954
533223.78694287,4983393.9525786,0.107077342748497,0.75,0.00106457948599195,0.532500589184946
532983.78694287,4982913.9525786,0.0958532625551785,0.6875,0.00104663487709561,0.533547224062041
530343.78694287,4985793.9525786,0.421652491920919,1,0.00104332099541448,0.534590545057456
529863.78694287,4985793.9525786,0.392546835855149,1,0.00104123437255535,0.535631779430011
531543.78694287,4985793.9525786,0.375368190896305,0.984375,0.00104069054176603,0.536672469971777
529143.78694287,4981233.9525786,0.36034828376951,1,0.00103447471520129,0.537706944686979
531063.78694287,4982913.9525786,0.385677227689805,0.609375,0.00103434420749928,0.538741288894478
530103.78694287,4985313.9525786,0.322648372375802,0.8125,0.00103407466874852,0.539775363563226
530583.78694287,4983153.9525786,0.296625746632868,0.484375,0.00103053782579341,0.54080590138902
528663.78694287,4982913.9525786,0.354259298881908,0.859375,0.00102974697265096,0.541835648361671
533223.78694287,4982673.9525786,0.100728150101647,0.75,0.00102507635970855,0.542860724721379
528903.78694287,4981473.9525786,0.375936701687836,1,0.00102193704995618,0.543882661771336
531783.78694287,4982433.9525786,0.388182498130142,0.75,0.00101948639778804,0.544902148169124
529383.78694287,4980993.9525786,0.348960186363017,1,0.00101806140174304,0.545920209570867
528663.78694287,4985313.9525786,0.0775190978313348,0.765625,0.00101484073943716,0.546935050310304
528423.78694287,4985313.9525786,0.135942522449085,0.859375,0.00100785692997039,0.547942907240274
533703.78694287,4982433.9525786,0.103608933635306,0.875,0.00100748720179266,0.548950394442067
528903.78694287,4983153.9525786,0.312397296552370,0.75,0.00100745703514136,0.549957851477208
533943.78694287,4982913.9525786,0.20755515078793,1,0.00100597413097066,0.550963825608179
531783.78694287,4984353.9525786,0.13939120016821,0.515625,0.00100358651156175,0.551967412119741
529863.78694287,4980753.9525786,0.348526712299626,1,0.00100291166611933,0.55297032378586
533463.78694287,4984833.9525786,0.257519356805882,1,0.00100140917152132,0.553971732957381
533463.78694287,4984353.9525786,0.311019798604127,1,0.00100019088581287,0.554971923843194
528183.78694287,4983393.9525786,0.333333538868688,0.921875,0.000998263080807293,0.555970186924001
530103.78694287,4985793.9525786,0.434813331763043,1,0.000996303808904934,0.556966490732906
527943.78694287,4985793.9525786,0.103657028908342,1,0.000996130914933259,0.55796262164784
533463.78694287,4984113.9525786,0.33266822092502,1,0.000995344564799881,0.55895796621264
528903.78694287,4986033.9525786,0.238963830504859,1,0.000995058252925415,0.559953024465565
533463.78694287,4984593.9525786,0.294544701164954,1,0.00098654514518212,0.560939569610747
533703.78694287,4983633.9525786,0.307108049730512,1,0.000963003300691321,0.561902572911438
530103.78694287,4980753.9525786,0.322205649221442,0.9375,0.000956611367965562,0.562859184279404
533703.78694287,4981953.9525786,0.220522992931845,1,0.000954933208565831,0.56381411748797
532023.78694287,4985793.9525786,0.389415710259277,1,0.000951818317166551,0.564765935805136
527703.78694287,4983153.9525786,0.321752443763985,1,0.000937934323267812,0.565703870128404
527943.78694287,4985553.9525786,0.182187977291632,1,0.000937229875315203,0.566641100003719
528663.78694287,4985553.9525786,0.0812187342187386,0.765625,0.000926440560348671,0.567567540564068
531303.78694287,4980513.9525786,0.312146954490156,0.96875,0.00092357920401375,0.568491119768082
532743.78694287,4981713.9525786,0.203923341067629,0.796875,0.000922805868330076,0.569413925636412
529383.78694287,4981233.9525786,0.322205649221442,0.875,0.000918709959841222,0.570332635596253
