"x","y","descape240","Prob","CumProb"
532983.78694287,4983873.9525786,0.000788610363391655,0.00124135355222422,0.433275290207328
532983.78694287,4984113.9525786,0,0.00123084607880698,0.434506136286135
529383.78694287,4984593.9525786,0.0105785834454913,0.00122784656705056,0.435733982853186
530583.78694287,4985793.9525786,0,0.00122710472998615,0.436961087583172
530823.78694287,4985793.9525786,0,0.00122704610389054,0.438188133687062
529623.78694287,4985553.9525786,0,0.00121891385340514,0.439407047540468
532743.78694287,4983153.9525786,0.00630888290713324,0.00121319176894261,0.44062023930941
530343.78694287,4985793.9525786,0,0.00121142242076734,0.441831661730178
531783.78694287,4985313.9525786,0.00410637786002692,0.00120490614879010,0.443036567878968
532983.78694287,4982673.9525786,0.000788610363391655,0.00119882327912544,0.444235391158093
529143.78694287,4984833.9525786,0.00607790376850606,0.00118348935704980,0.445418880515143
530103.78694287,4985793.9525786,0,0.00118092409139155,0.446599804606534
529143.78694287,4985313.9525786,0,0.00118016808178577,0.44777997268832
532743.78694287,4983873.9525786,0.00656788358008075,0.00117969523391514,0.448959667922235
528423.78694287,4984353.9525786,0,0.00117838302042729,0.450138050942663
532983.78694287,4984353.9525786,0,0.00117733784408917,0.451315388786752
532983.78694287,4982433.9525786,0,0.00117345685407492,0.452488845640827
528663.78694287,4984833.9525786,0,0.00116450124863328,0.45365334688946
532743.78694287,4984113.9525786,0.00601025235531628,0.00115863914178514,0.454811986031245
532743.78694287,4981953.9525786,0,0.00115787302552077,0.455969859056766
529383.78694287,4985553.9525786,0,0.00114406641649427,0.45711392547326
528183.78694287,4983633.9525786,0,0.00114061426795854,0.458254539741219
528903.78694287,4985073.9525786,0.00134624242934051,0.00113993545567664,0.459394475196895
533223.78694287,4983633.9525786,0,0.00113951553845737,0.460533990735353
532983.78694287,4983153.9525786,0.00426970474427995,0.00113847395722327,0.461672464692576
529863.78694287,4985793.9525786,0,0.00113732461283732,0.462809789305413
531543.78694287,4985793.9525786,0.000394305181695828,0.00112349753323717,0.463933286838651
528183.78694287,4983873.9525786,0,0.00112006540462510,0.465053352243276
533223.78694287,4983873.9525786,0,0.00111899669446302,0.466172348937739
530823.78694287,4984833.9525786,0.0192110783983849,0.00111557546703118,0.46728792440477
531063.78694287,4985793.9525786,0.00276013627187079,0.00111435328636798,0.468402277691138
532983.78694287,4982193.9525786,0,0.00110906981051193,0.46951134750165
533223.78694287,4982913.9525786,0.000394305181695828,0.00110397087126012,0.47061531837291
529143.78694287,4985073.9525786,0.00552027254374159,0.00110097426498407,0.471716292637894
532983.78694287,4983633.9525786,0.00552027254374159,0.00109722472964332,0.472813517367537
528663.78694287,4982673.9525786,0.00793696500672948,0.00109110001271157,0.473904617380249
529623.78694287,4981713.9525786,0.0107673452220727,0.00108943688702107,0.47499405426727
532983.78694287,4984593.9525786,0.000788610363391655,0.00108730880509039,0.47608136307236
533223.78694287,4984113.9525786,0,0.00108573678593594,0.477167099858296
529623.78694287,4985793.9525786,0,0.00108289227757535,0.478249992135872
531783.78694287,4985793.9525786,0,0.00108245686686187,0.479332449002733
530583.78694287,4986033.9525786,0,0.00107659261433005,0.480409041617063
530823.78694287,4986033.9525786,0,0.00107654464496165,0.481485586262025
528183.78694287,4983393.9525786,0.00213485279273217,0.00107562744450951,0.482561213706535
528903.78694287,4981473.9525786,0,0.00107537003948575,0.48363658374602
528663.78694287,4985073.9525786,0,0.00107527989046556,0.484711863636486
529623.78694287,4980993.9525786,0,0.00107437965711179,0.485786243293598
531303.78694287,4985793.9525786,0.00331776833781965,0.00106805546422574,0.486854298757823
530343.78694287,4986033.9525786,0,0.00106374744496804,0.487918046202792
529143.78694287,4985553.9525786,0,0.00106314956720479,0.488981195769996
528423.78694287,4984593.9525786,0.00157722072678331,0.00106262753230889,0.490043823302305
531543.78694287,4981953.9525786,0.0171438761776581,0.00105982484432434,0.491103648146630
529143.78694287,4981233.9525786,0,0.00105569187985828,0.492159340026488
532503.78694287,4985073.9525786,0.00410637786002692,0.00104800620745130,0.493207346233939
529383.78694287,4981953.9525786,0.0128705080753701,0.00104602661030451,0.494253372844244
533223.78694287,4984353.9525786,0,0.00104145348095262,0.495294826325196
530103.78694287,4986033.9525786,0,0.00103868974765780,0.496333516072854
533223.78694287,4982433.9525786,0,0.00103822986858157,0.497371745941436
532983.78694287,4981953.9525786,0,0.00103747167237045,0.498409217613806
531543.78694287,4982913.9525786,0.0285048199865411,0.00103739768823169,0.499446615302038
528423.78694287,4984833.9525786,0.000394305181695828,0.00103082452692449,0.500477439828962
532983.78694287,4983393.9525786,0.0078184513795424,0.00103006762699527,0.501507507455958
529383.78694287,4981233.9525786,0.00331776833781965,0.00102742651074530,0.502534933966703
529383.78694287,4985793.9525786,0,0.00102017628459428,0.503555110251297
532023.78694287,4985793.9525786,0,0.00101968946237373,0.504574799713671
532263.78694287,4985313.9525786,0.00489498822341857,0.00101732891281476,0.505592128626486
529383.78694287,4980993.9525786,0,0.00101238656328965,0.506604515189775
533463.78694287,4983393.9525786,0,0.00100369971882502,0.5076082149086
529863.78694287,4986033.9525786,0,0.00100269460494360,0.508610909513544
533463.78694287,4983633.9525786,0,0.00099824354482799,0.509609153058372
533463.78694287,4983153.9525786,0,0.000997485292272783,0.510606638350645
529863.78694287,4980753.9525786,0,0.000994345839895276,0.51160098419054
529623.78694287,4981473.9525786,0.0103027927321669,0.000992514366992767,0.512593498557533
533223.78694287,4984593.9525786,0,0.000988250574485743,0.513581749132018
533223.78694287,4982193.9525786,0,0.000984523195180782,0.514566272327199
527943.78694287,4983873.9525786,0,0.000982356216603728,0.515548628543803
532263.78694287,4981233.9525786,0.00236583109017497,0.00098231362480001,0.516530942168603
533463.78694287,4983873.9525786,0,0.000981393734420514,0.517512335903024
533463.78694287,4982913.9525786,0,0.000979915460788925,0.518492251363812
528903.78694287,4985553.9525786,0,0.000979111797414557,0.519471363161227
532983.78694287,4982913.9525786,0.00870273384925976,0.000975706185584747,0.520447069346812
528903.78694287,4981233.9525786,0,0.000972507646403037,0.521419576993215
530103.78694287,4980753.9525786,0.00197152590847914,0.000970349217792587,0.522389926211007
528423.78694287,4985073.9525786,0,0.000967261835287738,0.523357188046295
531783.78694287,4983873.9525786,0.0279956679004038,0.000962725616170287,0.524319913662465
528903.78694287,4982193.9525786,0.0121109942799462,0.000960919315202617,0.525280832977668
532743.78694287,4984833.9525786,0.00640455753701211,0.000958902325020624,0.526239735302689
529623.78694287,4986033.9525786,0,0.000957476333891366,0.52719721163658
531783.78694287,4986033.9525786,0,0.000957113397656829,0.528154325034237
527943.78694287,4984113.9525786,0,0.000954908633859952,0.529109233668097
533463.78694287,4984113.9525786,0,0.000953985142392681,0.530063218810489
529143.78694287,4985793.9525786,0,0.000951755553907788,0.531014974364397
532263.78694287,4985793.9525786,0,0.000951235925312817,0.53196621028971
532983.78694287,4981713.9525786,0.000394305181695828,0.000950054686739065,0.532916264976449
528183.78694287,4984353.9525786,0.00315444145356662,0.000947667144472023,0.533863932120921
532503.78694287,4981713.9525786,0.00742414619784657,0.000942581582627222,0.534806513703548
528183.78694287,4984593.9525786,0.00197152590847914,0.000931948883755549,0.535738462587304
530343.78694287,4986273.9525786,0,0.00093091202227914,0.536669374609583
531063.78694287,4986273.9525786,0,0.000930795860286422,0.537600170469869
529143.78694287,4981473.9525786,0.00774820743606999,0.000927735307779724,0.538527905777649
532023.78694287,4985313.9525786,0.0106040208613728,0.000925410842340394,0.539453316619989
533223.78694287,4981953.9525786,0,0.000924314287035034,0.540377630907024
528183.78694287,4984113.9525786,0.00538496803499327,0.000923604485578841,0.541301235392603
533463.78694287,4984353.9525786,0,0.000917311284594666,0.542218546677198
533463.78694287,4982433.9525786,0,0.000914633632009282,0.543133180309207
528903.78694287,4985313.9525786,0.00568359858681023,0.000911455688955115,0.544044635998162
530103.78694287,4986273.9525786,0,0.000910283414921044,0.544954919413083
527943.78694287,4984353.9525786,0.000394305181695828,0.000907311984900217,0.545862231397984
529383.78694287,4986033.9525786,0,0.000905002433735762,0.546767233831719
532023.78694287,4986033.9525786,0,0.000904593578216716,0.547671827409936
531063.78694287,4986033.9525786,0.00540780787348587,0.000903305080324665,0.548575132490261
530103.78694287,4980513.9525786,0,0.000902371913293926,0.549477504403555
533223.78694287,4982673.9525786,0.00647220895020189,0.000890805728684157,0.550368310132239
531783.78694287,4985553.9525786,0.0106040208613728,0.000884443746852132,0.551252753879091
531303.78694287,4980513.9525786,0.000788610363391655,0.0008809484577182,0.552133702336809
528423.78694287,4981713.9525786,0.00292346315612382,0.000880879096432881,0.553014581433242
529863.78694287,4986273.9525786,0,0.000880534072345703,0.553895115505588
528903.78694287,4985793.9525786,0,0.000880044670063239,0.554775160175651
533703.78694287,4983393.9525786,0,0.000876181902793104,0.555651342078444
533463.78694287,4984593.9525786,0,0.00087298272125063,0.556524324799695
530583.78694287,4986273.9525786,0.00252915797442799,0.000872210887587532,0.557396535687282
527703.78694287,4983153.9525786,0,0.000871956483517302,0.558268492170800
533703.78694287,4983633.9525786,0,0.000871699004639994,0.55914019117544
533703.78694287,4983153.9525786,0,0.000871075755978155,0.560011266931418
533463.78694287,4982193.9525786,0,0.000869866293870388,0.560881133225288
533223.78694287,4983393.9525786,0.00919012449528937,0.000868324737692072,0.56174945796298
527943.78694287,4982913.9525786,0.00413180938761777,0.000865780494174189,0.562615238457154
530343.78694287,4980513.9525786,0.00213485279273217,0.000865112106113188,0.563480350563268
531543.78694287,4982433.9525786,0.0300335632570659,0.000864362051935283,0.564344712615203
528423.78694287,4981473.9525786,0.000788610363391655,0.00086331486018794,0.565208027475391
533703.78694287,4983873.9525786,0,0.000857834686734992,0.566065862162126
527703.78694287,4982913.9525786,0,0.00085747690240197,0.566923339064528
533703.78694287,4982913.9525786,0,0.000856616887150311,0.567779955951678
532743.78694287,4981713.9525786,0.00751722913862719,0.000851493107931926,0.56863144905961
529143.78694287,4986033.9525786,0,0.000847312446980895,0.569478761506591
532263.78694287,4986033.9525786,0,0.000846872582116454,0.570325634088707
533223.78694287,4984833.9525786,0.00317987213997308,0.00084336583083039,0.571168999919538
529623.78694287,4986273.9525786,0,0.000842970376167797,0.572011970295706
529863.78694287,4980513.9525786,0.00118291554508748,0.000842344957551197,0.572854315253257
531543.78694287,4986273.9525786,0.00157722072678331,0.00083932623091608,0.573693641484173
533703.78694287,4984113.9525786,0,0.000835217726214305,0.574528859210387
528663.78694287,4981473.9525786,0.0052892934051144,0.000834037236409143,0.575362896446796
529623.78694287,4980753.9525786,0.00433735699865411,0.000833048938481914,0.576195945385278
528183.78694287,4981953.9525786,0.00354874663526245,0.000831076566449062,0.577027021951727
533463.78694287,4984833.9525786,0,0.00082277155113354,0.577849793502861
531543.78694287,4986033.9525786,0.00663553583445491,0.000820322457490586,0.578670115960352
533463.78694287,4981953.9525786,0,0.000819334014464412,0.579489449974816
528663.78694287,4985313.9525786,0.00624123065275909,0.000815298163211743,0.580304748138028
531303.78694287,4986033.9525786,0.00830583950201884,0.000808024307065739,0.581112772445094
532263.78694287,4981713.9525786,0.0156597409152086,0.000805049771375176,0.581917822216469
533703.78694287,4984353.9525786,0,0.0008048313401801,0.582722653556649
530343.78694287,4986513.9525786,0.000394305181695828,0.000802478012918876,0.583525131569568
529383.78694287,4986273.9525786,0,0.000799116977113183,0.584324248546681
532023.78694287,4986273.9525786,0,0.000798774197651632,0.585123022744332
