"x","y","descape240","wolfuse","Prob","CumProb"
530343.78694287,4985313.9525786,0,0,0.00171841655983104,0.311491282444410
532263.78694287,4985073.9525786,0,0.00146793813111860,0.00171594254091277,0.313207224985323
531783.78694287,4982193.9525786,0.00292346315612382,0,0.00171134059220306,0.314918565577526
530583.78694287,4982433.9525786,0.0080494296769852,0.000115057285734650,0.00169056468073251,0.316609130258259
530103.78694287,4982433.9525786,0,0.0190083167626828,0.00167632921644570,0.318285459474704
531063.78694287,4985553.9525786,0,0,0.00166831076459772,0.319953770239302
532503.78694287,4984113.9525786,0.00640455753701211,0.00631853805826054,0.00166469232307960,0.321618462562382
531303.78694287,4985553.9525786,0,0,0.00166252092040382,0.323280983482786
529623.78694287,4983153.9525786,0,0.0233354955572418,0.00165963149323364,0.324940614976019
531783.78694287,4981953.9525786,0,0,0.00165758450311672,0.326598199479136
529863.78694287,4985073.9525786,0,0,0.00165706202192095,0.328255261501057
532503.78694287,4982433.9525786,0,0,0.00165477810775953,0.329910039608816
530823.78694287,4985553.9525786,0,0,0.00164855339971320,0.331558593008530
529623.78694287,4984833.9525786,0,0,0.00164297047226052,0.33320156348079
532263.78694287,4982193.9525786,0,0,0.00164072073520901,0.334842284215999
532743.78694287,4982913.9525786,0.00174054761103634,0.000213414667509478,0.00163734727583414,0.336479631491833
531543.78694287,4985553.9525786,0,0,0.00163164840303606,0.338111279894869
529383.78694287,4984113.9525786,0.00197152590847914,0,0.00163107982114560,0.339742359716015
532503.78694287,4984833.9525786,0,0.0112758080981885,0.00162624928073241,0.341368608996747
530103.78694287,4985313.9525786,0,0,0.00162103083397012,0.342989639830717
532743.78694287,4982673.9525786,0,0,0.00161883352874067,0.344608473359458
530583.78694287,4985553.9525786,0,0,0.00160481190130223,0.34621328526076
529623.78694287,4984353.9525786,0.00552027254374159,0,0.00160012077991285,0.347813406040673
529863.78694287,4982673.9525786,0,0.0279840705772922,0.00159636960652699,0.3494097756472
531783.78694287,4982433.9525786,0.00946332436069987,0,0.00159549066172245,0.351005266308923
529383.78694287,4983393.9525786,0,0.0160760603656438,0.00159004468663205,0.352595310995555
531783.78694287,4985313.9525786,0.00410637786002692,0,0.00158334032308353,0.354178651318638
532023.78694287,4981953.9525786,0,0,0.00157883171568735,0.355757483034325
532743.78694287,4983393.9525786,0.0050583151076716,0.00513909267229277,0.00157329222652400,0.357330775260849
530583.78694287,4984833.9525786,0.0131331763122476,0,0.00156439114272074,0.35889516640357
529143.78694287,4983873.9525786,0,0.00100099783873601,0.00154648417987559,0.360441650583446
530343.78694287,4985553.9525786,0,0,0.00154033262842325,0.361981983211869
531303.78694287,4982433.9525786,0.0135248906460296,0,0.00153256727519754,0.363514550487066
529143.78694287,4984113.9525786,0,0,0.00152762507509236,0.365042175562159
529623.78694287,4985073.9525786,0,0,0.00152058898045809,0.366562764542617
530583.78694287,4983153.9525786,0.0219096147375505,0,0.00151976068369702,0.368082525226314
532503.78694287,4982193.9525786,0,0,0.00151844147146535,0.369600966697779
529143.78694287,4983633.9525786,0,0.00517779528035237,0.00151643815874848,0.371117404856528
532743.78694287,4983153.9525786,0.00630888290713324,0.00118365128343948,0.00151010612900928,0.372627510985537
532743.78694287,4982433.9525786,0,0,0.00150880384283886,0.374136314828376
532743.78694287,4984353.9525786,0,0.0300743771427255,0.00149631408698426,0.37563262891536
529863.78694287,4985313.9525786,0.000394305181695828,0,0.00149530898907853,0.377127937904439
530103.78694287,4985073.9525786,0.00696218876177658,0,0.00148763775260138,0.37861557565704
532263.78694287,4981953.9525786,0,0,0.00148496851842777,0.380100544175468
529143.78694287,4984353.9525786,0,0,0.00147987021315159,0.381580414388619
529623.78694287,4982913.9525786,0,0.0360486162006966,0.00147766762958696,0.383058082018206
530823.78694287,4985793.9525786,0,0,0.00146159894469492,0.384519680962901
530103.78694287,4985553.9525786,0,0,0.00145940631199079,0.385979087274892
531783.78694287,4981713.9525786,0.000788610363391655,0,0.00144758923801740,0.387426676512909
531063.78694287,4982673.9525786,0.0199757991251682,0,0.00144128504099353,0.388867961553903
531543.78694287,4985793.9525786,0.000394305181695828,0,0.00143285323831576,0.390300814792219
529383.78694287,4984353.9525786,0.00568359858681023,0,0.00142879662510465,0.391729611417323
530103.78694287,4982193.9525786,0.00236583109017497,0.0198069621210049,0.00142751722447158,0.393157128641795
532983.78694287,4982673.9525786,0.000788610363391655,7.8488223919044e-06,0.00142736371100953,0.394584492352805
532743.78694287,4983873.9525786,0.00656788358008075,0.0174472894927437,0.00142724694516003,0.396011739297965
529383.78694287,4984833.9525786,0.00157722072678331,0,0.00142649425647939,0.397438233554444
530583.78694287,4985793.9525786,0,0,0.00142587721198152,0.398864110766425
529863.78694287,4982433.9525786,0,0.035437292386908,0.00141735376759625,0.400281464534022
529143.78694287,4984593.9525786,0,0,0.00141485852029417,0.401696323054316
532023.78694287,4981713.9525786,0,0,0.00141295309605011,0.403109276150366
532983.78694287,4983153.9525786,0.00426970474427995,0.00333842499866811,0.00140639553016144,0.404515671680527
531783.78694287,4985793.9525786,0,0,0.00140393692058735,0.405919608601115
529623.78694287,4985313.9525786,0,0,0.00139365789804538,0.40731326649916
532743.78694287,4982193.9525786,0,0,0.00139164395830131,0.408704910457461
530823.78694287,4984833.9525786,0.0192110783983849,0,0.00138326219096295,0.410088172648424
529383.78694287,4985073.9525786,0,0,0.00138312945165498,0.411471302100079
532503.78694287,4981953.9525786,0,0,0.00138114008722961,0.412852442187309
529143.78694287,4983393.9525786,0,0.0204083579433291,0.00137952465243951,0.414231966839749
531063.78694287,4985793.9525786,0.00276013627187079,0,0.00137399002365686,0.415605956863405
530343.78694287,4985793.9525786,0,0,0.00137281669703595,0.416978773560441
532743.78694287,4984113.9525786,0.00601025235531628,0.0239725716737629,0.00136933199778127,0.418348105558223
529383.78694287,4983153.9525786,0,0.0383693400009503,0.00136877584439140,0.419716881402614
529863.78694287,4985553.9525786,0,0,0.00136667896188781,0.421083560364502
532263.78694287,4985313.9525786,0.00489498822341857,0.00212075504570908,0.00136638924607909,0.422449949610581
532983.78694287,4983873.9525786,0.000788610363391655,0.0321406304670548,0.00136501642530658,0.423814966035887
532983.78694287,4982433.9525786,0,0,0.00136472761004676,0.425179693645934
528903.78694287,4983873.9525786,0,0.00133756826844022,0.00136447090484867,0.426544164550783
531063.78694287,4981953.9525786,0.0098576295423957,0,0.00135444398357375,0.427898608534357
528903.78694287,4984113.9525786,0,0,0.00135215473076911,0.429250763265126
531303.78694287,4985793.9525786,0.00331776833781965,0,0.00134963813330062,0.430600401398426
532023.78694287,4985793.9525786,0,4.22050220230064e-05,0.00134375192743904,0.431944153325865
531783.78694287,4983873.9525786,0.0279956679004038,0,0.00134336834832222,0.433287521674188
533223.78694287,4982913.9525786,0.000394305181695828,0.00320100619005588,0.00133331902486206,0.434620840699050
528903.78694287,4983633.9525786,0,0.00630934080728466,0.00133183311936537,0.435952673818415
528903.78694287,4984353.9525786,0,0,0.00131296103782839,0.437265634856243
532503.78694287,4985073.9525786,0.00410637786002692,0.0162446922322646,0.00131071062151451,0.438576345477758
530103.78694287,4985793.9525786,0,0,0.00130557559550657,0.439881921073264
530823.78694287,4986033.9525786,0,0,0.00129042967321069,0.441172350746475
531303.78694287,4982193.9525786,0.0159547106325707,0,0.00128866690812064,0.442461017654596
532983.78694287,4984113.9525786,0,0.0433981088580146,0.00128642801679021,0.443747445671386
529863.78694287,4982193.9525786,0.000394305181695828,0.0366857715107682,0.00127528123602236,0.445022726907408
529383.78694287,4985313.9525786,0,0,0.00127385373857261,0.446296580645981
532743.78694287,4981953.9525786,0,0,0.00127197430273797,0.447568554948719
532023.78694287,4985313.9525786,0.0106040208613728,4.77114431800674e-05,0.00126742132071913,0.448835976269438
529623.78694287,4985553.9525786,0,0,0.00126660056733378,0.450102576836772
532983.78694287,4983633.9525786,0.00552027254374159,0.0237203690131476,0.00126591692872141,0.451368493765493
532983.78694287,4982193.9525786,0,0,0.00126473783641982,0.452633231601913
530583.78694287,4986033.9525786,0,0,0.00126114202663755,0.453894373628551
529623.78694287,4982673.9525786,0,0.0540349473938842,0.00126066167325430,0.455155035301805
532983.78694287,4983393.9525786,0.0078184513795424,0.0113553112234540,0.00125950908582891,0.456414544387634
528903.78694287,4984593.9525786,0,0,0.00125920330761036,0.457673747695244
532263.78694287,4985793.9525786,0,0.00192799938373019,0.00125826409982255,0.458932011795067
531783.78694287,4986033.9525786,0,0,0.00124308437544666,0.460175096170513
529863.78694287,4985793.9525786,0,0,0.00122769755006719,0.461402793720581
533223.78694287,4982433.9525786,0,0,0.00122592292893485,0.462628716649515
531543.78694287,4982913.9525786,0.0285048199865411,0,0.00121959285806270,0.463848309507578
530343.78694287,4986033.9525786,0,0,0.00121738289063902,0.465065692398217
532983.78694287,4982913.9525786,0.00870273384925976,0.000899193089714774,0.00121705153364829,0.466282743931865
528903.78694287,4983393.9525786,0,0.0234553729944233,0.0012000491289309,0.467482793060796
529383.78694287,4984593.9525786,0.0105785834454913,0,0.00119629726828883,0.468679090329085
528903.78694287,4984833.9525786,0,0,0.00119376816229672,0.469872858491382
529383.78694287,4982913.9525786,0,0.0556356578320262,0.00119358250132128,0.471066440992703
532023.78694287,4986033.9525786,0,1.72173978151219e-05,0.00119343207884058,0.472259873071544
531783.78694287,4985553.9525786,0.0106040208613728,0,0.00119333659066666,0.47345320966221
533463.78694287,4982913.9525786,0,0.0065604973930923,0.00117297390803231,0.474626183570243
529383.78694287,4985553.9525786,0,0,0.00116308231102842,0.475789265881271
532983.78694287,4984353.9525786,0,0.0557855352260112,0.00116297880415633,0.476952244685427
530103.78694287,4986033.9525786,0,0,0.00116150548034964,0.478113750165777
532983.78694287,4981953.9525786,0,0,0.00116133211530136,0.479275082281078
528663.78694287,4984353.9525786,0,0,0.00115968090734204,0.48043476318842
529143.78694287,4985313.9525786,0,0,0.00115514530482311,0.481589908493244
533463.78694287,4983153.9525786,0,0.0160961899262924,0.00115357412387348,0.482743482617117
533223.78694287,4983633.9525786,0,0.0455602655719718,0.00115100436948197,0.483894486986599
531063.78694287,4986273.9525786,0,0,0.00114569747862664,0.485040184465226
529143.78694287,4983153.9525786,0.000788610363391655,0.0462318556776736,0.00114360784453392,0.48618379230976
529623.78694287,4985793.9525786,0,0,0.00114271381795643,0.487326506127716
533223.78694287,4982193.9525786,0,0,0.00114100979806573,0.488467515925782
529143.78694287,4984833.9525786,0.00607790376850606,0,0.00113863453757018,0.489606150463352
531063.78694287,4986033.9525786,0.00540780787348587,0,0.00113040458667879,0.490736555050031
528663.78694287,4983633.9525786,0.00174054761103634,0.00546551624835673,0.00112504854342071,0.491861603593451
532263.78694287,4986033.9525786,0,0.00141588493033127,0.00112435526185066,0.492985958855302
528663.78694287,4984593.9525786,0,0,0.00111517866545265,0.494101137520755
529623.78694287,4982433.9525786,0,0.0651807196821891,0.00110305181898666,0.495204189339741
533223.78694287,4982673.9525786,0.00647220895020189,0.000157976878363026,0.00109836609094106,0.496302555430682
529863.78694287,4986033.9525786,0,0,0.00109622262063194,0.497398778051314
533463.78694287,4982433.9525786,0,0,0.00109462151656055,0.498493399567875
531543.78694287,4981953.9525786,0.0171438761776581,0,0.00109224173479158,0.499585641302667
528663.78694287,4984113.9525786,0.00348109438088829,0,0.00108745369198914,0.500673094994656
528903.78694287,4985073.9525786,0.00134624242934051,0,0.00108073277077834,0.501753827765434
531543.78694287,4986273.9525786,0.00157722072678331,0,0.00107984360128005,0.502833671366714
529143.78694287,4985073.9525786,0.00552027254374159,0,0.00107955420617248,0.503913225572887
530343.78694287,4986273.9525786,0,0,0.00107470903514674,0.504987934608033
531543.78694287,4986033.9525786,0.00663553583445491,0,0.00107392906511371,0.506061863673147
533223.78694287,4983873.9525786,0,0.0586515642166102,0.00106831208502737,0.507130175758174
528663.78694287,4984833.9525786,0,0,0.0010606147688789,0.508190790527053
529143.78694287,4985553.9525786,0,0,0.00105934280122776,0.509250133328281
532023.78694287,4986273.9525786,0,1.78902766158724e-10,0.00105493448221453,0.510305067810495
529383.78694287,4985793.9525786,0,0,0.00105385820493902,0.511358926015434
533223.78694287,4981953.9525786,0,0,0.00105224739520609,0.512411173410640
532023.78694287,4985553.9525786,0.0135951295423957,6.44628013494581e-05,0.00105187160011474,0.513463045010755
532983.78694287,4981713.9525786,0.000394305181695828,0,0.00104678529835747,0.514509830309113
531303.78694287,4986033.9525786,0.00830583950201884,0,0.0010442019380771,0.51555403224719
533463.78694287,4983393.9525786,0,0.0389933203839879,0.00104172848425195,0.516595760731442
530583.78694287,4986273.9525786,0.00252915797442799,0,0.00103922850286160,0.517634989234303
528663.78694287,4983393.9525786,0.00118291554508748,0.0211988175682972,0.00103746941107392,0.518672458645377
532743.78694287,4984833.9525786,0.00640455753701211,0.0460376010977666,0.00103286574018627,0.519705324385564
528423.78694287,4983633.9525786,0.000394305181695828,0.00405397544423982,0.00103043400249646,0.52073575838806
530103.78694287,4986273.9525786,0,0,0.00102826785776873,0.521764026245829
532983.78694287,4984593.9525786,0.000788610363391655,0.0663236985979862,0.00102612647089681,0.522790152716726
532503.78694287,4981713.9525786,0.00742414619784657,0,0.00102522684013456,0.52381537955686
533703.78694287,4982913.9525786,0,0.00847643847885028,0.00102471321907084,0.524840092775931
529623.78694287,4986033.9525786,0,0,0.00102432287392590,0.525864415649857
533463.78694287,4982193.9525786,0,0,0.00102277792631768,0.526887193576175
531783.78694287,4986273.9525786,0.00269248401749664,0,0.00102089243094986,0.527908086007124
528423.78694287,4984353.9525786,0,0,0.00102015215367140,0.528928238160796
533223.78694287,4983393.9525786,0.00919012449528937,0.024949935277271,0.000999949146283652,0.52992818730708
532263.78694287,4986273.9525786,0,0.000848021817103215,0.000999884516136096,0.530928071823216
528663.78694287,4985073.9525786,0,0,0.00099840291955522,0.531926474742771
533703.78694287,4983153.9525786,0,0.0197551911372338,0.000995990117144225,0.532922464859915
532263.78694287,4981233.9525786,0.00236583109017497,0.00129523283623782,0.000988060825307207,0.533910525685222
529863.78694287,4986273.9525786,0,0,0.000973619681456359,0.534884145366679
532263.78694287,4985553.9525786,0.0139446248317631,0.00246016564410994,0.000969365659425276,0.535853511026104
531543.78694287,4982433.9525786,0.0300335632570659,0,0.00096807438075776,0.536821585406862
529143.78694287,4985793.9525786,0,0,0.000963903978682492,0.537785489385544
528423.78694287,4983393.9525786,0,0.0171946620667213,0.000960232448443678,0.538745721833988
528903.78694287,4985553.9525786,0,0,0.000957886937613554,0.539703608771601
529383.78694287,4986033.9525786,0,0,0.000948446150376624,0.540652054921978
533463.78694287,4981953.9525786,0,0,0.000946977951427178,0.541599032873405
532743.78694287,4981713.9525786,0.00751722913862719,0,0.000946123799577407,0.542545156672983
528423.78694287,4984593.9525786,0.00157722072678331,0,0.000943247965842566,0.543488404638825
533223.78694287,4984113.9525786,0,0.0783590664376293,0.00094306249970382,0.544431467138529
533463.78694287,4982673.9525786,0.0078184513795424,0.000545979775407091,0.000941091725916656,0.545372558864445
530343.78694287,4986513.9525786,0.000394305181695828,0,0.000935132668109225,0.546307691532555
532503.78694287,4986033.9525786,0.00134624242934051,0.0174596580854455,0.00093394771499455,0.547241639247549
528423.78694287,4984833.9525786,0.000394305181695828,0,0.000928109256726686,0.548169748504276
528183.78694287,4983873.9525786,0,0.000211149300001008,0.000927358963139796,0.549097107467416
528183.78694287,4983633.9525786,0,0.00178118678014862,0.000921655645357691,0.550018763112773
529623.78694287,4986273.9525786,0,0,0.000912962881132225,0.550931725993906
533703.78694287,4982193.9525786,0,0,0.000911572539144532,0.55184329853305
533463.78694287,4983633.9525786,0,0.0656915684786631,0.000909655474534108,0.552752954007584
529623.78694287,4982193.9525786,0.00410637786002692,0.0669942447887044,0.000901995046637405,0.553654949054222
533943.78694287,4982913.9525786,0,0.00950035349121168,0.000895908129678574,0.5545508571839
528903.78694287,4985313.9525786,0.00568359858681023,0,0.000895520340161214,0.555446377524061
533703.78694287,4982433.9525786,0.00348109438088829,0,0.000886965207503159,0.556333342731565
528423.78694287,4985073.9525786,0,0,0.00088559990594567,0.55721894263751
532263.78694287,4986513.9525786,0,0.000484781159422377,0.000884139069138057,0.558103081706648
532263.78694287,4981713.9525786,0.0156597409152086,0,0.000883293669569294,0.558986375376218
533703.78694287,4983393.9525786,0,0.0457301861336413,0.000883094007743691,0.559869469383961
528663.78694287,4983153.9525786,0.00118291554508748,0.0476217168873767,0.00087837264984039,0.560747842033802
533703.78694287,4982673.9525786,0.00584692547106326,0.000845764800914614,0.000876122950633547,0.561623964984435
528903.78694287,4985793.9525786,0,0,0.000875101091148803,0.562499066075584
532023.78694287,4986513.9525786,0.00236583109017497,0,0.000872368278503978,0.563371434354088
529143.78694287,4986033.9525786,0,0,0.000870935395078364,0.564242369749166
533943.78694287,4983153.9525786,0,0.0216471898528584,0.000865001578806262,0.565107371327973
