"x","y","elkuse","wolfuse","Prob","CumProb"
529623.78694287,4984113.9525786,0.0315517068352702,0,0.00223710421178551,0.131448024356803
531303.78694287,4984593.9525786,0.0223914323985643,0,0.00223500706418143,0.133683031420985
531063.78694287,4982913.9525786,0.180644933668312,0,0.00223406370524262,0.135917095126227
531543.78694287,4984353.9525786,0.040752637983984,0,0.00221460544388087,0.138131700570108
529863.78694287,4983153.9525786,0.108006813832110,0.0098727215655557,0.00220471417903667,0.140336414749145
530103.78694287,4982913.9525786,0.134231498986401,0.00786197572069731,0.00220458577872831,0.142541000527873
531543.78694287,4983873.9525786,0.112211829583442,0,0.00219522038348674,0.144736220911360
531543.78694287,4983633.9525786,0.133804385238778,0,0.00218592394732362,0.146922144858683
530103.78694287,4984593.9525786,0.0322143792278415,0,0.00218225461796622,0.149104399476650
531543.78694287,4984113.9525786,0.084509678932723,0,0.00218157985755974,0.151285979334209
531543.78694287,4983393.9525786,0.142658788492088,0,0.00217429281310164,0.153460272147311
530823.78694287,4984833.9525786,0.0135651134166128,0,0.00215582647308988,0.155616098620401
531303.78694287,4983153.9525786,0.188537632520546,0,0.00214331774345136,0.157759416363852
530583.78694287,4984833.9525786,0.0163585525734402,0,0.00214113410952688,0.159900550473379
531783.78694287,4983633.9525786,0.0931677833152427,0,0.00213074135183818,0.162031291825217
531783.78694287,4983873.9525786,0.0775886085608758,0,0.00212607532773161,0.164157367152949
530343.78694287,4982673.9525786,0.153387562208444,0.00290502029514716,0.00211600006879970,0.166273367221749
531783.78694287,4984113.9525786,0.0550392086840665,0,0.00210867170087093,0.168382038922619
529623.78694287,4984353.9525786,0.0224440503909125,0,0.00210646520433422,0.170488504126954
531543.78694287,4984593.9525786,0.0190320005895311,0,0.00210056491366479,0.172589069040618
531063.78694287,4984833.9525786,0.0150050071054516,0,0.00209997434316904,0.174689043383787
529623.78694287,4983393.9525786,0.0901523183488884,0.00852995892014554,0.00207890716291234,0.176767950546700
531783.78694287,4984353.9525786,0.0288215955276406,0,0.00207175476021352,0.178839705306913
531783.78694287,4983393.9525786,0.110109292604904,0,0.00207077358129704,0.180910478888210
529383.78694287,4983873.9525786,0.0387979144916938,0.000611897103099924,0.00205997031574962,0.18297044920396
530343.78694287,4984833.9525786,0.0273546943737027,0,0.00203716608800571,0.185007615291966
529863.78694287,4984593.9525786,0.0320406350827536,0,0.00203513262791110,0.187042747919877
531063.78694287,4982673.9525786,0.177093655727886,0,0.0020262174398267,0.189068965359704
531543.78694287,4983153.9525786,0.166629136088146,0,0.00201012231085853,0.191079087670562
529383.78694287,4984113.9525786,0.0289212146580654,0,0.00200293470475739,0.193082022375319
531303.78694287,4984833.9525786,0.0175766532757271,0,0.00199726649052738,0.195079288865847
529383.78694287,4983633.9525786,0.0596667108263944,0.00368229779366768,0.00199185081423168,0.197071139680079
531303.78694287,4982913.9525786,0.193408551083228,0,0.00198570343734539,0.199056843117424
531783.78694287,4983153.9525786,0.126270088253673,0,0.00195891066781604,0.20101575378524
532023.78694287,4984113.9525786,0.0430862226623301,0,0.00193197371309119,0.202947727498331
532023.78694287,4983873.9525786,0.0658096868158178,0,0.00193101789537106,0.204878745393702
531783.78694287,4984593.9525786,0.0197661496354250,0,0.00192298769175572,0.206801733085458
530103.78694287,4984833.9525786,0.0338230113678058,0,0.00191919531592211,0.20872092840138
530583.78694287,4982433.9525786,0.165327364629221,0.000115057285734650,0.00191120987562634,0.210632138277006
529383.78694287,4984353.9525786,0.0188796761581425,0,0.00190760284151299,0.212539741118519
529623.78694287,4984593.9525786,0.0247286549358947,0,0.00190084775942312,0.214440588877942
532023.78694287,4984353.9525786,0.0230083841794216,0,0.00188651185510921,0.216327100733052
532023.78694287,4983633.9525786,0.09215474144818,0,0.00187305781333231,0.218200158546384
531543.78694287,4984833.9525786,0.0186912350627582,0,0.00187135472952430,0.220071513275908
529863.78694287,4982913.9525786,0.139036412235673,0.0168877654603809,0.00186621272679071,0.221937726002699
530823.78694287,4982433.9525786,0.175406824171196,0,0.00186496907397773,0.223802695076677
530103.78694287,4982673.9525786,0.153163324580654,0.0143564084140988,0.00185463103070324,0.22565732610738
530823.78694287,4985073.9525786,0.0223825851255146,0,0.00183747976587030,0.22749480587325
530583.78694287,4985073.9525786,0.024303753006534,0,0.00182888867175192,0.229323694545002
532023.78694287,4983393.9525786,0.110680378259688,0,0.00180939234080090,0.231133086885803
529623.78694287,4983153.9525786,0.108015428282184,0.0233354955572418,0.00180613089175623,0.232939217777559
531303.78694287,4982673.9525786,0.197529168506126,0,0.00179579275485625,0.234735010532416
531063.78694287,4985073.9525786,0.0246061027424332,0,0.00179134355120745,0.236526354083623
529863.78694287,4984833.9525786,0.0403572172638317,0,0.00177443594314577,0.238300790026769
531543.78694287,4982913.9525786,0.196565863447096,0,0.00177290884297476,0.240073698869744
529143.78694287,4983873.9525786,0.0478305146294884,0.00100099783873601,0.00176338698355365,0.241837085853297
529143.78694287,4984113.9525786,0.0301602985309735,0,0.00176309626840352,0.243600182121701
530343.78694287,4982433.9525786,0.177367135414886,0.00439323917460162,0.00175678085510622,0.245356962976807
531063.78694287,4982433.9525786,0.188942482571185,0,0.00174791036261982,0.247104873339427
529383.78694287,4984593.9525786,0.0188847691607204,0,0.00174658399415046,0.248851457333577
532023.78694287,4983153.9525786,0.119967512114893,0,0.00174527756107017,0.250596734894647
529383.78694287,4983393.9525786,0.0906917691819451,0.0160760603656438,0.00174332861001351,0.252340063504661
532263.78694287,4983873.9525786,0.0607496286888265,0.000179974686861502,0.00171368417347287,0.254053747678134
529143.78694287,4984353.9525786,0.0152883817688889,0,0.00171224404492179,0.255765991723056
532263.78694287,4984113.9525786,0.0411782092793977,0.000377215223592191,0.00171034388776818,0.257476335610824
532023.78694287,4984593.9525786,0.0270604061333127,0,0.00171013588468203,0.259186471495506
531303.78694287,4985073.9525786,0.0285044033270857,0,0.00170665680312288,0.260893128298629
529143.78694287,4983633.9525786,0.0649602903973028,0.00517779528035237,0.00170304856234203,0.262596176860971
531783.78694287,4982913.9525786,0.168641890706953,0,0.00168997283220185,0.264286149693173
530343.78694287,4985073.9525786,0.0482635653629737,0,0.00168965946740802,0.265975809160581
529623.78694287,4984833.9525786,0.0297462810756937,0,0.00168511860199879,0.267660927762579
531783.78694287,4984833.9525786,0.0325648069080765,0,0.00167227495032934,0.269333202712909
532263.78694287,4983633.9525786,0.0849667686383762,6.75537832198946e-05,0.00166471457728749,0.270997917290196
532263.78694287,4984353.9525786,0.0266735125546195,0.000416417686943575,0.00165923400916403,0.27265715129936
530583.78694287,4982193.9525786,0.182474893148879,0.000130702259607978,0.00160653082735669,0.274263682126717
531543.78694287,4985073.9525786,0.0326177159291435,0,0.00159752156697784,0.275861203693695
532263.78694287,4983393.9525786,0.105962744523166,1.29212484935227e-06,0.00159647965316774,0.277457683346862
529143.78694287,4984593.9525786,0.0117043339947320,0,0.00159409664301000,0.279051779989872
531303.78694287,4982433.9525786,0.203652034411084,0,0.00158984419637162,0.280641624186244
532263.78694287,4983153.9525786,0.103182809098888,0,0.00158944302660607,0.28223106721285
529383.78694287,4984833.9525786,0.0222685891763841,0,0.00156739004518645,0.283798457258037
530103.78694287,4985073.9525786,0.0631832108349317,0,0.00156659769756711,0.285365054955604
531543.78694287,4982673.9525786,0.217149800871894,0,0.00156070924515769,0.286925764200761
530823.78694287,4985313.9525786,0.0315037161995499,0,0.00156054448498226,0.288486308685744
532023.78694287,4982913.9525786,0.150741732817761,0,0.00155921544509318,0.290045524130837
530823.78694287,4982193.9525786,0.195325120710491,0,0.00155709304419357,0.291602617175030
530583.78694287,4985313.9525786,0.035851423331681,0,0.00154391630072707,0.293146533475758
530103.78694287,4982433.9525786,0.174568574152609,0.0190083167626828,0.00154105671611998,0.294687590191878
529863.78694287,4982673.9525786,0.162255032651225,0.0279840705772922,0.00153600485357944,0.296223595045457
532263.78694287,4982913.9525786,0.107466344398537,0,0.00152337617957810,0.297746971225035
531063.78694287,4985313.9525786,0.0341367403266077,0,0.00152306314604083,0.299270034371076
531063.78694287,4982193.9525786,0.195583932550067,0,0.00151600191734774,0.300786036288424
528903.78694287,4984113.9525786,0.0423879574574568,0,0.00150175095571295,0.302287787244137
532263.78694287,4984593.9525786,0.0358152775648135,0.000361138284898078,0.00149729150894213,0.303785078753079
531783.78694287,4982673.9525786,0.191329529225164,0,0.0014961072600208,0.305281186013100
528903.78694287,4983873.9525786,0.0589992946657076,0.00133756826844022,0.00149549053592835,0.306776676549028
530343.78694287,4982193.9525786,0.192120778105674,0.00466722798095323,0.00149103162007329,0.308267708169101
532503.78694287,4983633.9525786,0.0689259350274719,0.00253755718134315,0.00148777530619085,0.309755483475292
532503.78694287,4983873.9525786,0.0546457087534579,0.00420653677964467,0.00148662887179336,0.311242112347085
528903.78694287,4984353.9525786,0.0251872579908854,0,0.00147604961711486,0.3127181619642
532023.78694287,4984833.9525786,0.047016303583069,4.65862828131277e-07,0.00147297510118978,0.31419113706539
532503.78694287,4983153.9525786,0.0798233598863377,6.02196829090239e-05,0.00146593353312602,0.315657070598516
529143.78694287,4984833.9525786,0.00845418346958566,0,0.00146528969957028,0.317122360298086
529143.78694287,4983393.9525786,0.0962966039675462,0.0204083579433291,0.00146429336351855,0.318586653661605
529623.78694287,4982913.9525786,0.147597342129005,0.0360486162006966,0.00146363864390078,0.320050292305506
532503.78694287,4983393.9525786,0.0841747921860687,0.000734321476858925,0.00145941450621001,0.321509706811716
532503.78694287,4984113.9525786,0.0398008867650881,0.00631853805826054,0.00145863287356236,0.322968339685278
529383.78694287,4983153.9525786,0.108268506856001,0.0383693400009503,0.00145843656443539,0.324426776249713
531303.78694287,4985313.9525786,0.0412282371161492,0,0.00144531946686506,0.325872095716578
529863.78694287,4985073.9525786,0.0737334384323405,0,0.00144337716364117,0.327315472880220
532263.78694287,4982673.9525786,0.108942762191578,0,0.00144285011911210,0.328758322999332
528903.78694287,4983633.9525786,0.075289132448366,0.00630934080728466,0.00143618255897018,0.330194505558302
531783.78694287,4985073.9525786,0.050199779428752,0,0.00142468341755264,0.331619188975854
532503.78694287,4982913.9525786,0.0808336078777004,0,0.00142191857653557,0.33304110755239
532023.78694287,4982673.9525786,0.166813648295827,0,0.00141499453586503,0.334456102088255
531303.78694287,4982193.9525786,0.204826975554382,0,0.00140971824265432,0.335865820330909
530583.78694287,4981953.9525786,0.182597125210750,8.52931817232805e-05,0.00140371382747238,0.337269534158382
532503.78694287,4984353.9525786,0.0296357774711881,0.0073974839489072,0.00140065467707792,0.33867018883546
529623.78694287,4985073.9525786,0.058026676687678,0,0.00139814163934348,0.340068330474803
531543.78694287,4982433.9525786,0.224260651071231,0,0.00139507279825922,0.341463403273062
528903.78694287,4984593.9525786,0.0219815184482188,0,0.00138219461631894,0.342845597889381
531783.78694287,4982433.9525786,0.192489977138268,0,0.00137188799842313,0.344217485887805
530343.78694287,4985313.9525786,0.0789476253687767,0,0.00136315469653393,0.345580640584338
532263.78694287,4982433.9525786,0.104801103392315,0,0.00136305421107844,0.346943694795417
532503.78694287,4982673.9525786,0.0801049301717188,0,0.00136122514514594,0.348304919940563
529383.78694287,4985073.9525786,0.0368412993127319,0,0.00135527028047410,0.349660190221037
530343.78694287,4981953.9525786,0.180413798659889,0.00375646183374826,0.00135282083347591,0.351013011054513
530823.78694287,4981953.9525786,0.198410636289446,0,0.00135024094205174,0.352363251996565
532743.78694287,4983153.9525786,0.0546958821045687,0.00118365128343948,0.00134624948525630,0.353709501481821
530103.78694287,4982193.9525786,0.182564762817226,0.0198069621210049,0.00133758992890153,0.355047091410722
531543.78694287,4985313.9525786,0.0528475878147218,0,0.00133498184516565,0.356382073255888
531063.78694287,4981953.9525786,0.194479973311270,0,0.00133318509610305,0.357715258351991
532743.78694287,4983393.9525786,0.0578488290376558,0.00513909267229277,0.00131902812992569,0.359034286481917
532743.78694287,4982913.9525786,0.0561035880171149,0.000213414667509478,0.00131470787884666,0.360348994360764
531543.78694287,4982193.9525786,0.206044668816463,0,0.00131077282143376,0.361659767182197
529143.78694287,4985073.9525786,0.0123245161943673,0,0.00131024741988864,0.362970014602086
532023.78694287,4982433.9525786,0.168350658268109,0,0.00130813192490089,0.364278146526987
530583.78694287,4981713.9525786,0.155926525853605,2.11042604690274e-05,0.00130666776725757,0.365584814294244
531783.78694287,4982193.9525786,0.172831278216089,0,0.00130618087940371,0.366890995173648
532503.78694287,4982433.9525786,0.074845633783878,0,0.00129762755910450,0.368188622732753
532743.78694287,4983633.9525786,0.0470840259659199,0.0122172250291936,0.00129316606594776,0.3694817887987
528903.78694287,4984833.9525786,0.0163136177392667,0,0.00128687588519011,0.370768664683890
530343.78694287,4981713.9525786,0.150060609204422,0.00198972571673763,0.00128617782661338,0.372054842510504
532023.78694287,4982193.9525786,0.142145355626486,0,0.00127708669911533,0.373331929209619
532263.78694287,4982193.9525786,0.0983482400231768,0,0.00127698277265563,0.374608911982275
529863.78694287,4982433.9525786,0.182492966032312,0.035437292386908,0.00127587547369052,0.375884787455965
530823.78694287,4981713.9525786,0.167060964501012,0,0.00127112933785172,0.377155916793817
532263.78694287,4984833.9525786,0.0651217531304599,0.000611696815411353,0.00126788853453883,0.378423805328356
532503.78694287,4984593.9525786,0.0389264618767614,0.0082827454532103,0.00126549784230747,0.379689303170663
531303.78694287,4981953.9525786,0.19806827010472,0,0.00126528120485512,0.380954584375518
531783.78694287,4981953.9525786,0.143448087480183,0,0.00126030766427808,0.382214892039797
528663.78694287,4983873.9525786,0.073743944569087,0.00108332961363627,0.00125671608575620,0.383471608125553
531063.78694287,4981713.9525786,0.163844078558418,0,0.00125625414950379,0.384727862275057
528663.78694287,4984113.9525786,0.0609127793885522,0,0.00125366411655249,0.385981526391609
530103.78694287,4985313.9525786,0.0993560433733021,0,0.00125171167984582,0.387233238071455
532023.78694287,4985073.9525786,0.0690505826277083,2.27238189721829e-05,0.00125020021168536,0.38848343828314
532743.78694287,4983873.9525786,0.0399898226092942,0.0174472894927437,0.00124822947497555,0.389731667758116
532743.78694287,4982673.9525786,0.0618771612538415,0,0.00124516512236596,0.390976832880482
528903.78694287,4983393.9525786,0.100455811798549,0.0234553729944233,0.00123941684590773,0.392216249726390
528663.78694287,4984353.9525786,0.0446084192728286,0,0.00123588090074525,0.393452130627135
532983.78694287,4983153.9525786,0.0271971314253768,0.00333842499866811,0.00123354755726918,0.394685678184404
531543.78694287,4981953.9525786,0.185660406195593,0,0.00122655249662090,0.395912230681025
530103.78694287,4981953.9525786,0.173580182418023,0.0170887946885606,0.00122517690070898,0.397137407581734
528663.78694287,4983633.9525786,0.0863833218239721,0.00546551624835673,0.00121850913695202,0.398355916718686
532023.78694287,4981953.9525786,0.120590022544278,0,0.00121837479463971,0.399574291513326
532983.78694287,4982913.9525786,0.0316149764787243,0.000899193089714774,0.00120805619993603,0.400782347713262
531303.78694287,4981713.9525786,0.164170350854998,0,0.00120788159485166,0.401990229308113
529143.78694287,4983153.9525786,0.112603088592917,0.0462318556776736,0.00120748428971178,0.403197713597825
531783.78694287,4981713.9525786,0.117562450783224,0,0.0011954539374408,0.404393167535266
531543.78694287,4981713.9525786,0.146806122351366,0,0.00119297458137478,0.405586142116641
529623.78694287,4982673.9525786,0.165296690202266,0.0540349473938842,0.00118901234474038,0.406775154461381
531063.78694287,4985553.9525786,0.0772389375553095,0,0.00118802527396441,0.407963179735346
530583.78694287,4981473.9525786,0.138038620273472,1.47575309466797e-06,0.00118650950424402,0.409149689239590
529383.78694287,4982913.9525786,0.139038333025216,0.0556356578320262,0.00118564157049967,0.410335330810089
532503.78694287,4982193.9525786,0.0819044771511767,0,0.00118358768379171,0.411518918493881
532263.78694287,4981953.9525786,0.0917686627498993,0,0.00118270877677339,0.412701627270654
532983.78694287,4983393.9525786,0.0298588800869743,0.0113553112234540,0.00118255811136639,0.413884185382021
531783.78694287,4985313.9525786,0.0758984301739204,0,0.00118167537515181,0.415065860757173
528903.78694287,4985073.9525786,0.0128966204496667,0,0.00117943001826146,0.416245290775434
530823.78694287,4985553.9525786,0.0883959018255478,0,0.00117434136743686,0.417419632142871
530823.78694287,4981473.9525786,0.142680964880456,6.951486750919e-06,0.00117281208849134,0.418592444231362
532743.78694287,4984113.9525786,0.0354289951464297,0.0239725716737629,0.00117028914252423,0.419762733373886
530103.78694287,4981713.9525786,0.153985509813967,0.0111051675951511,0.00116629210597232,0.420929025479859
532743.78694287,4982433.9525786,0.0662190478115978,0,0.00116515968711167,0.42209418516697
528663.78694287,4984593.9525786,0.0424469780816173,0,0.00116103205547754,0.423255217222448
531063.78694287,4981473.9525786,0.140512335279892,7.26721055837213e-05,0.00115809016921633,0.424413307391664
530343.78694287,4981473.9525786,0.139517075267544,0.00097331753302011,0.00115548998434155,0.425568797376006
530583.78694287,4985553.9525786,0.0951773075152716,0,0.00115482961140184,0.426723626987408
532983.78694287,4982673.9525786,0.0416921077909491,7.8488223919044e-06,0.00114018929431891,0.427863816281727
529143.78694287,4985313.9525786,0.0242683348114633,0,0.0011389349444326,0.429002751226159
532023.78694287,4981713.9525786,0.103894490727696,0,0.00113782869218272,0.430140579918342
531303.78694287,4985553.9525786,0.0830890513450647,0,0.00113448270201298,0.431275062620355
529863.78694287,4985313.9525786,0.119615512879576,0,0.00113177775884280,0.432406840379198
529863.78694287,4982193.9525786,0.184783827694747,0.0366857715107682,0.00113150694893747,0.433538347328135
531303.78694287,4981473.9525786,0.137819795779851,0.000168260448869044,0.00112565458958241,0.434664001917718
529383.78694287,4985313.9525786,0.064858604962975,0,0.00112479643009050,0.435788798347808
529623.78694287,4985313.9525786,0.0969775820665263,0,0.00112211341178037,0.436910911759588
528663.78694287,4984833.9525786,0.0302367226725146,0,0.00110532592719411,0.438016237686783
531543.78694287,4981473.9525786,0.124914214555935,0.000199032614783852,0.00110509874621729,0.439121336433
531783.78694287,4981473.9525786,0.103491415952240,0.000140967255626702,0.00109302124419811,0.440214357677198
532983.78694287,4983633.9525786,0.0328086016657652,0.0237203690131476,0.00108947928222862,0.441303836959427
528663.78694287,4983393.9525786,0.105624772872093,0.0211988175682972,0.00107444414286790,0.442378281102294
532263.78694287,4985073.9525786,0.0898332635645335,0.00146793813111860,0.00107165835692056,0.443449939459215
532503.78694287,4981953.9525786,0.087281931198826,0,0.00107143056431543,0.444521370023530
529863.78694287,4981953.9525786,0.169288119976915,0.0323988014416106,0.00107076303099439,0.445592133054525
530103.78694287,4981473.9525786,0.144234272460988,0.00681725872244964,0.00106872643664148,0.446660859491166
532743.78694287,4984353.9525786,0.0369104477363046,0.0300743771427255,0.00106775878030138,0.447728618271468
528423.78694287,4983873.9525786,0.083632314654337,0.000701912020285068,0.00106641102818012,0.448795029299648
528423.78694287,4984113.9525786,0.0719081063084022,0,0.00106232960970721,0.449857358909355
530583.78694287,4981233.9525786,0.124116068294790,0.00047011969745184,0.00106138329439514,0.45091874220375
532503.78694287,4984833.9525786,0.0688925540334324,0.0112758080981885,0.00106113708236774,0.451979879286118
532263.78694287,4981713.9525786,0.0941713376460743,0,0.00106081614874007,0.453040695434858
532983.78694287,4982433.9525786,0.0504444472725969,0,0.00106005459282108,0.454100750027679
531543.78694287,4985553.9525786,0.092135562655615,0,0.00105920637072343,0.455159956398403
528903.78694287,4985313.9525786,0.0151232520738757,0,0.00105675140508051,0.456216707803483
530823.78694287,4981233.9525786,0.124563350332622,0.0012612897605619,0.00105556868178885,0.457272276485272
528423.78694287,4984353.9525786,0.0582893592092128,0,0.00104487723558876,0.458317153720861
532743.78694287,4982193.9525786,0.0841192057007893,0,0.00104062190992140,0.459357775630782
529863.78694287,4981713.9525786,0.152494540584989,0.0225594275602195,0.00104039563407454,0.460398171264857
530343.78694287,4981233.9525786,0.126575144556657,0.000177450788407792,0.00103999730433756,0.461438168569194
528423.78694287,4983633.9525786,0.0961720145730535,0.00405397544423982,0.00103782180333260,0.462475990372527
532023.78694287,4985313.9525786,0.0969506619100428,4.77114431800674e-05,0.00103780654562052,0.463513796918147
528663.78694287,4985073.9525786,0.0196745920005093,0,0.00103739771212270,0.46455119463027
531063.78694287,4981233.9525786,0.121370357847836,0.00313042961781193,0.00103645843655619,0.465587653066826
533223.78694287,4982913.9525786,0.0321120244274606,0.00320100619005588,0.00103147735876861,0.466619130425595
528903.78694287,4983153.9525786,0.112836755551193,0.0515226183979577,0.00102080334671490,0.46763993377231
533223.78694287,4983153.9525786,0.0321151384347511,0.0090817507822163,0.00102043855845125,0.468660372330761
532023.78694287,4981473.9525786,0.101150613761670,4.53789195407926e-05,0.00101850220749010,0.469678874538251
531303.78694287,4981233.9525786,0.116067901901006,0.00485900236284757,0.00100814142847566,0.470687015966727
532983.78694287,4983873.9525786,0.0372057254743383,0.0321406304670548,0.00100660146990490,0.471693617436632
533223.78694287,4982673.9525786,0.0411461088117207,0.000157976878363026,0.000990493003855077,0.472684110440487
529623.78694287,4982433.9525786,0.181654221264903,0.0651807196821891,0.000987868119806966,0.473671978560294
531543.78694287,4981233.9525786,0.1073640478039,0.00527173323004575,0.000981662724490175,0.474653641284784
530103.78694287,4981233.9525786,0.133556486976155,0.00216696304252982,0.000979949652748472,0.475633590937532
528423.78694287,4984593.9525786,0.0588304689059664,0,0.000979948625728443,0.476613539563261
529143.78694287,4982913.9525786,0.144095277144917,0.0654226487794834,0.000974087081582222,0.477587626644843
529863.78694287,4981473.9525786,0.144571953083342,0.0149824838265172,0.000971296317607073,0.47855892296245
531783.78694287,4981233.9525786,0.095034208694267,0.00442548318864912,0.00095827531165804,0.479517198274108
528663.78694287,4985313.9525786,0.0123224789933361,0,0.000957415842325314,0.480474614116433
530343.78694287,4985553.9525786,0.164788204824883,0,0.000956345051986716,0.48143095916842
532743.78694287,4984593.9525786,0.0453824683560618,0.0353627280594268,0.000949205996524543,0.482380165164945
531783.78694287,4985553.9525786,0.113901455015832,0,0.000945443755185116,0.48332560892013
532503.78694287,4981713.9525786,0.0996125269831278,0,0.000943798639230428,0.48426940755936
533223.78694287,4983393.9525786,0.0325058444896598,0.024949935277271,0.000941847077119615,0.48521125463648
529383.78694287,4982673.9525786,0.158457806340591,0.0785402036858118,0.00094152733826029,0.48615278197474
532983.78694287,4982193.9525786,0.0732719832959061,0,0.000939987429524236,0.487092769404264
532263.78694287,4981473.9525786,0.0994551968577769,7.655273354538e-06,0.000936990830542196,0.488029760234807
532743.78694287,4981953.9525786,0.0947237101542431,0,0.000935534314571275,0.488965294549378
528423.78694287,4983393.9525786,0.112167273086603,0.0171946620667213,0.000935006353327611,0.489900300902705
528423.78694287,4984833.9525786,0.0497733641500539,0,0.000930652437088171,0.490830953339794
533223.78694287,4982433.9525786,0.0502200932333201,0,0.000924386152541272,0.491755339492335
530583.78694287,4980993.9525786,0.114900498401523,0.00409652325914578,0.000920333056633187,0.492675672548968
531063.78694287,4985793.9525786,0.122337475383081,0,0.000919756396971549,0.49359542894594
529863.78694287,4981233.9525786,0.135528730397313,0.00573542226721056,0.000913496589523008,0.494508925535463
529143.78694287,4985553.9525786,0.0662721605527678,0,0.000912564565843843,0.495421490101306
