"x","y","descape240","rghasp240","elkuse","Prob","CumProb"
530823.78694287,4984353.9525786,0,0.620554023148136,0.0437194720514368,0.002343501282786,0.175852780272167
532023.78694287,4984353.9525786,0.00545262028936743,0.761608743106144,0.0230083841794216,0.0023358499758337,0.178188630248001
531303.78694287,4983153.9525786,0,0.691257130855765,0.188537632520546,0.00233552467221642,0.180524154920217
531063.78694287,4983873.9525786,0,0.645682862744444,0.142426896808996,0.00232155947367325,0.182845714393890
530583.78694287,4982913.9525786,0,0.62695919737135,0.136389127701397,0.00230436212939591,0.185150076523286
529623.78694287,4983873.9525786,0,0.641283589193774,0.0393138793071483,0.00229643931934059,0.187446515842627
530103.78694287,4984833.9525786,0,0.693609406207511,0.0338230113678058,0.00228368579769912,0.189730201640326
531783.78694287,4983633.9525786,0.00197152590847914,0.689045348645318,0.0931677833152427,0.00227373313146684,0.192003934771793
532263.78694287,4982913.9525786,0,0.761585108745926,0.107466344398537,0.00226253396235463,0.194266468734148
530103.78694287,4983873.9525786,0,0.605451535666518,0.0792145569096051,0.00224845217277267,0.19651492090692
529863.78694287,4985073.9525786,0,0.769639173500383,0.0737334384323405,0.00223270347578537,0.198747624382706
531063.78694287,4983153.9525786,0.00410637786002692,0.694923082729655,0.198994003356161,0.00221315464360267,0.200960779026308
529383.78694287,4985073.9525786,0,0.781490492129945,0.0368412993127319,0.00220682013208172,0.20316759915839
530823.78694287,4983633.9525786,0,0.608469971721422,0.168755595627365,0.00220061522730571,0.205368214385696
530343.78694287,4983873.9525786,0,0.590704285749184,0.0994001342241913,0.00219755166095715,0.207565766046653
532263.78694287,4983873.9525786,0,0.710880214937174,0.0607496286888265,0.00218583502542814,0.209751601072081
530103.78694287,4982433.9525786,0,0.719260565164648,0.174568574152609,0.00216583586438914,0.21191743693647
531543.78694287,4983153.9525786,0,0.674921192374744,0.166629136088146,0.00216353434294191,0.214080971279412
532503.78694287,4982193.9525786,0,0.815756375386723,0.0819044771511767,0.00216058798486408,0.216241559264276
531303.78694287,4985073.9525786,0,0.70476810678067,0.0285044033270857,0.00215650316466030,0.218398062428936
531063.78694287,4983393.9525786,0,0.630025099099693,0.194028907900094,0.00215186832577727,0.220549930754714
532023.78694287,4983633.9525786,0,0.681093699451807,0.09215474144818,0.00214123231931067,0.222691163074024
530583.78694287,4984353.9525786,0,0.581240694011696,0.0415752597603749,0.00212437402791656,0.224815537101941
529623.78694287,4984593.9525786,0,0.660782592884037,0.0247286549358947,0.00208539660720611,0.226900933709147
531303.78694287,4983633.9525786,0,0.619914385449223,0.153962809573905,0.00208523667301055,0.228986170382158
532263.78694287,4982433.9525786,0,0.761895637978797,0.104801103392315,0.00208424119524220,0.2310704115774
531783.78694287,4985073.9525786,0,0.74391054636253,0.050199779428752,0.00207490977390444,0.233145321351304
530583.78694287,4982673.9525786,0,0.621234955326431,0.144323909306359,0.00206774926122216,0.235213070612526
530343.78694287,4982673.9525786,0,0.636332847238006,0.153387562208444,0.00205733787714144,0.237270408489668
532503.78694287,4982673.9525786,0,0.755520269309858,0.0801049301717188,0.00205622575867696,0.239326634248345
532023.78694287,4983393.9525786,0,0.676450860688885,0.110680378259688,0.00205332285728019,0.241379957105625
529623.78694287,4983393.9525786,0,0.62341771979461,0.0901523183488884,0.00205180121804777,0.243431758323673
529863.78694287,4982433.9525786,0,0.726318704239899,0.182492966032312,0.00205123267979087,0.245482991003464
530823.78694287,4982673.9525786,0.00134624242934051,0.636686706131278,0.150665279573348,0.00205029473291919,0.247533285736383
528663.78694287,4985073.9525786,0,0.830135257539651,0.0196745920005093,0.00203463157279051,0.249567917309173
530583.78694287,4983633.9525786,0,0.565303979265366,0.154411575858203,0.00202521967244262,0.251593136981616
529623.78694287,4985313.9525786,0,0.807014944655911,0.0969775820665263,0.00202193485457223,0.253615071836188
532743.78694287,4982673.9525786,0,0.773260482693861,0.0618771612538415,0.00201636999440571,0.255631441830594
529623.78694287,4983153.9525786,0,0.633624086952965,0.108015428282184,0.00200949372318745,0.257640935553781
531303.78694287,4983393.9525786,0,0.609719835470977,0.169824689625656,0.00199348096212886,0.25963441651591
532263.78694287,4982673.9525786,0,0.727561477681388,0.108942762191578,0.00198737179615911,0.261621788312069
530343.78694287,4985073.9525786,0,0.675919087583969,0.0482635653629737,0.00197758837734096,0.26359937668941
531783.78694287,4982913.9525786,0,0.685483125352386,0.168641890706953,0.00197017024072157,0.265569546930132
529383.78694287,4983633.9525786,0,0.621099386010177,0.0596667108263944,0.00195843763982390,0.267527984569956
530583.78694287,4985313.9525786,0,0.696451438023785,0.035851423331681,0.00195347426798212,0.269481458837938
528663.78694287,4984353.9525786,0,0.761089443691344,0.0446084192728286,0.00194595798043834,0.271427416818376
529143.78694287,4984113.9525786,0,0.655074238381265,0.0301602985309735,0.00194042922498309,0.273367846043359
532023.78694287,4982913.9525786,0,0.698671098354305,0.150741732817761,0.00193380064302359,0.275301646686383
532743.78694287,4982433.9525786,0,0.774482247815156,0.0662190478115978,0.00192000964321780,0.277221656329601
530823.78694287,4985553.9525786,0,0.772091894883058,0.0883959018255478,0.00191407283973346,0.279135729169334
529383.78694287,4983393.9525786,0,0.633379208720701,0.0906917691819451,0.00191318871581004,0.281048917885144
532263.78694287,4983393.9525786,0,0.683341589712588,0.105962744523166,0.00191020077624103,0.282959118661385
528663.78694287,4984113.9525786,0.00348109438088829,0.784691634919539,0.0609127793885522,0.00190433179648578,0.284863450457871
530583.78694287,4985073.9525786,0,0.63465874672253,0.024303753006534,0.00189284086099060,0.286756291318862
531063.78694287,4983633.9525786,0,0.577918622078984,0.183016322977223,0.00188370720827167,0.288639998527133
532743.78694287,4982913.9525786,0.00174054761103634,0.746800503409247,0.0561035880171149,0.00187710456129240,0.290517103088426
532503.78694287,4983873.9525786,0,0.685737851234741,0.0546457087534579,0.00187254079281068,0.292389643881236
530823.78694287,4982913.9525786,0.0038051564602961,0.5933777914469,0.147416729706155,0.00186529894818484,0.294254942829421
529863.78694287,4982193.9525786,0.000394305181695828,0.724381999721994,0.184783827694747,0.00185934741216800,0.296114290241589
529863.78694287,4984593.9525786,0,0.594450791400819,0.0320406350827536,0.00184113870057626,0.297955428942165
529863.78694287,4985313.9525786,0.000394305181695828,0.772270465604709,0.119615512879576,0.00183397133556429,0.29978940027773
530103.78694287,4982193.9525786,0.00236583109017497,0.717804425971187,0.182564762817226,0.00183304469400076,0.301622444971731
529383.78694287,4985313.9525786,0,0.767261950768407,0.064858604962975,0.00183292936563879,0.303455374337369
532263.78694287,4983153.9525786,0,0.667832197329208,0.103182809098888,0.00182953970322552,0.305284914040595
528903.78694287,4984833.9525786,0,0.723218007481233,0.0163136177392667,0.00182519856133268,0.307110112601927
531063.78694287,4985073.9525786,0,0.624562935849197,0.0246061027424332,0.00181511989964861,0.308925232501576
532023.78694287,4984593.9525786,0.000394305181695828,0.639255629785026,0.0270604061333127,0.00180181590040667,0.310727048401983
531543.78694287,4985313.9525786,0,0.70815175935195,0.0528475878147218,0.00179711498069095,0.312524163382674
528423.78694287,4985073.9525786,0,0.833383012539676,0.0397402945858464,0.00179130997421,0.314315473356884
532503.78694287,4982433.9525786,0,0.714302601598813,0.074845633783878,0.00178144931270123,0.316096922669585
533463.78694287,4982433.9525786,0,0.843060626539142,0.0316183233089898,0.00177653717583916,0.317873459845424
532503.78694287,4982913.9525786,0,0.686870987505216,0.0808336078777004,0.00177651500560181,0.319649974851026
532263.78694287,4981953.9525786,0,0.739517181401915,0.0917686627498993,0.00176727337974179,0.321417248230768
529623.78694287,4982913.9525786,0,0.626758961819498,0.147597342129005,0.00176586034528286,0.323183108576051
530583.78694287,4985553.9525786,0,0.745148724233976,0.0951773075152716,0.00175946652819805,0.324942575104249
532023.78694287,4982673.9525786,0,0.689678880801174,0.166813648295827,0.00175278823360335,0.326695363337852
529383.78694287,4982913.9525786,0,0.649712521161697,0.139038333025216,0.0017443645216627,0.328439727859515
531543.78694287,4985073.9525786,0,0.64242000801428,0.0326177159291435,0.0017419630895653,0.33018169094908
528183.78694287,4984353.9525786,0.00315444145356662,0.851359569525864,0.0692660311881916,0.00173763381148728,0.331919324760567
531543.78694287,4984593.9525786,0.00726081931359354,0.634784140133689,0.0190320005895311,0.00173215851556036,0.333651483276128
532503.78694287,4983393.9525786,0,0.667521011586331,0.0841747921860687,0.00172672036258393,0.335378203638712
529143.78694287,4985313.9525786,0,0.738443787541991,0.0242683348114633,0.00172395110219135,0.337102154740903
528903.78694287,4985553.9525786,0,0.810942187512217,0.0353584497850070,0.00172331584484731,0.338825470585750
528903.78694287,4984593.9525786,0,0.678490637277742,0.0219815184482188,0.00171570942507245,0.340541180010823
529623.78694287,4982673.9525786,0,0.646900688805703,0.165296690202266,0.00171261710631914,0.342253797117142
531063.78694287,4982433.9525786,0.00765512449528937,0.702560263630259,0.188942482571185,0.00171108014000196,0.343964877257144
529863.78694287,4984353.9525786,0.00607790376850606,0.592864925830158,0.0272649702197151,0.00170266199211902,0.345667539249263
529623.78694287,4984353.9525786,0.00552027254374159,0.608493606081641,0.0224440503909125,0.00169576355835197,0.347363302807615
532263.78694287,4983633.9525786,0,0.623629969479572,0.0849667686383762,0.0016939641993993,0.349057267007014
529383.78694287,4984833.9525786,0.00157722072678331,0.652454106947042,0.0222685891763841,0.00169321050662696,0.350750477513641
528663.78694287,4984833.9525786,0,0.738447070092022,0.0302367226725146,0.00168274809944811,0.352433225613089
531063.78694287,4982193.9525786,0.00157722072678331,0.671071417699154,0.195583932550067,0.00167132972765273,0.354104555340742
532263.78694287,4984833.9525786,0.000394305181695828,0.698160990079589,0.0651217531304599,0.00166654633860891,0.355771101679351
529383.78694287,4983153.9525786,0,0.59771975167404,0.108268506856001,0.00166559266083098,0.357436694340182
528423.78694287,4984353.9525786,0,0.752453054561503,0.0582893592092128,0.00166528439966974,0.359101978739852
531783.78694287,4981953.9525786,0,0.700501448251226,0.143448087480183,0.00166198992614053,0.360763968665992
529143.78694287,4984353.9525786,0,0.601839155009122,0.0152883817688889,0.00165637734875437,0.362420346014747
532743.78694287,4983153.9525786,0.00630888290713324,0.735257744482537,0.0546958821045687,0.00165029353025899,0.364070639545006
528903.78694287,4984113.9525786,0,0.64029882418467,0.0423879574574568,0.00165021297150050,0.365720852516506
532983.78694287,4982433.9525786,0,0.742675651041114,0.0504444472725969,0.00164327088944859,0.367364123405955
530103.78694287,4985313.9525786,0,0.695020246210554,0.0993560433733021,0.00164147195472998,0.369005595360685
532263.78694287,4985073.9525786,0,0.737762986665698,0.0898332635645335,0.00163969091550550,0.37064528627619
532503.78694287,4984113.9525786,0.00640455753701211,0.701148110607204,0.0398008867650881,0.00163958981905749,0.372284876095248
529143.78694287,4983153.9525786,0.000788610363391655,0.639965973611593,0.112603088592917,0.00163532704374663,0.373920203138994
532263.78694287,4984353.9525786,0.00473166218034993,0.653469727926431,0.0266735125546195,0.00163211413282888,0.375552317271823
532983.78694287,4982673.9525786,0.000788610363391655,0.725186880989435,0.0416921077909491,0.00162976490036814,0.377182082172191
528903.78694287,4984353.9525786,0,0.638964139342332,0.0251872579908854,0.00162719046045541,0.378809272632647
529143.78694287,4983393.9525786,0,0.612030816343341,0.0962966039675462,0.00161871867110227,0.380427991303749
533223.78694287,4982433.9525786,0,0.777103035759384,0.0502200932333201,0.00161227855679620,0.382040269860545
531543.78694287,4984833.9525786,0.00552027254374159,0.622147241630865,0.0186912350627582,0.00161166341129313,0.383651933271838
530103.78694287,4985073.9525786,0.00696218876177658,0.687771719233543,0.0631832108349317,0.00159769295953012,0.385249626231368
532263.78694287,4982193.9525786,0,0.677917504042444,0.0983482400231768,0.00159454530329913,0.386844171534667
528663.78694287,4984593.9525786,0,0.703277829066893,0.0424469780816173,0.00159385903190943,0.388438030566577
532023.78694287,4982433.9525786,0,0.674440627050301,0.168350658268109,0.00158887310915908,0.390026903675736
531063.78694287,4982913.9525786,0.0155218455585464,0.688824104773272,0.180644933668312,0.00158499974594920,0.391611903421685
529383.78694287,4984353.9525786,0.00568359858681023,0.611535610845763,0.0188796761581425,0.00158328587001958,0.393195189291705
528423.78694287,4984593.9525786,0.00157722072678331,0.76518540961921,0.0588304689059664,0.00156911245049541,0.3947643017422
532743.78694287,4983633.9525786,0,0.644250357911201,0.0470840259659199,0.00156381901986483,0.396328120762065
528903.78694287,4985073.9525786,0.00134624242934051,0.703770211571444,0.0128966204496667,0.00156367906546227,0.397891799827527
528903.78694287,4983393.9525786,0,0.64126586342361,0.100455811798549,0.00156062502220006,0.399452424849727
533223.78694287,4983873.9525786,0,0.739732516683905,0.0561170044410488,0.00154493167320547,0.400997356522933
532983.78694287,4982193.9525786,0,0.754084481926585,0.0732719832959061,0.00153605667986085,0.402533413202794
531783.78694287,4982193.9525786,0.00292346315612382,0.691905762741761,0.172831278216089,0.00153582148444360,0.404069234687237
528423.78694287,4985553.9525786,0.00712551564602961,0.88804075309497,0.0158729129504785,0.00153442680342163,0.405603661490659
530343.78694287,4985313.9525786,0,0.642713467986993,0.0789476253687767,0.00153326785239154,0.407136929343050
531783.78694287,4984593.9525786,0.00591457772543742,0.598371206553062,0.0197661496354250,0.00152921982464701,0.408666149167697
530343.78694287,4985553.9525786,0,0.750520945613641,0.164788204824883,0.00152777991798662,0.410193929085684
531303.78694287,4984833.9525786,0.00512596736204576,0.575694628782424,0.0175766532757271,0.00151431411991138,0.411708243205595
528663.78694287,4983393.9525786,0.00118291554508748,0.685397122541591,0.105624772872093,0.00150676160519872,0.413215004810794
532503.78694287,4983153.9525786,0,0.613268797261786,0.0798233598863377,0.00150071819803458,0.414715723008829
531783.78694287,4981713.9525786,0.000788610363391655,0.682723813796877,0.117562450783224,0.00149899687289842,0.416214719881727
532503.78694287,4981953.9525786,0,0.704267189646039,0.087281931198826,0.00149343334271931,0.417708153224446
531783.78694287,4982673.9525786,0.00433735699865411,0.658007525088382,0.191329529225164,0.00148874210679491,0.419196895331241
532503.78694287,4984353.9525786,0.00269248401749664,0.635442619669776,0.0296357774711881,0.00148639743052523,0.420683292761767
529623.78694287,4982433.9525786,0,0.627867150709743,0.181654221264903,0.00148282101641876,0.422166113778185
532743.78694287,4984353.9525786,0,0.650763593681414,0.0369104477363046,0.00148091772540769,0.423647031503593
528423.78694287,4985793.9525786,0.00197152590847914,0.854925075368826,0.0159518399390008,0.00147648546327138,0.425123516966865
532023.78694287,4985073.9525786,0,0.651469341937938,0.0690505826277083,0.0014701987090992,0.426593715675964
532023.78694287,4981713.9525786,0,0.681067439051564,0.103894490727696,0.00147002446025559,0.428063740136219
528183.78694287,4984593.9525786,0.00197152590847914,0.792661009883213,0.0700506155110432,0.00146537308952495,0.429529113225744
532023.78694287,4984833.9525786,0,0.600571631140404,0.047016303583069,0.00146465396000413,0.430993767185748
529143.78694287,4983873.9525786,0,0.545877191675771,0.0478305146294884,0.00145998049086833,0.432453747676617
532743.78694287,4983393.9525786,0.0050583151076716,0.673995513266186,0.0578488290376558,0.00145438690663633,0.433908134583253
528663.78694287,4983633.9525786,0.00174054761103634,0.66433299899686,0.0863833218239721,0.00145297940645368,0.435361113989707
532983.78694287,4984113.9525786,0,0.670698520015707,0.0441975449277112,0.00143945061890568,0.436800564608612
532263.78694287,4984593.9525786,0.00547805097577389,0.639699430549129,0.0358152775648135,0.00142517532490077,0.438225739933513
531543.78694287,4985553.9525786,0,0.689627016510695,0.092135562655615,0.00142350045138033,0.439649240384893
533223.78694287,4982193.9525786,0,0.760295066584,0.0717065689206747,0.00140798070348399,0.441057221088377
531063.78694287,4984833.9525786,0.00647220895020189,0.546300246723682,0.0150050071054516,0.00140489479041712,0.442462115878795
531063.78694287,4985793.9525786,0.00276013627187079,0.755704092111558,0.122337475383081,0.00140275788673012,0.443864873765525
531063.78694287,4982673.9525786,0.0199757991251682,0.710131137020249,0.177093655727886,0.00139843368615738,0.445263307451682
530583.78694287,4984833.9525786,0.0131331763122476,0.606627673342391,0.0163585525734402,0.00139750728821264,0.446660814739895
533463.78694287,4982193.9525786,0,0.78801685810028,0.0571439283779953,0.00139600417059865,0.448056818910493
530343.78694287,4982433.9525786,0.00118291554508748,0.549535331080589,0.177367135414886,0.00139543589299819,0.449452254803491
528663.78694287,4985313.9525786,0.00624123065275909,0.772401767605923,0.0123224789933361,0.00139126208994897,0.450843516893440
529143.78694287,4984833.9525786,0.00607790376850606,0.641046589081583,0.00845418346958566,0.00138791181919062,0.452231428712631
533223.78694287,4984353.9525786,0,0.736243822511653,0.0735692400292273,0.00138526654502901,0.45361669525766
530583.78694287,4982433.9525786,0.0080494296769852,0.598671822484841,0.165327364629221,0.00138484179136572,0.455001537049026
533943.78694287,4982913.9525786,0,0.831751585174594,0.0502127011038641,0.00138404989135829,0.456385586940384
533223.78694287,4984113.9525786,0,0.715731823882026,0.0662161666272822,0.00138352172929697,0.457769108669681
529143.78694287,4984593.9525786,0,0.553411497458423,0.0117043339947320,0.00138324114770385,0.459152349817385
529143.78694287,4985073.9525786,0.00552027254374159,0.666823797959886,0.0123245161943673,0.00138060514051109,0.460532954957896
530583.78694287,4983153.9525786,0.0219096147375505,0.642097005091294,0.154769977725331,0.00137798070036135,0.461910935658257
528903.78694287,4983873.9525786,0,0.570758658301793,0.0589992946657076,0.00137566467003797,0.463286600328295
529383.78694287,4984593.9525786,0.0105785834454913,0.629092198381069,0.0188847691607204,0.00136278429089818,0.464649384619194
532983.78694287,4984593.9525786,0.000788610363391655,0.701055542696348,0.056353960023847,0.00136102056441289,0.466010405183606
532023.78694287,4982193.9525786,0,0.619641736843702,0.142145355626486,0.00135943273131255,0.467369837914919
532503.78694287,4983633.9525786,0,0.566472764029171,0.0689259350274719,0.00135942080771615,0.468729258722635
531063.78694287,4985553.9525786,0,0.634054757516946,0.0772389375553095,0.00134880037030281,0.470078059092938
532743.78694287,4984113.9525786,0.00601025235531628,0.657820419736653,0.0354289951464297,0.00134612363645865,0.471424182729397
533223.78694287,4983633.9525786,0,0.672952318866542,0.0474425733474078,0.00134262136001240,0.472766804089409
533463.78694287,4983873.9525786,0,0.766547011371797,0.103427215016886,0.00133723682407643,0.474104040913485
530823.78694287,4983153.9525786,0.0148482923956931,0.571248020860317,0.173698340077832,0.00132823025108721,0.475432271164573
533943.78694287,4982673.9525786,0.00157722072678331,0.826890785089657,0.0338139312717812,0.00132426141093471,0.476756532575507
531303.78694287,4982433.9525786,0.0135248906460296,0.691236779045577,0.203652034411084,0.00132423871238228,0.47808077128789
528183.78694287,4985553.9525786,0,0.795611365850488,0.0175891966135048,0.00132161526834083,0.47940238655623
532023.78694287,4981953.9525786,0,0.620825227431643,0.120590022544278,0.00132065468975578,0.480723041245986
528903.78694287,4983633.9525786,0,0.559040151646458,0.075289132448366,0.00131708292330288,0.482040124169289
533223.78694287,4982913.9525786,0.000394305181695828,0.659372409391,0.0321120244274606,0.00130013221637896,0.483340256385668
531303.78694287,4982193.9525786,0.0159547106325707,0.740608957542008,0.204826975554382,0.00129573671889490,0.484635993104563
532983.78694287,4983873.9525786,0.000788610363391655,0.620427316716964,0.0372057254743383,0.00129079126758341,0.485926784372146
531783.78694287,4982433.9525786,0.00946332436069987,0.67850442398787,0.192489977138268,0.0012870530675349,0.487213837439681
530823.78694287,4985793.9525786,0,0.702056063945598,0.138178343161339,0.00128482265326372,0.488498660092945
528423.78694287,4984113.9525786,0.0144820070659489,0.794357431738896,0.0719081063084022,0.0012802420061246,0.48977890209907
533703.78694287,4983153.9525786,0,0.764653636514293,0.0705980405309934,0.00127925372991721,0.491058155828987
532983.78694287,4984353.9525786,0,0.644648202974879,0.0513879041730087,0.00127355892974927,0.492331714758736
532983.78694287,4982913.9525786,0.00870273384925976,0.689072922065572,0.0316149764787243,0.00126425933694834,0.493595974095685
528423.78694287,4984833.9525786,0.000394305181695828,0.68400926038876,0.0497733641500539,0.00125786525480436,0.494853839350489
527943.78694287,4985553.9525786,0,0.823053484104183,0.0295954408907707,0.00125493680851067,0.496108776159
528903.78694287,4985313.9525786,0.00568359858681023,0.693745303778767,0.0151232520738757,0.00124419431547677,0.497352970474476
531783.78694287,4985313.9525786,0.00410637786002692,0.643640460115563,0.0758984301739204,0.00123535299970621,0.498588323474183
533463.78694287,4984113.9525786,0,0.75579731653242,0.116275463583211,0.00123471117713383,0.499823034651316
532983.78694287,4983153.9525786,0.00426970474427995,0.623568060586,0.0271971314253768,0.00123153774601807,0.501054572397335
531543.78694287,4985793.9525786,0.000394305181695828,0.700987922165723,0.125879091170046,0.00121472340701309,0.502269295804348
528663.78694287,4983153.9525786,0.00118291554508748,0.615957140085639,0.120057789223446,0.00121180709685479,0.503481102901202
529383.78694287,4982673.9525786,0.0091198771870794,0.632860565815906,0.158457806340591,0.00120779268391804,0.50468889558512
533703.78694287,4982193.9525786,0,0.768399682608925,0.0492869387495516,0.00120175765266239,0.505890653237783
531063.78694287,4985313.9525786,0,0.509281617011456,0.0341367403266077,0.00118623143711614,0.507076884674899
528903.78694287,4983153.9525786,0.00679886271870794,0.61455109260564,0.112836755551193,0.00117591024979229,0.508252794924691
527703.78694287,4985553.9525786,0,0.839106466772588,0.0330992811500428,0.00117132446984839,0.50942411939454
