"x","y","descape240","rghasp240","amuse","Prob","CumProb"
529863.78694287,4983873.9525786,0,0.677208473235889,0.462769806960075,0.00204871816665639,0.223617310320193
530103.78694287,4983393.9525786,0,0.645077560518848,0.459812604609219,0.00204526761627505,0.225662577936468
530103.78694287,4984113.9525786,0,0.658336436601423,0.486613354128021,0.00204465140207030,0.227707229338538
529383.78694287,4985073.9525786,0,0.781490492129945,0.319610225118451,0.00202623631195034,0.229733465650488
531303.78694287,4985073.9525786,0,0.70476810678067,0.511213166865997,0.00202397379868352,0.231757439449172
532263.78694287,4983393.9525786,0,0.683341589712588,0.544286841175208,0.00202213403925061,0.233779573488423
530583.78694287,4982913.9525786,0,0.62695919737135,0.468588109449829,0.00201292889560478,0.235792502384027
530823.78694287,4984353.9525786,0,0.620554023148136,0.555869707366803,0.00201081120902491,0.237803313593052
529623.78694287,4983633.9525786,0,0.694230464673252,0.424008450718590,0.00200378021177412,0.239807093804826
532023.78694287,4982673.9525786,0,0.689678880801174,0.482750437461191,0.00200190469486872,0.241808998499695
532743.78694287,4982433.9525786,0,0.774482247815156,0.414664177684753,0.00196842025994690,0.243777418759642
530583.78694287,4985553.9525786,0,0.745148724233976,0.386182737767659,0.00196714252235955,0.245744561282001
530103.78694287,4983153.9525786,0,0.639354762795943,0.434130955542332,0.00196659080716759,0.247711152089169
530343.78694287,4985553.9525786,0,0.750520945613641,0.36074193261156,0.0019661779224495,0.249677330011619
529383.78694287,4984113.9525786,0.00197152590847914,0.739037929097484,0.397092378545436,0.00196128387330182,0.251638613884920
530823.78694287,4982673.9525786,0.00134624242934051,0.636686706131278,0.447389922761279,0.00194790159630535,0.253586515481226
530103.78694287,4984833.9525786,0,0.693609406207511,0.438977252802556,0.00194632775649369,0.255532843237719
531063.78694287,4982433.9525786,0.00765512449528937,0.702560263630259,0.426609486504308,0.00194347886191131,0.257476322099631
529863.78694287,4982193.9525786,0.000394305181695828,0.724381999721994,0.302915231180735,0.00193977973042765,0.259416101830058
530103.78694287,4982193.9525786,0.00236583109017497,0.717804425971187,0.318526427519908,0.00193138818364801,0.261347490013706
529623.78694287,4984113.9525786,0.00118291554508748,0.696246606901891,0.430177428218512,0.00189195887156980,0.263239448885276
532743.78694287,4982913.9525786,0.00174054761103634,0.746800503409247,0.460265657894169,0.00189036148876462,0.265129810374041
532263.78694287,4983153.9525786,0,0.667832197329208,0.522200199343445,0.00187784876033024,0.267007659134371
530343.78694287,4982673.9525786,0,0.636332847238006,0.406564526359268,0.00187242780487635,0.268880086939247
530583.78694287,4982673.9525786,0,0.621234955326431,0.43201906040279,0.0018500234483947,0.270730110387642
533463.78694287,4982433.9525786,0,0.843060626539142,0.364479484923524,0.00184008081553638,0.272570191203178
532263.78694287,4985073.9525786,0,0.737762986665698,0.503676399924844,0.00183971650801284,0.274409907711191
532503.78694287,4983873.9525786,0,0.685737851234741,0.540247410241515,0.00183408942257043,0.276243997133762
530583.78694287,4983633.9525786,0,0.565303979265366,0.537938211377011,0.00182808526476115,0.278072082398523
531063.78694287,4982193.9525786,0.00157722072678331,0.671071417699154,0.39887399587898,0.00182721682082999,0.279899299219353
530343.78694287,4983873.9525786,0,0.590704285749184,0.516756891607296,0.00181652211589255,0.281715821335245
528663.78694287,4985073.9525786,0,0.830135257539651,0.242241864555504,0.00181318956324072,0.283529010898486
529383.78694287,4985313.9525786,0,0.767261950768407,0.295997401709992,0.00180373153534355,0.285332742433830
531543.78694287,4985313.9525786,0,0.70815175935195,0.487935249859867,0.00180129113349863,0.287134033567328
530583.78694287,4985313.9525786,0,0.696451438023785,0.433406462540338,0.00179638803889619,0.288930421606225
531063.78694287,4982913.9525786,0.0155218455585464,0.688824104773272,0.503975297416733,0.00179498623871849,0.290725407844943
530343.78694287,4985073.9525786,0,0.675919087583969,0.43445809531692,0.00178637355837966,0.292511781403323
532023.78694287,4982433.9525786,0,0.674440627050301,0.448259549716028,0.00177922606269258,0.294291007466015
531063.78694287,4985793.9525786,0.00276013627187079,0.755704092111558,0.36947221057446,0.00177063942354509,0.296061646889560
532263.78694287,4981953.9525786,0,0.739517181401915,0.385397523857864,0.00176695971045712,0.297828606600018
530103.78694287,4983873.9525786,0,0.605451535666518,0.484833305810183,0.00176223524019833,0.299590841840216
532503.78694287,4982913.9525786,0,0.686870987505216,0.484930584783921,0.00175417826794882,0.301345020108165
531783.78694287,4981953.9525786,0,0.700501448251226,0.385120318008103,0.00174896776697098,0.303093987875136
532503.78694287,4982433.9525786,0,0.714302601598813,0.430883093032040,0.00174315585471648,0.304837143729852
532503.78694287,4983393.9525786,0,0.667521011586331,0.519925518824462,0.00173782205683056,0.306574965786683
531783.78694287,4982673.9525786,0.00433735699865411,0.658007525088382,0.488094897207897,0.00173319469648809,0.308308160483171
531783.78694287,4982193.9525786,0.00292346315612382,0.691905762741761,0.424985162995235,0.00171747436043571,0.310025634843606
532263.78694287,4984833.9525786,0.000394305181695828,0.698160990079589,0.532431358504791,0.00169981216153603,0.311725447005142
530823.78694287,4982913.9525786,0.0038051564602961,0.5933777914469,0.484391235635171,0.00169892713670575,0.313424374141848
532743.78694287,4983153.9525786,0.00630888290713324,0.735257744482537,0.473410479220544,0.00168899051887170,0.31511336466072
530103.78694287,4985313.9525786,0,0.695020246210554,0.377177568253164,0.00168801545277368,0.316801380113494
530583.78694287,4984353.9525786,0,0.581240694011696,0.539107128077575,0.00167864666555366,0.318480026779047
528903.78694287,4985553.9525786,0,0.810942187512217,0.214377440064581,0.00167014351900292,0.32015017029805
529623.78694287,4983873.9525786,0,0.641283589193774,0.429671812907429,0.00164961803817874,0.321799788336229
532263.78694287,4983633.9525786,0,0.623629969479572,0.560126446975703,0.00164840618689827,0.323448194523127
528423.78694287,4985073.9525786,0,0.833383012539676,0.224855130818646,0.00163713481421116,0.325085329337338
533223.78694287,4983873.9525786,0,0.739732516683905,0.45282773894246,0.00162785765062047,0.326713186987959
533223.78694287,4982433.9525786,0,0.777103035759384,0.383271860605507,0.00162681833338146,0.328340005321340
531303.78694287,4982193.9525786,0.0159547106325707,0.740608957542008,0.413261477644076,0.00161375339048855,0.329953758711829
532503.78694287,4984113.9525786,0.00640455753701211,0.701148110607204,0.54323599290648,0.00161000072922078,0.33156375944105
531063.78694287,4982673.9525786,0.0199757991251682,0.710131137020249,0.466810414655548,0.00160737506774513,0.333171134508795
529623.78694287,4983153.9525786,0,0.633624086952965,0.385504452278191,0.00160642054685051,0.334777555055645
533463.78694287,4983873.9525786,0,0.766547011371797,0.421286208469625,0.00160559287613918,0.336383147931785
532023.78694287,4984593.9525786,0.000394305181695828,0.639255629785026,0.565219471955609,0.00160529136023531,0.33798843929202
532983.78694287,4982433.9525786,0,0.742675651041114,0.402445075624596,0.00159459052332029,0.33958302981534
528663.78694287,4984113.9525786,0.00348109438088829,0.784691634919539,0.319535069266160,0.00159457115278603,0.341177600968126
530583.78694287,4985073.9525786,0,0.63465874672253,0.462081793573233,0.00159062143243831,0.342768222400564
531303.78694287,4982433.9525786,0.0135248906460296,0.691236779045577,0.440805940607264,0.00158945680236837,0.344357679202933
530343.78694287,4985793.9525786,0,0.71157414601359,0.312568286505406,0.00158847621892618,0.345946155421859
529623.78694287,4984593.9525786,0,0.660782592884037,0.408879609032666,0.00158577620103703,0.347531931622896
530823.78694287,4985793.9525786,0,0.702056063945598,0.350689052859747,0.0015829102681663,0.349114841891062
531543.78694287,4985073.9525786,0,0.64242000801428,0.516039459175976,0.00157835613224538,0.350693198023308
528663.78694287,4984353.9525786,0,0.761089443691344,0.306394170479048,0.00157137598546415,0.352264574008772
529623.78694287,4983393.9525786,0,0.62341771979461,0.408342221153548,0.00156801189868587,0.353832585907458
529623.78694287,4982673.9525786,0,0.646900688805703,0.336454785478289,0.00156788345588601,0.355400469363344
528183.78694287,4984353.9525786,0.00315444145356662,0.851359569525864,0.264920064533616,0.00156292044373731,0.356963389807081
531063.78694287,4985073.9525786,0,0.624562935849197,0.497958122186314,0.00156175833421141,0.358525148141292
531543.78694287,4985553.9525786,0,0.689627016510695,0.441296258015219,0.00155756733680622,0.360082715478099
532983.78694287,4982673.9525786,0.000788610363391655,0.725186880989435,0.423121172337155,0.00155071996598190,0.361633435444081
532983.78694287,4982193.9525786,0,0.754084481926585,0.387860760839251,0.00154732628408234,0.363180761728163
532263.78694287,4982193.9525786,0,0.677917504042444,0.420466790017451,0.00153843288241511,0.364719194610578
531783.78694287,4982433.9525786,0.00946332436069987,0.67850442398787,0.450896672862971,0.00153375962361742,0.366252954234195
533943.78694287,4982913.9525786,0,0.831751585174594,0.349383121862704,0.00152599300435662,0.367778947238552
531543.78694287,4984593.9525786,0.00726081931359354,0.634784140133689,0.578719283085344,0.00152411206349971,0.369303059302052
529623.78694287,4982913.9525786,0,0.626758961819498,0.367169483899741,0.00151603776075925,0.370819097062811
533223.78694287,4984353.9525786,0,0.736243822511653,0.459122629952745,0.00151355896381019,0.372332656026621
530103.78694287,4985073.9525786,0.00696218876177658,0.687771719233543,0.404078813227901,0.00151232281721659,0.373844978843838
533463.78694287,4984113.9525786,0,0.75579731653242,0.427848616657691,0.00150881665756148,0.375353795501399
528423.78694287,4985553.9525786,0.00712551564602961,0.88804075309497,0.174968080336742,0.00150730713372680,0.376861102635126
531783.78694287,4986033.9525786,0,0.744855264261263,0.366367913001217,0.00150513371499261,0.378366236350119
529143.78694287,4985313.9525786,0,0.738443787541991,0.276453859759023,0.00149413450340658,0.379860370853525
529383.78694287,4982913.9525786,0,0.649712521161697,0.342061702327125,0.00149328833180893,0.381353659185334
532263.78694287,4984353.9525786,0.00473166218034993,0.653469727926431,0.562811425101662,0.00148763912219371,0.382841298307528
531783.78694287,4981713.9525786,0.000788610363391655,0.682723813796877,0.344789004651739,0.00147927150872792,0.384320569816256
531543.78694287,4985793.9525786,0.000394305181695828,0.700987922165723,0.391469928441116,0.00147892715033220,0.385799496966588
529383.78694287,4983393.9525786,0,0.633379208720701,0.379472292947784,0.00146926915625705,0.387268766122845
532023.78694287,4985073.9525786,0,0.651469341937938,0.51110490478232,0.00146434883266265,0.388733114955508
533223.78694287,4984113.9525786,0,0.715731823882026,0.458098847204936,0.00146068074342237,0.39019379569893
532743.78694287,4983633.9525786,0,0.644250357911201,0.503178237438362,0.00145790828286509,0.391651703981795
530343.78694287,4985313.9525786,0,0.642713467986993,0.406539814361907,0.00145763798187734,0.393109341963672
532503.78694287,4981953.9525786,0,0.704267189646039,0.379949783652347,0.00144900108181692,0.394558343045489
528903.78694287,4984833.9525786,0,0.723218007481233,0.298994927764478,0.00143453773790065,0.39599288078339
528423.78694287,4985793.9525786,0.00197152590847914,0.854925075368826,0.145192830068931,0.00143453569791483,0.397427416481305
533223.78694287,4982193.9525786,0,0.760295066584,0.372002915231181,0.00143374760158027,0.398861164082885
532743.78694287,4983393.9525786,0.0050583151076716,0.673995513266186,0.490380168582892,0.0014293578289181,0.400290521911803
533463.78694287,4982193.9525786,0,0.78801685810028,0.356350767582096,0.00142201084184176,0.401712532753645
532023.78694287,4981713.9525786,0,0.681067439051564,0.348794270268447,0.00141848354848701,0.403131016302132
530103.78694287,4985553.9525786,0,0.66523635676521,0.333228889187874,0.00141684158090949,0.404547857883041
532503.78694287,4983153.9525786,0,0.613268797261786,0.500331258440814,0.00141471590805949,0.405962573791101
529383.78694287,4983633.9525786,0,0.621099386010177,0.393171408297504,0.00140738465963261,0.407369958450734
533703.78694287,4983153.9525786,0,0.764653636514293,0.377368164435984,0.00140298526674771,0.408772943717481
529623.78694287,4982433.9525786,0,0.627867150709743,0.303476899577896,0.00139982922606002,0.410172772943541
531543.78694287,4984833.9525786,0.00552027254374159,0.622147241630865,0.551991492796845,0.00139805122967356,0.411570824173215
533943.78694287,4982673.9525786,0.00157722072678331,0.826890785089657,0.342794942591677,0.00138945903525057,0.412960283208465
532983.78694287,4984593.9525786,0.000788610363391655,0.701055542696348,0.485163583616181,0.00138324076907724,0.414343523977543
532983.78694287,4984113.9525786,0,0.670698520015707,0.490700247786805,0.00138123560035552,0.415724759577898
532743.78694287,4984353.9525786,0,0.650763593681414,0.509662194841155,0.00138121747347678,0.417105977051375
530583.78694287,4985793.9525786,0,0.666246069154545,0.336287175375554,0.00138052467118791,0.418486501722563
529143.78694287,4984113.9525786,0,0.655074238381265,0.376004062181661,0.00137462632931388,0.419861128051877
529623.78694287,4985553.9525786,0,0.686470516401514,0.285901020997745,0.00136865906358229,0.421229787115459
528663.78694287,4984833.9525786,0,0.738447070092022,0.270311045595989,0.00136771806898713,0.422597505184446
529863.78694287,4984593.9525786,0,0.594450791400819,0.442955492123737,0.00135756566504929,0.423955070849496
532023.78694287,4982193.9525786,0,0.619641736843702,0.424130441689689,0.00134990517104722,0.425304976020543
528423.78694287,4984353.9525786,0,0.752453054561503,0.288930084267911,0.00134774264479741,0.42665271866534
531063.78694287,4985553.9525786,0,0.634054757516946,0.42066762402775,0.00134680694370033,0.427999525609040
529863.78694287,4985553.9525786,0,0.666058963802815,0.314332017059908,0.00134664461651935,0.42934617022556
532503.78694287,4984353.9525786,0.00269248401749664,0.635442619669776,0.538448141481284,0.00134388931807407,0.430690059543634
530583.78694287,4983153.9525786,0.0219096147375505,0.642097005091294,0.490505689839329,0.00133894016914563,0.432028999712780
528423.78694287,4984593.9525786,0.00157722072678331,0.76518540961921,0.275988175897644,0.00132058604253077,0.43334958575531
532023.78694287,4984833.9525786,0,0.600571631140404,0.542240452441369,0.00132001656256479,0.434669602317875
530583.78694287,4982433.9525786,0.0080494296769852,0.598671822484841,0.392677952858139,0.00131260339683424,0.435982205714709
532263.78694287,4984593.9525786,0.00547805097577389,0.639699430549129,0.553529912696044,0.00130927932924430,0.437291485043954
531783.78694287,4985793.9525786,0,0.675388627499065,0.398690028787516,0.00130907915394057,0.438600564197894
529383.78694287,4984833.9525786,0.00157722072678331,0.652454106947042,0.350855486200703,0.00130739565463514,0.439907959852529
531783.78694287,4984593.9525786,0.00591457772543742,0.598371206553062,0.576308490453912,0.00130724100314771,0.441215200855677
530823.78694287,4983153.9525786,0.0148482923956931,0.571248020860317,0.506570841647482,0.00130485300587537,0.442520053861552
533223.78694287,4983633.9525786,0,0.672952318866542,0.447294605057173,0.00130307406449898,0.443823127926051
529143.78694287,4983153.9525786,0.000788610363391655,0.639965973611593,0.34289810537431,0.00130203815352671,0.445125166079578
531783.78694287,4983873.9525786,0.0279956679004038,0.691987169982514,0.593190314936755,0.00128913707387269,0.446414303153451
529383.78694287,4983153.9525786,0,0.59771975167404,0.358840207125763,0.00128530155583329,0.447699604709284
528183.78694287,4984593.9525786,0.00197152590847914,0.792661009883213,0.251126925917747,0.00128123710564488,0.448980841814929
532023.78694287,4986033.9525786,0,0.712503107672177,0.371649219865779,0.0012780585371312,0.45025890035206
530823.78694287,4986033.9525786,0,0.66971244198659,0.316593831650106,0.00127574825344955,0.45153464860551
532743.78694287,4984113.9525786,0.00601025235531628,0.657820419736653,0.512500151998396,0.00127351622195755,0.452808164827467
528903.78694287,4984593.9525786,0,0.678490637277742,0.322691615062394,0.00127057660166331,0.454078741429131
530343.78694287,4982433.9525786,0.00118291554508748,0.549535331080589,0.368484240610127,0.00126177997352350,0.455340521402654
531303.78694287,4985793.9525786,0.00331776833781965,0.667303050264316,0.384167023290861,0.00126035970389149,0.456600881106546
532023.78694287,4981953.9525786,0,0.620825227431643,0.386842783449552,0.00125226920072064,0.457853150307266
528903.78694287,4985073.9525786,0.00134624242934051,0.703770211571444,0.269869524576474,0.00124753816350801,0.459100688470774
528663.78694287,4984593.9525786,0,0.703277829066893,0.293889311433535,0.00124750839234273,0.460348196863117
533943.78694287,4983153.9525786,0,0.765352163160751,0.354421623546846,0.00124739273714843,0.461595589600265
531783.78694287,4985313.9525786,0.00410637786002692,0.643640460115563,0.490460972891723,0.00124728315142609,0.462842872751691
531063.78694287,4986273.9525786,0,0.691159967374867,0.284107557595625,0.00124639348159930,0.464089266233291
531303.78694287,4984833.9525786,0.00512596736204576,0.575694628782424,0.547978342876218,0.00124433215800929,0.4653335983913
531543.78694287,4986033.9525786,0.00663553583445491,0.723278406401792,0.35767219260923,0.00124095490159094,0.466574553292891
531063.78694287,4986033.9525786,0.00540780787348587,0.70129582535857,0.334910834798729,0.00123963600578301,0.467814189298674
529863.78694287,4984353.9525786,0.00607790376850606,0.592864925830158,0.454898055165808,0.00123223221351425,0.469046421512188
532503.78694287,4983633.9525786,0,0.566472764029171,0.534237687835696,0.00122578069356213,0.47027220220575
529143.78694287,4986033.9525786,0,0.739970829816108,0.178919528714753,0.00122147902267032,0.471493681228421
533223.78694287,4984833.9525786,0.00317987213997308,0.72503916623807,0.450263967279746,0.00121860358633340,0.472712284814754
532983.78694287,4984353.9525786,0,0.644648202974879,0.489330889329869,0.00121669684861744,0.473928981663372
533463.78694287,4984353.9525786,0,0.703898887532634,0.431336538570917,0.00121580704310371,0.475144788706475
529623.78694287,4984353.9525786,0.00552027254374159,0.608493606081641,0.420673507836645,0.00121521453447431,0.47636000324095
529143.78694287,4983393.9525786,0,0.612030816343341,0.361823062883404,0.00121486269946784,0.477574865940417
528663.78694287,4985313.9525786,0.00624123065275909,0.772401767605923,0.221887337611778,0.00120851991682421,0.478783385857242
528663.78694287,4983393.9525786,0.00118291554508748,0.685397122541591,0.319067384909756,0.00120492965939199,0.479988315516634
528903.78694287,4983393.9525786,0,0.64126586342361,0.338383341132649,0.00120053360787626,0.48118884912451
533703.78694287,4982193.9525786,0,0.768399682608925,0.346541399067769,0.00118230953609376,0.482371158660604
530103.78694287,4985793.9525786,0,0.634738184433264,0.287247040346062,0.00118149905846348,0.483552657719067
532983.78694287,4982913.9525786,0.00870273384925976,0.689072922065572,0.442199618807634,0.00117785737919411,0.484730515098261
528903.78694287,4984113.9525786,0,0.64029882418467,0.346376417066341,0.00117473375542589,0.485905248853687
533223.78694287,4982913.9525786,0.000394305181695828,0.659372409391,0.414342921719061,0.00117373511302004,0.487078983966707
532743.78694287,4986513.9525786,0.000788610363391655,0.806076135347232,0.307726970870047,0.00117134213697923,0.488250326103686
533463.78694287,4984833.9525786,0,0.72178222009796,0.428684117520845,0.00117032826440752,0.489420654368094
532263.78694287,4981713.9525786,0.0156597409152086,0.752625716693099,0.349409795129697,0.00116979934377110,0.490590453711865
532983.78694287,4983873.9525786,0.000788610363391655,0.620427316716964,0.486508622329682,0.00116783081883856,0.491758284530704
528183.78694287,4985553.9525786,0,0.795611365850488,0.153507593447634,0.00116746620663565,0.492925750737339
529863.78694287,4985793.9525786,0,0.641538971586135,0.269995634213800,0.00115041575090628,0.494076166488246
527943.78694287,4985553.9525786,0,0.823053484104183,0.133736465768588,0.00114800478180374,0.495224171270049
532023.78694287,4985793.9525786,0,0.652508597277546,0.401751178428858,0.00114735541687040,0.49637152668692
528903.78694287,4984353.9525786,0,0.638964139342332,0.33473008418946,0.00114567179252256,0.497517198479442
