"x","y","forest240","wolfuse","Prob","CumProb"
531063.78694287,4984593.9525786,0.90625,0,0.00203054678736001,0.245413228699383
530583.78694287,4985073.9525786,1,0,0.00202542341691977,0.247438652116303
530823.78694287,4985073.9525786,1,0,0.00202530928095350,0.249463961397256
529863.78694287,4982433.9525786,1,0.035437292386908,0.00201317587695667,0.251477137274213
531063.78694287,4985073.9525786,1,0,0.00199453248051939,0.253471669754732
529143.78694287,4984113.9525786,1,0,0.00199149013324906,0.255463159887981
532263.78694287,4984113.9525786,1,0.000377215223592191,0.00198634223462887,0.25744950212261
532263.78694287,4982673.9525786,1,0,0.00198419294592422,0.259433695068534
530103.78694287,4984593.9525786,0.90625,0,0.00195827230612229,0.261391967374656
531303.78694287,4985073.9525786,1,0,0.00193561080840573,0.263327578183062
529383.78694287,4983153.9525786,1,0.0383693400009503,0.00193482095853131,0.265262399141593
529143.78694287,4983393.9525786,1,0.0204083579433291,0.00192820920222814,0.267190608343822
532023.78694287,4982193.9525786,1,0,0.00192418705324005,0.269114795397062
529623.78694287,4984833.9525786,1,0,0.00192120657642432,0.271036001973486
531783.78694287,4984833.9525786,1,0,0.00192027487680223,0.272956276850288
531783.78694287,4981953.9525786,1,0,0.00190932073530125,0.274865597585589
532503.78694287,4983393.9525786,1,0.000734321476858925,0.00190753110304986,0.276773128688639
532503.78694287,4983153.9525786,1,6.02196829090239e-05,0.00189907531437,0.278672204003009
529143.78694287,4984353.9525786,1,0,0.00189176044080853,0.280563964443818
530823.78694287,4984593.9525786,0.859375,0,0.00189031947503677,0.282454283918855
532263.78694287,4982433.9525786,1,0,0.00188333824804131,0.284337622166896
529383.78694287,4984113.9525786,0.921875,0,0.00188264317673271,0.286220265343629
530343.78694287,4985073.9525786,0.96875,0,0.00187800754340785,0.288098272887036
532503.78694287,4983633.9525786,1,0.00253755718134315,0.00187771655237124,0.289975989439408
532023.78694287,4984593.9525786,0.984375,0,0.00187595221236320,0.291851941651771
531783.78694287,4982673.9525786,0.875,0,0.00186739640832984,0.293719338060101
532503.78694287,4982913.9525786,1,0,0.00185807552699769,0.295577413587098
529863.78694287,4985073.9525786,1,0,0.00185364765052307,0.297431061237622
531543.78694287,4985073.9525786,1,0,0.00185296767517048,0.299284028912792
528903.78694287,4983873.9525786,1,0.00133756826844022,0.00185072197018907,0.301134750882981
528903.78694287,4983633.9525786,1,0.00630934080728466,0.00184447549791489,0.302979226380896
532503.78694287,4983873.9525786,1,0.00420653677964467,0.00182319479754476,0.304802421178441
529623.78694287,4982673.9525786,1,0.0540349473938842,0.00182070977575569,0.306623130954196
530583.78694287,4985313.9525786,1,0,0.00181520278241733,0.308438333736614
530823.78694287,4985313.9525786,1,0,0.00181510910963215,0.310253442846246
528903.78694287,4984113.9525786,1,0,0.00179906439988348,0.312052507246129
529863.78694287,4982193.9525786,0.984375,0.0366857715107682,0.00179330917168070,0.31384581641781
532503.78694287,4982673.9525786,1,0,0.00179279218177162,0.315638608599582
530343.78694287,4985313.9525786,1,0,0.00179006917402890,0.317428677773611
531063.78694287,4985313.9525786,1,0,0.00178979486850257,0.319218472642113
532023.78694287,4984833.9525786,1,4.65862828131277e-07,0.00178780560256757,0.321006278244681
532023.78694287,4981953.9525786,1,0,0.00177814526074417,0.322784423505425
529143.78694287,4984593.9525786,1,0,0.00177573086041694,0.324560154365842
532263.78694287,4982193.9525786,1,0,0.00176660093715004,0.326326755302992
530103.78694287,4982193.9525786,0.90625,0.0198069621210049,0.00176520047548134,0.328091955778473
529623.78694287,4985073.9525786,1,0,0.00175282246515228,0.329844778243626
531783.78694287,4985073.9525786,1,0,0.00175202880334069,0.331596807046966
531303.78694287,4985313.9525786,1,0,0.00174103263115126,0.333337839678118
531783.78694287,4982193.9525786,0.90625,0,0.00173220519128889,0.335070044869406
529383.78694287,4982913.9525786,1,0.0556356578320262,0.00172934668164846,0.336799391551055
530583.78694287,4982433.9525786,0.765625,0.000115057285734650,0.00171792598964379,0.338517317540699
528903.78694287,4984353.9525786,1,0,0.00171536398986106,0.34023268153056
532503.78694287,4982433.9525786,1,0,0.00170808018642746,0.341940761716987
528903.78694287,4983393.9525786,1,0.0234553729944233,0.00170606068710388,0.343646822404091
530103.78694287,4984353.9525786,0.78125,0,0.00167322440688345,0.345320046810975
531543.78694287,4985313.9525786,1,0,0.00167201444746207,0.346992061258437
532263.78694287,4981953.9525786,1,0,0.00163995180240334,0.34863201306084
529383.78694287,4985073.9525786,1,0,0.00163924123905891,0.350271254299899
531783.78694287,4981713.9525786,0.96875,0,0.00163914841573789,0.351910402715637
532023.78694287,4985073.9525786,1,2.27238189721829e-05,0.00163818956735705,0.353548592282994
532023.78694287,4981713.9525786,1,0,0.0016286358124258,0.355177228095420
529863.78694287,4985313.9525786,0.984375,0,0.00162285650743972,0.356800084602859
529623.78694287,4982433.9525786,1,0.0651807196821891,0.00161974102552081,0.35841982562838
530583.78694287,4985553.9525786,1,0,0.00161895042808325,0.360038776056463
530823.78694287,4985553.9525786,1,0,0.0016188731254581,0.361657649181921
528903.78694287,4984593.9525786,1,0,0.00161675203948371,0.363274401221405
532743.78694287,4982673.9525786,1,0,0.00161006861349819,0.364884469834903
532503.78694287,4982193.9525786,1,0,0.00160878728545498,0.366493257120358
532743.78694287,4983633.9525786,1,0.0122172250291936,0.00160051885704870,0.368093775977407
530343.78694287,4985553.9525786,1,0,0.00159817660614292,0.36969195258355
531063.78694287,4985553.9525786,1,0,0.00159794952517025,0.37128990210872
529623.78694287,4985313.9525786,1,0,0.00158747413122723,0.372877376239947
529383.78694287,4984833.9525786,0.9375,0,0.00158537752922102,0.374462753769168
529143.78694287,4983153.9525786,0.96875,0.0462318556776736,0.00158391664163086,0.376046670410799
531063.78694287,4982433.9525786,0.734375,0,0.00158348754972134,0.377630157960521
530103.78694287,4985553.9525786,1,0,0.00155782527149828,0.379187983232019
531303.78694287,4985553.9525786,1,0,0.00155746207618699,0.380745445308206
528663.78694287,4984353.9525786,1,0,0.00154522107140555,0.382290666379611
532743.78694287,4982433.9525786,1,0,0.00153893483529329,0.383829601214905
529863.78694287,4984353.9525786,0.765625,0,0.00153282986612907,0.385362431081034
528903.78694287,4984833.9525786,1,0,0.0015080519070086,0.386870482988042
532263.78694287,4985073.9525786,1,0.00146793813111860,0.00150616420897433,0.388376647197017
529863.78694287,4985553.9525786,1,0,0.00150023985587243,0.389876887052889
531543.78694287,4985553.9525786,1,0,0.00149976088373032,0.391376647936619
532503.78694287,4981953.9525786,1,0,0.00149971086642683,0.392876358803046
529383.78694287,4985313.9525786,1,0,0.00149049276278542,0.394366851565832
532743.78694287,4982913.9525786,0.9375,0.000213414667509478,0.00147356306494629,0.395840414630778
529623.78694287,4984353.9525786,0.78125,0,0.00147204269257596,0.397312457323354
528663.78694287,4983633.9525786,0.9375,0.00546551624835673,0.00146791782520313,0.398780375148557
528663.78694287,4984593.9525786,1,0,0.00146164144794986,0.400242016596507
532743.78694287,4982193.9525786,1,0,0.00145472342466384,0.401696740021171
530823.78694287,4983153.9525786,0.5625,0,0.00144759475840916,0.40314433477958
531303.78694287,4984833.9525786,0.796875,0,0.00144458260437288,0.404588917383953
531063.78694287,4982913.9525786,0.609375,0,0.00144348544077076,0.406032402824723
528423.78694287,4983633.9525786,0.984375,0.00405397544423982,0.00144034095001739,0.407472743774741
530583.78694287,4985793.9525786,1,0,0.00143747963293415,0.408910223407675
530823.78694287,4985793.9525786,1,0,0.00143741560300097,0.410347639010676
529623.78694287,4985553.9525786,1,0,0.00142848547868802,0.411776124489364
530343.78694287,4985793.9525786,1,0,0.00142025222413633,0.4131963767135
528663.78694287,4983393.9525786,0.953125,0.0211988175682972,0.00140842551404508,0.414604802227545
528423.78694287,4983393.9525786,1,0.0171946620667213,0.00139918982999383,0.416003992057539
532023.78694287,4984353.9525786,0.796875,0,0.00139767584857512,0.417401667906114
530103.78694287,4985793.9525786,1,0,0.00138667416790723,0.418788342074022
528423.78694287,4984353.9525786,1,0,0.00138387888236846,0.42017222095639
531783.78694287,4982433.9525786,0.75,0,0.00137894344297944,0.421551164399370
532503.78694287,4984353.9525786,0.90625,0.0073974839489072,0.00137875616089006,0.422929920560260
532983.78694287,4982433.9525786,1,0,0.00137846223796308,0.424308382798223
528663.78694287,4984833.9525786,1,0,0.00136855590160252,0.425676938699825
531063.78694287,4984833.9525786,0.75,0,0.00136365862055966,0.427040597320385
532743.78694287,4981953.9525786,1,0,0.00136125606728033,0.428401853387665
529383.78694287,4984353.9525786,0.78125,0,0.00135697816420484,0.42975883155187
532983.78694287,4982673.9525786,0.96875,7.8488223919044e-06,0.00135388410756837,0.431112715659438
532263.78694287,4984593.9525786,0.859375,0.000361138284898078,0.00135002339141856,0.432462739050857
529383.78694287,4985553.9525786,1,0,0.00134596228723468,0.433808701338092
529863.78694287,4985793.9525786,1,0,0.00133849868586341,0.435147200023955
531543.78694287,4984833.9525786,0.78125,0,0.00133669369011889,0.436483893714074
532743.78694287,4984353.9525786,1,0.0300743771427255,0.00133051053141495,0.437814404245489
528183.78694287,4983633.9525786,1,0.00178118678014862,0.00133037415690583,0.439144778402395
531783.78694287,4984593.9525786,0.765625,0,0.00132693767528882,0.440471716077683
528183.78694287,4983873.9525786,1,0.000211149300001008,0.00131800276559055,0.441789718843274
532263.78694287,4984353.9525786,0.8125,0.000416417686943575,0.00131332821730279,0.443103047060577
532983.78694287,4982193.9525786,1,0,0.00130719303622877,0.444410240096806
529143.78694287,4985313.9525786,0.96875,0,0.00130466072554622,0.445714900822352
531543.78694287,4985793.9525786,0.984375,0,0.00129831297299055,0.447013213795342
531543.78694287,4984593.9525786,0.71875,0,0.00129371792204350,0.448306931717386
530343.78694287,4984593.9525786,0.671875,0,0.00129145875156307,0.449598390468949
529623.78694287,4985793.9525786,1,0,0.00127806439923892,0.450876454868188
531783.78694287,4985793.9525786,1,0,0.00127758210428790,0.452154036972476
528903.78694287,4985073.9525786,0.953125,0,0.00127300217687716,0.453427039149353
530583.78694287,4986033.9525786,1,0,0.00127104900657502,0.454698088155928
530823.78694287,4986033.9525786,1,0,0.00127099584007045,0.455969083995998
528663.78694287,4985073.9525786,1,0,0.00126958976646843,0.457238673762467
528663.78694287,4984113.9525786,0.875,0,0.00126891290893888,0.458507586671406
533223.78694287,4982913.9525786,0.984375,0.00320100619005588,0.00125701050541612,0.459764597176822
530343.78694287,4986033.9525786,1,0,0.00125673118889046,0.461021328365712
529143.78694287,4985553.9525786,1,0,0.00125606561158539,0.462277393977298
530583.78694287,4983153.9525786,0.484375,0,0.00124505035303329,0.463522444330331
529623.78694287,4980993.9525786,1,0.00405953123177648,0.00124338116076383,0.464765825491095
531303.78694287,4982433.9525786,0.625,0,0.00123045441629294,0.465996279907388
530103.78694287,4986033.9525786,1,0,0.00122874865539217,0.46722502856278
533223.78694287,4982433.9525786,1,0,0.00122825655463616,0.468453285117416
532983.78694287,4981953.9525786,1,0,0.00122741097250803,0.469680696089924
528663.78694287,4983153.9525786,0.953125,0.0476217168873767,0.00122697748800538,0.470907673577929
532263.78694287,4984833.9525786,0.84375,0.000611696815411353,0.00121524473559326,0.472122918313523
530103.78694287,4985313.9525786,0.8125,0,0.00121232281019147,0.473335241123714
529383.78694287,4985793.9525786,1,0,0.00120803023578872,0.474543271359503
532023.78694287,4985793.9525786,1,4.22050220230064e-05,0.00120723549038807,0.475750506849891
528423.78694287,4983153.9525786,0.984375,0.0404431743078844,0.00120202041259139,0.476952527262482
531063.78694287,4981953.9525786,0.6875,0,0.00120074741146944,0.478153274673952
528423.78694287,4984833.9525786,0.984375,0,0.00119708658470863,0.47935036125866
532743.78694287,4983393.9525786,0.828125,0.00513909267229277,0.00119678366864051,0.480547144927301
530103.78694287,4985073.9525786,0.75,0,0.00119455437899658,0.481741699306298
529863.78694287,4986033.9525786,1,0,0.00118843028903970,0.482930129595337
529863.78694287,4980753.9525786,1,0.000153448807129147,0.00117818922318792,0.484108318818525
533223.78694287,4982193.9525786,1,0,0.00116804349997455,0.4852763623185
527943.78694287,4983873.9525786,1,1.34477992112322e-05,0.00116551629984988,0.48644187861835
528423.78694287,4984593.9525786,0.9375,0,0.00116383763017607,0.487605716248526
532983.78694287,4984113.9525786,1,0.0433981088580146,0.00116300722908267,0.488768723477608
528903.78694287,4985553.9525786,1,0,0.00116193809513956,0.489930661572748
532983.78694287,4983873.9525786,0.953125,0.0321406304670548,0.00115768475324089,0.491088346325989
529383.78694287,4980993.9525786,1,0.00853027569434745,0.00114975547201410,0.492238101798003
528423.78694287,4985073.9525786,1,0,0.00114860370259617,0.493386705500599
531783.78694287,4985313.9525786,0.828125,0,0.00113849990106985,0.494525205401669
529623.78694287,4986033.9525786,1,0,0.00113757555911137,0.49566278096078
531783.78694287,4986033.9525786,1,0,0.00113716850045036,0.496799949461231
527943.78694287,4984113.9525786,1,0,0.00113468823424757,0.497934637695478
532983.78694287,4983153.9525786,0.859375,0.00333842499866811,0.00113346113056773,0.499068098826046
529143.78694287,4985793.9525786,1,0,0.00113112592812837,0.500199224754174
533463.78694287,4982913.9525786,1,0.0065604973930923,0.00112571548475713,0.501324940238931
532263.78694287,4985793.9525786,1,0.00192799938373019,0.00111980844917757,0.502444748688109
532983.78694287,4981713.9525786,0.984375,0,0.00110810909336208,0.503552857781471
532503.78694287,4984113.9525786,0.765625,0.00631853805826054,0.0011079304769145,0.504660788258386
530343.78694287,4986273.9525786,1,0,0.00110759188739363,0.505768380145779
531063.78694287,4986273.9525786,1,0,0.00110746125601784,0.506875841401797
528183.78694287,4983393.9525786,0.921875,0.0096582366332086,0.00110633415275551,0.507982175554553
529623.78694287,4982193.9525786,0.84375,0.0669942447887044,0.00110260956460073,0.509084785119153
533223.78694287,4981953.9525786,1,0,0.00110015437566926,0.510184939494823
533463.78694287,4983153.9525786,1,0.0160961899262924,0.00109206293693046,0.511277002431753
533463.78694287,4982433.9525786,1,0,0.00108919826579442,0.512366200697547
530103.78694287,4986273.9525786,1,0,0.00108425252528528,0.513450453222833
530103.78694287,4980753.9525786,0.9375,0.000246630314427193,0.00107899457508121,0.514529447797914
529383.78694287,4986033.9525786,1,0,0.00107827019265810,0.515607717990572
532023.78694287,4986033.9525786,1,1.72173978151219e-05,0.00107771737185438,0.516685435362426
533223.78694287,4983633.9525786,1,0.0455602655719718,0.00107028870071773,0.517755724063144
530103.78694287,4980513.9525786,1,0.00126954820799394,0.00106857936617868,0.518824303429323
529143.78694287,4981233.9525786,1,0.0322603855142037,0.00106366816577427,0.519887971595097
527943.78694287,4984353.9525786,0.984375,0,0.00106070062107886,0.520948672216176
529863.78694287,4986273.9525786,1,0,0.00105050777017558,0.521999179986351
531063.78694287,4985793.9525786,0.84375,0,0.00105009027648992,0.523049270262841
528903.78694287,4985793.9525786,1,0,0.00104995297537395,0.524099223238215
532983.78694287,4984353.9525786,1,0.0557855352260112,0.00104919224191496,0.52514841548013
529143.78694287,4984833.9525786,0.765625,0,0.00104884289381500,0.526197258373945
532743.78694287,4983153.9525786,0.75,0.00118365128343948,0.00104198741267959,0.527239245786625
533463.78694287,4982193.9525786,1,0,0.00103840213509662,0.528277647921721
532263.78694287,4981233.9525786,0.90625,0.00129523283623782,0.00103387344158000,0.529311521363302
530583.78694287,4984833.9525786,0.59375,0,0.00102563982424466,0.530337161187546
527703.78694287,4983153.9525786,1,0.00522767569809115,0.00101419301670346,0.53135135420425
529143.78694287,4986033.9525786,1,0,0.00101270351780905,0.532364057722059
531543.78694287,4981953.9525786,0.640625,0,0.00101261749780346,0.533376675219862
529623.78694287,4986273.9525786,1,0,0.00100775234027022,0.534384427560132
532263.78694287,4986033.9525786,1,0.00141588493033127,0.00100513774637748,0.53538956530651
529383.78694287,4984593.9525786,0.65625,0,0.000995887312502767,0.536385452619012
529143.78694287,4985073.9525786,0.78125,0,0.000994884208208453,0.537380336827221
533223.78694287,4983873.9525786,1,0.0586515642166102,0.000986142452423947,0.538366479279645
532263.78694287,4985313.9525786,0.828125,0.00212075504570908,0.00098337789501992,0.539349857174665
533703.78694287,4982913.9525786,1,0.00847643847885028,0.000981286831404794,0.54033114400607
533463.78694287,4983393.9525786,1,0.0389933203839879,0.000980833480622115,0.541311977486692
533463.78694287,4981953.9525786,1,0,0.000980783697364217,0.542292761184056
527703.78694287,4982913.9525786,1,0.00962390262936987,0.000976660077228956,0.543269421261285
532743.78694287,4983873.9525786,0.765625,0.0174472894927437,0.000972507588447157,0.544241928849732
528903.78694287,4981233.9525786,1,0.0364788243645437,0.000963854968852789,0.545205783818585
530583.78694287,4986273.9525786,0.921875,0,0.00096269028708553,0.54616847410567
529383.78694287,4986273.9525786,1,0,0.000957627814450894,0.547126101920121
532023.78694287,4986273.9525786,1,1.78902766158724e-10,0.000957237083504601,0.548083339003626
529863.78694287,4980513.9525786,0.953125,0.000112591486549335,0.000951225758704106,0.54903456476233
529143.78694287,4982193.9525786,0.953125,0.107529074832146,0.000948462808088693,0.549983027570419
530343.78694287,4986513.9525786,0.984375,0,0.000943570251862695,0.550926597822281
528903.78694287,4986033.9525786,1,0,0.000943012742080912,0.551869610564362
533703.78694287,4983153.9525786,1,0.0197551911372338,0.000942942132420793,0.552812552696783
531543.78694287,4982913.9525786,0.453125,0,0.000940958069027643,0.55375351076581
529383.78694287,4982673.9525786,0.765625,0.0785402036858118,0.000940816249455358,0.554694327015266
532743.78694287,4984113.9525786,0.78125,0.0239725716737629,0.000939537592650483,0.555633864607916
528663.78694287,4985793.9525786,0.984375,0,0.000938103111154735,0.556571967719071
531063.78694287,4986033.9525786,0.84375,0,0.000929195300629153,0.5575011630197
529863.78694287,4986513.9525786,1,0,0.000924772486658858,0.558425935506359
529383.78694287,4981233.9525786,0.875,0.0261371689889575,0.00092261758829641,0.559348553094655
533703.78694287,4982193.9525786,1,0,0.000918850493309631,0.560267403587965
528903.78694287,4982433.9525786,0.96875,0.113557431882747,0.000917444287703938,0.561184847875669
528903.78694287,4981473.9525786,1,0.0667761961465858,0.000912436838884304,0.562097284714553
528663.78694287,4982913.9525786,0.859375,0.0671307384726588,0.000910713953128406,0.563007998667682
528903.78694287,4983153.9525786,0.75,0.0515226183979577,0.000909008479751203,0.563917007147433
527463.78694287,4983153.9525786,1,0.000729500749458964,0.000908514994872948,0.564825522142306
530343.78694287,4980513.9525786,0.921875,0.00792649686609523,0.000908192053281658,0.565733714195587
529143.78694287,4986273.9525786,1,0,0.000901888635882838,0.56663560283147
532263.78694287,4986273.9525786,1,0.000848021817103215,0.00089768842362903,0.567533291255099
528183.78694287,4984113.9525786,0.8125,0,0.00089272450192137,0.56842601575702
527463.78694287,4982913.9525786,1,0.00176494202312164,0.000890256243670103,0.569316272000691
532983.78694287,4984593.9525786,0.96875,0.0663236985979862,0.000889669341480118,0.570205941342171
529623.78694287,4986513.9525786,1,0,0.00088886015295098,0.571094801495122
532983.78694287,4983633.9525786,0.78125,0.0237203690131476,0.000881897989415208,0.571976699484537
532503.78694287,4981713.9525786,0.765625,0,0.000880822688525005,0.572857522173062
531783.78694287,4984353.9525786,0.515625,0,0.000880722082412627,0.573738244255475
533703.78694287,4981953.9525786,1,0,0.000870060448376321,0.574608304703851
533223.78694287,4984113.9525786,1,0.0783590664376293,0.000869437730637094,0.575477742434488
532983.78694287,4983393.9525786,0.734375,0.0113553112234540,0.000861405564111705,0.5763391479986
533943.78694287,4982913.9525786,1,0.00950035349121168,0.00085598626212973,0.577195134260730
530823.78694287,4984833.9525786,0.5,0,0.000855695161790116,0.57805082942252
533463.78694287,4983633.9525786,1,0.0656915684786631,0.000855025402070177,0.57890585482459
532743.78694287,4981713.9525786,0.796875,0,0.000852508716185486,0.579758363540775
529383.78694287,4986513.9525786,1,0,0.000846568776007666,0.580604932316783
528903.78694287,4986273.9525786,1,0,0.00084228190267148,0.581447214219454
531783.78694287,4986273.9525786,0.90625,0,0.00084053775877631,0.58228775197823
528903.78694287,4985313.9525786,0.78125,0,0.000837087262913278,0.583124839241144
533703.78694287,4983393.9525786,1,0.0457301861336413,0.000833839212217931,0.583958678453362
531063.78694287,4982673.9525786,0.359375,0,0.000831633275404765,0.584790311728767
527943.78694287,4982913.9525786,0.875,0.0195233628173322,0.000830056594610695,0.585620368323377
533943.78694287,4983153.9525786,1,0.0216471898528584,0.00081837597695719,0.586438744300335
529863.78694287,4986753.9525786,1,0,0.00081095670772479,0.58724970100806
