"x","y","slope240","descape240","amuse","Prob","CumProb"
531543.78694287,4985313.9525786,0.625089978432782,0,0.487935249859867,0.00164956597409475,0.369193652403728
532743.78694287,4982673.9525786,0.631560143781452,0,0.438455555080492,0.00164293806353932,0.370836590467267
528183.78694287,4984353.9525786,0.79295470884256,0.00315444145356662,0.264920064533616,0.00163134057712346,0.372467931044391
532743.78694287,4983633.9525786,0.611430740474479,0,0.503178237438362,0.00162966769996431,0.374097598744355
532023.78694287,4983633.9525786,0.407261078360891,0,0.573379138131828,0.00162851989238580,0.375726118636741
529623.78694287,4985313.9525786,0.593098490294752,0,0.326187303603362,0.00161638163575753,0.377342500272498
533463.78694287,4983633.9525786,0.819554277498203,0,0.415601664568762,0.00161108034676705,0.378953580619265
529383.78694287,4983633.9525786,0.336089259525521,0,0.393171408297504,0.00160489947304955,0.380558480092315
531063.78694287,4982193.9525786,0.335370352264558,0.00157722072678331,0.39887399587898,0.00160210726824634,0.382160587360561
530583.78694287,4982433.9525786,0.340402703091301,0.0080494296769852,0.392677952858139,0.00160039846800976,0.383760985828571
532503.78694287,4982193.9525786,0.603882099209202,0,0.411000918266442,0.00159195111213688,0.385352936940708
531063.78694287,4985793.9525786,0.712437095614666,0.00276013627187079,0.36947221057446,0.00158758498715823,0.386940521927866
532263.78694287,4981953.9525786,0.580158159597412,0,0.385397523857864,0.00158738789682179,0.388527909824688
531783.78694287,4981713.9525786,0.535945478073329,0.000788610363391655,0.344789004651739,0.00158732585852,0.390115235683208
529383.78694287,4985553.9525786,0.668943321351546,0,0.258075272743961,0.00158225502483311,0.391697490708041
529143.78694287,4985793.9525786,0.762760603882099,0,0.203069426199189,0.00157444157704978,0.393271932285091
530103.78694287,4984833.9525786,0.406542171099928,0,0.438977252802556,0.00157422019028115,0.394846152475372
532023.78694287,4983393.9525786,0.373112868439971,0,0.556575372180332,0.00156896763620018,0.396415120111572
532503.78694287,4982433.9525786,0.560388324946082,0,0.430883093032040,0.00156803323095892,0.397983153342531
531303.78694287,4985553.9525786,0.624371071171819,0,0.434894281683036,0.00156512361752464,0.399548276960056
533223.78694287,4984113.9525786,0.763479511143063,0,0.458098847204936,0.00156332401331131,0.401111600973367
529143.78694287,4983873.9525786,0.402588066139468,0,0.37766686580091,0.00155573623683485,0.402667337210202
532743.78694287,4983393.9525786,0.642703091301222,0.0050583151076716,0.490380168582892,0.00154448497536823,0.40421182218557
532503.78694287,4983153.9525786,0.494967764198418,0,0.500331258440814,0.0015289728496053,0.405740795035175
532983.78694287,4984113.9525786,0.679008023005032,0,0.490700247786805,0.00152084396505450,0.40726163900023
533703.78694287,4983633.9525786,0.862688713156003,0,0.396593823805028,0.00151893665462021,0.40878057565485
532743.78694287,4982433.9525786,0.607476635514019,0,0.414664177684753,0.00151858215228974,0.41029915780714
532503.78694287,4984833.9525786,0.648454349388929,0,0.513122658979536,0.00150012499619028,0.41179928280333
529383.78694287,4983393.9525786,0.284687275341481,0,0.379472292947784,0.00149935532184007,0.41329863812517
530583.78694287,4983153.9525786,0.341480948957584,0.0219096147375505,0.490505689839329,0.00148070591867137,0.414779344043842
529623.78694287,4984593.9525786,0.374191344356578,0,0.408879609032666,0.00147304153322399,0.416252385577066
532743.78694287,4983153.9525786,0.630122329259526,0.00630888290713324,0.473410479220544,0.00146979526599418,0.41772218084306
532263.78694287,4983153.9525786,0.402588066139468,0,0.522200199343445,0.00146876273277479,0.419190943575834
528903.78694287,4985073.9525786,0.621135873472322,0.00134624242934051,0.269869524576474,0.00146069112602050,0.420651634701855
532263.78694287,4984593.9525786,0.611430740474479,0.00547805097577389,0.553529912696044,0.00145956209143812,0.422111196793293
531783.78694287,4985313.9525786,0.644859813084112,0.00410637786002692,0.490460972891723,0.00145292317116640,0.423564119964459
532263.78694287,4983873.9525786,0.425233759884975,0,0.566540975433529,0.00144775332937417,0.425011873293834
531303.78694287,4985793.9525786,0.684399712437096,0.00331776833781965,0.384167023290861,0.00144203891791917,0.426453912211753
532263.78694287,4983393.9525786,0.390366642703091,0,0.544286841175208,0.00143540753651345,0.427889319748266
532503.78694287,4984113.9525786,0.597411933860532,0.00640455753701211,0.54323599290648,0.00142418478539392,0.42931350453366
529623.78694287,4982433.9525786,0.262041811646298,0,0.303476899577896,0.00140996198243867,0.430723466516099
533703.78694287,4983153.9525786,0.809130237239396,0,0.377368164435984,0.00140271915471017,0.432126185670809
533223.78694287,4983633.9525786,0.660675772825306,0,0.447294605057173,0.00139318246887505,0.433519368139684
531303.78694287,4982193.9525786,0.487419122933142,0.0159547106325707,0.413261477644076,0.00139012807230299,0.434909496211987
528183.78694287,4984593.9525786,0.705248023005032,0.00197152590847914,0.251126925917747,0.00138121593228604,0.436290712144273
532263.78694287,4985073.9525786,0.591301337167505,0,0.503676399924844,0.00138074679956375,0.437671458943837
531543.78694287,4984833.9525786,0.474838360891445,0.00552027254374159,0.551991492796845,0.00136830857337032,0.439039767517207
531543.78694287,4985793.9525786,0.634435772825306,0.000394305181695828,0.391469928441116,0.00136038279915383,0.440400150316361
529863.78694287,4985793.9525786,0.586628324946082,0,0.269995634213800,0.00135985190962441,0.441760002225985
533703.78694287,4983393.9525786,0.78864126527678,0,0.38707382101218,0.00135592498409108,0.443115927210076
529143.78694287,4985073.9525786,0.586268986340762,0.00552027254374159,0.299214786090205,0.0013511173614202,0.444467044571497
528903.78694287,4985793.9525786,0.710999281092739,0,0.180104017896193,0.00134718523886375,0.445814229810360
532983.78694287,4983873.9525786,0.595974119338605,0.000788610363391655,0.486508622329682,0.00134692006505760,0.447161149875418
529143.78694287,4984593.9525786,0.415169058231488,0,0.353663945862682,0.00134393866197780,0.448505088537396
528663.78694287,4984833.9525786,0.563263953989935,0,0.270311045595989,0.00134053537449157,0.449845623911887
529863.78694287,4985553.9525786,0.514737598849748,0,0.314332017059908,0.00133709054417045,0.451182714456058
531303.78694287,4982433.9525786,0.375629158878505,0.0135248906460296,0.440805940607264,0.00133654473809764,0.452519259194155
528423.78694287,4985073.9525786,0.662113587347232,0,0.224855130818646,0.00133542239526365,0.453854681589419
532503.78694287,4983393.9525786,0.413371675053918,0,0.519925518824462,0.00133027547156144,0.455184957060981
528423.78694287,4984593.9525786,0.606398389647736,0.00157722072678331,0.275988175897644,0.00132045813566315,0.456505415196644
531543.78694287,4985553.9525786,0.551042530553559,0,0.441296258015219,0.00132021263982481,0.457825627836469
528903.78694287,4986033.9525786,0.756290438533429,0,0.157952614941187,0.00130908892478641,0.459134716761255
532263.78694287,4984353.9525786,0.490654320632638,0.00473166218034993,0.562811425101662,0.00129983441053552,0.46043455117179
528423.78694287,4985553.9525786,0.835370237239396,0.00712551564602961,0.174968080336742,0.00128973141516284,0.461724282586953
528663.78694287,4982913.9525786,0.478432897196262,0.00450068304172275,0.295090942111558,0.00128880946382766,0.463013092050781
533463.78694287,4983393.9525786,0.677570208483106,0,0.405738439590346,0.00128377644830620,0.464296868499087
533463.78694287,4982433.9525786,0.719985736879942,0,0.364479484923524,0.00128051454609763,0.465577383045185
528423.78694287,4983153.9525786,0.482746340762042,0.000394305181695828,0.298515789593425,0.00127961593468345,0.466856998979868
529623.78694287,4982193.9525786,0.306614061826024,0.00410637786002692,0.281067746567876,0.0012756812832576,0.468132680263126
532983.78694287,4982673.9525786,0.558231603163192,0.000788610363391655,0.423121172337155,0.00126355504009883,0.469396235303225
528663.78694287,4983633.9525786,0.421998562185478,0.00174054761103634,0.325225418525133,0.00126139849051852,0.470657633793743
529143.78694287,4983633.9525786,0.257728368080518,0,0.373957634222429,0.00125705946961387,0.471914693263357
529863.78694287,4984353.9525786,0.272825420560748,0.00607790376850606,0.454898055165808,0.00124804824214226,0.473162741505499
528663.78694287,4985793.9525786,0.713515571531273,0.000394305181695828,0.158651336860219,0.00123969204790368,0.474402433553403
533943.78694287,4982913.9525786,0.82099209202013,0,0.349383121862704,0.00123800639757088,0.475640439950974
530343.78694287,4985793.9525786,0.503594651329978,0,0.312568286505406,0.00123411200077137,0.476874551951745
531783.78694287,4984593.9525786,0.409777138749101,0.00591457772543742,0.576308490453912,0.00123162842194321,0.478106180373688
532503.78694287,4983633.9525786,0.375988497483825,0,0.534237687835696,0.00122897682497131,0.47933515719866
528663.78694287,4986033.9525786,0.79295470884256,0.00213485279273217,0.138454888248818,0.00122764735909713,0.480562804557757
528663.78694287,4983393.9525786,0.390366642703091,0.00118291554508748,0.319067384909756,0.00122546546579085,0.481788270023548
530103.78694287,4985553.9525786,0.439252336448598,0,0.333228889187874,0.00121643662164110,0.483004706645189
528903.78694287,4983873.9525786,0.319194823867721,0,0.349905133387909,0.00121292302943625,0.484217629674625
528423.78694287,4984113.9525786,0.681524083393242,0.0144820070659489,0.303312623633534,0.00120483423369099,0.485422463908316
529623.78694287,4985553.9525786,0.475197699496765,0,0.285901020997745,0.00120276634440822,0.486625230252724
527703.78694287,4985553.9525786,0.875988612508986,0,0.121494142275991,0.00119972316910833,0.487824953421833
532023.78694287,4981713.9525786,0.402947634795111,0,0.348794270268447,0.00119422467678981,0.489019178098622
533223.78694287,4984353.9525786,0.629043853342919,0,0.459122629952745,0.00119281254835306,0.490211990646976
528423.78694287,4983393.9525786,0.431344356578001,0,0.308574984633452,0.00118700388913632,0.491398994536112
533223.78694287,4982433.9525786,0.598130841121495,0,0.383271860605507,0.00117946238936054,0.492578456925472
533463.78694287,4984113.9525786,0.658159712437096,0,0.427848616657691,0.00116288030570462,0.493741337231177
532743.78694287,4984833.9525786,0.645219381739756,0.00640455753701211,0.490192671206091,0.00116156415766523,0.494902901388842
529383.78694287,4985793.9525786,0.542056074766355,0,0.219141010971735,0.00115822263016567,0.496061124019008
530583.78694287,4984833.9525786,0.392882933141625,0.0131331763122476,0.499004263407926,0.00115322824236806,0.497214352261376
531783.78694287,4983873.9525786,0.554277498202732,0.0279956679004038,0.593190314936755,0.00114543075675405,0.49835978301813
528663.78694287,4983153.9525786,0.349748497483825,0.00118291554508748,0.306497450937860,0.00114339958009801,0.499503182598228
528423.78694287,4984353.9525786,0.459741308411215,0,0.288930084267911,0.00112863020172011,0.500631812799948
532983.78694287,4982433.9525786,0.498202731847592,0,0.402445075624596,0.00112274560360042,0.501754558403549
533223.78694287,4982193.9525786,0.597052595255212,0,0.372002915231181,0.00112049772055010,0.502875056124099
532503.78694287,4981953.9525786,0.425952667145938,0,0.379949783652347,0.00110882606263293,0.503983882186732
529143.78694287,4984833.9525786,0.427390481667865,0.00607790376850606,0.329570219140501,0.00110376174814517,0.505087643934877
527943.78694287,4985553.9525786,0.759166067577283,0,0.133736465768588,0.00110291267648760,0.506190556611364
528663.78694287,4985313.9525786,0.622214349388929,0.00624123065275909,0.221887337611778,0.00109767314910452,0.507288229760469
531063.78694287,4984833.9525786,0.291876347951114,0.00647220895020189,0.535318347402828,0.00109459679278337,0.508382826553252
533703.78694287,4982193.9525786,0.731128684399712,0,0.346541399067769,0.00109429321503341,0.509477119768286
