"x","y","elev240","slope240","elkuse","Prob","CumProb"
532263.78694287,4984113.9525786,0.180443598734971,0.97591672178289,0.0411782092793977,0.00502330237991859,0.00502330237991859
531543.78694287,4984353.9525786,0.214723196288525,0.863048281811646,0.040752637983984,0.00484928935262959,0.00987259173254818
530103.78694287,4984353.9525786,0.109803974766013,0.836448713156003,0.0311251751450846,0.00477853202829395,0.0146511237608421
531783.78694287,4983153.9525786,0.302762826793507,0.8274622573688,0.126270088253673,0.00458927699257893,0.0192404007534211
531543.78694287,4983393.9525786,0.302272008366111,0.766355140186916,0.142658788492088,0.00444288209096728,0.0236832828443883
531303.78694287,4984593.9525786,0.138312139555217,0.804097886412653,0.0223914323985643,0.00398924699952024,0.0276725298439086
531783.78694287,4984353.9525786,0.13939120016821,0.811286959022286,0.0288215955276406,0.00381523320570586,0.0314877630496144
531063.78694287,4984113.9525786,0.282309387025745,0.682242990654206,0.108720503559076,0.00374200767641040,0.0352297707260248
531063.78694287,4984593.9525786,0.130431297443983,0.753414809489576,0.0276892609887664,0.00364596325865008,0.0388757339846749
529623.78694287,4984833.9525786,0.160182540059354,0.853702487419123,0.0297462810756937,0.00351719265746973,0.0423929266421447
530343.78694287,4984593.9525786,0.0946780113961133,0.744069015097052,0.0325617511065298,0.00350455621893187,0.0458974828610765
531783.78694287,4984113.9525786,0.204491235253095,0.733285406182602,0.0550392086840665,0.00336504069326948,0.049262523554346
530583.78694287,4985073.9525786,0.168525836719014,0.797627721063983,0.024303753006534,0.00327264713523139,0.0525351706895774
531543.78694287,4983633.9525786,0.288523542944454,0.650970639827462,0.133804385238778,0.00325347999993446,0.0557886506895119
530103.78694287,4982913.9525786,0.351860084684677,0.618979151689432,0.134231498986401,0.00321551789724228,0.0590041685867541
530823.78694287,4984593.9525786,0.112973946543954,0.683680805176132,0.0291616916883604,0.00310092433514866,0.0621050929219028
530103.78694287,4984113.9525786,0.184182081304442,0.613227893601725,0.0594843813341037,0.00296306417394143,0.0650681570958442
532023.78694287,4982913.9525786,0.316357140699022,0.726096333572969,0.150741732817761,0.00294770922509612,0.0680158663209403
530343.78694287,4984353.9525786,0.170645728368997,0.622214349388929,0.0367430480172852,0.00294499155897971,0.07096085787992
530823.78694287,4985313.9525786,0.226159388968054,0.801941164629763,0.0315037161995499,0.00292392029280573,0.0738847781727258
530343.78694287,4985073.9525786,0.19787258575603,0.765636232925953,0.0482635653629737,0.00291863790079892,0.0768034160735247
529863.78694287,4984113.9525786,0.122155210845361,0.643781567217829,0.0484454874150582,0.00290428921884813,0.0797077052923728
530103.78694287,4983153.9525786,0.29795576591414,0.554637066858375,0.114682255965340,0.00290123989568180,0.0826089451880546
529143.78694287,4984113.9525786,0.137030832153047,0.761682358015816,0.0301602985309735,0.00287585126747147,0.085484796455526
530583.78694287,4984593.9525786,0.11083494010597,0.649173256649892,0.0278776729812788,0.00283739716813232,0.0883221936236584
530823.78694287,4984113.9525786,0.259523326515726,0.557872034507549,0.0957920474778664,0.00283166533806856,0.091153858961727
529863.78694287,4983393.9525786,0.271508915198785,0.578361006470165,0.100391319834476,0.00281202795565186,0.0939658869173788
529863.78694287,4984833.9525786,0.188180155027097,0.731488253055356,0.0403572172638317,0.00275963844866298,0.0967255253660418
532023.78694287,4984113.9525786,0.187900832479848,0.694105075485262,0.0430862226623301,0.00273045566013190,0.0994559810261737
530343.78694287,4984113.9525786,0.235148272177316,0.553918159597412,0.0739236548029091,0.00273030112522491,0.102186282151399
530103.78694287,4984593.9525786,0.104360576428013,0.660675772825306,0.0322143792278415,0.00269904068610092,0.104885322837499
529383.78694287,4985073.9525786,0.148727232591823,0.82925964054637,0.0368412993127319,0.00269718586615166,0.107582508703651
528903.78694287,4984593.9525786,0.160596899334744,0.810568051761323,0.0219815184482188,0.00257200330303396,0.110154512006685
530823.78694287,4985073.9525786,0.137609208641611,0.705966930265996,0.0223825851255146,0.00256030817172488,0.11271482017841
530343.78694287,4982913.9525786,0.312850502009828,0.498562300503235,0.128686383293885,0.00254269948973188,0.115257519668142
531063.78694287,4982673.9525786,0.390330753659095,0.546369518332135,0.177093655727886,0.00254117075561840,0.117798690423760
531063.78694287,4982913.9525786,0.385677227689805,0.507548526240115,0.180644933668312,0.00253851608987019,0.120337206513630
531783.78694287,4983393.9525786,0.223336566404465,0.594536304816679,0.110109292604904,0.00252178042233442,0.122858986935965
532263.78694287,4982433.9525786,0.274071530003126,0.744787922358016,0.104801103392315,0.00250645348689750,0.125365440422862
528903.78694287,4984353.9525786,0.181060204799538,0.77138749101366,0.0251872579908854,0.00250245563624348,0.127867896059106
529863.78694287,4982913.9525786,0.370849701655156,0.558950510424155,0.139036412235673,0.00248719479835072,0.130355090857457
531783.78694287,4984833.9525786,0.133591403524890,0.723220704529116,0.0325648069080765,0.00247972359722955,0.132834814454686
531303.78694287,4984113.9525786,0.287193523663183,0.544572365204889,0.0950486728215884,0.00247858465349287,0.135313399108179
529623.78694287,4985073.9525786,0.228635678923357,0.760603882099209,0.058026676687678,0.00246022569509331,0.137773624803272
530103.78694287,4982673.9525786,0.394097600107536,0.551042530553559,0.153163324580654,0.00245924852517974,0.140232873328452
531303.78694287,4985073.9525786,0.143486081043001,0.712437095614666,0.0285044033270857,0.00245168142560928,0.142684554754061
530343.78694287,4984833.9525786,0.126654585298508,0.646657196261682,0.0273546943737027,0.0024347121523591,0.145119266906420
531543.78694287,4983153.9525786,0.351542532561425,0.543493889288282,0.166629136088146,0.00243294995990838,0.147552216866329
531543.78694287,4983873.9525786,0.295922815719262,0.546369518332135,0.112211829583442,0.00241688320536235,0.149969100071691
529623.78694287,4984113.9525786,0.101759115441604,0.607117296908699,0.0315517068352702,0.00240256969392028,0.152371669765611
530823.78694287,4985553.9525786,0.312792541039758,0.784327821710999,0.0883959018255478,0.00237593518850263,0.154747604954114
529143.78694287,4985313.9525786,0.128600594038283,0.85118619698059,0.0242683348114633,0.00235851784194277,0.157106122796057
529863.78694287,4982673.9525786,0.400215565480173,0.570453026599569,0.162255032651225,0.00235084188613835,0.159456964682195
530103.78694287,4983633.9525786,0.247663525469838,0.474119453630482,0.102834098488094,0.00234963075601284,0.161806595438208
532023.78694287,4984353.9525786,0.103676143696344,0.664270309130122,0.0230083841794216,0.00233509730851617,0.164141692746724
530583.78694287,4985313.9525786,0.261941655500958,0.710999281092739,0.035851423331681,0.00232708427755336,0.166468777024278
530583.78694287,4984113.9525786,0.243376263502902,0.479870711718188,0.089796652151716,0.00231478677261444,0.168783563796892
528903.78694287,4984833.9525786,0.137657303914647,0.80158159597412,0.0163136177392667,0.00231061214468614,0.171094175941578
530823.78694287,4984353.9525786,0.196764544658002,0.515456506110712,0.0437194720514368,0.00230671316931595,0.173400889110894
530343.78694287,4985313.9525786,0.285411532136583,0.726096333572969,0.0789476253687767,0.00230479001653653,0.175705679127431
530103.78694287,4985313.9525786,0.322648372375802,0.740115140186916,0.0993560433733021,0.00229599415336362,0.178001673280794
532023.78694287,4982193.9525786,0.306048720511586,0.705966930265996,0.142145355626486,0.00227241541305516,0.180274088693849
530103.78694287,4985073.9525786,0.221496613907796,0.683680805176132,0.0631832108349317,0.00226029742312871,0.182534386116978
531303.78694287,4984353.9525786,0.229463780868070,0.537023723939612,0.0462261606116895,0.00225151378961295,0.184785899906591
530103.78694287,4983393.9525786,0.251199144644067,0.451473759884975,0.112011776442180,0.00224819234865983,0.187034092255251
529383.78694287,4983873.9525786,0.159219401386500,0.598849748382459,0.0387979144916938,0.00224227833583105,0.189276370591082
529623.78694287,4983633.9525786,0.217035469030652,0.536304816678648,0.0591357289290529,0.00223921504840757,0.191515585639490
531063.78694287,4984353.9525786,0.213383927916285,0.510783723939612,0.048876122610178,0.00221098051391135,0.193726566153401
531783.78694287,4983873.9525786,0.207565016484963,0.554277498202732,0.0775886085608758,0.00220857871202763,0.195935144865428
530823.78694287,4983873.9525786,0.310653534601774,0.420920316319195,0.126488417998472,0.00220583138793323,0.198140976253362
532263.78694287,4984833.9525786,0.239647646630464,0.742271861969806,0.0651217531304599,0.00217332710706632,0.200314303360428
531063.78694287,4985313.9525786,0.217893168066465,0.695902228612509,0.0341367403266077,0.00217313343929341,0.202487436799721
531543.78694287,4984593.9525786,0.105237390251828,0.598130841121495,0.0190320005895311,0.00217005855027635,0.204657495349998
530103.78694287,4983873.9525786,0.218818077163316,0.461179122933142,0.0792145569096051,0.00216440292197380,0.206821898271972
530583.78694287,4984353.9525786,0.18917289079105,0.487419122933142,0.0415752597603749,0.00214442044459937,0.208966318716571
531063.78694287,4982433.9525786,0.420265128275643,0.524083393242272,0.188942482571185,0.00213443613096879,0.21110075484754
531783.78694287,4983633.9525786,0.207873319517247,0.530913127246585,0.0931677833152427,0.00213289195429092,0.213233646801831
532263.78694287,4982193.9525786,0.229926235416496,0.715312724658519,0.0983482400231768,0.00213110382908878,0.215364750630919
531063.78694287,4985553.9525786,0.306973629608437,0.744428583752696,0.0772389375553095,0.00212750478979216,0.217492255420712
531303.78694287,4983153.9525786,0.379867565349452,0.451114421279655,0.188537632520546,0.00212689321071077,0.219619148631422
530343.78694287,4983393.9525786,0.285112478195268,0.383896477354421,0.126677441151294,0.00211387928847312,0.221733027919896
531783.78694287,4985073.9525786,0.196986522841247,0.702372393961179,0.050199779428752,0.00210868549463162,0.223841713414527
531063.78694287,4985073.9525786,0.131192189327659,0.639108554996406,0.0246061027424332,0.00210378320250647,0.225945496617034
530343.78694287,4982673.9525786,0.370984738383296,0.465492566498922,0.153387562208444,0.00209376394974338,0.228039260566777
529863.78694287,4983633.9525786,0.212729092275714,0.471962731847592,0.083517038178844,0.00209337986546549,0.230132640432242
529863.78694287,4983873.9525786,0.175087141852075,0.487419122933142,0.06356707771495,0.00208950147614968,0.232222141908392
532023.78694287,4983153.9525786,0.250813765853713,0.576204284687275,0.119967512114893,0.00208595425005815,0.234308096158450
529863.78694287,4983153.9525786,0.315692439361418,0.467289719626168,0.108006813832110,0.00208458503043378,0.236392681188884
530583.78694287,4982673.9525786,0.349981902612005,0.446441409058231,0.144323909306359,0.00207355658806783,0.238466237776952
529863.78694287,4984593.9525786,0.100256446462254,0.580517728253055,0.0320406350827536,0.00204682321628144,0.240513060993233
529383.78694287,4985313.9525786,0.210079536016269,0.768152523364486,0.064858604962975,0.00204568477184361,0.242558745765077
532743.78694287,4982193.9525786,0.201215823838114,0.782530668583753,0.0841192057007893,0.00202375616653644,0.244582501931613
532023.78694287,4984833.9525786,0.192756605238315,0.673975672178289,0.047016303583069,0.00201081880150227,0.246593320733116
529383.78694287,4984113.9525786,0.080380149970927,0.580158159597412,0.0289212146580654,0.00199235858239234,0.248585679315508
528663.78694287,4984353.9525786,0.276528705170427,0.725377426312006,0.0446084192728286,0.00198651631143151,0.250572195626940
530583.78694287,4985553.9525786,0.350588642979539,0.711718188353702,0.0951773075152716,0.00197978938098535,0.252551985007925
531543.78694287,4984113.9525786,0.279765887009405,0.488856937455068,0.084509678932723,0.00197516349644205,0.254527148504367
530823.78694287,4982433.9525786,0.375850376838796,0.482746340762042,0.175406824171196,0.00197373104988324,0.25650087955425
530823.78694287,4982913.9525786,0.332273593043697,0.383896477354421,0.147416729706155,0.00196622492950618,0.258467104483756
532743.78694287,4982913.9525786,0.131857507271327,0.70848322070453,0.0561035880171149,0.00196406406206396,0.260431168545820
530343.78694287,4983633.9525786,0.275410798375366,0.364845549964055,0.126406377002659,0.00194216191100497,0.262373330456825
528663.78694287,4985073.9525786,0.148293758528433,0.808770668583753,0.0196745920005093,0.00193207019313327,0.264305400649959
530583.78694287,4983153.9525786,0.296625746632868,0.341480948957584,0.154769977725331,0.00192682406593174,0.266232224715890
529863.78694287,4982433.9525786,0.372131009057326,0.539180445722502,0.182492966032312,0.00192500560500733,0.268157230320898
530823.78694287,4983153.9525786,0.332475839832875,0.340762041696621,0.173698340077832,0.00191112001278786,0.270068350333686
