"x","y","descape240","amuse","Prob","CumProb"
530103.78694287,4983873.9525786,0,0.484833305810183,0.00232862284002188,0.114338019919088
532023.78694287,4983873.9525786,0,0.580101193667923,0.00231820487153805,0.116656224790626
532023.78694287,4983393.9525786,0,0.556575372180332,0.00231726420684426,0.118973488997470
530823.78694287,4982913.9525786,0.0038051564602961,0.484391235635171,0.00231702435872987,0.121290513356200
530343.78694287,4982913.9525786,0,0.442068213742302,0.00231429185253011,0.123604805208730
530823.78694287,4984593.9525786,0.000788610363391655,0.543353276830463,0.00229307147682793,0.125897876685558
531783.78694287,4982913.9525786,0,0.522175095092158,0.00228263827160796,0.128180514957166
530583.78694287,4982673.9525786,0,0.43201906040279,0.00226896724200961,0.130449482199176
530823.78694287,4982673.9525786,0.00134624242934051,0.447389922761279,0.00226813265815040,0.132717614857326
530103.78694287,4983153.9525786,0,0.434130955542332,0.00226636369213401,0.134983978549460
530103.78694287,4984113.9525786,0,0.486613354128021,0.00224602824797167,0.137230006797432
531063.78694287,4984593.9525786,0.00197152590847914,0.5631601388422,0.00224069714628042,0.139470703943712
532023.78694287,4983153.9525786,0,0.532986397810595,0.00223487839943766,0.14170558234315
530343.78694287,4984353.9525786,0.00118291554508748,0.50990970706869,0.00223272005814876,0.143938302401299
532023.78694287,4984113.9525786,0,0.58259553638567,0.00222636132678534,0.146164663728084
530583.78694287,4984593.9525786,0.000788610363391655,0.526653458169453,0.00220015490757101,0.148364818635655
530343.78694287,4982673.9525786,0,0.406564526359268,0.00215488735934579,0.150519705995001
530103.78694287,4982913.9525786,0,0.41373571264105,0.00214348059287911,0.15266318658788
530823.78694287,4982433.9525786,0,0.407494952672603,0.00214120564807112,0.154804392235951
529863.78694287,4983633.9525786,0,0.45626780587667,0.00210456074701419,0.156908952982965
532023.78694287,4982913.9525786,0,0.514258234096359,0.00209910137021133,0.159008054353177
529863.78694287,4983393.9525786,0,0.439030207082615,0.00209161525223652,0.161099669605413
532263.78694287,4983633.9525786,0,0.560126446975703,0.00208908751037036,0.163188757115783
530103.78694287,4984353.9525786,0.000788610363391655,0.477487958785095,0.00208469775954339,0.165273454875327
529863.78694287,4983873.9525786,0,0.462769806960075,0.00208296356512704,0.167356418440454
532263.78694287,4983393.9525786,0,0.544286841175208,0.00207029950893489,0.169426717949389
532263.78694287,4983873.9525786,0,0.566540975433529,0.00206675835198751,0.171493476301376
529863.78694287,4983153.9525786,0,0.414364887938937,0.00204272294109263,0.173536199242469
529863.78694287,4984113.9525786,0,0.464122298498177,0.00202005379589564,0.175556253038365
530103.78694287,4982673.9525786,0,0.37974361498865,0.00201364679024797,0.177569899828613
532263.78694287,4983153.9525786,0,0.522200199343445,0.00201073558561646,0.179580635414229
532263.78694287,4984113.9525786,0,0.569166723216608,0.00199711130811914,0.181577746722348
530343.78694287,4984833.9525786,0,0.4705070156576,0.00195926189289496,0.183537008615243
532023.78694287,4982673.9525786,0,0.482750437461191,0.00195746874654681,0.18549447736179
529863.78694287,4982913.9525786,0,0.394717281021304,0.00194735831890065,0.187441835680691
531063.78694287,4985073.9525786,0,0.497958122186314,0.00192372064078676,0.189365556321477
530343.78694287,4982433.9525786,0.00118291554508748,0.368484240610127,0.00192155857699845,0.191287114898476
532023.78694287,4984593.9525786,0.000394305181695828,0.565219471955609,0.00192110531161607,0.193208220210092
530823.78694287,4985073.9525786,0,0.478242655339419,0.00191820313243197,0.195126423342524
531783.78694287,4984833.9525786,0,0.551088916512282,0.00191614476673341,0.197042568109257
532263.78694287,4982913.9525786,0,0.504707243243328,0.00190510094677619,0.198947669056033
531303.78694287,4985073.9525786,0,0.511213166865997,0.00189432059660538,0.200841989652639
529623.78694287,4983633.9525786,0,0.424008450718590,0.00188666819301620,0.202728657845655
529623.78694287,4983393.9525786,0,0.408342221153548,0.00187749340989279,0.204606151255548
530103.78694287,4982433.9525786,0,0.343333350331003,0.00187014292754349,0.206476294183091
529623.78694287,4983873.9525786,0,0.429671812907429,0.00186981178285533,0.208346105965947
531783.78694287,4982673.9525786,0.00433735699865411,0.488094897207897,0.00186886662888957,0.210214972594836
532503.78694287,4983633.9525786,0,0.534237687835696,0.00186831962337015,0.212083292218206
530583.78694287,4985073.9525786,0,0.462081793573233,0.00186595300887403,0.213949245227080
530823.78694287,4983153.9525786,0.0148482923956931,0.506570841647482,0.00186253173160588,0.215811776958686
532503.78694287,4983393.9525786,0,0.519925518824462,0.00185488071477585,0.217666657673462
530103.78694287,4984593.9525786,0.00252915797442799,0.465403792075608,0.00185114172067030,0.219517799394132
532503.78694287,4983873.9525786,0,0.540247410241515,0.00185046767664450,0.221368267070777
530103.78694287,4984833.9525786,0,0.438977252802556,0.00184469294720369,0.223212960017981
529863.78694287,4982673.9525786,0,0.361929246021270,0.00184386421294465,0.225056824230925
531783.78694287,4984353.9525786,0.00775079912516824,0.587579907027974,0.00184240456226984,0.226899228793195
529623.78694287,4983153.9525786,0,0.385504452278191,0.00184045503072879,0.228739683823924
531063.78694287,4982193.9525786,0.00157722072678331,0.39887399587898,0.00183822475811752,0.230577908582041
531543.78694287,4985073.9525786,0,0.516039459175976,0.00183505114899662,0.232412959731038
531543.78694287,4984593.9525786,0.00726081931359354,0.578719283085344,0.00182273006822931,0.234235689799267
531303.78694287,4984833.9525786,0.00512596736204576,0.547978342876218,0.00181765104650081,0.236053340845768
529863.78694287,4984593.9525786,0,0.442955492123737,0.00181696636349428,0.237870307209262
532503.78694287,4983153.9525786,0,0.500331258440814,0.00180888233549513,0.239679189544758
532023.78694287,4982433.9525786,0,0.448259549716028,0.00180646219963706,0.241485651744395
532023.78694287,4984353.9525786,0.00545262028936743,0.575421212072478,0.00180074426260059,0.243286396006995
530343.78694287,4985073.9525786,0,0.43445809531692,0.00179572431653968,0.245082120323535
532263.78694287,4982673.9525786,0,0.475298397368133,0.00179066667617121,0.246872786999706
532023.78694287,4984833.9525786,0,0.542240452441369,0.00178901623855701,0.248661803238263
531783.78694287,4984113.9525786,0.0115305265814266,0.595655238610025,0.0017784807843487,0.250440284022612
531063.78694287,4984833.9525786,0.00647220895020189,0.535318347402828,0.00177822047421973,0.252218504496832
531783.78694287,4984593.9525786,0.00591457772543742,0.576308490453912,0.00177680106420703,0.253995305561039
529623.78694287,4982913.9525786,0,0.367169483899741,0.00176470027817728,0.255760005839216
529623.78694287,4984113.9525786,0.00118291554508748,0.430177428218512,0.00176189112103416,0.25752189696025
531783.78694287,4985073.9525786,0,0.517098544777159,0.00174569660267466,0.259267593562925
531063.78694287,4982433.9525786,0.00765512449528937,0.426609486504308,0.00173537273079253,0.261002966293717
531543.78694287,4984833.9525786,0.00552027254374159,0.551991492796845,0.00173475831985753,0.262737724613575
529863.78694287,4982433.9525786,0,0.326805495791312,0.00172504243272165,0.264462767046296
532503.78694287,4982913.9525786,0,0.484930584783921,0.00172430383264994,0.266187070878946
531063.78694287,4985313.9525786,0,0.468829737868469,0.00171724030052149,0.267904311179468
530823.78694287,4985313.9525786,0,0.449237046500526,0.00171589332245072,0.269620204501918
529863.78694287,4984833.9525786,0,0.417043197748149,0.0017006811339916,0.27132088563591
530343.78694287,4984593.9525786,0.00814510430686407,0.497625490856757,0.0016948845063734,0.273015770142283
531303.78694287,4985313.9525786,0,0.482496256916908,0.00169153251481891,0.274707302657102
531063.78694287,4982913.9525786,0.0155218455585464,0.503975297416733,0.00168958268801721,0.276396885345120
529383.78694287,4983633.9525786,0,0.393171408297504,0.00168265008727489,0.278079535432394
529623.78694287,4982673.9525786,0,0.336454785478289,0.00168079117736648,0.279760326609761
530583.78694287,4985313.9525786,0,0.433406462540338,0.00167636101699107,0.281436687626752
529383.78694287,4983393.9525786,0,0.379472292947784,0.00167509559124159,0.283111783217994
532743.78694287,4983633.9525786,0,0.503178237438362,0.00167022117363871,0.284782004391632
529383.78694287,4983873.9525786,0,0.397763132759518,0.00166986314167393,0.286451867533306
532263.78694287,4982433.9525786,0,0.443071991539867,0.00166396605694443,0.288115833590251
532263.78694287,4984353.9525786,0.00473166218034993,0.562811425101662,0.00166226480996659,0.289778098400217
529623.78694287,4984593.9525786,0,0.408879609032666,0.00166006571920627,0.291438164119424
530583.78694287,4982433.9525786,0.0080494296769852,0.392677952858139,0.00165647415661304,0.293094638276037
529383.78694287,4983153.9525786,0,0.358840207125763,0.00164580016919271,0.294740438445229
531543.78694287,4985313.9525786,0,0.487935249859867,0.00164328083589871,0.296383719281128
532023.78694287,4985073.9525786,0,0.51110490478232,0.0016394429970374,0.298023162278165
532023.78694287,4982193.9525786,0,0.424130441689689,0.00163784739826918,0.299661009676435
532503.78694287,4982673.9525786,0,0.459135182078389,0.00162954596985957,0.301290555646294
529863.78694287,4984353.9525786,0.00607790376850606,0.454898055165808,0.00162925749360871,0.302919813139903
532263.78694287,4984833.9525786,0.000394305181695828,0.532431358504791,0.00162770431330388,0.304547517453207
530343.78694287,4985313.9525786,0,0.406539814361907,0.00162229629132513,0.306169813744532
531783.78694287,4982193.9525786,0.00292346315612382,0.424985162995235,0.00160676520651134,0.307776578951043
530103.78694287,4982193.9525786,0.00236583109017497,0.318526427519908,0.00159427660669065,0.309370855557734
532503.78694287,4984353.9525786,0.00269248401749664,0.538448141481284,0.00159142362213634,0.31096227917987
529383.78694287,4982913.9525786,0,0.342061702327125,0.0015848253152778,0.312547104495148
529863.78694287,4985073.9525786,0,0.383013404493426,0.00158173536856786,0.314128839863716
529623.78694287,4982433.9525786,0,0.303476899577896,0.00158171115673344,0.315710551020449
531783.78694287,4981953.9525786,0,0.385120318008103,0.00157895290278202,0.317289503923231
529863.78694287,4982193.9525786,0.000394305181695828,0.302915231180735,0.00156475429667934,0.318854258219911
529623.78694287,4984833.9525786,0,0.38373017009307,0.00156470117166282,0.320418959391573
530823.78694287,4985553.9525786,0,0.401384421007708,0.00155064308526626,0.321969602476840
531063.78694287,4985553.9525786,0,0.42066762402775,0.0015496324980898,0.323519234974930
530103.78694287,4985313.9525786,0,0.377177568253164,0.00154820872119761,0.325067443696127
532743.78694287,4984353.9525786,0,0.509662194841155,0.00154578418101446,0.326613227877142
529383.78694287,4984113.9525786,0.00197152590847914,0.397092378545436,0.00154485306066952,0.328158080937811
531303.78694287,4985553.9525786,0,0.434894281683036,0.00152651447078149,0.329684595408593
532503.78694287,4982433.9525786,0,0.430883093032040,0.00152170363645981,0.331206299045052
532263.78694287,4984593.9525786,0.00547805097577389,0.553529912696044,0.00152070513313116,0.332727004178184
530583.78694287,4985553.9525786,0,0.386182737767659,0.00151961573097298,0.334246619909157
532263.78694287,4982193.9525786,0,0.420466790017451,0.00151830949052576,0.335764929399682
532263.78694287,4985073.9525786,0,0.503676399924844,0.00151780788539906,0.337282737285081
532503.78694287,4984833.9525786,0,0.513122658979536,0.00150654091773888,0.338789278202820
529623.78694287,4984353.9525786,0.00552027254374159,0.420673507836645,0.00150135813453206,0.340290636337352
532503.78694287,4984113.9525786,0.00640455753701211,0.54323599290648,0.00150040392329127,0.341791040260644
532023.78694287,4981953.9525786,0,0.386842783449552,0.00148867240783132,0.343279712668475
531543.78694287,4985553.9525786,0,0.441296258015219,0.00148568129985492,0.34476539396833
531783.78694287,4982433.9525786,0.00946332436069987,0.450896672862971,0.00148388600218695,0.346249279970517
529143.78694287,4983633.9525786,0,0.373957634222429,0.00148199277282434,0.347731272743341
532743.78694287,4982913.9525786,0.00174054761103634,0.460265657894169,0.00147985698422255,0.349211129727564
530343.78694287,4985553.9525786,0,0.36074193261156,0.00147636093297033,0.350687490660534
529143.78694287,4983393.9525786,0,0.361823062883404,0.00147574488797861,0.352163235548513
532743.78694287,4982673.9525786,0,0.438455555080492,0.00147418472152289,0.353637420270036
529143.78694287,4983873.9525786,0,0.37766686580091,0.00147232867116745,0.355109748941203
529623.78694287,4985073.9525786,0,0.351083150379565,0.00146448394549435,0.356574232886697
531303.78694287,4982433.9525786,0.0135248906460296,0.440805940607264,0.00144801006926138,0.358022242955959
529143.78694287,4984113.9525786,0,0.376004062181661,0.00144384625191048,0.359466089207869
532743.78694287,4983393.9525786,0.0050583151076716,0.490380168582892,0.00144044248155191,0.360906531689421
530583.78694287,4983153.9525786,0.0219096147375505,0.490505689839329,0.00143952937150601,0.362346061060927
532983.78694287,4983873.9525786,0.000788610363391655,0.486508622329682,0.00143325322746907,0.363779314288396
529863.78694287,4985313.9525786,0.000394305181695828,0.356879996579546,0.00143134623691460,0.365210660525311
532983.78694287,4984113.9525786,0,0.490700247786805,0.00142878840999806,0.366639448935309
529143.78694287,4983153.9525786,0.000788610363391655,0.34289810537431,0.00142086518121387,0.368060314116523
530583.78694287,4984833.9525786,0.0131331763122476,0.499004263407926,0.00141870052556675,0.369479014642090
530103.78694287,4985553.9525786,0,0.333228889187874,0.00141522726831656,0.370894241910406
529143.78694287,4984353.9525786,0,0.365453569098863,0.00140240829538805,0.372296650205794
530103.78694287,4985073.9525786,0.00696218876177658,0.404078813227901,0.00140114388263066,0.373697794088425
531783.78694287,4985313.9525786,0.00410637786002692,0.490460972891723,0.00139918872489859,0.375096982813323
530823.78694287,4985793.9525786,0,0.350689052859747,0.00139911486097749,0.376496097674301
532503.78694287,4982193.9525786,0,0.411000918266442,0.00139583918918270,0.377891936863484
531783.78694287,4981713.9525786,0.000788610363391655,0.344789004651739,0.00139148615094198,0.379283423014426
532263.78694287,4981953.9525786,0,0.385397523857864,0.00138666515077877,0.380670088165204
532743.78694287,4982433.9525786,0,0.414664177684753,0.00138170312234819,0.382051791287553
532743.78694287,4983873.9525786,0.00656788358008075,0.508876902480575,0.00137720777217954,0.383428999059732
532983.78694287,4984353.9525786,0,0.489330889329869,0.00137522934987626,0.384804228409608
530583.78694287,4985793.9525786,0,0.336287175375554,0.00137423143471004,0.386178459844318
529383.78694287,4984833.9525786,0.00157722072678331,0.350855486200703,0.00136492235595021,0.387543382200269
532743.78694287,4984113.9525786,0.00601025235531628,0.512500151998396,0.00136118297061668,0.388904565170885
532743.78694287,4983153.9525786,0.00630888290713324,0.473410479220544,0.00135978218346779,0.390264347354353
531063.78694287,4982673.9525786,0.0199757991251682,0.466810414655548,0.00135571166001022,0.391620059014363
529623.78694287,4985313.9525786,0,0.326187303603362,0.00134796461616422,0.392968023630527
529383.78694287,4984353.9525786,0.00568359858681023,0.387070173050665,0.00134654360336950,0.394314567233897
532023.78694287,4981713.9525786,0,0.348794270268447,0.00134549188405795,0.395660059117955
529143.78694287,4984593.9525786,0,0.353663945862682,0.00134276787575619,0.397002826993711
529383.78694287,4985073.9525786,0,0.319610225118451,0.00134270824878641,0.398345535242497
530343.78694287,4985793.9525786,0,0.312568286505406,0.00133885681992578,0.399684392062423
529863.78694287,4985553.9525786,0,0.314332017059908,0.00132983036257003,0.401014222424993
531543.78694287,4985793.9525786,0.000394305181695828,0.391469928441116,0.00132633767953851,0.402340560104532
533223.78694287,4983633.9525786,0,0.447294605057173,0.00131379680060688,0.403654356905139
531063.78694287,4981953.9525786,0.0098576295423957,0.356789189795593,0.00131105108362519,0.404965407988764
528903.78694287,4983633.9525786,0,0.347783941830312,0.00130806959045650,0.406273477579220
533223.78694287,4983873.9525786,0,0.45282773894246,0.00130359515438112,0.407577072733601
528903.78694287,4983873.9525786,0,0.349905133387909,0.00130155551231082,0.408878628245912
528903.78694287,4983393.9525786,0,0.338383341132649,0.00130136477700840,0.410179993022921
529623.78694287,4982193.9525786,0.00410637786002692,0.281067746567876,0.00130068862832207,0.411480681651243
531063.78694287,4985793.9525786,0.00276013627187079,0.36947221057446,0.00129286167643577,0.412773543327678
532983.78694287,4982673.9525786,0.000788610363391655,0.423121172337155,0.00128933254124479,0.414062875868923
530103.78694287,4985793.9525786,0,0.287247040346062,0.00128765832430369,0.415350534193227
531783.78694287,4985793.9525786,0,0.398690028787516,0.00128652615562049,0.416637060348847
528903.78694287,4984113.9525786,0,0.346376417066341,0.00128052993687177,0.417917590285719
532503.78694287,4981953.9525786,0,0.379949783652347,0.00127933254012304,0.419196922825842
532983.78694287,4983153.9525786,0.00426970474427995,0.45381151178978,0.00127766256408705,0.420474585389929
532983.78694287,4984593.9525786,0.000788610363391655,0.485163583616181,0.00127704972919113,0.42175163511912
532743.78694287,4982193.9525786,0,0.397887869508102,0.00127313027620953,0.42302476539533
533223.78694287,4984113.9525786,0,0.458098847204936,0.00127264135702561,0.424297406752355
532983.78694287,4983633.9525786,0.00552027254374159,0.480936655305685,0.00126551258890065,0.425562919341256
531303.78694287,4985793.9525786,0.00331776833781965,0.384167023290861,0.00125384554462391,0.42681676488588
528903.78694287,4984353.9525786,0,0.33473008418946,0.00124870839171929,0.428065473277599
529623.78694287,4985553.9525786,0,0.285901020997745,0.00124424717217522,0.429309720449775
532503.78694287,4985073.9525786,0.00410637786002692,0.488546381477142,0.00124390150287201,0.430553621952647
529383.78694287,4985313.9525786,0,0.295997401709992,0.00124265198372463,0.431796273936371
530823.78694287,4986033.9525786,0,0.316593831650106,0.00124220058404485,0.433038474520416
532983.78694287,4982433.9525786,0,0.402445075624596,0.00124024470939519,0.434278719229811
530823.78694287,4984833.9525786,0.0192110783983849,0.515512269898944,0.00123699013073937,0.435515709360551
533223.78694287,4984353.9525786,0,0.459122629952745,0.00122691814523427,0.436742627505785
530583.78694287,4986033.9525786,0,0.302798967116961,0.00122243354526066,0.437965061051046
533223.78694287,4982913.9525786,0.000394305181695828,0.414342921719061,0.00122216399944509,0.439187225050491
532023.78694287,4985793.9525786,0,0.401751178428858,0.00121992943181114,0.440407154482302
529863.78694287,4985793.9525786,0,0.269995634213800,0.00121507163593014,0.441622226118232
531303.78694287,4982193.9525786,0.0159547106325707,0.413261477644076,0.00120902075715512,0.442831246875387
532263.78694287,4985313.9525786,0.00489498822341857,0.48098254901507,0.00120269343404066,0.444033940309428
528903.78694287,4984593.9525786,0,0.322691615062394,0.00120077927261417,0.445234719582042
530343.78694287,4986033.9525786,0,0.280369181550415,0.00119389821576567,0.446428617797808
532983.78694287,4983393.9525786,0.0078184513795424,0.469063913462508,0.00118037767845464,0.447608995476262
531783.78694287,4983873.9525786,0.0279956679004038,0.593190314936755,0.0011781555648642,0.448787151041126
529383.78694287,4982673.9525786,0.0091198771870794,0.313726259321424,0.00117416765072391,0.44996131869185
532743.78694287,4981953.9525786,0,0.371500398726116,0.00117020007463016,0.45113151876648
533223.78694287,4984593.9525786,0,0.457200193459637,0.00116807687800587,0.452299595644486
533463.78694287,4983633.9525786,0,0.415601664568762,0.00116300764411402,0.4534626032886
533463.78694287,4983393.9525786,0,0.405738439590346,0.00115798988579747,0.454620593174398
529143.78694287,4982193.9525786,0.00118291554508748,0.251919788779106,0.00115542480950553,0.455776017983903
533463.78694287,4983873.9525786,0,0.421286208469625,0.00115418626587200,0.456930204249775
529383.78694287,4985553.9525786,0,0.258075272743961,0.00115194494036847,0.458082149190144
530103.78694287,4986033.9525786,0,0.256659039942825,0.00115171875408255,0.459233867944226
528903.78694287,4984833.9525786,0,0.298994927764478,0.00114985076337673,0.460383718707603
532983.78694287,4982193.9525786,0,0.387860760839251,0.00114805793404535,0.461531776641648
531783.78694287,4986033.9525786,0,0.366367913001217,0.00114500494281077,0.462676781584459
532743.78694287,4984833.9525786,0.00640455753701211,0.490192671206091,0.00114434012509941,0.463821121709559
532263.78694287,4985793.9525786,0,0.401841789085848,0.00114380787197865,0.464964929581537
529623.78694287,4985793.9525786,0,0.244209998631034,0.00114101777988041,0.466105947361418
533463.78694287,4983153.9525786,0,0.394939296743626,0.00113680810189857,0.467242755463316
533463.78694287,4984113.9525786,0,0.427848616657691,0.00112752913930657,0.468370284602623
529143.78694287,4985313.9525786,0,0.276453859759023,0.00112669923693152,0.469496983839554
529383.78694287,4984593.9525786,0.0105785834454913,0.375325737466801,0.00111839402545089,0.470615377865005
528903.78694287,4982433.9525786,0.000788610363391655,0.258627134792963,0.00111377977680670,0.471729157641812
533223.78694287,4982433.9525786,0,0.383271860605507,0.00111144140705763,0.47284059904887
531063.78694287,4986273.9525786,0,0.284107557595625,0.00111025376101294,0.473950852809882
528663.78694287,4984353.9525786,0,0.306394170479048,0.00110558937171260,0.475056442181595
528663.78694287,4983393.9525786,0.00118291554508748,0.319067384909756,0.00110316435652383,0.476159606538119
531543.78694287,4982913.9525786,0.0285048199865411,0.521898163820145,0.00110099612500324,0.477260602663122
532023.78694287,4985313.9525786,0.0106040208613728,0.486625906253665,0.00110061125451456,0.478361213917637
533463.78694287,4982913.9525786,0,0.387492277500825,0.00109741872891262,0.479458632646549
528663.78694287,4983633.9525786,0.00174054761103634,0.325225418525133,0.00109330280961260,0.480551935456162
529863.78694287,4986033.9525786,0,0.240598830534144,0.00109102235175704,0.481642957807919
533463.78694287,4984353.9525786,0,0.431336538570917,0.00108807231275667,0.482731030120676
532023.78694287,4986033.9525786,0,0.371649219865779,0.00108805540503975,0.483819085525715
528663.78694287,4983153.9525786,0.00118291554508748,0.306497450937860,0.00108571272877586,0.484904798254491
532983.78694287,4982913.9525786,0.00870273384925976,0.442199618807634,0.00108448558964426,0.485989283844136
529143.78694287,4984833.9525786,0.00607790376850606,0.329570219140501,0.00107946850640185,0.487068752350537
530343.78694287,4986273.9525786,0,0.233550694309062,0.00107249596302750,0.488141248313565
528663.78694287,4984593.9525786,0,0.293889311433535,0.00106727172248296,0.489208520036048
531063.78694287,4986033.9525786,0.00540780787348587,0.334910834798729,0.00106497052598081,0.490273490562029
529383.78694287,4985793.9525786,0,0.219141010971735,0.00106010015664649,0.491333590718675
528903.78694287,4983153.9525786,0.00679886271870794,0.322411977238289,0.00105899239827958,0.492392583116955
532983.78694287,4981953.9525786,0,0.364797171378486,0.00105896379672837,0.493451546913683
531783.78694287,4985553.9525786,0.0106040208613728,0.446169620796362,0.00105692801535554,0.494508474929039
528903.78694287,4985073.9525786,0.00134624242934051,0.269869524576474,0.00105206506593846,0.495560539994977
529143.78694287,4985553.9525786,0,0.240129851739783,0.00104918850787178,0.496609728502849
533463.78694287,4984593.9525786,0,0.431625629714647,0.00103809806791075,0.49764782657076
529143.78694287,4985073.9525786,0.00552027254374159,0.299214786090205,0.00103737470635179,0.498685201277111
530103.78694287,4986273.9525786,0,0.212422446495584,0.00103635065639090,0.499721551933502
533223.78694287,4982193.9525786,0,0.372002915231181,0.00103204043857072,0.500753592372073
529623.78694287,4986033.9525786,0,0.216732964117788,0.00102823379835769,0.501781826170431
528663.78694287,4984833.9525786,0,0.270311045595989,0.00102619296199200,0.502808019132423
528663.78694287,4984113.9525786,0.00348109438088829,0.319535069266160,0.00102448573789340,0.503832504870316
532263.78694287,4986033.9525786,0,0.373589660814107,0.00102333932423052,0.504855844194547
531543.78694287,4981953.9525786,0.0171438761776581,0.378421483904449,0.00102266892015541,0.505878513114702
531543.78694287,4986273.9525786,0.00157722072678331,0.307672212221926,0.00102227627509899,0.506900789389801
530583.78694287,4986273.9525786,0.00252915797442799,0.253901730192844,0.00102160287407592,0.507922392263877
533703.78694287,4983633.9525786,0,0.396593823805028,0.00101664007121689,0.508939032335094
533703.78694287,4983393.9525786,0,0.38707382101218,0.00101290547942406,0.509951937814518
533223.78694287,4983393.9525786,0.00919012449528937,0.436595486961676,0.00101054060443290,0.510962478418951
533703.78694287,4983873.9525786,0,0.402479986224042,0.00100902172515970,0.511971500144111
533223.78694287,4984833.9525786,0.00317987213997308,0.450263967279746,0.00100737662312564,0.512978876767236
533703.78694287,4983153.9525786,0,0.377368164435984,0.000995521681910572,0.513974398449147
533463.78694287,4982433.9525786,0,0.364479484923524,0.000989843671742292,0.514964242120889
528423.78694287,4983393.9525786,0,0.308574984633452,0.00098968693695733,0.515953929057846
531543.78694287,4986033.9525786,0.00663553583445491,0.35767219260923,0.000989213254264665,0.516943142312111
528423.78694287,4983633.9525786,0.000394305181695828,0.312299435664276,0.000986376899945067,0.517929519212056
533703.78694287,4984113.9525786,0,0.409970467201884,0.00098637603139981,0.518915895243456
529863.78694287,4986273.9525786,0,0.198253685519829,0.000984443961965382,0.519900339205421
533223.78694287,4982673.9525786,0.00647220895020189,0.399297237865527,0.000983365857909457,0.520883705063331
533463.78694287,4984833.9525786,0,0.428684117520845,0.000980179507792479,0.521863884571123
