f111	x	y	elev240	slope240	forest240	dtree240	dhigh240	descape240	rghasp240	amuse	elkuse	wolfuse	road240
1	514983.78694287	5000913.9525786	1899.188	19.26563	0	933.8156	79.16534	79.16534	1.141346	0	2551.356	0	4.34375
1	515223.78694287	5000913.9525786	1966.203	18.95313	0	775.235	60.11175	60.11175	1.009719	0	2829.266	0	0
1	515463.78694287	5000913.9525786	2049.875	20.65625	0	565.8494	21.7083	21.7083	1.160462	0	3750.2	0	0
1	515703.78694287	5000913.9525786	2063.344	14.64063	0	393.1857	100.2536	100.2536	1.060771	0	4156.395	0	0
1	515943.78694287	5000913.9525786	2047.516	11.78125	0	323.0076	99.74917	99.74917	1.016435	0	4393.694	0	0
1	516183.78694287	5000913.9525786	2059.797	14.17188	0	325.2952	54.62574	54.62574	1.090052	0	3970.255	0	0
1	516423.78694287	5000913.9525786	1997.375	18.78125	0	169.719	96.55226	96.55226	1.062756	0	3750.033	0	0
1	516663.78694287	5000913.9525786	1967.438	9.875	22	38.84466	107.2212	38.84466	0.9814363	0	3613.531	0	0
1	516903.78694287	5000913.9525786	2018.391	20.09375	39	21.64791	28.12475	21.64791	0.9583423	0	3727.652	0	0.734375
1	517143.78694287	5000913.9525786	2075.219	24.64063	0	143.468	12.14039	12.14039	1.208598	0	3681.219	0	6.296875
1	517383.78694287	5000913.9525786	2051.031	22.48438	0	323.964	22.92575	22.92575	1.187305	0	3846.958	0	8.125
1	517623.78694287	5000913.9525786	2076.844	20.1875	0	442.6198	84.11704	84.11704	1.173305	0	3998.25	0	8.125
1	517863.78694287	5000913.9525786	2085.359	19.34375	0	529.4719	86.78967	86.78967	1.084252	0	4263.571	0	8.125
1	518103.78694287	5000913.9525786	2075.141	17.875	0	426.4331	214.6737	214.6737	0.95121	0	4500.603	0	8.125
1	518343.78694287	5000913.9525786	2044.578	11.3125	0	247.0758	356.5296	247.0758	0.937509	0	4691.852	0	8.125
1	518583.78694287	5000913.9525786	2044.359	9.734375	0	182.6351	337.9713	182.6351	0.9120151	0	5048.565	0	6.4375
1	518823.78694287	5000913.9525786	2057.016	6.640625	2	112.8486	326.7812	112.8486	0.8883082	0	5064.097	0	0.75
1	519063.78694287	5000913.9525786	2045.797	13.5	58	3.006663	284.5086	3.006663	1.021819	0	4951.995	0	0
1	519303.78694287	5000913.9525786	2062.844	11.5625	40	12.57582	66.1673	12.57582	1.01131	0	4993.395	0	0
1	519543.78694287	5000913.9525786	2127.797	18.09375	40	21.2439	50.23537	21.2439	0.9351069	0	5186.752	0	0
1	519783.78694287	5000913.9525786	2149.297	16.9375	0	131.9366	74.84035	74.84035	0.9173828	0	5013.65	0	0
1	520023.78694287	5000913.9525786	2097.047	18.15625	34	26.72341	31.85687	26.72341	1.084225	0	5352.598	0	0
1	520263.78694287	5000913.9525786	2102.641	16.65625	53	6.287912	100.2576	6.287912	1.099423	0	5323.218	0	0
1	520503.78694287	5000913.9525786	2103.219	14.79688	56	3.75	170.6454	3.75	0.7715585	0	5676.276	0	0
1	520743.78694287	5000913.9525786	2132.531	17.25	53	5.350412	190.6297	5.350412	0.7925512	0	6054.173	0	0
1	520983.78694287	5000913.9525786	2157.375	14.65625	19	46.73901	245.4475	46.73901	0.8432067	0	6543.481	0	0
1	521223.78694287	5000913.9525786	2158.641	13.5	29	34.02015	125.9876	34.02015	0.9228987	0	6796.24	0	0
1	521463.78694287	5000913.9525786	2168.109	16.14063	50	6.756662	27.59536	6.756662	1.087397	0	6953.969	0	0
1	521703.78694287	5000913.9525786	2198.094	19.26563	64	0	60.56601	0	1.056232	0	7347.703	0	0
1	521943.78694287	5000913.9525786	2229.75	15.875	64	0	106.6809	0	1.038012	0	7766.048	0	0
1	522183.78694287	5000913.9525786	2254.047	15.76563	64	0	60.32824	0	1.104986	0	8167.979	0	0
1	522423.78694287	5000913.9525786	2323.969	23.67188	64	0	3.28125	0	1.123051	0	7802.011	0	0
1	522663.78694287	5000913.9525786	2381.625	28.1875	64	0	0.46875	0	1.250016	0	6673.212	0	0
1	522903.78694287	5000913.9525786	2379.938	28.53125	64	0	0.46875	0	1.23283	0	6828.556	0	0
1	523143.78694287	5000913.9525786	2469.344	34.79688	64	0	13.70749	0	1.108688	0	7676.592	0	0
1	523383.78694287	5000913.9525786	2535.156	31.23438	64	0	6.287912	0	1.106261	0	8513.478	0	0
1	523623.78694287	5000913.9525786	2596.141	34.59375	64	0	3.75	0	1.369125	0	8874.622	0	0
1	523863.78694287	5000913.9525786	2735.406	34	32	29.92884	0	0	1.344511	0	9723.086	0	0
1	524103.78694287	5000913.9525786	2882.719	30.98438	20	60.90673	8.551238	8.551238	1.361496	0	9820.771	0	0
1	524343.78694287	5000913.9525786	2858.75	32.15625	0	134.4757	1.40625	1.40625	1.28761	0	10772.24	0	0
1	524583.78694287	5000913.9525786	2695.672	30.04688	27	43.66476	21.34402	21.34402	1.001473	0	12066.81	0	0
1	524823.78694287	5000913.9525786	2624.141	21.01563	62	0.9375	42.67453	0.9375	1.040652	0	10825.1	0	0
1	525063.78694287	5000913.9525786	2677.016	32.35938	50	8.357075	5.544575	5.544575	1.301991	0	14892.81	0	0
1	525303.78694287	5000913.9525786	2672.156	24.20313	55	6.123982	57.51356	6.123982	1.009721	0	15863.46	0	0
1	525543.78694287	5000913.9525786	2668.266	16.73438	64	0	121.1311	0	0.9673042	0	18705.29	0	0
1	525783.78694287	5000913.9525786	2734.688	19.375	64	0	69.68967	0	0.9880276	0	18428.72	0	0
1	526023.78694287	5000913.9525786	2815.625	23.46875	64	0	18.54307	0	1.028028	0	17561.45	0	0
1	526263.78694287	5000913.9525786	2923.563	28.40625	37	26.83431	27.57582	26.83431	1.088081	0	17924.78	0	0
1	526503.78694287	5000913.9525786	2904.203	13.875	0	228.7138	168.1375	168.1375	0.8767309	0	17543.42	0	0
1	526743.78694287	5000913.9525786	2898.891	12.5	0	454.6857	144.6195	144.6195	1.045027	0	17798.39	0	0
1	526983.78694287	5000913.9525786	2885.078	12.4375	0	605.3062	214.0167	214.0167	0.8259563	0	17651.22	0	0
1	527223.78694287	5000913.9525786	2875.906	11.48438	0	661.7363	104.5908	104.5908	0.8777321	0	17444.79	0	0
1	527463.78694287	5000913.9525786	2924.281	20.1875	0	741.206	37.5131	37.5131	1.05475	0	17104.81	0	0
1	527703.78694287	5000913.9525786	2965	27.125	0	768.4662	6.123982	6.123982	1.115912	0	13653.54	0	0
1	527943.78694287	5000913.9525786	3056.203	29.8125	0	766.035	2.34375	2.34375	1.179333	0	11073.49	0	0
1	528183.78694287	5000913.9525786	3084.438	29.71875	0	754.6677	1.875	1.875	1.331311	0	8480.034	0	0
1	528423.78694287	5000913.9525786	2971.875	24.28125	0	592.2903	48.63078	48.63078	1.161645	0	9262.53	0	0
1	528663.78694287	5000913.9525786	2907.547	19.46875	0	376.685	58.75237	58.75237	1.14549	0	11317.91	0	0
1	528903.78694287	5000913.9525786	2902.047	21.98438	0	206.2184	33.42712	33.42712	1.090358	0	12724.73	0	0
1	529143.78694287	5000913.9525786	2941.656	23.15625	0	189.1588	7.613738	7.613738	1.111434	0	13367.41	0	0
1	529383.78694287	5000913.9525786	2940.938	25.04688	0	221.0001	9.160877	9.160877	1.167098	0	15777.05	0	0
1	529623.78694287	5000913.9525786	2847.5	20.42188	0	182.3804	112.4273	112.4273	0.9457458	0	17417.18	0	0
1	529863.78694287	5000913.9525786	2797.828	11.64063	0	154.0218	86.20525	86.20525	1.027975	0	19357.37	0	0
1	530103.78694287	5000913.9525786	2749.016	15.09375	35	25.92404	80.4901	25.92404	0.9900772	0	19596.44	0	0
1	530343.78694287	5000913.9525786	2701.219	12.23438	46	12.40754	220.1921	12.40754	0.9035605	0	19011.08	0	0
1	530583.78694287	5000913.9525786	2669.797	14.51563	13	53.6819	446.6981	53.6819	0.8037221	0	20732.47	0	0
1	530823.78694287	5000913.9525786	2647.563	11.40625	59	2.8125	598.7226	2.8125	0.8672346	0	20606.54	0	0
1	531063.78694287	5000913.9525786	2662.656	11.40625	47	11.61528	424.3391	11.61528	0.8232601	0	21285.29	0	0
1	531303.78694287	5000913.9525786	2720.563	13.3125	64	0	208.7075	0	0.8111777	0	20551.5	0	0
1	531543.78694287	5000913.9525786	2790.75	20.60938	64	0	26.43973	0	0.8097454	0	19397.92	0	0
1	531783.78694287	5000913.9525786	2885.266	24.1875	39	23.34964	13.78791	13.78791	1.125213	0	17137.33	0	0
1	532023.78694287	5000913.9525786	2867	24.5	15	44.63587	18.64218	18.64218	1.219884	0	15629.55	0	0
1	532263.78694287	5000913.9525786	2820.25	32.64063	0	160.3969	21.37861	21.37861	1.12608	0	17064.48	0	0
1	532503.78694287	5000913.9525786	2752.266	16.65625	11	85.61648	123.8735	85.61648	0.9884608	0	16859.33	0	0
1	532743.78694287	5000913.9525786	2782.453	11.23438	32	22.48004	79.6839	22.48004	0.8415858	0	18748.75	0	0
1	532983.78694287	5000913.9525786	2832.875	16.0625	47	9.324807	29.56313	9.324807	0.9941047	0	16741.06	0	0
1	533223.78694287	5000913.9525786	2909.422	18.46875	13	66.49809	52.47157	52.47157	1.075604	0	14575.58	0	0
1	533463.78694287	5000913.9525786	2941.078	14.92188	0	272.1045	18.72751	18.72751	1.121285	0	11313.48	0	0
1	533703.78694287	5000913.9525786	2862.422	38.57813	0	199.0769	0.9375	0.9375	1.391554	0	10471.47	0	0
1	533943.78694287	5000913.9525786	2756.344	23.57813	1	118.3664	18.3448	18.3448	1.155357	0	10250.24	0	0
1	534183.78694287	5000913.9525786	2759.234	25.04688	32	23.91344	11.5579	11.5579	1.070512	0	12078.62	0	0
1	534423.78694287	5000913.9525786	2780.125	24.84375	27	26.01283	9.6829	9.6829	1.057038	0	11889.99	0	0
1	534663.78694287	5000913.9525786	2711.641	27.85938	34	29.9214	4.881662	4.881662	1.121698	0	12565.79	0	0
1	534903.78694287	5000913.9525786	2596.344	27.48438	58	2.8125	24.74519	2.8125	1.152651	0	12659.35	0	0
1	535143.78694287	5000913.9525786	2497.156	13.53125	64	0	190.1997	0	0.9489583	0	13889.54	0	0
1	535383.78694287	5000913.9525786	2481.906	7.140625	64	0	187.8033	0	0.8850844	0	13459.69	0	0
1	535623.78694287	5000913.9525786	2538.266	21.98438	64	0	10.97541	0	0.8976787	0	12783.96	0	0
1	535863.78694287	5000913.9525786	2662.797	26.85938	64	0	27.19777	0	0.9713025	0	10300.29	0	0
1	536103.78694287	5000913.9525786	2765.813	25.23438	64	0	0.46875	0	0.9927891	0	12612.36	0	0
1	536343.78694287	5000913.9525786	2905.516	34	63	0.46875	9.324807	0.46875	1.328035	0	14982.27	0	0
1	536583.78694287	5000913.9525786	2982.406	28.60938	9	74.01951	23.56968	23.56968	1.309272	0	16777.38	0	0
1	536823.78694287	5000913.9525786	3027.563	26.26563	0	265.931	27.4524	27.4524	1.118436	0	17473.29	0	0
1	537063.78694287	5000913.9525786	2921.859	22.90625	0	381.6839	16.35606	16.35606	0.9149672	0	18539.97	0	0
1	537303.78694287	5000913.9525786	2828.844	14.95313	0	177.7218	43.60585	43.60585	0.9558302	0	19830.03	0	0
1	537543.78694287	5000913.9525786	2749.25	19.625	31	27.53497	85.45667	27.53497	0.9189228	0	20684.83	0	0
1	537783.78694287	5000913.9525786	2693.516	12.8125	64	0	243.3026	0	0.96952	0	19488.96	0	0
1	538023.78694287	5000913.9525786	2668.125	12.59375	36	17.1829	253.7485	17.1829	0.7706649	0	19844.52	0	0
1	538263.78694287	5000913.9525786	2664.984	15.01563	46	11.03588	184.3539	11.03588	0.584155	0	19332.94	0	0
1	538503.78694287	5000913.9525786	2657.438	16.54688	39	12.88373	101.1593	12.88373	0.8676612	0	19824.75	0	0
1	538743.78694287	5000913.9525786	2669.766	15.125	52	9.244383	184.9379	9.244383	1.030132	0	19655.74	0	0
1	538983.78694287	5000913.9525786	2674.719	14.01563	59	3.006663	174.5723	3.006663	0.8127716	0	19187.85	0	0
1	539223.78694287	5000913.9525786	2746.594	19.5	64	0	42.38672	0	0.9158046	0	18790.54	0	0
1	539463.78694287	5000913.9525786	2835.156	22.34375	64	0	8.162912	0	0.9405262	0	20070.87	0	0
1	539703.78694287	5000913.9525786	2933.891	19.46875	32	29.67452	52.27163	29.67452	1.075844	0	21894.91	0	0
1	539943.78694287	5000913.9525786	2963.375	13.15625	0	225.0132	171.2899	171.2899	0.9213811	0	24177.34	0	0
1	540183.78694287	5000913.9525786	2947.922	11.46875	0	390.396	167.5573	167.5573	0.870519	0	24435.08	0	0
1	540423.78694287	5000913.9525786	2936.156	17.17188	0	349.073	49.22205	49.22205	1.05931	0	22307.38	0	0
1	540663.78694287	5000913.9525786	2917.5	27	0	235.8461	5.544575	5.544575	0.9694369	0	19128.92	0	0
1	540903.78694287	5000913.9525786	2892.078	24.32813	5	78.51774	21.62296	21.62296	1.129427	0	19975.55	0	0
1	541143.78694287	5000913.9525786	2844.438	16.78125	41	12.52563	196.6111	12.52563	0.8955437	0	22320.01	0	0
1	541383.78694287	5000913.9525786	2822.203	9.59375	28	35.88644	309.9728	35.88644	0.8137864	0	26068.67	0	0
1	541623.78694287	5000913.9525786	2801.328	7.90625	58	3.006663	204.2378	3.006663	0.8703439	0	26734.51	0	0
1	541863.78694287	5000913.9525786	2797.766	9.5625	56	5.186482	210.7993	5.186482	0.8537872	0	25219.23	0	0
1	542103.78694287	5000913.9525786	2789.797	12.45313	51	7.80482	177.7193	7.80482	0.9399178	0	21861.5	0	0
1	542343.78694287	5000913.9525786	2744.609	18.32813	61	1.40625	17.48772	1.40625	0.9645586	0	18786.14	0	0
1	542583.78694287	5000913.9525786	2642.656	30.0625	64	0	16.46671	0	1.169626	0	14012.68	0	0
1	542823.78694287	5000913.9525786	2540.359	22.8125	64	0	28.89429	0	0.9689633	0	12486.65	0	0
1	543063.78694287	5000913.9525786	2485.375	13.60938	64	0	109.4075	0	0.9160942	0	13421.69	0	0
1	543303.78694287	5000913.9525786	2455.531	7.203125	64	0	206.0187	0	0.8425602	0	13682.11	0	0
1	543543.78694287	5000913.9525786	2472.469	11.92188	64	0	136.8287	0	0.7759115	0	13196.47	0	0
1	543783.78694287	5000913.9525786	2529.188	24.34375	64	0	7.918557	0	1.055639	0	11461.15	0	0
1	544023.78694287	5000913.9525786	2628.688	28.57813	62	0.9375	0	0	1.246152	0	11014.3	0	0
1	544263.78694287	5000913.9525786	2736.75	31.20313	64	0	0.46875	0	1.257938	0	10275.48	0	0
1	544503.78694287	5000913.9525786	2756.891	34.35938	64	0	0	0	1.309389	0	10488.91	0	0
1	544743.78694287	5000913.9525786	2832.75	30.85938	41	12.76999	0	0	1.245737	0	10561.74	0	0
1	544983.78694287	5000913.9525786	2842.75	33.46875	63	0.46875	0	0	1.192046	0	11468.55	0	0
1	545223.78694287	5000913.9525786	2911.281	30.57813	59	3.006663	1.40625	1.40625	1.219695	0	14603.19	0	0
1	545463.78694287	5000913.9525786	2900.156	21.73438	52	7.061482	22.42985	7.061482	1.18651	0	20810.54	0	0
1	545703.78694287	5000913.9525786	2870.031	20.78125	61	1.40625	15.72338	1.40625	1.080291	0	22912.7	0	0
1	545943.78694287	5000913.9525786	2800.016	26.32813	64	0	18.48568	0	0.9810435	0	24308.71	0	0
1	546183.78694287	5000913.9525786	2710.328	22.90625	64	0	18.2111	0	0.9469177	0	23191.68	0	0
1	546423.78694287	5000913.9525786	2638.109	18.5625	64	0	60.77023	0	0.9942709	0	23989.79	0	0
1	546663.78694287	5000913.9525786	2606.063	17.23438	64	0	124.9398	0	0.9033226	0	25359.72	0	0
1	546903.78694287	5000913.9525786	2568.203	18	64	0	107.2039	0	1.010527	0	25916.5	0	0
1	547143.78694287	5000913.9525786	2522.281	12.10938	64	0	102.611	0	0.9662266	0	26396.84	0	0
1	514983.78694287	5000673.9525786	1858.438	23.5625	0	1066.515	9.160877	9.160877	1.104425	0	2325.748	0	18.35938
1	515223.78694287	5000673.9525786	1921.141	21.53125	0	899.8762	24.30049	24.30049	1.024951	0	2554.546	0	1.25
1	515463.78694287	5000673.9525786	1970.906	22.71875	0	727.3086	55.66867	55.66867	1.165324	0	3388.018	0	0
1	515703.78694287	5000673.9525786	2007.703	14.92188	0	602.8285	129.8913	129.8913	1.085235	0	3807.928	0	0
1	515943.78694287	5000673.9525786	1998.109	13.89063	0	534.5373	124.6085	124.6085	1.038189	0	3974.148	0	0
1	516183.78694287	5000673.9525786	2017.859	15.875	0	354	17.77165	17.77165	1.088789	0	3671.178	0	0.171875
