"x","y","elev240","descape240","Prob","CumProb"
531063.78694287,4983873.9525786,0.340568794430321,0,0.00244741713908709,0.114646374812260
529623.78694287,4984593.9525786,0.0861706975232784,0,0.00242485643218907,0.117071231244449
529383.78694287,4984113.9525786,0.080380149970927,0.00197152590847914,0.00241861989087686,0.119489851135326
530343.78694287,4984833.9525786,0.126654585298508,0,0.00241325609256736,0.121903107227893
531543.78694287,4983633.9525786,0.288523542944454,0,0.00240168965923081,0.124304796887124
529863.78694287,4984353.9525786,0.0705915286959213,0.00607790376850606,0.00239277276660912,0.126697569653733
531303.78694287,4983633.9525786,0.344682790093114,0,0.00239054826589658,0.129088117919629
531303.78694287,4983393.9525786,0.355723738285255,0,0.00238492841992219,0.131473046339552
531303.78694287,4984353.9525786,0.229463780868070,0,0.00238407526294693,0.133857121602498
531543.78694287,4983393.9525786,0.302272008366111,0,0.00237873120976771,0.136235852812266
529383.78694287,4983873.9525786,0.159219401386500,0,0.00237027054034926,0.138606123352615
531303.78694287,4983873.9525786,0.326319644884235,0,0.00235721757989091,0.140963340932506
531303.78694287,4984113.9525786,0.287193523663183,0,0.00235292913868391,0.143316270071190
531783.78694287,4983633.9525786,0.207873319517247,0.00197152590847914,0.00234140806727817,0.145657678138468
529623.78694287,4983393.9525786,0.260265720217465,0,0.00231566715550396,0.147973345293972
529863.78694287,4983153.9525786,0.315692439361418,0,0.00230005537212202,0.150273400666094
531543.78694287,4984353.9525786,0.214723196288525,0,0.00229849665820416,0.152571897324299
530583.78694287,4982673.9525786,0.349981902612005,0,0.00229387851998234,0.154865775844281
531543.78694287,4983873.9525786,0.295922815719262,0,0.00229217612784574,0.157157951972127
530823.78694287,4982913.9525786,0.332273593043697,0.0038051564602961,0.00227679841492167,0.159434750387048
529383.78694287,4983633.9525786,0.202815299969601,0,0.00227413385701462,0.161708884244063
529623.78694287,4984353.9525786,0.0694545071128592,0.00552027254374159,0.00226754612020098,0.163976430364264
531303.78694287,4983153.9525786,0.379867565349452,0,0.00225865514280211,0.166235085507066
530103.78694287,4982913.9525786,0.351860084684677,0,0.00225838166350995,0.168493467170576
532023.78694287,4983633.9525786,0.215156670351916,0,0.00222924443144830,0.170722711602024
531543.78694287,4984113.9525786,0.279765887009405,0,0.00222616829236103,0.172948879894385
530823.78694287,4982673.9525786,0.343941012997439,0.00134624242934051,0.00222264714157941,0.175171527035965
529383.78694287,4983393.9525786,0.227334640127119,0,0.00220793713607902,0.177379464172044
531063.78694287,4983153.9525786,0.361764627899821,0.00410637786002692,0.00219980252781607,0.17957926669986
532023.78694287,4983873.9525786,0.207140791512541,0,0.00219852642369801,0.181777793123558
529623.78694287,4983153.9525786,0.287694824393676,0,0.00219411921062559,0.183971912334183
530103.78694287,4984833.9525786,0.167938211139482,0,0.00218895425084821,0.186160866585032
530343.78694287,4984593.9525786,0.0946780113961133,0.00814510430686407,0.00218666478003209,0.188347531365064
531543.78694287,4983153.9525786,0.351542532561425,0,0.00217397549148193,0.190521506856546
532023.78694287,4983393.9525786,0.237489525404478,0,0.00217170462564149,0.192693211482187
529143.78694287,4984353.9525786,0.0930304399915895,0,0.00217157025618671,0.194864781738374
532023.78694287,4984113.9525786,0.187900832479848,0,0.00217096021841596,0.19703574195679
530823.78694287,4985073.9525786,0.137609208641611,0,0.00217065371665673,0.199206395673447
530343.78694287,4982673.9525786,0.370984738383296,0,0.00216104571064981,0.201367441384096
531063.78694287,4985073.9525786,0.131192189327659,0,0.00215872212848573,0.203526163512582
531783.78694287,4983153.9525786,0.302762826793507,0,0.00214181241819226,0.205667975930774
529143.78694287,4984113.9525786,0.137030832153047,0,0.00213582737858911,0.207803803309363
531063.78694287,4984833.9525786,0.0803221890008576,0.00647220895020189,0.00213082654917034,0.209934629858534
531303.78694287,4984833.9525786,0.0855633405496796,0.00512596736204576,0.00212908679473722,0.212063716653271
532023.78694287,4983153.9525786,0.250813765853713,0,0.00210648235625313,0.214170199009524
529143.78694287,4984593.9525786,0.0745612385396056,0,0.00209720749746416,0.216267406506988
532023.78694287,4984593.9525786,0.124458234496520,0.000394305181695828,0.00208880191777417,0.218356208424762
529383.78694287,4983153.9525786,0.257162958500562,0,0.00208736583659406,0.220443574261357
529383.78694287,4984353.9525786,0.0670170633396247,0.00568359858681023,0.00208490094443821,0.222528475205795
531783.78694287,4984833.9525786,0.133591403524890,0,0.00206986435440180,0.224598339560197
530583.78694287,4985073.9525786,0.168525836719014,0,0.00206892889748015,0.226667268457677
531303.78694287,4985073.9525786,0.143486081043001,0,0.00205471384202707,0.228721982299704
529143.78694287,4983873.9525786,0.190791481710539,0,0.00204154056094308,0.230763522860647
529863.78694287,4982913.9525786,0.370849701655156,0,0.00203512380823684,0.232798646668884
529863.78694287,4984833.9525786,0.188180155027097,0,0.00202169083584388,0.234820337504728
532263.78694287,4983633.9525786,0.211967583785973,0,0.00202089627335246,0.23684123377808
531543.78694287,4984593.9525786,0.105237390251828,0.00726081931359354,0.00201721377247728,0.238858447550557
530823.78694287,4982433.9525786,0.375850376838796,0,0.00201556809839767,0.240874015648955
531783.78694287,4984593.9525786,0.0893980136652236,0.00591457772543742,0.00201543453384335,0.242889450182798
529143.78694287,4983633.9525786,0.216351652905047,0,0.00200876213797531,0.244898212320774
529623.78694287,4982913.9525786,0.328092387319866,0,0.00199698036754564,0.246895192688319
532263.78694287,4984113.9525786,0.180443598734971,0,0.00199497053894458,0.248890163227264
529623.78694287,4984833.9525786,0.160182540059354,0,0.00198704891008995,0.250877212137354
530103.78694287,4982673.9525786,0.394097600107536,0,0.00198416333328361,0.252861375470637
532023.78694287,4984353.9525786,0.103676143696344,0.00545262028936743,0.00198196728095632,0.254843342751594
531543.78694287,4984833.9525786,0.0943308621817619,0.00552027254374159,0.00197778445230481,0.256821127203898
532263.78694287,4983393.9525786,0.230870875907413,0,0.00197735970257665,0.258798486906475
529383.78694287,4984833.9525786,0.086873628436885,0.00157722072678331,0.00197585830725031,0.260774345213726
532263.78694287,4983873.9525786,0.220176460323558,0,0.00194888288638584,0.262723228100111
530343.78694287,4985073.9525786,0.19787258575603,0,0.00194652033116833,0.264669748431280
529143.78694287,4983393.9525786,0.244657570905073,0,0.00193698223101289,0.266606730662293
529383.78694287,4982913.9525786,0.290854930474583,0,0.00192713300222928,0.268533863664522
532263.78694287,4983153.9525786,0.245534384728888,0,0.00191608029296136,0.270449943957483
532503.78694287,4983873.9525786,0.168150323625693,0,0.00190112735964786,0.272351071317131
531783.78694287,4984353.9525786,0.13939120016821,0.00775079912516824,0.00189981611208858,0.27425088742922
531543.78694287,4985073.9525786,0.171425735040674,0,0.00188284509619920,0.276133732525419
529623.78694287,4982673.9525786,0.336821062769881,0,0.00187615900513761,0.278009891530556
531783.78694287,4982913.9525786,0.368508448427994,0,0.00187412389302417,0.279884015423581
532503.78694287,4983633.9525786,0.191668295534354,0,0.00187238807259087,0.281756403496171
532503.78694287,4983393.9525786,0.197651224178850,0,0.00186783645361316,0.283624239949785
532503.78694287,4983153.9525786,0.194606423432017,0,0.00186203019970560,0.28548627014949
532743.78694287,4983633.9525786,0.123282366731390,0,0.00186144651216848,0.287347716661659
532263.78694287,4984353.9525786,0.101104279801034,0.00473166218034993,0.00185648379329020,0.289204200454949
532023.78694287,4982913.9525786,0.316357140699022,0,0.00185088928192635,0.291055089736875
529863.78694287,4982673.9525786,0.400215565480173,0,0.00183933650076397,0.292894426237639
532263.78694287,4982913.9525786,0.264736114185578,0,0.00181462187773199,0.294709048115371
529863.78694287,4982433.9525786,0.372131009057326,0,0.00179144653214267,0.296500494647514
530343.78694287,4982433.9525786,0.417201212740808,0.00118291554508748,0.0017832387873509,0.298283733434865
529143.78694287,4983153.9525786,0.279447718280088,0.000788610363391655,0.00177613861909276,0.300059872053957
532503.78694287,4984353.9525786,0.107481836326853,0.00269248401749664,0.0017724933942322,0.301832365448190
530583.78694287,4984833.9525786,0.0835112755667996,0.0131331763122476,0.00176272442703213,0.303595089875222
530103.78694287,4982433.9525786,0.420708468036067,0,0.00176194780104806,0.30535703767627
532023.78694287,4984833.9525786,0.192756605238315,0,0.00175712955553997,0.30711416723181
532503.78694287,4982913.9525786,0.218364871705859,0,0.00175500285311620,0.308869170084926
529623.78694287,4982433.9525786,0.340472603884248,0,0.00175108045190325,0.310620250536829
528903.78694287,4983633.9525786,0.237402583949374,0,0.00174534612205353,0.312365596658883
530823.78694287,4983153.9525786,0.332475839832875,0.0148482923956931,0.00174298181555015,0.314108578474433
528903.78694287,4983873.9525786,0.224636988594638,0,0.00174273799646718,0.3158513164709
528903.78694287,4984113.9525786,0.206235613809756,0,0.00173152151847417,0.317582837989374
529383.78694287,4985073.9525786,0.148727232591823,0,0.00172531616820312,0.319308154157577
528903.78694287,4984353.9525786,0.181060204799538,0,0.00171676042776307,0.321024914585340
532743.78694287,4982673.9525786,0.141694223819369,0,0.00171312392325048,0.322738038508591
531783.78694287,4985073.9525786,0.196986522841247,0,0.00171063741352534,0.324448675922116
532743.78694287,4982913.9525786,0.131857507271327,0.00174054761103634,0.00170560595463943,0.326154281876756
532263.78694287,4982673.9525786,0.28017962967873,0,0.00170325740623221,0.327857539282988
530823.78694287,4985313.9525786,0.226159388968054,0,0.00169383079693565,0.329551370079924
532503.78694287,4982673.9525786,0.218789096678281,0,0.00169197030405634,0.33124334038398
531063.78694287,4985313.9525786,0.217893168066465,0,0.00169173096600037,0.332935071349980
532023.78694287,4982673.9525786,0.350954906981892,0,0.00167926276628179,0.334614334116262
529383.78694287,4984593.9525786,0.068086874861649,0.0105785834454913,0.00167523334692204,0.336289567463184
528903.78694287,4984593.9525786,0.160596899334744,0,0.00167058203291052,0.337960149496095
532743.78694287,4984353.9525786,0.133976782315245,0,0.00166315502366780,0.339623304519762
528903.78694287,4983393.9525786,0.272896278844061,0,0.00166305038226766,0.34128635490203
532503.78694287,4982433.9525786,0.198903551095986,0,0.00166252525179115,0.342948880153821
532503.78694287,4984113.9525786,0.108908046154197,0.00640455753701211,0.00165740573268596,0.344606285886507
529863.78694287,4985073.9525786,0.257702488807058,0,0.00164716505843446,0.346253450944942
529143.78694287,4984833.9525786,0.065379357632134,0.00607790376850606,0.0016434435889881,0.34789689453393
532263.78694287,4982193.9525786,0.229926235416496,0,0.00163854879487085,0.349535443328801
532263.78694287,4982433.9525786,0.274071530003126,0,0.00163139855485843,0.351166841883659
531783.78694287,4984113.9525786,0.204491235253095,0.0115305265814266,0.00162958906648337,0.352796430950142
529623.78694287,4985073.9525786,0.228635678923357,0,0.00162927547230810,0.354425706422451
532743.78694287,4983393.9525786,0.117771758332352,0.0050583151076716,0.00162058289800408,0.356046289320455
531303.78694287,4985313.9525786,0.228394585952111,0,0.00161891923139481,0.357665208551849
528903.78694287,4984833.9525786,0.137657303914647,0,0.00161549454687878,0.359280703098728
532983.78694287,4983873.9525786,0.115709827652439,0.000788610363391655,0.00160815541660649,0.360888858515335
532023.78694287,4981953.9525786,0.246459293825738,0,0.00160741420380236,0.362496272719137
530583.78694287,4985313.9525786,0.261941655500958,0,0.00160227909493274,0.36409855181407
532743.78694287,4982433.9525786,0.156704265249130,0,0.00160004899972457,0.365698600813794
529863.78694287,4982193.9525786,0.384983545867167,0.000394305181695828,0.00159978052961048,0.367298381343405
532023.78694287,4982433.9525786,0.346908121380137,0,0.00159544754561174,0.368893828889017
532023.78694287,4982193.9525786,0.306048720511586,0,0.00158617669825326,0.37048000558727
531063.78694287,4982193.9525786,0.431441113195925,0.00157722072678331,0.00157066063435531,0.372050666221625
532503.78694287,4982193.9525786,0.197169038236359,0,0.00157031438594837,0.373620980607573
532263.78694287,4984593.9525786,0.154613970690247,0.00547805097577389,0.00156730583080442,0.375188286438378
531783.78694287,4981953.9525786,0.309902508415131,0,0.00156441400759107,0.376752700445969
532743.78694287,4983153.9525786,0.114707842797517,0.00630888290713324,0.00155650908467481,0.378309209530644
532263.78694287,4981953.9525786,0.219251551226707,0,0.00154659824482370,0.379855807775468
532743.78694287,4983873.9525786,0.104167578729804,0.00656788358008075,0.00154083267996568,0.381396640455433
528903.78694287,4985073.9525786,0.0920284551366677,0.00134624242934051,0.0015397513016005,0.382936391757034
531783.78694287,4982673.9525786,0.382382084880758,0.00433735699865411,0.00153147781954817,0.384467869576582
530583.78694287,4982433.9525786,0.395919054422268,0.0080494296769852,0.00153060916715646,0.385998478743738
531543.78694287,4985313.9525786,0.238886754746788,0,0.00152962156730638,0.387528100311045
530343.78694287,4985313.9525786,0.285411532136583,0,0.00152342537789008,0.389051525688935
529143.78694287,4985073.9525786,0.0731831239852976,0.00552027254374159,0.00152044670932819,0.390571972398263
532743.78694287,4984113.9525786,0.104061522486698,0.00601025235531628,0.00151759044344904,0.392089562841712
532023.78694287,4981713.9525786,0.227267430066082,0,0.00151692649271967,0.393606489334432
532983.78694287,4982673.9525786,0.133003777945358,0.000788610363391655,0.00151562908824266,0.395122118422674
529143.78694287,4985313.9525786,0.128600594038283,0,0.00150691214658644,0.396629030569261
532983.78694287,4983153.9525786,0.101604963925462,0.00426970474427995,0.00150484620803207,0.398133876777293
532983.78694287,4984113.9525786,0.157234546464658,0,0.00149854830143697,0.39963242507873
530103.78694287,4982193.9525786,0.422519440047701,0.00236583109017497,0.00149853354819251,0.401130958626922
532263.78694287,4984833.9525786,0.239647646630464,0.000394305181695828,0.00148832672734047,0.402619285354263
530583.78694287,4983153.9525786,0.296625746632868,0.0219096147375505,0.00148791537617062,0.404107200730433
533223.78694287,4982913.9525786,0.09792444232606,0.000394305181695828,0.00148408598936909,0.405591286719802
530823.78694287,4984833.9525786,0.0782510092299761,0.0192110783983849,0.00147792328073468,0.407069210000537
530103.78694287,4985073.9525786,0.221496613907796,0.00696218876177658,0.00147403941054556,0.408543249411083
532023.78694287,4985073.9525786,0.255178720184785,0,0.00146141702338181,0.410004666434465
531063.78694287,4982433.9525786,0.420265128275643,0.00765512449528937,0.00145809122531554,0.41146275765978
531783.78694287,4981713.9525786,0.281230326412752,0.000788610363391655,0.00145585671066188,0.412918614370442
532983.78694287,4983633.9525786,0.099784126216795,0.00552027254374159,0.00145415044771998,0.414372764818162
531783.78694287,4982193.9525786,0.354432565186052,0.00292346315612382,0.00145390830101814,0.41582667311918
529623.78694287,4982193.9525786,0.335915268461031,0.00410637786002692,0.00144440799728982,0.41727108111647
528663.78694287,4983633.9525786,0.260245988823398,0.00174054761103634,0.00142836563762763,0.418699446754098
529383.78694287,4985313.9525786,0.210079536016269,0,0.00142685447956014,0.420126301233658
531063.78694287,4982913.9525786,0.385677227689805,0.0155218455585464,0.00141879636702788,0.421545097600686
532743.78694287,4982193.9525786,0.201215823838114,0,0.00141202081551001,0.422957118416196
530103.78694287,4985313.9525786,0.322648372375802,0,0.00139865429891911,0.424355772715115
533223.78694287,4983633.9525786,0.157937477378265,0,0.00139355599167859,0.425749328706793
532983.78694287,4984353.9525786,0.183786836817055,0,0.00137989302077685,0.42712922172757
532503.78694287,4984833.9525786,0.241362428096025,0,0.00137403210429754,0.428503253831868
528663.78694287,4983393.9525786,0.300489400233447,0.00118291554508748,0.00137323874772991,0.429876492579598
532983.78694287,4982433.9525786,0.185684750283793,0,0.00137151722048149,0.431248009800079
532983.78694287,4983393.9525786,0.099697184761691,0.0078184513795424,0.00136431655030652,0.432612326350386
529143.78694287,4982193.9525786,0.329296618963966,0.00118291554508748,0.00135547400062399,0.433967800351010
529623.78694287,4985313.9525786,0.285305475893478,0,0.00135143209704292,0.435319232448053
529383.78694287,4982673.9525786,0.314025753168893,0.0091198771870794,0.00134966440496452,0.436668896853017
532503.78694287,4981953.9525786,0.250004778697000,0,0.00134899875961962,0.438017895612637
528663.78694287,4985073.9525786,0.148293758528433,0,0.00134052329838398,0.439358418911021
528663.78694287,4984353.9525786,0.276528705170427,0,0.00133367786015465,0.440692096771175
528663.78694287,4983153.9525786,0.318284034650794,0.00118291554508748,0.00132622062341300,0.442018317394588
533223.78694287,4982433.9525786,0.135701429477839,0,0.0013230831677608,0.443341400562349
530823.78694287,4985553.9525786,0.312792541039758,0,0.00132041837015073,0.4446618189325
529863.78694287,4985313.9525786,0.327726123317513,0.000394305181695828,0.00131695389328395,0.445978772825784
531063.78694287,4985553.9525786,0.306973629608437,0,0.00131526252330691,0.447294035349091
533463.78694287,4982913.9525786,0.105728825285288,0,0.00131374233403790,0.448607777683129
533463.78694287,4983153.9525786,0.116384394687076,0,0.00131368189860148,0.44992145958173
528663.78694287,4984833.9525786,0.213046644398966,0,0.00130523898406563,0.451226698565796
532983.78694287,4982913.9525786,0.0958532625551785,0.00870273384925976,0.00130250580060647,0.452529204366402
532983.78694287,4984593.9525786,0.173439570447551,0.000788610363391655,0.00130013395307385,0.453829338319476
528423.78694287,4983633.9525786,0.272761242115921,0.000394305181695828,0.00129939659269582,0.455128734912172
528663.78694287,4984593.9525786,0.257962696566306,0,0.00129905971697900,0.456427794629151
528903.78694287,4982433.9525786,0.344201220756687,0.000788610363391655,0.00129606552842630,0.457723860157577
528903.78694287,4985313.9525786,0.0651290155699197,0.00568359858681023,0.00129162495974255,0.45901548511732
531303.78694287,4985553.9525786,0.306472328877943,0,0.00128310632120122,0.460298591438521
533223.78694287,4983873.9525786,0.202478016452283,0,0.00127860836861054,0.461577199807132
528903.78694287,4983153.9525786,0.312397296552370,0.00679886271870794,0.00126263817257765,0.462839837979709
528423.78694287,4983393.9525786,0.304208151408852,0,0.00125958098140588,0.464099418961115
528903.78694287,4985553.9525786,0.134545293106776,0,0.00125537408808872,0.465354793049204
528663.78694287,4984113.9525786,0.277810012572598,0.00348109438088829,0.00125180537662204,0.466606598425826
532743.78694287,4981953.9525786,0.236593596792662,0,0.00125152756303965,0.467858125988866
530583.78694287,4985553.9525786,0.350588642979539,0,0.00124514057318869,0.469103266562054
531543.78694287,4985553.9525786,0.307059954457476,0,0.00123476409621291,0.470338030658267
532983.78694287,4982193.9525786,0.219955098746378,0,0.00123401489828049,0.471572045556548
532263.78694287,4985073.9525786,0.316896671005518,0,0.00122998361246468,0.472802029169012
533463.78694287,4983393.9525786,0.163901291234760,0,0.00122722173820636,0.474029250907219
531783.78694287,4985313.9525786,0.268898205121407,0.00410637786002692,0.00122347519162839,0.475252726098847
531783.78694287,4982433.9525786,0.388182498130142,0.00946332436069987,0.00121955164316919,0.476472277742016
529143.78694287,4985553.9525786,0.203730343369419,0,0.00121698234112034,0.477689260083137
533223.78694287,4982193.9525786,0.161444732673524,0,0.00120998738697372,0.47889924747011
530343.78694287,4985553.9525786,0.362987974331923,0,0.00120576513490127,0.480105012605012
532983.78694287,4981953.9525786,0.197853470968028,0,0.00120040940093001,0.481305422005942
533223.78694287,4982673.9525786,0.100728150101647,0.00647220895020189,0.00119408346942559,0.482499505475367
529383.78694287,4985553.9525786,0.262847449809808,0,0.00118836103628362,0.483687866511651
533463.78694287,4982433.9525786,0.134786386078022,0,0.00117778602540472,0.484865652537056
528183.78694287,4983873.9525786,0.256787445407241,0,0.00117616258990647,0.486041815126962
533223.78694287,4984113.9525786,0.243876947627331,0,0.00116581951681921,0.487207634643781
529623.78694287,4985553.9525786,0.31365948916654,0,0.00116461287921456,0.488372247522996
531303.78694287,4982433.9525786,0.427375212806168,0.0135248906460296,0.00115659695106344,0.489528844474059
533223.78694287,4983393.9525786,0.107077342748497,0.00919012449528937,0.00114750073328709,0.490676345207346
528423.78694287,4983153.9525786,0.352399614991173,0.000394305181695828,0.00114715371520634,0.491823498922553
531063.78694287,4982673.9525786,0.390330753659095,0.0199757991251682,0.00114383866137406,0.492967337583927
528663.78694287,4985313.9525786,0.0775190978313348,0.00624123065275909,0.00114092066202008,0.494108258245947
528183.78694287,4983633.9525786,0.288879941249774,0,0.00113795928431691,0.495246217530264
531063.78694287,4981953.9525786,0.415486431275246,0.0098576295423957,0.00113435519126690,0.496380572721531
533223.78694287,4981953.9525786,0.166830170041454,0,0.00113156037745992,0.497512133098991
530103.78694287,4985553.9525786,0.389579110866387,0,0.00112788352559992,0.49864001662459
528423.78694287,4985073.9525786,0.196649239323928,0,0.00112701549590641,0.499767032120497
529863.78694287,4985553.9525786,0.366745571689396,0,0.00112572890795082,0.500892761028448
533223.78694287,4984353.9525786,0.242865713681440,0,0.00112337984525020,0.502016140873698
533703.78694287,4982913.9525786,0.129072914283741,0,0.00111808218121087,0.503134223054909
532983.78694287,4981713.9525786,0.190521408254259,0.000394305181695828,0.00111783849079975,0.504252061545709
528423.78694287,4984833.9525786,0.241776787371414,0.000394305181695828,0.00111364948069508,0.505365711026404
528663.78694287,4982913.9525786,0.354259298881908,0.00450068304172275,0.00111111036768882,0.506476821394092
533463.78694287,4983633.9525786,0.226515787273374,0,0.00110779639100467,0.507584617785097
533223.78694287,4984593.9525786,0.224088209197173,0,0.00110167915614070,0.508686296941238
528423.78694287,4984353.9525786,0.336753236102778,0,0.00108880230417241,0.50977509924541
532263.78694287,4981233.9525786,0.239975064450749,0.00236583109017497,0.00106294871823091,0.510838047963641
528663.78694287,4985793.9525786,0.121143976899470,0.000394305181695828,0.00105844002529094,0.511896487988932
532743.78694287,4984833.9525786,0.228317510194040,0.00640455753701211,0.00104881835438665,0.512945306343319
533703.78694287,4983153.9525786,0.180434349644002,0,0.00104848956481887,0.513993795908138
528903.78694287,4985793.9525786,0.188844856364700,0,0.00104488175002672,0.515038677658164
530823.78694287,4985793.9525786,0.38824970819118,0,0.00104354326183135,0.516082220919996
528423.78694287,4984593.9525786,0.300633686052556,0.00157722072678331,0.00104253746348558,0.517124758383481
533463.78694287,4982193.9525786,0.185203180947366,0,0.00103936974070328,0.518164128124184
531783.78694287,4983873.9525786,0.207565016484963,0.0279956679004038,0.00103242441841984,0.519196552542604
533463.78694287,4982673.9525786,0.093492894540015,0.0078184513795424,0.00102816846078492,0.520224721003389
532503.78694287,4981713.9525786,0.22965677856628,0.00742414619784657,0.00102756057649584,0.521252281579885
529623.78694287,4980993.9525786,0.323197768379331,0,0.00102046989048856,0.522272751470374
527943.78694287,4984113.9525786,0.263232828600162,0,0.00100411112146978,0.523276862591843
528183.78694287,4983393.9525786,0.333333538868688,0.00213485279273217,0.00100079117458241,0.524277653766426
530583.78694287,4985793.9525786,0.416180113097884,0,0.000999253293394285,0.52527690705982
528663.78694287,4985553.9525786,0.0812187342187386,0.00751722913862719,0.000998307023766201,0.526275214083586
528423.78694287,4985793.9525786,0.07275951561894,0.00197152590847914,0.000996905143505254,0.527272119227092
532503.78694287,4985073.9525786,0.318313015135829,0.00410637786002692,0.000995527910518786,0.528267647137610
529623.78694287,4981713.9525786,0.332331554013766,0.0107673452220727,0.000994003692852799,0.529261650830463
527943.78694287,4983873.9525786,0.287569653362569,0,0.000992621697744924,0.530254272528208
528423.78694287,4985313.9525786,0.135942522449085,0.00489498822341857,0.000987402685302911,0.531241675213511
527943.78694287,4984353.9525786,0.243838718051328,0.000394305181695828,0.000985952808397902,0.532227628021909
531303.78694287,4982193.9525786,0.426643301407527,0.0159547106325707,0.000985708327610532,0.53321333634952
529623.78694287,4985793.9525786,0.350453606251399,0,0.000985509881879747,0.534198846231399
533703.78694287,4982433.9525786,0.103608933635306,0.00348109438088829,0.000985150862246679,0.535183997093646
528183.78694287,4984593.9525786,0.258666244085977,0.00197152590847914,0.00098426884968876,0.536168265943335
529143.78694287,4985793.9525786,0.274398947823411,0,0.00098386077680625,0.537152126720141
528183.78694287,4984113.9525786,0.250062739667070,0.00538496803499327,0.00098155114025047,0.538133677860391
531543.78694287,4985793.9525786,0.375368190896305,0.000394305181695828,0.000980138188732422,0.539113816049124
530343.78694287,4985793.9525786,0.421652491920919,0,0.000979040034905429,0.540092856084029
531783.78694287,4985793.9525786,0.356369324834858,0,0.00097611864791896,0.541068974731948
533463.78694287,4983873.9525786,0.299458434893491,0,0.000973544676681645,0.54204251940863
528183.78694287,4984353.9525786,0.274090644791128,0.00315444145356662,0.000973368243725237,0.543015887652355
529383.78694287,4981233.9525786,0.322205649221442,0.00331776833781965,0.00097310823458624,0.543988995886941
