x	y	d2et	slope	elevm
596764.999	5130712.454	0	38	1186
596789.999	5130712.454	0	41	1163
596814.999	5130712.454	10	37	1145
596839.999	5130712.454	10	36	1129
596864.999	5130712.454	10	20	1110
596889.999	5130712.454	30	15	1113
596914.999	5130712.454	60	14	1115
596939.999	5130712.454	80	12	1116
596964.999	5130712.454	110	10	1116
596989.999	5130712.454	130	10	1114
597014.999	5130712.454	160	9	1113
597039.999	5130712.454	150	9	1111
597064.999	5130712.454	120	11	1109
597089.999	5130712.454	100	11	1105
597114.999	5130712.454	70	12	1103
597139.999	5130712.454	50	14	1103
597164.999	5130712.454	20	21	1101
597189.999	5130712.454	0	34	1091
597214.999	5130712.454	0	40	1072
597239.999	5130712.454	0	39	1053
597264.999	5130712.454	0	38	1032
597289.999	5130712.454	14	33	1017
597314.999	5130712.454	36	29	1006
597339.999	5130712.454	20	30	995
597364.999	5130712.454	0	33	980
597389.999	5130712.454	10	35	965
597414.999	5130712.454	10	38	945
597439.999	5130712.454	0	36	927
597464.999	5130712.454	20	31	910
597489.999	5130712.454	40	23	898
597514.999	5130712.454	14	25	891
597539.999	5130712.454	0	30	877
597564.999	5130712.454	30	28	865
597589.999	5130712.454	50	23	854
597614.999	5130712.454	80	19	847
597639.999	5130712.454	100	17	840
597664.999	5130712.454	130	17	833
597689.999	5130712.454	132	18	826
597714.999	5130712.454	139	20	818
597739.999	5130712.454	148	18	808
597764.999	5130712.454	164	16	801
597789.999	5130712.454	177	17	796
597814.999	5130712.454	198	16	792
597839.999	5130712.454	214	15	788
597864.999	5130712.454	239	14	784
597889.999	5130712.454	256	14	780
597914.999	5130712.454	282	14	775
597939.999	5130712.454	300	16	770
597964.999	5130712.454	327	19	763
597989.999	5130712.454	345	16	755
598014.999	5130712.454	369	12	750
598039.999	5130712.454	354	11	745
598064.999	5130712.454	332	11	740
598089.999	5130712.454	318	11	735
598114.999	5130712.454	298	10	731
598139.999	5130712.454	286	11	726
598164.999	5130712.454	269	9	721
598189.999	5130712.454	259	5	718
598214.999	5130712.454	247	5	716
598239.999	5130712.454	233	4	714
598264.999	5130712.454	214	4	712
598289.999	5130712.454	202	4	711
598314.999	5130712.454	188	3	710
598339.999	5130712.454	180	8	711
598364.999	5130712.454	173	11	715
598389.999	5130712.454	170	10	719
598414.999	5130712.454	171	11	722
598439.999	5130712.454	175	12	725
598464.999	5130712.454	184	16	729
598489.999	5130712.454	192	22	735
598514.999	5130712.454	208	25	743
598539.999	5130712.454	220	21	755
598564.999	5130712.454	221	15	761
598589.999	5130712.454	216	14	767
598614.999	5130712.454	211	14	772
598639.999	5130712.454	210	15	778
598664.999	5130712.454	212	15	783
598689.999	5130712.454	206	16	788
598714.999	5130712.454	192	18	792
598739.999	5130712.454	184	21	798
598764.999	5130712.454	175	23	806
598789.999	5130712.454	166	22	815
598814.999	5130712.454	139	22	822
598839.999	5130712.454	122	22	828
598864.999	5130712.454	98	22	833
598889.999	5130712.454	81	24	834
598914.999	5130712.454	57	28	832
598939.999	5130712.454	41	28	825
598964.999	5130712.454	14	17	820
598989.999	5130712.454	0	37	833
599014.999	5130712.454	10	40	859
599039.999	5130712.454	10	33	876
599064.999	5130712.454	20	32	892
599089.999	5130712.454	40	29	907
599114.999	5130712.454	67	26	919
599139.999	5130712.454	85	25	930
599164.999	5130712.454	114	25	941
599189.999	5130712.454	130	24	949
599214.999	5130712.454	122	24	958
599239.999	5130712.454	112	25	965
599264.999	5130712.454	98	25	972
599289.999	5130712.454	82	25	977
599314.999	5130712.454	54	25	981
599339.999	5130712.454	36	25	983
599364.999	5130712.454	20	27	983
599389.999	5130712.454	20	29	982
599414.999	5130712.454	10	31	979
599439.999	5130712.454	0	31	974
599464.999	5130712.454	20	29	973
599489.999	5130712.454	30	29	979
599514.999	5130712.454	20	31	979
599539.999	5130712.454	10	35	978
599564.999	5130712.454	0	36	978
599589.999	5130712.454	0	33	977
599614.999	5130712.454	10	24	976
599639.999	5130712.454	10	24	983
599664.999	5130712.454	0	35	1003
599689.999	5130712.454	10	38	1021
599714.999	5130712.454	0	36	1042
599739.999	5130712.454	20	30	1057
599764.999	5130712.454	42	28	1070
599789.999	5130712.454	36	28	1081
599814.999	5130712.454	14	32	1093
599839.999	5130712.454	0	36	1107
599864.999	5130712.454	0	38	1121
599889.999	5130712.454	0	38	1136
599914.999	5130712.454	0	38	1149
599939.999	5130712.454	0	39	1166
599964.999	5130712.454	0	40	1185
599989.999	5130712.454	0	39	1202
593614.999	5130687.454	28	32	1107
593639.999	5130687.454	20	34	1123
593664.999	5130687.454	22	33	1139
593689.999	5130687.454	36	31	1153
593714.999	5130687.454	58	30	1167
593739.999	5130687.454	50	29	1180
593764.999	5130687.454	28	29	1193
593789.999	5130687.454	20	30	1206
593814.999	5130687.454	10	32	1220
593839.999	5130687.454	0	33	1238
593864.999	5130687.454	22	22	1254
593889.999	5130687.454	14	26	1255
593914.999	5130687.454	0	37	1249
593939.999	5130687.454	0	40	1237
593964.999	5130687.454	0	40	1230
593989.999	5130687.454	0	40	1220
594014.999	5130687.454	0	40	1208
594039.999	5130687.454	0	39	1202
594064.999	5130687.454	0	40	1193
594089.999	5130687.454	0	40	1178
594114.999	5130687.454	0	37	1172
594139.999	5130687.454	10	36	1178
594164.999	5130687.454	10	36	1176
594189.999	5130687.454	0	37	1169
594214.999	5130687.454	0	37	1163
594239.999	5130687.454	0	39	1157
594264.999	5130687.454	0	39	1141
594289.999	5130687.454	0	36	1133
594314.999	5130687.454	0	36	1141
594339.999	5130687.454	0	37	1138
594364.999	5130687.454	0	37	1129
594389.999	5130687.454	0	37	1127
594414.999	5130687.454	0	40	1116
594439.999	5130687.454	0	41	1106
594464.999	5130687.454	0	42	1105
594489.999	5130687.454	0	40	1101
594514.999	5130687.454	10	28	1093
594539.999	5130687.454	22	14	1100
594564.999	5130687.454	42	24	1109
594589.999	5130687.454	57	29	1122
594614.999	5130687.454	32	28	1134
594639.999	5130687.454	14	31	1146
594664.999	5130687.454	0	34	1160
594689.999	5130687.454	0	37	1177
594714.999	5130687.454	0	39	1195
594739.999	5130687.454	0	40	1213
594764.999	5130687.454	0	40	1229
594789.999	5130687.454	0	40	1249
594814.999	5130687.454	0	41	1269
594839.999	5130687.454	0	43	1289
594864.999	5130687.454	0	43	1312
594889.999	5130687.454	0	40	1332
594914.999	5130687.454	0	40	1347
594939.999	5130687.454	0	41	1360
594964.999	5130687.454	0	39	1376
594989.999	5130687.454	10	31	1393
595014.999	5130687.454	20	16	1404
595039.999	5130687.454	10	27	1405
595064.999	5130687.454	0	40	1405
595089.999	5130687.454	0	41	1410
595114.999	5130687.454	10	38	1400
595139.999	5130687.454	10	34	1400
595164.999	5130687.454	22	32	1397
595189.999	5130687.454	14	31	1400
595214.999	5130687.454	0	28	1410
595239.999	5130687.454	10	26	1413
595264.999	5130687.454	10	26	1416
595289.999	5130687.454	14	24	1420
595314.999	5130687.454	36	24	1419
595339.999	5130687.454	50	24	1416
595364.999	5130687.454	76	25	1417
595389.999	5130687.454	91	24	1421
595414.999	5130687.454	98	22	1421
595439.999	5130687.454	108	22	1424
595464.999	5130687.454	121	21	1427
595489.999	5130687.454	130	19	1429
595514.999	5130687.454	133	16	1432
595539.999	5130687.454	139	13	1436
595564.999	5130687.454	152	8	1439
595589.999	5130687.454	161	6	1438
595614.999	5130687.454	168	5	1436
595639.999	5130687.454	175	5	1434
595664.999	5130687.454	188	6	1432
595689.999	5130687.454	189	8	1429
595714.999	5130687.454	175	9	1425
595739.999	5130687.454	168	12	1421
595764.999	5130687.454	161	13	1416
595789.999	5130687.454	160	14	1410
595814.999	5130687.454	163	12	1405
595839.999	5130687.454	168	12	1400
595864.999	5130687.454	179	11	1394
595889.999	5130687.454	189	9	1389
595914.999	5130687.454	206	11	1388
595939.999	5130687.454	219	15	1386
595964.999	5130687.454	211	17	1385
595989.999	5130687.454	194	18	1383
596014.999	5130687.454	170	18	1379
596039.999	5130687.454	156	19	1380
596064.999	5130687.454	136	22	1380
596089.999	5130687.454	125	25	1376
596114.999	5130687.454	114	25	1367
596139.999	5130687.454	98	25	1362
596164.999	5130687.454	72	26	1355
596189.999	5130687.454	57	26	1354
596214.999	5130687.454	41	26	1352
596239.999	5130687.454	22	27	1347
596264.999	5130687.454	10	28	1337
596289.999	5130687.454	14	26	1331
596314.999	5130687.454	28	25	1328
596339.999	5130687.454	42	25	1324
596364.999	5130687.454	30	28	1319
596389.999	5130687.454	10	32	1309
596414.999	5130687.454	0	34	1294
596439.999	5130687.454	10	35	1278
596464.999	5130687.454	0	38	1265
596489.999	5130687.454	0	38	1255
596514.999	5130687.454	14	35	1245
596539.999	5130687.454	14	32	1234
596564.999	5130687.454	22	28	1222
596589.999	5130687.454	30	26	1219
596614.999	5130687.454	32	23	1217
596639.999	5130687.454	41	19	1214
596664.999	5130687.454	51	18	1210
596689.999	5130687.454	58	20	1205
596714.999	5130687.454	32	24	1195
596739.999	5130687.454	14	29	1185
596764.999	5130687.454	0	37	1175
596789.999	5130687.454	0	40	1158
596814.999	5130687.454	10	37	1137
596839.999	5130687.454	10	35	1123
596864.999	5130687.454	10	20	1105
596889.999	5130687.454	30	12	1108
596914.999	5130687.454	60	11	1110
596939.999	5130687.454	80	10	1111
596964.999	5130687.454	110	9	1112
596989.999	5130687.454	130	8	1111
597014.999	5130687.454	160	9	1109
597039.999	5130687.454	150	10	1108
597064.999	5130687.454	120	12	1105
597089.999	5130687.454	100	13	1100
597114.999	5130687.454	71	13	1097
597139.999	5130687.454	51	15	1098
597164.999	5130687.454	22	21	1094
597189.999	5130687.454	10	33	1083
597214.999	5130687.454	0	39	1064
597239.999	5130687.454	0	38	1044
597264.999	5130687.454	0	38	1027
597289.999	5130687.454	0	34	1008
597314.999	5130687.454	30	29	997
597339.999	5130687.454	20	30	988
597364.999	5130687.454	10	33	974
597389.999	5130687.454	10	35	960
597414.999	5130687.454	0	38	942
597439.999	5130687.454	0	36	922
597464.999	5130687.454	28	29	906
597489.999	5130687.454	41	24	896
597514.999	5130687.454	14	28	885
597539.999	5130687.454	14	31	870
597564.999	5130687.454	36	26	857
597589.999	5130687.454	54	20	849
597614.999	5130687.454	82	16	843
597639.999	5130687.454	102	16	837
597664.999	5130687.454	132	17	831
597689.999	5130687.454	151	19	823
597714.999	5130687.454	158	19	815
597739.999	5130687.454	166	17	807
597764.999	5130687.454	180	16	800
597789.999	5130687.454	192	15	792
597814.999	5130687.454	212	15	787
597839.999	5130687.454	227	15	783
597864.999	5130687.454	250	14	779
597889.999	5130687.454	266	13	776
597914.999	5130687.454	292	15	772
597939.999	5130687.454	309	19	767
597964.999	5130687.454	335	18	757
597989.999	5130687.454	353	13	752
598014.999	5130687.454	356	11	748
598039.999	5130687.454	341	10	744
598064.999	5130687.454	318	10	740
598089.999	5130687.454	304	10	735
598114.999	5130687.454	283	11	731
598139.999	5130687.454	270	12	726
598164.999	5130687.454	252	9	721
598189.999	5130687.454	242	6	718
598214.999	5130687.454	228	4	716
598239.999	5130687.454	219	3	714
598264.999	5130687.454	198	3	713
598289.999	5130687.454	186	2	712
598314.999	5130687.454	170	4	711
598339.999	5130687.454	162	9	714
598364.999	5130687.454	153	11	718
598389.999	5130687.454	150	11	722
598414.999	5130687.454	151	14	726
598439.999	5130687.454	155	17	731
598464.999	5130687.454	166	20	734
598489.999	5130687.454	175	23	744
598514.999	5130687.454	192	22	753
598539.999	5130687.454	205	18	759
598564.999	5130687.454	202	14	764
598589.999	5130687.454	196	15	769
598614.999	5130687.454	191	16	776
598639.999	5130687.454	190	16	781
598664.999	5130687.454	192	17	787
598689.999	5130687.454	196	20	793
598714.999	5130687.454	206	23	800
598739.999	5130687.454	202	23	807
598764.999	5130687.454	192	23	813
598789.999	5130687.454	175	24	821
598814.999	5130687.454	150	25	829
598839.999	5130687.454	134	25	838
598864.999	5130687.454	108	23	843
598889.999	5130687.454	92	24	844
598914.999	5130687.454	67	27	843
598939.999	5130687.454	50	30	839
598964.999	5130687.454	22	25	833
598989.999	5130687.454	10	27	829
599014.999	5130687.454	0	41	857
599039.999	5130687.454	0	36	875
599064.999	5130687.454	14	34	894
599089.999	5130687.454	32	29	909
599114.999	5130687.454	61	28	921
599139.999	5130687.454	81	27	935
599164.999	5130687.454	104	25	946
599189.999	5130687.454	112	25	956
599214.999	5130687.454	128	26	965
599239.999	5130687.454	130	26	974
599264.999	5130687.454	108	25	982
599289.999	5130687.454	89	24	987
599314.999	5130687.454	64	24	990
599339.999	5130687.454	50	24	993
599364.999	5130687.454	40	24	994
599389.999	5130687.454	40	26	993
599414.999	5130687.454	28	29	992
599439.999	5130687.454	20	30	989
599464.999	5130687.454	28	29	985
599489.999	5130687.454	32	29	990
599514.999	5130687.454	10	33	993
599539.999	5130687.454	0	38	996
599564.999	5130687.454	10	40	996
599589.999	5130687.454	10	40	996
599614.999	5130687.454	0	36	995
599639.999	5130687.454	14	28	992
599664.999	5130687.454	0	33	999
599689.999	5130687.454	0	39	1023
599714.999	5130687.454	10	35	1044
599739.999	5130687.454	28	31	1058
599764.999	5130687.454	36	30	1073
599789.999	5130687.454	28	30	1086
599814.999	5130687.454	0	34	1101
599839.999	5130687.454	0	36	1118
599864.999	5130687.454	10	35	1134
599889.999	5130687.454	10	35	1147
599914.999	5130687.454	0	37	1162
599939.999	5130687.454	0	37	1178
599964.999	5130687.454	0	38	1195
599989.999	5130687.454	0	37	1213
593614.999	5130662.454	20	33	1109
593639.999	5130662.454	0	35	1126
593664.999	5130662.454	20	33	1144
593689.999	5130662.454	36	30	1158
593714.999	5130662.454	58	28	1172
593739.999	5130662.454	71	27	1184
593764.999	5130662.454	54	28	1197
593789.999	5130662.454	45	29	1210
593814.999	5130662.454	22	30	1223
593839.999	5130662.454	10	33	1238
593864.999	5130662.454	20	29	1255
593889.999	5130662.454	28	22	1267
593914.999	5130662.454	0	31	1266
593939.999	5130662.454	0	38	1257
593964.999	5130662.454	10	37	1247
593989.999	5130662.454	0	37	1238
594014.999	5130662.454	0	37	1227
594039.999	5130662.454	0	38	1222
594064.999	5130662.454	0	41	1212
594089.999	5130662.454	0	43	1201
594114.999	5130662.454	0	42	1196
594139.999	5130662.454	0	40	1198
594164.999	5130662.454	0	40	1194
594189.999	5130662.454	0	39	1187
594214.999	5130662.454	10	37	1181
594239.999	5130662.454	0	38	1171
594264.999	5130662.454	0	38	1158
594289.999	5130662.454	10	35	1150
594314.999	5130662.454	0	35	1159
594339.999	5130662.454	0	36	1154
594364.999	5130662.454	14	35	1147
594389.999	5130662.454	10	36	1145
594414.999	5130662.454	0	39	1135
594439.999	5130662.454	0	42	1132
594464.999	5130662.454	0	45	1134
594489.999	5130662.454	0	47	1129
594514.999	5130662.454	0	45	1120
594539.999	5130662.454	0	34	1105
594564.999	5130662.454	22	12	1106
594589.999	5130662.454	36	24	1119
594614.999	5130662.454	50	26	1130
594639.999	5130662.454	36	27	1142
594664.999	5130662.454	28	31	1155
594689.999	5130662.454	14	34	1170
594714.999	5130662.454	0	37	1184
594739.999	5130662.454	0	40	1198
594764.999	5130662.454	0	42	1220
594789.999	5130662.454	0	43	1239
594814.999	5130662.454	0	44	1256
594839.999	5130662.454	0	45	1277
594864.999	5130662.454	0	44	1300
594889.999	5130662.454	0	43	1317
594914.999	5130662.454	0	43	1329
594939.999	5130662.454	0	42	1344
594964.999	5130662.454	0	42	1359
594989.999	5130662.454	0	42	1375
595014.999	5130662.454	0	38	1395
595039.999	5130662.454	10	28	1415
595064.999	5130662.454	10	27	1428
595089.999	5130662.454	0	32	1432
595114.999	5130662.454	0	39	1423
595139.999	5130662.454	0	39	1419
595164.999	5130662.454	0	35	1414
595189.999	5130662.454	20	29	1415
595214.999	5130662.454	30	21	1417
595239.999	5130662.454	32	16	1420
595264.999	5130662.454	20	12	1425
595289.999	5130662.454	22	9	1426
595314.999	5130662.454	40	12	1428
595339.999	5130662.454	45	17	1427
595364.999	5130662.454	58	19	1427
595389.999	5130662.454	61	18	1430
595414.999	5130662.454	72	20	1432
595439.999	5130662.454	81	21	1435
595464.999	5130662.454	94	21	1439
595489.999	5130662.454	100	20	1440
595514.999	5130662.454	104	19	1441
595539.999	5130662.454	112	16	1442
595564.999	5130662.454	125	12	1443
595589.999	5130662.454	132	10	1441
595614.999	5130662.454	139	9	1437
595639.999	5130662.454	148	7	1435
595664.999	5130662.454	161	8	1433
595689.999	5130662.454	172	10	1428
595714.999	5130662.454	191	11	1424
595739.999	5130662.454	196	12	1419
595764.999	5130662.454	191	13	1413
595789.999	5130662.454	190	13	1408
595814.999	5130662.454	190	12	1402
595839.999	5130662.454	190	11	1398
595864.999	5130662.454	190	11	1393
595889.999	5130662.454	190	9	1389
595914.999	5130662.454	194	10	1385
595939.999	5130662.454	199	12	1381
595964.999	5130662.454	202	13	1377
595989.999	5130662.454	200	14	1376
596014.999	5130662.454	191	15	1373
596039.999	5130662.454	178	19	1371
596064.999	5130662.454	161	23	1368
596089.999	5130662.454	152	23	1363
596114.999	5130662.454	130	20	1359
596139.999	5130662.454	114	19	1355
596164.999	5130662.454	92	21	1348
596189.999	5130662.454	81	22	1341
596214.999	5130662.454	57	24	1341
596239.999	5130662.454	45	25	1337
596264.999	5130662.454	40	25	1329
596289.999	5130662.454	41	24	1321
596314.999	5130662.454	54	25	1317
596339.999	5130662.454	63	26	1312
596364.999	5130662.454	36	27	1307
596389.999	5130662.454	22	28	1298
596414.999	5130662.454	20	30	1287
596439.999	5130662.454	0	35	1274
596464.999	5130662.454	0	38	1251
596489.999	5130662.454	0	35	1235
596514.999	5130662.454	10	32	1228
596539.999	5130662.454	14	28	1222
596564.999	5130662.454	41	24	1215
596589.999	5130662.454	57	20	1208
596614.999	5130662.454	61	20	1208
596639.999	5130662.454	67	19	1207
596664.999	5130662.454	81	16	1204
596689.999	5130662.454	63	16	1200
596714.999	5130662.454	36	22	1193
596739.999	5130662.454	22	28	1179
596764.999	5130662.454	0	35	1163
596789.999	5130662.454	0	37	1143
596814.999	5130662.454	0	34	1129
596839.999	5130662.454	0	33	1114
596864.999	5130662.454	20	17	1100
596889.999	5130662.454	36	12	1103
596914.999	5130662.454	63	10	1106
596939.999	5130662.454	82	9	1107
596964.999	5130662.454	112	9	1108
596989.999	5130662.454	132	9	1108
597014.999	5130662.454	161	9	1106
597039.999	5130662.454	155	10	1104
597064.999	5130662.454	126	10	1101
597089.999	5130662.454	108	13	1098
597114.999	5130662.454	81	15	1092
597139.999	5130662.454	61	17	1089
597164.999	5130662.454	32	20	1087
597189.999	5130662.454	14	31	1077
597214.999	5130662.454	0	37	1059
597239.999	5130662.454	0	37	1041
597264.999	5130662.454	0	40	1022
597289.999	5130662.454	0	37	999
597314.999	5130662.454	20	31	987
597339.999	5130662.454	22	32	978
597364.999	5130662.454	10	34	966
597389.999	5130662.454	0	36	951
597414.999	5130662.454	0	38	934
597439.999	5130662.454	0	35	915
597464.999	5130662.454	30	28	902
597489.999	5130662.454	50	26	892
597514.999	5130662.454	41	29	880
597539.999	5130662.454	41	30	865
597564.999	5130662.454	57	25	852
597589.999	5130662.454	71	19	844
597614.999	5130662.454	94	17	839
597639.999	5130662.454	112	17	833
597664.999	5130662.454	139	18	827
597689.999	5130662.454	158	20	819
597714.999	5130662.454	187	19	811
597739.999	5130662.454	193	16	804
597764.999	5130662.454	206	15	798
597789.999	5130662.454	216	17	792
597814.999	5130662.454	234	16	782
597839.999	5130662.454	248	13	777
597864.999	5130662.454	269	13	774
597889.999	5130662.454	284	14	771
597914.999	5130662.454	308	18	768
597939.999	5130662.454	324	20	759
597964.999	5130662.454	350	16	753
597989.999	5130662.454	364	12	749
598014.999	5130662.454	338	12	745
598039.999	5130662.454	322	11	742
598064.999	5130662.454	298	11	738
598089.999	5130662.454	283	11	734
598114.999	5130662.454	262	12	730
598139.999	5130662.454	248	12	724
598164.999	5130662.454	228	9	719
598189.999	5130662.454	216	5	717
598214.999	5130662.454	201	4	715
598239.999	5130662.454	193	3	714
598264.999	5130662.454	177	2	713
598289.999	5130662.454	163	1	712
598314.999	5130662.454	144	5	713
598339.999	5130662.454	134	9	716
598364.999	5130662.454	124	10	720
598389.999	5130662.454	120	14	724
598414.999	5130662.454	122	19	730
598439.999	5130662.454	126	21	738
598464.999	5130662.454	139	21	743
598489.999	5130662.454	150	20	749
598514.999	5130662.454	170	19	757
598539.999	5130662.454	184	16	764
598564.999	5130662.454	175	16	768
598589.999	5130662.454	168	17	773
598614.999	5130662.454	161	17	779
598639.999	5130662.454	160	18	786
598664.999	5130662.454	163	21	792
598689.999	5130662.454	168	23	800
598714.999	5130662.454	179	24	809
598739.999	5130662.454	189	22	816
598764.999	5130662.454	194	23	821
598789.999	5130662.454	191	27	829
598814.999	5130662.454	166	28	839
598839.999	5130662.454	148	26	848
598864.999	5130662.454	122	24	853
598889.999	5130662.454	106	25	856
598914.999	5130662.454	81	26	856
598939.999	5130662.454	63	28	853
598964.999	5130662.454	36	29	847
598989.999	5130662.454	20	19	839
599014.999	5130662.454	0	36	854
599039.999	5130662.454	0	38	876
599064.999	5130662.454	10	34	894
599089.999	5130662.454	30	30	910
599114.999	5130662.454	50	29	923
599139.999	5130662.454	64	29	938
599164.999	5130662.454	76	26	950
599189.999	5130662.454	86	27	962
599214.999	5130662.454	106	26	974
599239.999	5130662.454	120	26	983
599264.999	5130662.454	113	26	992
599289.999	5130662.454	100	25	998
599314.999	5130662.454	85	26	1002
599339.999	5130662.454	76	28	1004
599364.999	5130662.454	70	29	1006
599389.999	5130662.454	60	30	1006
599414.999	5130662.454	30	31	1006
599439.999	5130662.454	10	32	1004
599464.999	5130662.454	0	31	1001
599489.999	5130662.454	20	32	1003
599514.999	5130662.454	0	36	1011
599539.999	5130662.454	0	39	1018
599564.999	5130662.454	0	40	1020
599589.999	5130662.454	0	41	1019
599614.999	5130662.454	0	40	1015
599639.999	5130662.454	0	36	1009
599664.999	5130662.454	0	35	1013
599689.999	5130662.454	0	38	1027
599714.999	5130662.454	10	32	1044
599739.999	5130662.454	10	30	1059
599764.999	5130662.454	20	31	1076
599789.999	5130662.454	20	32	1090
599814.999	5130662.454	0	35	1107
599839.999	5130662.454	0	34	1124
599864.999	5130662.454	10	34	1140
599889.999	5130662.454	0	34	1156
599914.999	5130662.454	10	34	1172
599939.999	5130662.454	20	33	1186
599964.999	5130662.454	0	35	1201
599989.999	5130662.454	0	34	1220
593614.999	5130637.454	10	33	1111
593639.999	5130637.454	0	35	1128
593664.999	5130637.454	10	34	1146
593689.999	5130637.454	22	30	1162
593714.999	5130637.454	50	27	1175
593739.999	5130637.454	67	27	1186
593764.999	5130637.454	71	29	1199
593789.999	5130637.454	57	28	1213
593814.999	5130637.454	36	29	1226
593839.999	5130637.454	22	32	1240
593864.999	5130637.454	0	32	1257
593889.999	5130637.454	20	25	1273
593914.999	5130637.454	10	23	1280
593939.999	5130637.454	0	34	1273
593964.999	5130637.454	0	36	1261
593989.999	5130637.454	14	35	1252
594014.999	5130637.454	10	34	1243
594039.999	5130637.454	10	34	1238
594064.999	5130637.454	0	37	1231
594089.999	5130637.454	0	39	1223
594114.999	5130637.454	0	39	1217
594139.999	5130637.454	0	41	1221
594164.999	5130637.454	0	42	1215
594189.999	5130637.454	0	42	1207
594214.999	5130637.454	0	41	1199
594239.999	5130637.454	0	41	1185
594264.999	5130637.454	0	41	1177
594289.999	5130637.454	0	37	1166
594314.999	5130637.454	0	37	1178
594339.999	5130637.454	0	38	1170
594364.999	5130637.454	10	37	1163
594389.999	5130637.454	10	37	1160
594414.999	5130637.454	0	38	1152
594439.999	5130637.454	0	41	1153
594464.999	5130637.454	0	43	1157
594489.999	5130637.454	0	44	1153
594514.999	5130637.454	0	46	1145
594539.999	5130637.454	0	46	1136
594564.999	5130637.454	10	33	1112
594589.999	5130637.454	22	12	1114
594614.999	5130637.454	45	24	1127
594639.999	5130637.454	54	26	1138
594664.999	5130637.454	42	28	1149
594689.999	5130637.454	28	31	1160
594714.999	5130637.454	10	34	1173
594739.999	5130637.454	0	37	1190
594764.999	5130637.454	0	39	1205
594789.999	5130637.454	0	42	1221
594814.999	5130637.454	0	44	1242
594839.999	5130637.454	0	44	1265
594864.999	5130637.454	0	43	1282
594889.999	5130637.454	0	43	1294
594914.999	5130637.454	0	42	1310
594939.999	5130637.454	0	41	1328
594964.999	5130637.454	0	40	1344
594989.999	5130637.454	0	41	1361
595014.999	5130637.454	0	43	1382
595039.999	5130637.454	0	40	1403
595064.999	5130637.454	0	35	1423
595089.999	5130637.454	14	22	1441
595114.999	5130637.454	0	28	1443
595139.999	5130637.454	0	36	1439
595164.999	5130637.454	0	36	1434
595189.999	5130637.454	10	34	1428
595214.999	5130637.454	14	31	1428
595239.999	5130637.454	20	26	1425
595264.999	5130637.454	20	22	1426
595289.999	5130637.454	20	19	1426
595314.999	5130637.454	20	19	1428
595339.999	5130637.454	28	18	1434
595364.999	5130637.454	40	16	1434
595389.999	5130637.454	41	14	1435
595414.999	5130637.454	54	16	1439
595439.999	5130637.454	63	15	1443
595464.999	5130637.454	78	15	1445
595489.999	5130637.454	80	17	1448
595514.999	5130637.454	85	18	1449
595539.999	5130637.454	94	17	1450
595564.999	5130637.454	108	15	1449
595589.999	5130637.454	112	14	1445
595614.999	5130637.454	121	14	1441
595639.999	5130637.454	130	13	1438
595664.999	5130637.454	144	12	1435
595689.999	5130637.454	156	14	1431
595714.999	5130637.454	177	15	1425
595739.999	5130637.454	180	14	1418
595764.999	5130637.454	173	12	1413
595789.999	5130637.454	170	12	1407
595814.999	5130637.454	170	11	1401
595839.999	5130637.454	170	11	1398
595864.999	5130637.454	170	11	1392
595889.999	5130637.454	170	9	1388
595914.999	5130637.454	175	11	1384
595939.999	5130637.454	180	10	1378
595964.999	5130637.454	182	9	1374
595989.999	5130637.454	180	11	1371
596014.999	5130637.454	180	14	1368
596039.999	5130637.454	182	17	1363
596064.999	5130637.454	179	18	1359
596089.999	5130637.454	166	18	1356
596114.999	5130637.454	142	16	1353
596139.999	5130637.454	127	17	1349
596164.999	5130637.454	108	20	1343
596189.999	5130637.454	92	20	1334
596214.999	5130637.454	72	22	1330
596239.999	5130637.454	63	24	1326
596264.999	5130637.454	60	23	1321
596289.999	5130637.454	61	24	1314
596314.999	5130637.454	72	24	1305
596339.999	5130637.454	72	23	1301
596364.999	5130637.454	50	24	1297
596389.999	5130637.454	41	24	1290
596414.999	5130637.454	20	28	1282
596439.999	5130637.454	0	34	1267
596464.999	5130637.454	0	39	1251
596489.999	5130637.454	0	34	1228
596514.999	5130637.454	22	25	1216
596539.999	5130637.454	32	24	1212
596564.999	5130637.454	50	23	1207
596589.999	5130637.454	67	19	1202
596614.999	5130637.454	81	19	1198
596639.999	5130637.454	85	19	1197
596664.999	5130637.454	89	17	1197
596689.999	5130637.454	72	15	1195
596714.999	5130637.454	50	18	1190
596739.999	5130637.454	30	26	1181
596764.999	5130637.454	0	35	1167
596789.999	5130637.454	0	37	1145
596814.999	5130637.454	20	34	1127
596839.999	5130637.454	0	33	1109
596864.999	5130637.454	20	14	1095
596889.999	5130637.454	40	12	1100
596914.999	5130637.454	70	9	1102
596939.999	5130637.454	89	8	1103
596964.999	5130637.454	117	9	1104
596989.999	5130637.454	136	9	1104
597014.999	5130637.454	165	10	1102
597039.999	5130637.454	160	10	1100
597064.999	5130637.454	130	11	1098
597089.999	5130637.454	110	15	1096
597114.999	5130637.454	80	18	1087
597139.999	5130637.454	60	16	1082
597164.999	5130637.454	30	18	1080
597189.999	5130637.454	10	30	1072
597214.999	5130637.454	0	35	1054
597239.999	5130637.454	0	37	1038
597264.999	5130637.454	0	41	1019
597289.999	5130637.454	0	39	995
597314.999	5130637.454	20	33	976
597339.999	5130637.454	10	33	964
