x	y	d2et	slope	elevm
607149.891	5151074.420	0	42	1234
607174.891	5151074.420	0	40	1211
607199.891	5151074.420	0	40	1186
607224.891	5151074.420	0	41	1177
607249.891	5151074.420	0	42	1164
607274.891	5151074.420	0	46	1147
607299.891	5151074.420	0	46	1116
607324.891	5151074.420	10	39	1092
607349.891	5151074.420	0	40	1088
607374.891	5151074.420	0	41	1084
607399.891	5151074.420	0	42	1081
607424.891	5151074.420	10	41	1072
607449.891	5151074.420	10	38	1068
607474.891	5151074.420	0	33	1063
607499.891	5151074.420	20	27	1056
607524.891	5151074.420	32	23	1048
607549.891	5151074.420	14	27	1041
607574.891	5151074.420	0	37	1028
607599.891	5151074.420	0	37	1008
607624.891	5151074.420	10	35	993
607649.891	5151074.420	10	34	977
607674.891	5151074.420	0	34	957
607699.891	5151074.420	10	33	937
607724.891	5151074.420	0	37	932
607749.891	5151074.420	0	42	921
607774.891	5151074.420	0	41	906
607799.891	5151074.420	0	38	889
607824.891	5151074.420	10	35	874
607849.891	5151074.420	0	36	860
607874.891	5151074.420	0	39	844
607899.891	5151074.420	0	40	824
607924.891	5151074.420	0	37	806
607949.891	5151074.420	14	27	790
607974.891	5151074.420	41	19	781
607999.891	5151074.420	61	19	771
608024.891	5151074.420	85	20	764
608049.891	5151074.420	100	21	758
608074.891	5151074.420	125	22	751
608099.891	5151074.420	143	19	741
608124.891	5151074.420	120	9	736
608149.891	5151074.420	100	2	735
608174.891	5151074.420	71	4	735
608199.891	5151074.420	51	11	738
608224.891	5151074.420	22	21	743
608249.891	5151074.420	10	30	755
608274.891	5151074.420	20	29	770
608299.891	5151074.420	36	29	780
608324.891	5151074.420	40	32	795
608349.891	5151074.420	28	32	809
608374.891	5151074.420	10	33	822
608399.891	5151074.420	0	35	836
608424.891	5151074.420	14	33	848
608449.891	5151074.420	20	32	860
608474.891	5151074.420	10	29	875
608499.891	5151074.420	20	29	883
608524.891	5151074.420	0	33	896
608549.891	5151074.420	10	32	911
608574.891	5151074.420	30	29	921
608599.891	5151074.420	36	26	929
608624.891	5151074.420	57	24	937
608649.891	5151074.420	63	23	944
608674.891	5151074.420	36	26	952
608699.891	5151074.420	22	30	965
608724.891	5151074.420	28	27	980
608749.891	5151074.420	45	22	990
608774.891	5151074.420	73	24	998
608799.891	5151074.420	92	23	1011
608824.891	5151074.420	122	16	1019
608849.891	5151074.420	141	12	1024
608874.891	5151074.420	171	10	1029
608899.891	5151074.420	191	10	1033
608924.891	5151074.420	221	9	1038
608949.891	5151074.420	241	10	1042
608974.891	5151074.420	271	10	1046
608999.891	5151074.420	291	10	1048
604099.891	5151049.420	0	39	1283
604124.891	5151049.420	0	33	1263
604149.891	5151049.420	14	24	1250
604174.891	5151049.420	0	30	1243
604199.891	5151049.420	0	37	1237
604224.891	5151049.420	0	39	1230
604249.891	5151049.420	0	38	1223
604274.891	5151049.420	0	39	1215
604299.891	5151049.420	0	39	1203
604324.891	5151049.420	0	38	1190
604349.891	5151049.420	0	38	1174
604374.891	5151049.420	0	38	1156
604399.891	5151049.420	0	36	1138
604424.891	5151049.420	20	33	1121
604449.891	5151049.420	36	30	1107
604474.891	5151049.420	10	33	1093
604499.891	5151049.420	0	45	1074
604524.891	5151049.420	0	41	1042
604549.891	5151049.420	20	21	1031
604574.891	5151049.420	50	14	1024
604599.891	5151049.420	67	13	1019
604624.891	5151049.420	95	13	1013
604649.891	5151049.420	114	12	1008
604674.891	5151049.420	143	12	1002
604699.891	5151049.420	161	13	997
604724.891	5151049.420	188	14	990
604749.891	5151049.420	206	15	984
604774.891	5151049.420	233	12	976
604799.891	5151049.420	251	7	973
604824.891	5151049.420	277	6	972
604849.891	5151049.420	272	7	971
604874.891	5151049.420	244	12	975
604899.891	5151049.420	225	13	978
604924.891	5151049.420	196	12	981
604949.891	5151049.420	177	12	983
604974.891	5151049.420	149	14	988
604999.891	5151049.420	130	16	993
605024.891	5151049.420	102	22	1000
605049.891	5151049.420	82	25	1011
605074.891	5151049.420	54	23	1022
605099.891	5151049.420	36	23	1030
605124.891	5151049.420	10	32	1041
605149.891	5151049.420	0	39	1059
605174.891	5151049.420	0	39	1080
605199.891	5151049.420	10	36	1097
605224.891	5151049.420	0	35	1113
605249.891	5151049.420	20	32	1129
605274.891	5151049.420	42	27	1142
605299.891	5151049.420	54	25	1152
605324.891	5151049.420	71	25	1160
605349.891	5151049.420	86	25	1168
605374.891	5151049.420	112	25	1173
605399.891	5151049.420	126	25	1173
605424.891	5151049.420	98	25	1173
605449.891	5151049.420	81	26	1174
605474.891	5151049.420	57	26	1175
605499.891	5151049.420	42	25	1173
605524.891	5151049.420	30	26	1171
605549.891	5151049.420	32	26	1168
605574.891	5151049.420	50	23	1165
605599.891	5151049.420	67	17	1163
605624.891	5151049.420	95	15	1165
605649.891	5151049.420	114	16	1168
605674.891	5151049.420	143	19	1171
605699.891	5151049.420	163	22	1172
605724.891	5151049.420	192	24	1174
605749.891	5151049.420	212	25	1176
605774.891	5151049.420	228	24	1178
605799.891	5151049.420	237	23	1178
605824.891	5151049.420	210	21	1178
605849.891	5151049.420	190	22	1177
605874.891	5151049.420	160	23	1174
605899.891	5151049.420	140	24	1169
605924.891	5151049.420	110	22	1162
605949.891	5151049.420	90	21	1157
605974.891	5151049.420	60	19	1153
605999.891	5151049.420	40	15	1151
606024.891	5151049.420	10	27	1157
606049.891	5151049.420	0	35	1174
606074.891	5151049.420	0	35	1190
606099.891	5151049.420	10	34	1206
606124.891	5151049.420	22	32	1218
606149.891	5151049.420	36	29	1229
606174.891	5151049.420	20	27	1239
606199.891	5151049.420	20	30	1252
606224.891	5151049.420	0	35	1268
606249.891	5151049.420	0	35	1288
606274.891	5151049.420	30	30	1301
606299.891	5151049.420	42	29	1312
606324.891	5151049.420	30	31	1325
606349.891	5151049.420	36	31	1338
606374.891	5151049.420	28	32	1350
606399.891	5151049.420	20	33	1364
606424.891	5151049.420	36	30	1377
606449.891	5151049.420	30	30	1388
606474.891	5151049.420	0	34	1402
606499.891	5151049.420	10	34	1418
606524.891	5151049.420	36	31	1431
606549.891	5151049.420	28	32	1444
606574.891	5151049.420	10	34	1458
606599.891	5151049.420	0	33	1475
606624.891	5151049.420	22	29	1488
606649.891	5151049.420	41	27	1498
606674.891	5151049.420	41	29	1510
606699.891	5151049.420	41	30	1522
606724.891	5151049.420	28	30	1536
606749.891	5151049.420	10	33	1547
606774.891	5151049.420	10	34	1566
606799.891	5151049.420	30	28	1579
606824.891	5151049.420	28	21	1588
606849.891	5151049.420	14	27	1591
606874.891	5151049.420	0	49	1581
606899.891	5151049.420	0	59	1538
606924.891	5151049.420	0	56	1497
606949.891	5151049.420	0	55	1461
606974.891	5151049.420	0	53	1426
606999.891	5151049.420	0	52	1397
607024.891	5151049.420	0	48	1362
607049.891	5151049.420	0	48	1339
607074.891	5151049.420	0	49	1307
607099.891	5151049.420	0	44	1283
607124.891	5151049.420	0	43	1259
607149.891	5151049.420	0	38	1230
607174.891	5151049.420	0	37	1216
607199.891	5151049.420	0	41	1210
607224.891	5151049.420	0	42	1197
607249.891	5151049.420	0	43	1178
607274.891	5151049.420	0	47	1156
607299.891	5151049.420	0	44	1123
607324.891	5151049.420	0	43	1117
607349.891	5151049.420	0	46	1110
607374.891	5151049.420	0	45	1108
607399.891	5151049.420	0	43	1102
607424.891	5151049.420	0	41	1097
607449.891	5151049.420	0	39	1088
607474.891	5151049.420	10	35	1075
607499.891	5151049.420	22	30	1066
607524.891	5151049.420	45	26	1056
607549.891	5151049.420	30	26	1047
607574.891	5151049.420	0	34	1035
607599.891	5151049.420	0	37	1015
607624.891	5151049.420	0	35	996
607649.891	5151049.420	10	35	974
607674.891	5151049.420	0	35	964
607699.891	5151049.420	0	35	957
607724.891	5151049.420	10	34	946
607749.891	5151049.420	0	35	930
607774.891	5151049.420	0	36	917
607799.891	5151049.420	0	38	900
607824.891	5151049.420	0	36	883
607849.891	5151049.420	10	35	869
607874.891	5151049.420	0	38	852
607899.891	5151049.420	0	39	833
607924.891	5151049.420	0	36	811
607949.891	5151049.420	10	29	791
607974.891	5151049.420	28	22	782
607999.891	5151049.420	42	20	777
608024.891	5151049.420	67	19	772
608049.891	5151049.420	85	21	765
608074.891	5151049.420	112	22	754
608099.891	5151049.420	130	19	746
608124.891	5151049.420	126	12	738
608149.891	5151049.420	108	4	736
608174.891	5151049.420	81	1	735
608199.891	5151049.420	63	6	736
608224.891	5151049.420	36	16	740
608249.891	5151049.420	20	27	749
608274.891	5151049.420	10	29	765
608299.891	5151049.420	30	27	775
608324.891	5151049.420	10	31	788
608349.891	5151049.420	22	31	803
608374.891	5151049.420	22	30	813
608399.891	5151049.420	10	33	824
608424.891	5151049.420	10	34	837
608449.891	5151049.420	10	33	854
608474.891	5151049.420	32	30	866
608499.891	5151049.420	30	28	878
608524.891	5151049.420	10	32	886
608549.891	5151049.420	0	35	899
608574.891	5151049.420	0	34	908
608599.891	5151049.420	14	30	919
608624.891	5151049.420	41	25	929
608649.891	5151049.420	60	23	938
608674.891	5151049.420	30	25	948
608699.891	5151049.420	10	30	961
608724.891	5151049.420	20	28	976
608749.891	5151049.420	40	22	987
608774.891	5151049.420	70	23	995
608799.891	5151049.420	90	24	1007
608824.891	5151049.420	120	18	1016
608849.891	5151049.420	140	13	1022
608874.891	5151049.420	170	12	1027
608899.891	5151049.420	190	12	1032
608924.891	5151049.420	220	11	1037
608949.891	5151049.420	240	12	1042
608974.891	5151049.420	270	10	1048
608999.891	5151049.420	290	7	1051
604099.891	5151024.420	0	40	1293
604124.891	5151024.420	0	38	1274
604149.891	5151024.420	0	34	1254
604174.891	5151024.420	10	30	1235
604199.891	5151024.420	10	30	1221
604224.891	5151024.420	0	33	1211
604249.891	5151024.420	10	36	1206
604274.891	5151024.420	0	38	1198
604299.891	5151024.420	0	38	1188
604324.891	5151024.420	0	37	1176
604349.891	5151024.420	0	36	1163
604374.891	5151024.420	10	37	1149
604399.891	5151024.420	0	35	1131
604424.891	5151024.420	22	31	1116
604449.891	5151024.420	40	29	1103
604474.891	5151024.420	10	33	1090
604499.891	5151024.420	0	43	1072
604524.891	5151024.420	0	39	1043
604549.891	5151024.420	20	20	1031
604574.891	5151024.420	50	14	1024
604599.891	5151024.420	70	13	1018
604624.891	5151024.420	100	12	1013
604649.891	5151024.420	120	13	1008
604674.891	5151024.420	149	13	1001
604699.891	5151024.420	168	12	996
604724.891	5151024.420	196	13	990
604749.891	5151024.420	215	15	985
604774.891	5151024.420	242	13	978
604799.891	5151024.420	259	9	977
604824.891	5151024.420	285	6	975
604849.891	5151024.420	266	6	973
604874.891	5151024.420	238	14	978
604899.891	5151024.420	218	13	983
604924.891	5151024.420	190	11	986
604949.891	5151024.420	171	10	986
604974.891	5151024.420	143	13	990
604999.891	5151024.420	124	18	996
605024.891	5151024.420	95	24	1005
605049.891	5151024.420	76	25	1017
605074.891	5151024.420	50	21	1027
605099.891	5151024.420	30	25	1034
605124.891	5151024.420	0	35	1047
605149.891	5151024.420	0	40	1067
605174.891	5151024.420	0	37	1087
605199.891	5151024.420	10	35	1102
605224.891	5151024.420	10	34	1119
605249.891	5151024.420	28	29	1134
605274.891	5151024.420	30	27	1145
605299.891	5151024.420	36	27	1157
605324.891	5151024.420	58	26	1168
605349.891	5151024.420	76	24	1177
605374.891	5151024.420	104	22	1182
605399.891	5151024.420	122	25	1185
605424.891	5151024.420	92	27	1187
605449.891	5151024.420	73	29	1188
605474.891	5151024.420	45	29	1189
605499.891	5151024.420	28	29	1185
605524.891	5151024.420	20	28	1181
605549.891	5151024.420	28	25	1178
605574.891	5151024.420	54	23	1175
605599.891	5151024.420	73	19	1171
605624.891	5151024.420	102	16	1170
605649.891	5151024.420	121	17	1175
605674.891	5151024.420	149	19	1178
605699.891	5151024.420	168	21	1182
605724.891	5151024.420	190	23	1185
605749.891	5151024.420	197	24	1189
605774.891	5151024.420	211	24	1190
605799.891	5151024.420	222	23	1189
605824.891	5151024.420	210	22	1187
605849.891	5151024.420	190	21	1186
605874.891	5151024.420	160	21	1184
605899.891	5151024.420	140	23	1178
605924.891	5151024.420	110	24	1172
605949.891	5151024.420	90	24	1168
605974.891	5151024.420	60	22	1162
605999.891	5151024.420	40	17	1157
606024.891	5151024.420	10	27	1163
606049.891	5151024.420	0	36	1180
606074.891	5151024.420	0	35	1198
606099.891	5151024.420	10	33	1213
606124.891	5151024.420	36	30	1227
606149.891	5151024.420	50	27	1239
606174.891	5151024.420	32	25	1247
606199.891	5151024.420	14	32	1254
606224.891	5151024.420	0	39	1272
606249.891	5151024.420	0	36	1294
606274.891	5151024.420	30	30	1308
606299.891	5151024.420	28	31	1320
606324.891	5151024.420	10	32	1333
606349.891	5151024.420	22	31	1346
606374.891	5151024.420	20	32	1358
606399.891	5151024.420	0	33	1373
606424.891	5151024.420	30	30	1386
606449.891	5151024.420	30	31	1396
606474.891	5151024.420	0	33	1410
606499.891	5151024.420	14	33	1424
606524.891	5151024.420	22	32	1439
606549.891	5151024.420	14	33	1451
606574.891	5151024.420	0	35	1467
606599.891	5151024.420	10	32	1482
606624.891	5151024.420	36	28	1494
606649.891	5151024.420	45	27	1505
606674.891	5151024.420	22	30	1516
606699.891	5151024.420	22	31	1530
606724.891	5151024.420	20	30	1543
606749.891	5151024.420	0	33	1555
606774.891	5151024.420	14	34	1571
606799.891	5151024.420	14	30	1584
606824.891	5151024.420	22	20	1597
606849.891	5151024.420	28	16	1598
606874.891	5151024.420	0	49	1588
606899.891	5151024.420	0	61	1541
606924.891	5151024.420	0	57	1499
606949.891	5151024.420	0	55	1465
606974.891	5151024.420	0	54	1427
606999.891	5151024.420	0	51	1393
607024.891	5151024.420	0	47	1364
607049.891	5151024.420	0	49	1339
607074.891	5151024.420	0	50	1308
607099.891	5151024.420	0	44	1279
607124.891	5151024.420	0	34	1255
607149.891	5151024.420	0	36	1245
607174.891	5151024.420	0	40	1237
607199.891	5151024.420	10	38	1226
607224.891	5151024.420	0	42	1212
607249.891	5151024.420	0	46	1186
607274.891	5151024.420	0	43	1158
607299.891	5151024.420	0	44	1145
607324.891	5151024.420	0	47	1142
607349.891	5151024.420	0	47	1139
607374.891	5151024.420	0	46	1133
607399.891	5151024.420	0	44	1126
607424.891	5151024.420	0	40	1114
607449.891	5151024.420	0	37	1104
607474.891	5151024.420	0	37	1091
607499.891	5151024.420	10	34	1076
607524.891	5151024.420	36	30	1063
607549.891	5151024.420	30	29	1050
607574.891	5151024.420	10	33	1035
607599.891	5151024.420	0	33	1015
607624.891	5151024.420	0	34	1002
607649.891	5151024.420	0	36	994
607674.891	5151024.420	0	35	982
607699.891	5151024.420	10	34	969
607724.891	5151024.420	14	34	954
607749.891	5151024.420	0	34	940
607774.891	5151024.420	14	34	924
607799.891	5151024.420	0	35	910
607824.891	5151024.420	0	37	891
607849.891	5151024.420	10	36	872
607874.891	5151024.420	0	36	853
607899.891	5151024.420	0	37	830
607924.891	5151024.420	0	36	811
607949.891	5151024.420	0	33	803
607974.891	5151024.420	14	29	792
607999.891	5151024.420	32	22	783
608024.891	5151024.420	58	18	776
608049.891	5151024.420	76	21	769
608074.891	5151024.420	104	21	758
608099.891	5151024.420	124	18	749
608124.891	5151024.420	134	15	741
608149.891	5151024.420	117	7	736
608174.891	5151024.420	89	2	736
608199.891	5151024.420	72	3	735
608224.891	5151024.420	45	12	738
608249.891	5151024.420	28	23	745
608274.891	5151024.420	22	28	758
608299.891	5151024.420	32	27	771
608324.891	5151024.420	10	29	780
608349.891	5151024.420	10	31	794
608374.891	5151024.420	30	30	804
608399.891	5151024.420	10	31	814
608424.891	5151024.420	10	34	830
608449.891	5151024.420	0	34	844
608474.891	5151024.420	20	34	857
608499.891	5151024.420	10	34	867
608524.891	5151024.420	10	34	874
608549.891	5151024.420	0	34	882
608574.891	5151024.420	0	34	894
608599.891	5151024.420	14	32	910
608624.891	5151024.420	41	27	924
608649.891	5151024.420	57	23	935
608674.891	5151024.420	36	25	945
608699.891	5151024.420	22	29	958
608724.891	5151024.420	28	28	973
608749.891	5151024.420	45	22	984
608774.891	5151024.420	73	21	992
608799.891	5151024.420	92	25	1001
608824.891	5151024.420	122	21	1014
608849.891	5151024.420	141	14	1019
608874.891	5151024.420	171	14	1024
608899.891	5151024.420	191	14	1030
608924.891	5151024.420	221	13	1035
608949.891	5151024.420	241	15	1040
608974.891	5151024.420	271	14	1047
608999.891	5151024.420	291	9	1051
604099.891	5150999.420	0	42	1298
604124.891	5150999.420	0	38	1276
604149.891	5150999.420	10	35	1259
604174.891	5150999.420	0	35	1242
604199.891	5150999.420	0	35	1223
604224.891	5150999.420	10	32	1203
604249.891	5150999.420	10	33	1189
604274.891	5150999.420	0	37	1179
604299.891	5150999.420	0	38	1171
604324.891	5150999.420	0	37	1161
604349.891	5150999.420	0	36	1151
604374.891	5150999.420	0	36	1137
604399.891	5150999.420	14	34	1123
604424.891	5150999.420	36	30	1110
604449.891	5150999.420	36	29	1099
604474.891	5150999.420	10	34	1086
604499.891	5150999.420	0	40	1067
604524.891	5150999.420	0	35	1043
604549.891	5150999.420	20	20	1031
604574.891	5150999.420	50	14	1025
604599.891	5150999.420	70	14	1019
604624.891	5150999.420	100	12	1012
604649.891	5150999.420	120	11	1008
604674.891	5150999.420	150	12	1002
604699.891	5150999.420	170	12	998
604724.891	5150999.420	200	14	994
604749.891	5150999.420	220	14	989
604774.891	5150999.420	250	14	985
604799.891	5150999.420	270	11	979
604824.891	5150999.420	277	6	975
604849.891	5150999.420	257	7	974
604874.891	5150999.420	228	16	981
604899.891	5150999.420	209	12	988
604924.891	5150999.420	180	9	990
604949.891	5150999.420	162	10	991
604974.891	5150999.420	133	14	994
604999.891	5150999.420	114	20	1000
605024.891	5150999.420	85	25	1010
605049.891	5150999.420	67	24	1022
605074.891	5150999.420	40	21	1030
605099.891	5150999.420	20	28	1039
605124.891	5150999.420	0	37	1055
605149.891	5150999.420	0	38	1075
605174.891	5150999.420	14	35	1092
605199.891	5150999.420	0	35	1108
605224.891	5150999.420	14	33	1125
605249.891	5150999.420	30	28	1138
605274.891	5150999.420	0	29	1149
605299.891	5150999.420	20	31	1164
605324.891	5150999.420	50	28	1176
605349.891	5150999.420	64	24	1185
605374.891	5150999.420	89	22	1191
605399.891	5150999.420	103	23	1196
605424.891	5150999.420	91	25	1199
605449.891	5150999.420	71	27	1202
605474.891	5150999.420	41	28	1203
605499.891	5150999.420	22	30	1201
605524.891	5150999.420	0	31	1197
605549.891	5150999.420	20	29	1190
605574.891	5150999.420	50	26	1185
605599.891	5150999.420	70	22	1180
605624.891	5150999.420	100	16	1178
605649.891	5150999.420	120	18	1180
605674.891	5150999.420	150	22	1186
605699.891	5150999.420	153	22	1191
605724.891	5150999.420	162	22	1194
605749.891	5150999.420	170	21	1199
605774.891	5150999.420	186	21	1200
605799.891	5150999.420	198	21	1199
605824.891	5150999.420	210	22	1198
605849.891	5150999.420	190	20	1195
605874.891	5150999.420	160	20	1192
605899.891	5150999.420	140	21	1186
605924.891	5150999.420	110	21	1182
605949.891	5150999.420	90	22	1177
605974.891	5150999.420	60	22	1171
605999.891	5150999.420	40	18	1166
606024.891	5150999.420	10	25	1169
606049.891	5150999.420	0	35	1186
606074.891	5150999.420	0	35	1204
606099.891	5150999.420	20	33	1220
606124.891	5150999.420	50	29	1234
606149.891	5150999.420	41	23	1245
606174.891	5150999.420	14	27	1252
606199.891	5150999.420	0	37	1265
606224.891	5150999.420	0	39	1285
606249.891	5150999.420	0	35	1301
606274.891	5150999.420	30	31	1315
606299.891	5150999.420	22	32	1328
606324.891	5150999.420	10	32	1343
606349.891	5150999.420	22	31	1354
606374.891	5150999.420	0	33	1366
606399.891	5150999.420	10	33	1382
606424.891	5150999.420	36	30	1394
606449.891	5150999.420	42	31	1405
606474.891	5150999.420	20	33	1418
606499.891	5150999.420	0	33	1433
606524.891	5150999.420	22	32	1447
606549.891	5150999.420	14	34	1460
606574.891	5150999.420	0	34	1476
606599.891	5150999.420	20	29	1489
606624.891	5150999.420	50	27	1500
606649.891	5150999.420	36	29	1511
606674.891	5150999.420	14	31	1524
606699.891	5150999.420	14	30	1538
606724.891	5150999.420	20	30	1549
606749.891	5150999.420	20	33	1563
606774.891	5150999.420	0	36	1578
606799.891	5150999.420	0	32	1595
606824.891	5150999.420	22	15	1604
606849.891	5150999.420	28	21	1600
606874.891	5150999.420	0	52	1587
606899.891	5150999.420	0	62	1539
606924.891	5150999.420	0	58	1492
606949.891	5150999.420	0	55	1460
606974.891	5150999.420	0	54	1420
606999.891	5150999.420	0	49	1391
607024.891	5150999.420	0	46	1364
607049.891	5150999.420	0	48	1339
607074.891	5150999.420	0	48	1302
607099.891	5150999.420	0	42	1276
607124.891	5150999.420	10	37	1265
607149.891	5150999.420	0	40	1266
607174.891	5150999.420	0	42	1256
607199.891	5150999.420	0	41	1238
607224.891	5150999.420	0	42	1221
607249.891	5150999.420	0	43	1191
607274.891	5150999.420	0	43	1176
607299.891	5150999.420	0	47	1175
607324.891	5150999.420	0	46	1171
607349.891	5150999.420	0	43	1165
607374.891	5150999.420	0	42	1158
607399.891	5150999.420	0	42	1147
607424.891	5150999.420	0	41	1131
607449.891	5150999.420	0	37	1116
607474.891	5150999.420	10	36	1103
607499.891	5150999.420	0	36	1084
607524.891	5150999.420	14	34	1068
607549.891	5150999.420	0	31	1051
607574.891	5150999.420	10	29	1034
607599.891	5150999.420	14	32	1026
607624.891	5150999.420	14	33	1017
607649.891	5150999.420	0	33	1005
607674.891	5150999.420	22	33	991
607699.891	5150999.420	10	34	978
607724.891	5150999.420	10	37	962
607749.891	5150999.420	0	36	944
607774.891	5150999.420	0	33	926
607799.891	5150999.420	0	35	907
607824.891	5150999.420	0	38	887
607849.891	5150999.420	0	37	866
607874.891	5150999.420	0	34	851
607899.891	5150999.420	0	37	843
607924.891	5150999.420	0	38	830
607949.891	5150999.420	14	35	817
607974.891	5150999.420	0	32	801
607999.891	5150999.420	20	25	788
608024.891	5150999.420	50	20	778
608049.891	5150999.420	70	22	768
608074.891	5150999.420	99	21	756
608099.891	5150999.420	114	18	751
608124.891	5150999.420	139	16	744
608149.891	5150999.420	130	10	738
608174.891	5150999.420	103	3	736
608199.891	5150999.420	86	1	735
608224.891	5150999.420	64	9	737
608249.891	5150999.420	54	18	743
608274.891	5150999.420	51	25	752
608299.891	5150999.420	50	26	765
608324.891	5150999.420	32	26	773
608349.891	5150999.420	28	30	782
608374.891	5150999.420	20	31	795
608399.891	5150999.420	28	31	808
608424.891	5150999.420	0	34	819
608449.891	5150999.420	10	36	832
608474.891	5150999.420	0	37	840
608499.891	5150999.420	0	35	848
608524.891	5150999.420	10	32	859
608549.891	5150999.420	20	31	873
608574.891	5150999.420	0	34	889
608599.891	5150999.420	10	34	906
608624.891	5150999.420	22	29	921
608649.891	5150999.420	41	24	933
608674.891	5150999.420	58	24	944
608699.891	5150999.420	51	27	955
608724.891	5150999.420	54	28	969
608749.891	5150999.420	64	23	981
608774.891	5150999.420	86	20	989
608799.891	5150999.420	103	23	996
608824.891	5150999.420	130	24	1009
608849.891	5150999.420	149	18	1016
608874.891	5150999.420	177	15	1021
608899.891	5150999.420	196	15	1026
608924.891	5150999.420	226	15	1030
608949.891	5150999.420	245	17	1035
608974.891	5150999.420	275	18	1042
608999.891	5150999.420	294	15	1049
604099.891	5150974.420	0	44	1296
604124.891	5150974.420	0	38	1274
604149.891	5150974.420	20	35	1258
604174.891	5150974.420	0	37	1242
604199.891	5150974.420	0	38	1222
604224.891	5150974.420	0	35	1203
604249.891	5150974.420	0	35	1185
604274.891	5150974.420	10	33	1165
604299.891	5150974.420	0	31	1153
604324.891	5150974.420	0	32	1144
604349.891	5150974.420	0	35	1136
604374.891	5150974.420	10	36	1124
604399.891	5150974.420	10	34	1113
604424.891	5150974.420	32	31	1101
604449.891	5150974.420	30	31	1091
604474.891	5150974.420	0	35	1078
604499.891	5150974.420	0	36	1060
604524.891	5150974.420	0	29	1044
604549.891	5150974.420	20	19	1032
604574.891	5150974.420	50	14	1026
604599.891	5150974.420	70	15	1020
604624.891	5150974.420	100	13	1013
604649.891	5150974.420	120	10	1009
604674.891	5150974.420	150	10	1005
604699.891	5150974.420	170	10	1002
604724.891	5150974.420	200	12	998
604749.891	5150974.420	220	13	992
604774.891	5150974.420	250	13	987
604799.891	5150974.420	270	12	981
604824.891	5150974.420	273	8	976
604849.891	5150974.420	253	10	974
604874.891	5150974.420	224	18	985
604899.891	5150974.420	204	10	990
604924.891	5150974.420	175	7	992
604949.891	5150974.420	155	8	995
604974.891	5150974.420	126	13	997
604999.891	5150974.420	108	22	1004
605024.891	5150974.420	81	25	1015
605049.891	5150974.420	61	22	1026
605074.891	5150974.420	32	22	1034
605099.891	5150974.420	14	32	1044
605124.891	5150974.420	0	37	1063
605149.891	5150974.420	0	34	1080
605174.891	5150974.420	10	34	1095
605199.891	5150974.420	0	36	1113
605224.891	5150974.420	10	32	1130
605249.891	5150974.420	30	30	1142
605274.891	5150974.420	0	32	1157
605299.891	5150974.420	20	32	1170
605324.891	5150974.420	36	28	1185
605349.891	5150974.420	54	24	1193
605374.891	5150974.420	76	23	1199
605399.891	5150974.420	86	24	1205
605424.891	5150974.420	95	25	1209
605449.891	5150974.420	76	25	1214
605474.891	5150974.420	50	25	1215
605499.891	5150974.420	36	26	1214
605524.891	5150974.420	20	29	1211
605549.891	5150974.420	28	30	1204
605574.891	5150974.420	54	29	1197
605599.891	5150974.420	73	25	1189
605624.891	5150974.420	102	20	1184
605649.891	5150974.420	122	23	1187
605674.891	5150974.420	130	26	1196
605699.891	5150974.420	133	25	1201
605724.891	5150974.420	143	25	1205
605749.891	5150974.420	153	23	1207
605774.891	5150974.420	170	22	1209
605799.891	5150974.420	184	20	1208
605824.891	5150974.420	206	19	1208
605849.891	5150974.420	191	19	1203
605874.891	5150974.420	161	18	1199
605899.891	5150974.420	141	18	1193
605924.891	5150974.420	112	20	1191
605949.891	5150974.420	92	22	1185
605974.891	5150974.420	63	21	1179
605999.891	5150974.420	45	16	1173
606024.891	5150974.420	22	24	1177
606049.891	5150974.420	10	33	1189
606074.891	5150974.420	0	34	1207
606099.891	5150974.420	20	33	1224
606124.891	5150974.420	36	28	1240
606149.891	5150974.420	32	24	1249
606174.891	5150974.420	10	33	1257
606199.891	5150974.420	0	38	1279
606224.891	5150974.420	10	35	1292
606249.891	5150974.420	0	33	1309
606274.891	5150974.420	30	31	1322
606299.891	5150974.420	20	32	1335
606324.891	5150974.420	10	32	1350
606349.891	5150974.420	22	31	1362
606374.891	5150974.420	0	33	1376
606399.891	5150974.420	10	32	1390
606424.891	5150974.420	40	30	1401
606449.891	5150974.420	40	31	1414
606474.891	5150974.420	10	33	1427
606499.891	5150974.420	10	32	1441
606524.891	5150974.420	32	32	1454
606549.891	5150974.420	14	33	1468
606574.891	5150974.420	10	31	1484
606599.891	5150974.420	28	27	1495
606624.891	5150974.420	36	28	1506
606649.891	5150974.420	22	31	1518
606674.891	5150974.420	14	31	1533
606699.891	5150974.420	28	30	1544
606724.891	5150974.420	0	31	1556
606749.891	5150974.420	20	35	1570
606774.891	5150974.420	0	37	1586
606799.891	5150974.420	10	32	1604
606824.891	5150974.420	22	15	1610
606849.891	5150974.420	14	35	1600
606874.891	5150974.420	0	55	1578
606899.891	5150974.420	0	62	1528
606924.891	5150974.420	0	58	1483
606949.891	5150974.420	0	55	1451
606974.891	5150974.420	0	51	1414
606999.891	5150974.420	0	45	1386
607024.891	5150974.420	0	44	1359
607049.891	5150974.420	0	44	1335
607074.891	5150974.420	0	47	1320
607099.891	5150974.420	0	50	1301
607124.891	5150974.420	0	50	1290
607149.891	5150974.420	0	45	1290
607174.891	5150974.420	0	46	1273
